level,M,N,seed,editDistance
11,14,2,1007377500,9
11,14,2,100809929,11
11,14,2,1008910923,9
11,14,2,1009539057,11
11,14,2,1021367272,11
11,14,2,1021640706,11
11,14,2,1023422436,9
11,14,2,1024293374,11
11,14,2,1030181821,9
11,14,2,1031355879,9
11,14,2,1033424465,9
11,14,2,1034009232,9
11,14,2,1034327289,9
11,14,2,1036792222,11
11,14,2,1043077053,9
11,14,2,1044306931,9
11,14,2,1047769518,9
11,14,2,105300218,9
11,14,2,1053224620,13
11,14,2,1057741487,11
11,14,2,1060614365,9
11,14,2,1068294217,9
11,14,2,106938787,9
11,14,2,1069998148,11
11,14,2,1072076429,9
11,14,2,1073943930,11
11,14,2,1079141869,9
11,14,2,1085025411,9
11,14,2,1099905981,9
11,14,2,1101331502,11
11,14,2,1103029117,9
11,14,2,1107733190,11
11,14,2,1111492824,13
11,14,2,1111629349,9
11,14,2,1115377620,9
11,14,2,1123898083,9
11,14,2,1125676472,9
11,14,2,1126035392,9
11,14,2,1128252833,11
11,14,2,1129159094,9
11,14,2,1129562518,9
11,14,2,1129766833,9
11,14,2,1131059704,13
11,14,2,1137235189,7
11,14,2,113933278,9
11,14,2,1141002997,9
11,14,2,1143428209,11
11,14,2,1144006319,11
11,14,2,1146421746,9
11,14,2,1148518376,9
11,14,2,1149095865,9
11,14,2,1150003503,9
11,14,2,115004013,11
11,14,2,1155383755,11
11,14,2,115904951,9
11,14,2,1160648909,11
11,14,2,1169063424,9
11,14,2,117328224,9
11,14,2,1177145613,9
11,14,2,1182638688,11
11,14,2,1185915396,9
11,14,2,1187046171,9
11,14,2,118958320,9
11,14,2,1197460902,11
11,14,2,1208380380,9
11,14,2,1208508442,11
11,14,2,1213262791,9
11,14,2,1217339515,9
11,14,2,1220492224,9
11,14,2,1223773794,9
11,14,2,1226574802,5
11,14,2,1227166346,9
11,14,2,1228754751,9
11,14,2,1235328474,9
11,14,2,1238891230,9
11,14,2,1242720391,9
11,14,2,1248112851,9
11,14,2,1248132426,9
11,14,2,1249167093,11
11,14,2,1249799023,9
11,14,2,1252346218,9
11,14,2,1254747013,9
11,14,2,1254864609,11
11,14,2,1255078397,3
11,14,2,1259174031,9
11,14,2,1261677122,9
11,14,2,1263145343,9
11,14,2,1265574420,9
11,14,2,1270216659,9
11,14,2,1278571457,9
11,14,2,1287787653,9
11,14,2,1292221910,9
11,14,2,129307423,11
11,14,2,1296028400,9
11,14,2,1299731499,9
11,14,2,1302900343,9
11,14,2,1303123013,11
11,14,2,1309951381,9
11,14,2,1313468976,5
11,14,2,1313752568,9
11,14,2,1320330649,11
11,14,2,1320933345,9
11,14,2,1328938571,9
11,14,2,1330988942,13
11,14,2,1331119457,5
11,14,2,1333929536,9
11,14,2,1334811903,9
11,14,2,1336258484,9
11,14,2,1337243409,9
11,14,2,1339653327,9
11,14,2,1353263574,9
11,14,2,1356826028,9
11,14,2,135946683,9
11,14,2,1360220328,9
11,14,2,1362016060,9
11,14,2,1367498069,11
11,14,2,1369775064,9
11,14,2,1376417056,9
11,14,2,1381641077,9
11,14,2,1384477475,11
11,14,2,1386871433,9
11,14,2,139368356,9
11,14,2,1401529789,9
11,14,2,140474584,11
11,14,2,1405310601,9
11,14,2,1407214316,11
11,14,2,1409462045,9
11,14,2,1412004653,9
11,14,2,1418555901,9
11,14,2,1420080259,11
11,14,2,1424923630,13
11,14,2,1425742773,11
11,14,2,1431783111,11
11,14,2,143405309,11
11,14,2,1437907663,9
11,14,2,1437979903,9
11,14,2,1439151564,9
11,14,2,1440045591,9
11,14,2,1444242547,9
11,14,2,1445633822,9
11,14,2,1452709467,9
11,14,2,1475209292,9
11,14,2,1478964481,11
11,14,2,1479143001,9
11,14,2,14854998,11
11,14,2,1489019332,9
11,14,2,1489856218,9
11,14,2,1501778321,9
11,14,2,1508207732,9
11,14,2,1520604673,11
11,14,2,152779208,9
11,14,2,1534938552,11
11,14,2,1535376258,9
11,14,2,1549456656,9
11,14,2,1549961136,11
11,14,2,1551807000,13
11,14,2,15543339,9
11,14,2,1558772428,9
11,14,2,1559635794,9
11,14,2,1565039346,9
11,14,2,1570267046,9
11,14,2,1572523492,9
11,14,2,1579324334,9
11,14,2,1581250545,11
11,14,2,1584060779,9
11,14,2,1585467443,9
11,14,2,1586943993,9
11,14,2,1589966190,11
11,14,2,1605939414,9
11,14,2,1607725968,9
11,14,2,1612091084,11
11,14,2,161635302,9
11,14,2,1624536388,9
11,14,2,1628266276,9
11,14,2,1630418769,9
11,14,2,1642270789,5
11,14,2,1643686035,11
11,14,2,1651122529,9
11,14,2,1652880111,11
11,14,2,1655609216,9
11,14,2,1656941945,11
11,14,2,1672178381,9
11,14,2,167225676,9
11,14,2,1676090966,11
11,14,2,167723844,9
11,14,2,1677544767,9
11,14,2,168388048,9
11,14,2,1690995050,9
11,14,2,1696471973,9
11,14,2,1703074507,9
11,14,2,1704935680,9
11,14,2,1710321570,9
11,14,2,1712790962,11
11,14,2,172040929,9
11,14,2,1724186248,9
11,14,2,1726813123,9
11,14,2,173001703,9
11,14,2,1732171965,9
11,14,2,1739763174,11
11,14,2,1740529095,9
11,14,2,1744050922,9
11,14,2,1746864661,9
11,14,2,1747704250,9
11,14,2,1748371846,9
11,14,2,1759889347,9
11,14,2,1761640014,9
11,14,2,1761767949,9
11,14,2,1762983406,9
11,14,2,1764635379,9
11,14,2,1764878238,9
11,14,2,1773685207,9
11,14,2,1786674380,9
11,14,2,1788567117,9
11,14,2,1790557626,9
11,14,2,1792898838,11
11,14,2,179984335,9
11,14,2,1810874642,11
11,14,2,1812725973,9
11,14,2,1812821036,13
11,14,2,1819900257,9
11,14,2,1820425934,9
11,14,2,1820621480,9
11,14,2,1825347781,9
11,14,2,1830672546,11
11,14,2,1842930466,11
11,14,2,1845930416,9
11,14,2,1848108161,9
11,14,2,1859289069,9
11,14,2,1862562829,9
11,14,2,1862587163,11
11,14,2,186415925,9
11,14,2,1868675046,9
11,14,2,1878671377,9
11,14,2,1879014868,9
11,14,2,1881338339,9
11,14,2,1884493870,9
11,14,2,1891098065,11
11,14,2,1891948138,3
11,14,2,1892287947,9
11,14,2,1892619064,11
11,14,2,1893548815,11
11,14,2,1897046189,3
11,14,2,1899003859,7
11,14,2,1900779831,9
11,14,2,1906044921,11
11,14,2,1908524755,9
11,14,2,1911975,9
11,14,2,1912057305,11
11,14,2,1912177682,9
11,14,2,1913666063,11
11,14,2,1914780062,11
11,14,2,1919965806,13
11,14,2,1925741337,9
11,14,2,1928596662,9
11,14,2,1931732450,9
11,14,2,1933251343,9
11,14,2,1934465957,13
11,14,2,1940347215,11
11,14,2,1941457002,11
11,14,2,1941786083,11
11,14,2,1942291614,11
11,14,2,1943676249,9
11,14,2,1944846194,9
11,14,2,1949507961,9
11,14,2,1953553500,11
11,14,2,1957100986,9
11,14,2,1960294020,9
11,14,2,1962447589,9
11,14,2,1969107659,11
11,14,2,1973697731,11
11,14,2,1977094199,9
11,14,2,1981559499,9
11,14,2,1983368928,9
11,14,2,2008212551,9
11,14,2,2015060077,9
11,14,2,2026135613,11
11,14,2,2027688487,9
11,14,2,2028102868,9
11,14,2,2029425121,11
11,14,2,2030596836,11
11,14,2,2031597538,11
11,14,2,2040604205,9
11,14,2,2048118835,9
11,14,2,2054683846,7
11,14,2,2054971779,3
11,14,2,2062605270,9
11,14,2,2064095412,11
11,14,2,2070259378,9
11,14,2,2072854323,9
11,14,2,2076678475,9
11,14,2,2076971191,9
11,14,2,2084098176,9
11,14,2,2089732912,9
11,14,2,2091790728,11
11,14,2,2093836458,9
11,14,2,2097316020,9
11,14,2,2099325967,9
11,14,2,2103762104,9
11,14,2,2106127540,9
11,14,2,2107296324,9
11,14,2,2111592790,13
