level,M,N,seed,compressionDistance
9,14,2,1000612422,0.011904761904761904
9,14,2,1005743688,0.005934718100890208
9,14,2,1012526611,0.03003003003003003
9,14,2,1013470508,0.03003003003003003
9,14,2,1014699857,0.03003003003003003
9,14,2,1021212094,0.03003003003003003
9,14,2,1023620241,0.03003003003003003
9,14,2,102500303,0.03003003003003003
9,14,2,1025350586,0.04229607250755287
9,14,2,1026947808,0.029154518950437316
9,14,2,102798326,0.03003003003003003
9,14,2,1033643945,0.03003003003003003
9,14,2,10366332,0.005934718100890208
9,14,2,1036715472,0.03003003003003003
9,14,2,1036886040,0.03003003003003003
9,14,2,1042129816,0.011904761904761904
9,14,2,1045303674,0.03003003003003003
9,14,2,1046581283,0.017595307917888565
9,14,2,1048139332,0.005934718100890208
9,14,2,1056777013,0.03003003003003003
9,14,2,1060152815,0.03003003003003003
9,14,2,1065999551,0.03003003003003003
9,14,2,1068394074,0.005934718100890208
9,14,2,1070316141,0.011764705882352941
9,14,2,1083663764,0.03003003003003003
9,14,2,1089116016,0.03003003003003003
9,14,2,1089854282,0.005934718100890208
9,14,2,1091702415,0.03003003003003003
9,14,2,1098500762,0.03003003003003003
9,14,2,1112182810,0.03003003003003003
9,14,2,1113353909,0.03003003003003003
9,14,2,1130001084,0.03003003003003003
9,14,2,113216728,0.03003003003003003
9,14,2,113226136,0.005934718100890208
9,14,2,1147842194,0.03003003003003003
9,14,2,1149210272,0.03003003003003003
9,14,2,1151417878,0.03003003003003003
9,14,2,1153292106,0.03003003003003003
9,14,2,1155410265,0.03003003003003003
9,14,2,1156992488,0.011904761904761904
9,14,2,1158454978,0.03003003003003003
9,14,2,1163938924,0.03003003003003003
9,14,2,1170396013,0.005934718100890208
9,14,2,1174312248,0.0
9,14,2,1174981387,0.005934718100890208
9,14,2,1176208944,0.03003003003003003
9,14,2,1187386784,0.03003003003003003
9,14,2,1188866442,0.011764705882352941
9,14,2,1195757829,0.03003003003003003
9,14,2,1198818934,0.005934718100890208
9,14,2,1200250875,0.011904761904761904
9,14,2,1202062857,0.005934718100890208
9,14,2,1206869159,0.03003003003003003
9,14,2,1206893123,0.03003003003003003
9,14,2,1208536855,0.005934718100890208
9,14,2,1214218862,0.03003003003003003
9,14,2,1218530780,0.005934718100890208
9,14,2,1220996157,0.005934718100890208
9,14,2,1222397343,0.03003003003003003
9,14,2,1226734029,0.011764705882352941
9,14,2,1228326570,0.03003003003003003
9,14,2,1232613401,0.03003003003003003
9,14,2,1234594776,0.03003003003003003
9,14,2,1238664408,0.011904761904761904
9,14,2,1252487404,0.03003003003003003
9,14,2,1255913129,0.011904761904761904
9,14,2,1257669905,0.03003003003003003
9,14,2,1261632250,0.03003003003003003
9,14,2,12685745,0.03003003003003003
9,14,2,1269247589,0.03003003003003003
9,14,2,1272008104,0.03003003003003003
9,14,2,1277848589,0.005934718100890208
9,14,2,1284166195,0.03003003003003003
9,14,2,129340832,0.005934718100890208
9,14,2,1295095911,0.005934718100890208
9,14,2,1302617698,0.03003003003003003
9,14,2,1307286156,0.03003003003003003
9,14,2,1325844456,0.011904761904761904
9,14,2,1328794351,0.03003003003003003
9,14,2,1338875859,0.005934718100890208
9,14,2,1343430974,0.04229607250755287
9,14,2,1348407609,0.011904761904761904
9,14,2,1353036250,0.03003003003003003
9,14,2,1372745862,0.03003003003003003
9,14,2,1377433431,0.005934718100890208
9,14,2,1382066714,0.005934718100890208
9,14,2,138442453,0.03003003003003003
9,14,2,1384857432,0.03003003003003003
9,14,2,1385068994,0.01791044776119403
9,14,2,1386444692,0.03003003003003003
9,14,2,1394684147,0.03003003003003003
9,14,2,139479264,0.03003003003003003
9,14,2,1396990917,0.011764705882352941
9,14,2,1399720293,0.011764705882352941
9,14,2,1407749714,0.005934718100890208
9,14,2,1409972466,0.03003003003003003
9,14,2,1410757633,0.03003003003003003
9,14,2,1418285484,0.03003003003003003
9,14,2,1421851357,0.03003003003003003
9,14,2,1424267094,0.005934718100890208
9,14,2,142893566,0.03003003003003003
