level,M,N,seed,editDistance
all,3,3,1001641798,510
all,3,3,1004306364,521
all,3,3,1010978582,497
all,3,3,1022846210,471
all,3,3,1023722256,576
all,3,3,1033480057,534
all,3,3,1036474372,519
all,3,3,1037401273,517
all,3,3,1038218488,511
all,3,3,1038240813,601
all,3,3,1041135095,549
all,3,3,1052850471,600
all,3,3,1053293722,564
all,3,3,1059209602,573
all,3,3,1061751410,530
all,3,3,1062255042,517
all,3,3,1064032374,547
all,3,3,1064486697,559
all,3,3,106587538,519
all,3,3,1068183337,528
all,3,3,1082073250,529
all,3,3,1083026305,526
all,3,3,1093253708,585
all,3,3,1094988923,577
all,3,3,1096341932,502
all,3,3,1099891794,523
all,3,3,110889107,525
all,3,3,1108994755,522
all,3,3,1116182691,511
all,3,3,1121515410,529
all,3,3,112743658,537
all,3,3,1128081783,533
all,3,3,1130403943,548
all,3,3,1135500214,568
all,3,3,1138184120,518
all,3,3,1139765352,517
all,3,3,1142181782,505
all,3,3,1154008721,596
all,3,3,1157790512,591
all,3,3,1161547704,466
all,3,3,1164368824,524
all,3,3,1174427787,526
all,3,3,1174462524,532
all,3,3,1175519146,534
all,3,3,1182202028,549
all,3,3,1182440019,525
all,3,3,1201170237,523
all,3,3,1201565253,539
all,3,3,1211334439,517
all,3,3,1218616460,567
all,3,3,1218917431,557
all,3,3,1222143675,547
all,3,3,1223901321,461
all,3,3,1226979448,531
all,3,3,1233913320,499
all,3,3,1237131333,556
all,3,3,1239558035,524
all,3,3,1244728759,546
all,3,3,1246105016,534
all,3,3,124711068,589
all,3,3,1250181728,527
all,3,3,1270720746,533
all,3,3,1288751559,522
all,3,3,1292333361,558
all,3,3,1292918822,555
all,3,3,1293461712,558
all,3,3,1300823014,529
all,3,3,1304407919,486
all,3,3,1305376595,569
all,3,3,1310759371,570
all,3,3,1315379481,583
all,3,3,1315459146,502
all,3,3,1317062028,567
all,3,3,1317484954,535
all,3,3,1318721770,531
all,3,3,1319364568,528
all,3,3,1320567837,519
all,3,3,1326000153,526
all,3,3,1336493410,519
all,3,3,1337026208,546
all,3,3,1341796865,536
all,3,3,1348972292,500
all,3,3,1351344834,538
all,3,3,1354571885,537
all,3,3,1355696803,565
all,3,3,1356823191,565
all,3,3,1360479120,506
all,3,3,1360595726,526
all,3,3,1367920983,515
all,3,3,1370452686,574
all,3,3,1371795951,562
all,3,3,137493304,542
all,3,3,1375056305,529
all,3,3,1380206301,573
all,3,3,138257890,523
all,3,3,1390070123,544
all,3,3,1397766369,540
all,3,3,1409932949,506
all,3,3,1410120414,534
all,3,3,1411552849,488
all,3,3,1411736710,548
all,3,3,1412314167,543
all,3,3,1415951383,514
all,3,3,1417221407,591
all,3,3,1417484602,541
all,3,3,1420211928,519
all,3,3,1423060993,528
all,3,3,1423682194,542
all,3,3,1424869980,513
all,3,3,142497295,581
all,3,3,1430247905,507
all,3,3,1431277483,605
all,3,3,1440176088,541
all,3,3,1444118058,530
all,3,3,1453438136,544
all,3,3,1457672976,541
all,3,3,1459827370,539
all,3,3,1460988487,544
all,3,3,1461249056,548
all,3,3,1480296753,565
all,3,3,1483337579,501
all,3,3,1486300823,536
all,3,3,1497824864,553
all,3,3,1504225597,555
all,3,3,1504822265,542
all,3,3,150604100,554
all,3,3,1507258094,489
all,3,3,1509632501,496
all,3,3,1512170075,587
all,3,3,1513047029,493
all,3,3,1518358220,546
all,3,3,1518938308,534
all,3,3,1523850398,551
all,3,3,152517913,541
all,3,3,1526915281,562
all,3,3,1529081495,563
all,3,3,1531151360,539
all,3,3,1533832136,501
all,3,3,1536985943,464
all,3,3,1540822946,554
all,3,3,1542757796,510
all,3,3,1544125195,505
all,3,3,1548060002,530
all,3,3,1550570586,535
all,3,3,1554121271,585
all,3,3,1554856959,519
all,3,3,1558458571,507
all,3,3,1558620065,503
all,3,3,1558744933,565
all,3,3,1560665819,512
all,3,3,1563161544,534
all,3,3,1566290996,554
all,3,3,1567196103,564
all,3,3,1570020736,556
all,3,3,1574474500,549
all,3,3,15748236,508
all,3,3,158096177,554
all,3,3,1588781947,533
all,3,3,1592441808,506
all,3,3,1603146689,524
all,3,3,1603190713,521
all,3,3,160467324,481
all,3,3,1607319672,571
all,3,3,1620304846,507
all,3,3,1626218762,520
