level,M,N,seed,editDistance
13modified,1,1,100334696,310
13modified,1,1,1005713264,295
13modified,1,1,1010932164,305
13modified,1,1,1012869568,316
13modified,1,1,1021967227,309
13modified,1,1,1033033434,316
13modified,1,1,1033854624,313
13modified,1,1,1034628327,316
13modified,1,1,1041640248,312
13modified,1,1,1042768624,314
13modified,1,1,1044706667,303
13modified,1,1,1045197443,321
13modified,1,1,1045985721,310
13modified,1,1,1049469142,315
13modified,1,1,104993245,287
13modified,1,1,1051467736,323
13modified,1,1,1055293516,303
13modified,1,1,106470709,309
13modified,1,1,1066819082,320
13modified,1,1,1071405622,300
13modified,1,1,1072816653,292
13modified,1,1,1074205656,318
13modified,1,1,107858546,318
13modified,1,1,1081831131,285
13modified,1,1,1085292328,329
13modified,1,1,1086993038,309
13modified,1,1,1090021741,299
13modified,1,1,1095229560,305
13modified,1,1,1099242507,306
13modified,1,1,1119739660,304
13modified,1,1,1119913660,315
13modified,1,1,1121788155,309
13modified,1,1,1122891000,315
13modified,1,1,1123116722,306
13modified,1,1,1125748041,302
13modified,1,1,112714695,325
13modified,1,1,112803900,310
13modified,1,1,1131392376,309
13modified,1,1,1137791056,314
13modified,1,1,1140268074,306
13modified,1,1,1142192008,287
13modified,1,1,1149310547,310
13modified,1,1,1149395731,312
13modified,1,1,1149675945,307
13modified,1,1,1151948236,314
13modified,1,1,1159043200,300
13modified,1,1,1167164095,310
13modified,1,1,1168528864,301
13modified,1,1,1170387944,324
13modified,1,1,1170753960,308
13modified,1,1,1183217684,306
13modified,1,1,1183839141,321
13modified,1,1,1186326919,301
13modified,1,1,1198305612,291
13modified,1,1,1200800358,306
13modified,1,1,1205118578,311
13modified,1,1,1208064624,310
13modified,1,1,1208894535,310
13modified,1,1,1220846468,309
13modified,1,1,1222949588,301
13modified,1,1,1232002747,324
13modified,1,1,1235717330,299
13modified,1,1,1235792259,318
13modified,1,1,123988852,287
13modified,1,1,1240105649,296
13modified,1,1,1245146245,302
13modified,1,1,12481666,302
13modified,1,1,1248990245,309
13modified,1,1,1271901802,313
13modified,1,1,1284670388,306
13modified,1,1,128849205,300
13modified,1,1,1294751766,308
13modified,1,1,1295454644,308
13modified,1,1,1299476798,301
13modified,1,1,1300485353,307
13modified,1,1,1305346275,294
13modified,1,1,130581915,310
13modified,1,1,1306616824,306
13modified,1,1,1308353909,312
13modified,1,1,1308551323,306
13modified,1,1,1315827889,303
13modified,1,1,1317356462,313
13modified,1,1,1318081265,291
