level,M,N,seed,editDistance
all,14,2,1001427231,320
all,14,2,1004306364,324
all,14,2,1010978582,354
all,14,2,1022846210,650
all,14,2,1023722256,458
all,14,2,1033480057,451
all,14,2,103718413,323
all,14,2,1037401273,282
all,14,2,1038218488,640
all,14,2,1038240813,330
all,14,2,1052850471,296
all,14,2,1053293722,327
all,14,2,1059209602,325
all,14,2,1060434707,325
all,14,2,1061751410,323
all,14,2,1062255042,325
all,14,2,1064032374,322
all,14,2,106587538,646
all,14,2,1076245341,330
all,14,2,1082073250,656
all,14,2,1083026305,325
all,14,2,1087632942,325
all,14,2,1093253708,324
all,14,2,1094988923,351
all,14,2,1096341932,354
all,14,2,1099891794,306
all,14,2,1107405273,321
all,14,2,1108994755,324
all,14,2,1116182691,362
all,14,2,112743658,461
all,14,2,1128081783,326
all,14,2,1135500214,321
all,14,2,1139122773,326
all,14,2,1139158243,358
all,14,2,1139765352,325
all,14,2,114569370,640
all,14,2,1153118460,322
all,14,2,1154008721,357
all,14,2,1157790512,364
all,14,2,1161547704,325
all,14,2,1166211825,484
all,14,2,1174427787,327
all,14,2,1175519146,283
all,14,2,1182440019,298
all,14,2,1184347117,667
all,14,2,1194991691,324
all,14,2,1201170237,327
all,14,2,1201565253,313
all,14,2,1211334439,323
all,14,2,1223901321,316
all,14,2,1226275373,333
all,14,2,1233913320,460
all,14,2,1235501548,654
all,14,2,1237131333,354
all,14,2,1239558035,639
all,14,2,1246105016,457
all,14,2,124711068,329
all,14,2,1250181728,318
all,14,2,1270720746,331
all,14,2,1288751559,321
all,14,2,1292918822,264
all,14,2,1293461712,463
all,14,2,1300823014,332
all,14,2,1305376595,325
all,14,2,1315379481,330
all,14,2,1315459146,325
all,14,2,1317062028,321
all,14,2,1317484954,456
all,14,2,1318180947,325
all,14,2,1318721770,355
all,14,2,1319364568,270
all,14,2,1336493410,355
all,14,2,1337026208,653
all,14,2,1339932215,325
all,14,2,1341796865,319
all,14,2,1344745010,325
all,14,2,1348972292,330
all,14,2,1351344834,659
all,14,2,1352097030,325
all,14,2,135342794,462
all,14,2,1354571885,319
all,14,2,1355696803,325
all,14,2,1356823191,324
all,14,2,1360479120,256
all,14,2,1360595726,450
all,14,2,1362529068,267
all,14,2,1367920983,328
all,14,2,1369990613,324
all,14,2,1370452686,324
all,14,2,1371795951,353
all,14,2,137493304,645
all,14,2,1375056305,642
all,14,2,1380206301,323
all,14,2,1390070123,260
all,14,2,1396239170,320
all,14,2,1398092379,324
all,14,2,1409932949,352
all,14,2,1410120414,323
all,14,2,1411552849,356
all,14,2,1411736710,325
all,14,2,1411740561,353
all,14,2,1412314167,320
all,14,2,1415951383,324
all,14,2,1417221407,451
all,14,2,1417484602,327
all,14,2,1419094134,660
all,14,2,1420211928,659
all,14,2,1423060993,644
all,14,2,1423682194,320
all,14,2,1424869980,359
all,14,2,142497295,498
all,14,2,1431277483,333
all,14,2,1438904696,330
all,14,2,1444118058,328
all,14,2,1453438136,325
all,14,2,1460318742,335
all,14,2,1460988487,325
all,14,2,1489522858,335
all,14,2,14936278,328
all,14,2,1497824864,648
all,14,2,1504225597,277
all,14,2,1504822265,363
all,14,2,1507258094,652
all,14,2,1509632501,331
all,14,2,1512170075,359
all,14,2,1518358220,648
all,14,2,1518938308,356
all,14,2,1523850398,261
all,14,2,152517913,648
all,14,2,1526915281,295
all,14,2,1529081495,325
all,14,2,1531151360,320
all,14,2,1533832136,325
all,14,2,1536985943,359
all,14,2,1542757796,337
all,14,2,1544125195,278
all,14,2,1548060002,325
all,14,2,1550570586,324
all,14,2,1554121271,320
all,14,2,1554856959,321
all,14,2,1557594736,316
all,14,2,15576454,334
all,14,2,1558620065,470
all,14,2,1563161544,324
all,14,2,1566290996,325
all,14,2,1567196103,364
all,14,2,1569382399,324
all,14,2,1570020736,329
all,14,2,1574474500,653
all,14,2,158096177,487
all,14,2,159039989,460
all,14,2,1592441808,650
all,14,2,1603146689,319
all,14,2,1603190713,335
all,14,2,160467324,296
all,14,2,1620304846,457
all,14,2,1624753699,262
all,14,2,1626218762,352
all,14,2,1631665248,644
all,14,2,1632367675,652
all,14,2,163283632,326
all,14,2,164235501,650
all,14,2,1643328992,325
all,14,2,164852610,319
all,14,2,1648656660,328
all,14,2,1650138398,646
all,14,2,1656599052,325
all,14,2,1658142994,318
all,14,2,1659476663,325
all,14,2,1662800513,324
all,14,2,1668855359,324
all,14,2,1669481184,321
all,14,2,1671092238,325
all,14,2,1672264654,462
all,14,2,1673866035,324
all,14,2,1674872915,365
all,14,2,1676356190,325
all,14,2,1678038194,325
all,14,2,1685411538,322
all,14,2,1689951679,325
all,14,2,1692967933,326
all,14,2,1694120380,654
all,14,2,1702785442,355
all,14,2,1704858203,323
all,14,2,1712995159,325
all,14,2,1715452240,448
all,14,2,1718825415,323
all,14,2,1727614195,642
all,14,2,1729283793,362
all,14,2,1731241459,320
all,14,2,173324371,660
all,14,2,1734983820,329
all,14,2,1736927955,287
all,14,2,1741266142,639
all,14,2,1743264730,323
all,14,2,1750180420,324
all,14,2,1754382556,233
all,14,2,1754719726,373
all,14,2,1756515094,643
all,14,2,1777983941,650
all,14,2,1779847919,324
all,14,2,1780018293,328
all,14,2,1784400485,327
all,14,2,1785013374,645
all,14,2,1787008643,359
all,14,2,1788846950,503
all,14,2,1792465840,321
all,14,2,1801207137,324
all,14,2,1815806383,324
all,14,2,18161333,457
all,14,2,1818025879,481
all,14,2,1818238838,325
all,14,2,1824186194,649
all,14,2,1829040536,319
all,14,2,1829568691,486
all,14,2,1839067692,366
all,14,2,1841583134,649
all,14,2,1852411569,324
all,14,2,1852916457,321
all,14,2,1856426629,257
all,14,2,1860824840,649
all,14,2,1862133219,326
all,14,2,1862386922,317
all,14,2,1862766611,647
all,14,2,1877706133,336
all,14,2,1880502128,322
all,14,2,1882413127,324
all,14,2,1884638580,322
all,14,2,1888822265,327
all,14,2,1889160883,649
all,14,2,189503870,325
all,14,2,1906721907,325
all,14,2,1908253110,327
all,14,2,1909541276,464
all,14,2,1909667671,324
all,14,2,1910179968,514
all,14,2,191544278,348
all,14,2,1932700662,321
all,14,2,1934380881,456
all,14,2,1935573920,324
all,14,2,193817994,323
all,14,2,1943721331,320
all,14,2,1944444860,324
all,14,2,1951682096,320
all,14,2,1959144122,325
all,14,2,1962030729,455
all,14,2,1963862649,651
all,14,2,196678503,275
all,14,2,1979947027,359
all,14,2,1988477966,653
all,14,2,1991756781,364
all,14,2,2002329122,293
all,14,2,2008129550,325
all,14,2,2012597537,648
all,14,2,2013354758,645
all,14,2,2013622268,651
all,14,2,2017579353,354
all,14,2,2018523250,314
all,14,2,2027728826,647
all,14,2,2028711105,324
all,14,2,2030551235,648
all,14,2,2032613547,324
all,14,2,2032709290,662
all,14,2,2037277650,640
all,14,2,2042598215,323
all,14,2,2047260970,663
all,14,2,2049513134,327
all,14,2,2055253150,323
all,14,2,2055260352,320
all,14,2,2056543553,320
all,14,2,2061859894,644
all,14,2,2063672426,639
all,14,2,2065215352,324
all,14,2,2067349480,315
all,14,2,2072683941,276
all,14,2,2073032659,638
all,14,2,2078900831,666
all,14,2,2086595122,330
all,14,2,2089336133,326
all,14,2,2090721879,319
all,14,2,2090749135,359
all,14,2,2090954088,326
all,14,2,2091484725,459
all,14,2,2092361915,350
all,14,2,209515778,324
all,14,2,2103026780,361
all,14,2,2105993330,327
all,14,2,2108898892,641
all,14,2,2113753870,648
all,14,2,2114264718,321
all,14,2,2115404849,643
all,14,2,2117413851,307
all,14,2,2127934901,325
all,14,2,2128996900,320
all,14,2,2137861924,338
all,14,2,2138390668,356
all,14,2,2139588327,321
all,14,2,2141009491,647
all,14,2,2142329768,352
all,14,2,21492040,329
all,14,2,21930459,359
all,14,2,22353703,324
all,14,2,225999372,288
all,14,2,229019102,651
all,14,2,240806326,326
all,14,2,245480496,365
all,14,2,249834250,359
all,14,2,258976179,324
all,14,2,264279916,328
all,14,2,264663592,343
all,14,2,265717410,356
all,14,2,271483271,448
all,14,2,274764836,454
all,14,2,278340220,331
all,14,2,284763583,326
all,14,2,285564450,324
all,14,2,287790814,319
all,14,2,289601912,335
all,14,2,29449191,327
all,14,2,294796082,325
all,14,2,296427284,327
all,14,2,297609666,355
all,14,2,299935324,325
all,14,2,301730690,324
all,14,2,302208530,653
all,14,2,324011762,267
all,14,2,324572755,320
all,14,2,33638186,454
all,14,2,341624428,345
all,14,2,344217223,642
all,14,2,345247305,331
all,14,2,355989640,333
all,14,2,359794293,367
all,14,2,3656297,655
all,14,2,366484697,324
all,14,2,368129150,287
all,14,2,368625471,334
all,14,2,370025683,325
all,14,2,371309519,316
all,14,2,374447600,254
all,14,2,374930229,322
all,14,2,379926920,456
