level,M,N,seed,editDistance
13modified,3,3,1000747388,226
13modified,3,3,1003230641,228
13modified,3,3,1004940999,205
13modified,3,3,100632844,211
13modified,3,3,1006707556,207
13modified,3,3,1009107826,220
13modified,3,3,1011428303,211
13modified,3,3,1018544641,216
13modified,3,3,1037350528,214
13modified,3,3,1037670259,228
13modified,3,3,1038671244,226
13modified,3,3,1038883129,206
13modified,3,3,1039987872,216
13modified,3,3,105140421,217
13modified,3,3,1053579526,232
13modified,3,3,1055229966,230
13modified,3,3,1057874518,228
13modified,3,3,1058957375,227
13modified,3,3,1060892191,221
13modified,3,3,1065451971,226
13modified,3,3,1066219829,216
13modified,3,3,1069714731,214
13modified,3,3,1072641056,208
13modified,3,3,1072824859,221
13modified,3,3,1073055339,199
13modified,3,3,1073272961,211
13modified,3,3,107671954,225
13modified,3,3,107769627,216
13modified,3,3,1078305007,208
13modified,3,3,1080834013,208
13modified,3,3,1082260539,214
13modified,3,3,1082314175,208
13modified,3,3,1090707737,216
13modified,3,3,1097519480,226
13modified,3,3,1099272658,233
13modified,3,3,1110677252,212
13modified,3,3,1114759178,211
13modified,3,3,1120843921,209
13modified,3,3,1121071924,202
13modified,3,3,1130362085,199
13modified,3,3,1130953896,194
13modified,3,3,1134735971,247
13modified,3,3,1138437632,226
13modified,3,3,1143661877,216
13modified,3,3,1145786771,221
13modified,3,3,1146297808,239
13modified,3,3,1162822678,245
13modified,3,3,116667107,207
13modified,3,3,1169013744,218
13modified,3,3,1181772620,224
13modified,3,3,1185837477,208
13modified,3,3,1193129330,198
13modified,3,3,1200158203,203
13modified,3,3,1200935411,234
13modified,3,3,1205388612,214
13modified,3,3,1206478818,214
13modified,3,3,1206750499,217
13modified,3,3,1207503318,214
13modified,3,3,1207800718,224
13modified,3,3,1208209113,206
13modified,3,3,1212781919,234
13modified,3,3,1219764183,223
13modified,3,3,1220312016,229
13modified,3,3,1225165832,218
13modified,3,3,1226043139,212
13modified,3,3,1233831511,207
13modified,3,3,1242933758,206
13modified,3,3,1247590471,209
13modified,3,3,1265546259,224
13modified,3,3,1275908440,227
13modified,3,3,1278191166,213
13modified,3,3,1281877312,209
13modified,3,3,1282893305,249
13modified,3,3,128554622,209
13modified,3,3,1298625708,231
13modified,3,3,1308307336,221
13modified,3,3,1317277335,212
13modified,3,3,1319673534,208
13modified,3,3,1330019984,221
13modified,3,3,133965900,242
13modified,3,3,1341224127,229
13modified,3,3,1344434153,238
13modified,3,3,134482399,217
13modified,3,3,1348875106,202
13modified,3,3,1357005491,217
13modified,3,3,137018277,221
13modified,3,3,1370627658,210
13modified,3,3,1374715224,206
13modified,3,3,1387151890,215
13modified,3,3,1388935252,225
13modified,3,3,1390842545,202
13modified,3,3,1392097658,216
13modified,3,3,1398201667,210
13modified,3,3,1400802000,217
13modified,3,3,1416567742,226
13modified,3,3,1421984618,227
13modified,3,3,143632992,230
13modified,3,3,143660773,212
13modified,3,3,1440739017,213
13modified,3,3,1444009553,210
13modified,3,3,1445201825,201
13modified,3,3,1449430967,232
13modified,3,3,1451545910,214
13modified,3,3,145729422,203
13modified,3,3,146168440,236
13modified,3,3,1463889962,211
13modified,3,3,1466552672,211
13modified,3,3,1467157173,224
13modified,3,3,1470474437,204
13modified,3,3,1476470986,227
13modified,3,3,1480704826,217
13modified,3,3,1481164812,214
13modified,3,3,1482543931,219
13modified,3,3,1483461119,218
13modified,3,3,1484841715,203
13modified,3,3,1485784693,241
13modified,3,3,1490363130,201
13modified,3,3,1499413564,222
13modified,3,3,1504088547,226
13modified,3,3,1504340417,205
13modified,3,3,1505353724,205
13modified,3,3,1507616277,212
13modified,3,3,1509155999,223
13modified,3,3,1509984666,199
13modified,3,3,1515981365,230
13modified,3,3,1519299415,243
13modified,3,3,1520772872,240
13modified,3,3,1524481216,204
13modified,3,3,1527795885,207
13modified,3,3,1528039779,234
13modified,3,3,1530286851,225
13modified,3,3,1534192257,231
13modified,3,3,1535558285,213
13modified,3,3,1547037443,212
13modified,3,3,1550685533,233
13modified,3,3,1551681087,212
13modified,3,3,1561697930,219
13modified,3,3,1561848847,202
13modified,3,3,1565474021,214
13modified,3,3,1567392547,232
13modified,3,3,1567891758,234
13modified,3,3,1573356077,216
13modified,3,3,1587608360,203
13modified,3,3,1591825128,251
13modified,3,3,1592220142,210
13modified,3,3,1593907694,210
13modified,3,3,1609519136,223
13modified,3,3,1614158745,236
13modified,3,3,1617428679,215
13modified,3,3,161936749,216
13modified,3,3,1626532505,216
13modified,3,3,162747135,234
13modified,3,3,1632100205,224
13modified,3,3,1639257339,207
13modified,3,3,1640161236,208
13modified,3,3,1644538910,220
13modified,3,3,1645231976,228
13modified,3,3,1645586294,206
13modified,3,3,1648411373,220
13modified,3,3,1648969040,240
13modified,3,3,1656406480,234
13modified,3,3,1658976100,212
13modified,3,3,166026717,248
13modified,3,3,1660368022,229
13modified,3,3,1661436122,214
13modified,3,3,1667762407,224
13modified,3,3,166959396,237
13modified,3,3,1678354020,202
13modified,3,3,1681939819,227
13modified,3,3,1682069719,209
13modified,3,3,1683880603,215
13modified,3,3,1692126121,198
13modified,3,3,169873061,218
13modified,3,3,1700244166,218
13modified,3,3,1708144132,218
13modified,3,3,170946242,233
13modified,3,3,1714568883,205
13modified,3,3,1717605128,220
13modified,3,3,1720836988,213
13modified,3,3,1721435834,223
13modified,3,3,1724000819,241
13modified,3,3,1737978195,225
13modified,3,3,1755142440,200
13modified,3,3,1755853177,211
13modified,3,3,1756074721,203
13modified,3,3,1762761537,223
13modified,3,3,1766255356,207
13modified,3,3,1766958145,237
13modified,3,3,1768952533,210
13modified,3,3,1770603754,224
13modified,3,3,1775173339,193
13modified,3,3,1775664022,214
13modified,3,3,1777445432,218
13modified,3,3,177942638,240
13modified,3,3,1779720666,230
13modified,3,3,1779906848,216
13modified,3,3,1789410354,218
13modified,3,3,1791778974,229
13modified,3,3,1795826253,214
13modified,3,3,1796569166,202
13modified,3,3,1797774747,204
13modified,3,3,1800095436,213
13modified,3,3,1800637508,226
13modified,3,3,1805512845,232
13modified,3,3,1810448264,220
13modified,3,3,1814552560,244
13modified,3,3,1815132296,241
13modified,3,3,1815861161,212
13modified,3,3,1819119388,212
13modified,3,3,1819990369,211
13modified,3,3,182031492,215
13modified,3,3,1820793552,214
13modified,3,3,1825605709,225
13modified,3,3,1827339062,203
13modified,3,3,1829909606,242
13modified,3,3,1830645974,220
13modified,3,3,1832190101,218
13modified,3,3,1834349101,214
13modified,3,3,1837267952,227
13modified,3,3,184071106,219
13modified,3,3,1842593868,218
13modified,3,3,1845142266,214
13modified,3,3,1851651374,212
13modified,3,3,1853570680,221
