level,M,N,seed,editDistance
13modified,14,2,100334696,148
13modified,14,2,1005713264,148
13modified,14,2,1010932164,147
13modified,14,2,1012869568,146
13modified,14,2,1021967227,146
13modified,14,2,1033033434,146
13modified,14,2,1033854624,152
13modified,14,2,1034628327,148
13modified,14,2,1041640248,146
13modified,14,2,1042768624,150
13modified,14,2,1044706667,150
13modified,14,2,1045197443,123
13modified,14,2,1045985721,146
13modified,14,2,1049469142,147
13modified,14,2,104993245,146
13modified,14,2,1051467736,119
13modified,14,2,1055293516,148
13modified,14,2,106470709,147
13modified,14,2,1066819082,150
13modified,14,2,1071405622,146
13modified,14,2,1072816653,146
13modified,14,2,1074205656,146
13modified,14,2,107858546,146
13modified,14,2,1081831131,146
13modified,14,2,1085292328,148
13modified,14,2,1086993038,146
13modified,14,2,1090021741,146
13modified,14,2,1095229560,152
13modified,14,2,1099242507,146
13modified,14,2,1119739660,146
13modified,14,2,1119913660,148
13modified,14,2,1121788155,150
13modified,14,2,1122891000,124
13modified,14,2,1123116722,148
13modified,14,2,1125748041,150
13modified,14,2,112714695,148
13modified,14,2,112803900,146
13modified,14,2,1131392376,146
13modified,14,2,1137791056,148
13modified,14,2,1140268074,146
13modified,14,2,1142192008,148
13modified,14,2,1149310547,146
13modified,14,2,1149395731,150
13modified,14,2,1149675945,148
13modified,14,2,1151948236,146
13modified,14,2,1159043200,148
13modified,14,2,1167164095,146
13modified,14,2,1168528864,146
13modified,14,2,1170387944,148
13modified,14,2,1170753960,148
13modified,14,2,1183217684,146
13modified,14,2,1183839141,149
13modified,14,2,1186326919,152
13modified,14,2,1198305612,146
13modified,14,2,1200800358,148
13modified,14,2,1205118578,148
13modified,14,2,1208064624,150
13modified,14,2,1208894535,148
13modified,14,2,1220846468,146
13modified,14,2,1222949588,146
13modified,14,2,1232002747,157
13modified,14,2,1235717330,146
13modified,14,2,1235792259,150
13modified,14,2,123988852,146
13modified,14,2,1240105649,146
13modified,14,2,1245146245,148
13modified,14,2,12481666,146
13modified,14,2,1248990245,146
13modified,14,2,1271901802,146
13modified,14,2,1284670388,148
13modified,14,2,128849205,147
13modified,14,2,1294751766,146
13modified,14,2,1295454644,148
13modified,14,2,1299476798,148
13modified,14,2,1300485353,148
13modified,14,2,1305346275,145
13modified,14,2,130581915,152
13modified,14,2,1306616824,148
13modified,14,2,1308353909,148
13modified,14,2,1308551323,146
13modified,14,2,1315827889,150
13modified,14,2,1317356462,146
13modified,14,2,1318081265,152
13modified,14,2,1321452978,148
13modified,14,2,1322707071,145
13modified,14,2,1327951166,146
13modified,14,2,1334016119,146
13modified,14,2,1336996873,152
13modified,14,2,1342400852,148
13modified,14,2,1343326420,150
13modified,14,2,134574967,150
13modified,14,2,1347620170,148
13modified,14,2,1350246726,146
13modified,14,2,1353309627,148
13modified,14,2,1354863624,146
13modified,14,2,1355977442,150
13modified,14,2,1369093841,146
13modified,14,2,1369758537,146
13modified,14,2,1370730297,146
13modified,14,2,137298414,146
13modified,14,2,1373215267,150
13modified,14,2,1373343923,148
13modified,14,2,1374512836,159
13modified,14,2,1382735061,148
13modified,14,2,1383967720,150
13modified,14,2,1384713187,146
13modified,14,2,1385042497,148
13modified,14,2,1387075227,146
13modified,14,2,1387631371,146
13modified,14,2,139021216,147
13modified,14,2,1398032593,146
13modified,14,2,1398607408,183
13modified,14,2,1402590398,146
13modified,14,2,1406651093,148
13modified,14,2,1410954787,146
13modified,14,2,1411770614,148
13modified,14,2,1426697809,146
13modified,14,2,143174518,150
13modified,14,2,1433030683,148
13modified,14,2,1435693011,146
13modified,14,2,143828757,150
13modified,14,2,1440834520,148
13modified,14,2,144151369,146
13modified,14,2,1441946452,146
13modified,14,2,1444752565,146
13modified,14,2,1448375801,146
13modified,14,2,1452268325,148
13modified,14,2,1454361430,150
13modified,14,2,1455966942,148
13modified,14,2,1456002608,121
13modified,14,2,1458581845,146
13modified,14,2,1465543548,147
13modified,14,2,1469383037,178
13modified,14,2,1472392893,148
13modified,14,2,1475833365,146
13modified,14,2,1477413073,146
13modified,14,2,1477603777,119
13modified,14,2,1478554099,148
13modified,14,2,1485705260,148
13modified,14,2,1493738666,148
13modified,14,2,1497059314,150
13modified,14,2,1502756878,148
13modified,14,2,1511014196,152
13modified,14,2,1511549424,148
13modified,14,2,1512173849,148
13modified,14,2,1514724235,119
13modified,14,2,151641113,146
13modified,14,2,1519923925,146
13modified,14,2,1520591354,148
13modified,14,2,1523119098,150
13modified,14,2,1523416595,148
13modified,14,2,1525290395,150
13modified,14,2,1525356389,148
13modified,14,2,1532585567,148
13modified,14,2,1532685163,146
13modified,14,2,1533039442,150
13modified,14,2,1537696857,146
13modified,14,2,1538219310,150
13modified,14,2,1538635465,148
13modified,14,2,1543871876,146
13modified,14,2,1548010334,146
13modified,14,2,1550908784,148
13modified,14,2,156462991,148
13modified,14,2,1567489355,146
13modified,14,2,1569987945,146
13modified,14,2,1573891020,148
13modified,14,2,1577567759,146
13modified,14,2,1579325423,148
13modified,14,2,1579718788,148
13modified,14,2,158110650,146
13modified,14,2,1597192292,147
13modified,14,2,1597649420,150
13modified,14,2,1601766857,152
13modified,14,2,1604585759,148
13modified,14,2,1604786055,146
13modified,14,2,1605354317,150
13modified,14,2,1607801886,146
13modified,14,2,1613391508,146
13modified,14,2,1614539992,150
13modified,14,2,1617315229,146
13modified,14,2,1618232878,151
13modified,14,2,1629482376,148
13modified,14,2,1634652975,146
