level,M,N,seed,editDistance
all,2,2,1001641798,612
all,2,2,1004306364,633
all,2,2,1010978582,612
all,2,2,1022846210,593
all,2,2,1023722256,641
all,2,2,1033480057,613
all,2,2,1036474372,638
all,2,2,1037401273,631
all,2,2,1038218488,598
all,2,2,1038240813,654
all,2,2,1041135095,591
all,2,2,1052850471,616
all,2,2,1053293722,625
all,2,2,1059209602,617
all,2,2,1061751410,690
all,2,2,1062255042,641
all,2,2,1064032374,593
all,2,2,1064486697,633
all,2,2,106587538,595
all,2,2,1068183337,622
all,2,2,1082073250,622
all,2,2,1083026305,645
all,2,2,1093253708,613
all,2,2,1094988923,640
all,2,2,1096341932,618
all,2,2,1099891794,609
all,2,2,1108994755,623
all,2,2,1116182691,628
all,2,2,1121515410,604
all,2,2,112743658,624
all,2,2,1128081783,599
all,2,2,1130403943,626
all,2,2,1135500214,588
all,2,2,1138184120,597
all,2,2,1139765352,603
all,2,2,1142181782,575
all,2,2,1154008721,606
all,2,2,1157790512,610
all,2,2,1161547704,627
all,2,2,1164368824,581
all,2,2,1174427787,623
all,2,2,1174462524,619
all,2,2,1175519146,600
all,2,2,1182202028,646
all,2,2,1182440019,631
all,2,2,1201170237,597
all,2,2,1201565253,579
all,2,2,1211334439,613
all,2,2,1218616460,606
all,2,2,1218917431,624
all,2,2,1222143675,626
all,2,2,1223901321,610
all,2,2,1226275373,634
all,2,2,1226979448,667
all,2,2,1233913320,602
all,2,2,1237131333,596
all,2,2,1239558035,601
all,2,2,1244728759,610
all,2,2,1246105016,628
all,2,2,124711068,620
all,2,2,1250181728,590
all,2,2,1270720746,623
all,2,2,1288215810,590
all,2,2,1288751559,617
all,2,2,1292333361,618
all,2,2,1292918822,609
all,2,2,1293461712,608
all,2,2,1300823014,643
all,2,2,1304407919,622
all,2,2,1305376595,612
all,2,2,1310759371,612
all,2,2,1315379481,625
all,2,2,1315459146,631
all,2,2,1317062028,576
all,2,2,1317484954,633
all,2,2,1318180947,619
all,2,2,1318721770,608
all,2,2,1319364568,620
all,2,2,1320567837,600
all,2,2,1326000153,668
all,2,2,1336493410,630
all,2,2,1337026208,649
all,2,2,1341796865,617
all,2,2,1348972292,598
all,2,2,1351344834,579
all,2,2,1354571885,648
all,2,2,1355696803,595
all,2,2,1356823191,591
all,2,2,1360479120,602
all,2,2,1360595726,621
all,2,2,1367920983,614
all,2,2,1370452686,617
all,2,2,1371795951,627
all,2,2,137493304,629
all,2,2,1375056305,638
all,2,2,1380206301,632
all,2,2,138257890,612
all,2,2,1390070123,607
all,2,2,1397766369,641
all,2,2,1409932949,631
all,2,2,1410120414,607
all,2,2,1411552849,595
all,2,2,1411736710,611
all,2,2,1411740561,601
all,2,2,1412314167,605
all,2,2,1414909128,590
all,2,2,1415951383,612
all,2,2,1417221407,601
all,2,2,1417484602,560
all,2,2,1420211928,619
all,2,2,1423060993,614
all,2,2,1423682194,616
all,2,2,1424869980,641
all,2,2,142497295,623
all,2,2,1430247905,636
all,2,2,1431277483,616
all,2,2,1440176088,651
all,2,2,1444118058,631
all,2,2,1453438136,628
all,2,2,1457672976,616
all,2,2,1459827370,636
all,2,2,1460988487,641
all,2,2,1461249056,592
all,2,2,1480296753,586
all,2,2,1483337579,567
all,2,2,1486300823,618
all,2,2,1497824864,613
all,2,2,1504225597,614
all,2,2,1504822265,615
all,2,2,150604100,592
all,2,2,1507258094,615
all,2,2,1509632501,622
all,2,2,1512170075,657
all,2,2,1513047029,627
all,2,2,1518358220,622
all,2,2,1518938308,606
all,2,2,1523850398,591
all,2,2,152517913,593
all,2,2,1526915281,613
all,2,2,1529081495,626
all,2,2,1531151360,587
all,2,2,1533832136,635
all,2,2,1536985943,600
all,2,2,1540822946,609
all,2,2,1542757796,623
all,2,2,1544125195,636
all,2,2,1548060002,590
all,2,2,1550570586,604
all,2,2,1554121271,595
all,2,2,1554856959,597
all,2,2,1558458571,623
all,2,2,1558620065,598
all,2,2,1558744933,600
all,2,2,1560665819,640
all,2,2,1563161544,617
all,2,2,1566290996,626
all,2,2,1567196103,655
all,2,2,1570020736,630
all,2,2,1574474500,655
all,2,2,15748236,629
all,2,2,158096177,617
all,2,2,1588781947,582
all,2,2,1592441808,621
all,2,2,1603146689,607
all,2,2,1603190713,617
all,2,2,160467324,625
all,2,2,1607319672,605
all,2,2,1620304846,605
all,2,2,1626218762,647
all,2,2,1628223853,618
all,2,2,1628951581,595
all,2,2,1631665248,613
all,2,2,163283632,637
all,2,2,164235501,630
all,2,2,1643328992,593
all,2,2,164852610,614
all,2,2,1656959271,625
all,2,2,1658142994,627
all,2,2,1668855359,624
all,2,2,1669481184,624
all,2,2,1671092238,599
all,2,2,1672264654,591
all,2,2,1674872915,574
all,2,2,1678038194,588
all,2,2,1685411538,606
all,2,2,1694120380,608
all,2,2,1702785442,619
all,2,2,1704858203,658
all,2,2,1712995159,610
all,2,2,1718825415,626
all,2,2,1726355006,621
all,2,2,1727614195,627
all,2,2,1729283793,614
all,2,2,1731241459,615
all,2,2,173324371,618
all,2,2,1734983820,583
all,2,2,1736927955,605
all,2,2,1741266142,647
all,2,2,1743264730,634
all,2,2,1750180420,623
all,2,2,1754382556,614
all,2,2,1754719726,636
all,2,2,1756515094,602
all,2,2,1761243351,624
all,2,2,1777983941,619
all,2,2,1779847919,614
all,2,2,1780018293,610
all,2,2,1783035865,635
all,2,2,1784400485,601
all,2,2,1785013374,604
all,2,2,1786126378,588
all,2,2,1787008643,639
all,2,2,1788846950,627
all,2,2,1792465840,603
all,2,2,1801207137,609
all,2,2,1811800664,633
all,2,2,1815806383,645
all,2,2,18161333,609
all,2,2,1818025879,580
all,2,2,1824186194,558
all,2,2,1824418536,617
all,2,2,1829040536,609
all,2,2,1829568691,589
all,2,2,1839067692,627
all,2,2,1840869935,610
all,2,2,1841583134,625
all,2,2,1852411569,582
all,2,2,185365952,623
all,2,2,1856426629,626
all,2,2,1860824840,583
all,2,2,1862133219,614
all,2,2,1862386922,612
all,2,2,1870763046,603
all,2,2,1873747624,607
all,2,2,1877706133,628
all,2,2,1880502128,626
all,2,2,1884638580,599
all,2,2,1888822265,622
all,2,2,1908253110,608
all,2,2,1909541276,612
all,2,2,1909667671,621
all,2,2,1910179968,621
all,2,2,191544278,599
all,2,2,1932700662,597
all,2,2,1933500658,603
all,2,2,1934380881,660
all,2,2,1935573920,610
all,2,2,193817994,641
all,2,2,1938393722,590
all,2,2,1943721331,606
all,2,2,1944444860,613
all,2,2,1947213365,624
all,2,2,1951063194,597
all,2,2,1959144122,607
all,2,2,1962030729,599
all,2,2,1963862649,595
all,2,2,196678503,614
all,2,2,1969283497,594
all,2,2,1979947027,623
all,2,2,1988477966,650
all,2,2,1989218905,646
all,2,2,1991756781,603
all,2,2,1998835997,620
all,2,2,2002329122,629
all,2,2,2003194834,627
all,2,2,2006648343,593
all,2,2,2008129550,634
all,2,2,2012597537,592
all,2,2,2013622268,596
all,2,2,2018523250,634
all,2,2,2027831750,615
all,2,2,2028711105,617
all,2,2,2032613547,598
all,2,2,2032709290,633
all,2,2,2037277650,599
all,2,2,2042598215,628
all,2,2,2045243867,628
all,2,2,2047260970,640
all,2,2,2055253150,638
all,2,2,2055260352,616
all,2,2,2056543553,598
all,2,2,2061859894,623
all,2,2,2065215352,619
all,2,2,2067349480,623
all,2,2,2069326171,594
all,2,2,2072683941,619
all,2,2,2073032659,612
all,2,2,2077841788,660
all,2,2,2078900831,624
all,2,2,2084778478,642
all,2,2,2086595122,631
all,2,2,2089336133,596
all,2,2,2090721879,651
all,2,2,2090749135,605
all,2,2,2090954088,622
all,2,2,2092361915,621
all,2,2,209515778,616
all,2,2,2098680720,618
all,2,2,2103026780,625
all,2,2,2105993330,627
all,2,2,2108898892,590
all,2,2,2113753870,623
all,2,2,2115404849,614
all,2,2,2124090669,610
all,2,2,2127934901,617
all,2,2,2128996900,627
all,2,2,2137861924,624
all,2,2,2138390668,635
all,2,2,2139588327,624
all,2,2,2141009491,622
all,2,2,21492040,623
all,2,2,21930459,611
all,2,2,22353703,613
all,2,2,225999372,604
all,2,2,226509787,619
all,2,2,228832894,631
all,2,2,229019102,601
all,2,2,235907694,613
all,2,2,235925162,585
all,2,2,238979097,632
all,2,2,240806326,618
all,2,2,243573700,642
all,2,2,245480496,614
all,2,2,258976179,622
all,2,2,260318576,630
all,2,2,264279916,616
all,2,2,264663592,600
all,2,2,265717410,615
all,2,2,271483271,594
all,2,2,278340220,607
all,2,2,284405506,619
all,2,2,284763583,631
all,2,2,284814185,595
all,2,2,285564450,629
all,2,2,287790814,652
all,2,2,29449191,585
all,2,2,294796082,572
all,2,2,296427284,594
all,2,2,301730690,652
all,2,2,302208530,630
all,2,2,324011762,610
all,2,2,33638186,645
all,2,2,344217223,590
all,2,2,345247305,633
all,2,2,355989640,616
all,2,2,359794293,591
all,2,2,3656297,604
all,2,2,366484697,688
all,2,2,368129150,634
all,2,2,368625471,606
all,2,2,370025683,639
all,2,2,371309519,608
all,2,2,374447600,618
all,2,2,374930229,627
all,2,2,379926920,640
all,2,2,382183064,625
all,2,2,383668415,627
all,2,2,383766180,592
all,2,2,385250073,581
all,2,2,38827726,641
all,2,2,392731427,589
all,2,2,400535179,590
all,2,2,405620869,632
all,2,2,414818884,606
all,2,2,414893779,595
all,2,2,416875994,594
all,2,2,424661845,621
all,2,2,424694963,590
all,2,2,431618020,588
all,2,2,43661461,657
all,2,2,437622381,606
all,2,2,440045570,612
all,2,2,445233199,631
all,2,2,452369723,624
all,2,2,455321581,575
all,2,2,456454537,600
all,2,2,466995634,606
all,2,2,467807963,630
all,2,2,471784060,607
all,2,2,473031507,623
all,2,2,475308570,598
all,2,2,478745059,605
all,2,2,479368371,620
all,2,2,484458108,624
all,2,2,485240562,615
all,2,2,487804032,632
all,2,2,488729533,614
all,2,2,489878915,588
all,2,2,496550176,591
all,2,2,501480951,589
all,2,2,507605578,640
all,2,2,511027599,619
all,2,2,51216678,621
all,2,2,5122976,603
all,2,2,51267008,591
all,2,2,51321412,613
all,2,2,513719574,607
all,2,2,515130950,624
all,2,2,52445556,578
all,2,2,531925169,588
all,2,2,533917039,599
all,2,2,548857900,633
all,2,2,553741966,611
all,2,2,556700241,606
all,2,2,557424792,573
all,2,2,560717774,631
all,2,2,563364277,615
all,2,2,570945810,620
all,2,2,576690593,623
all,2,2,578028889,607
all,2,2,581522155,609
all,2,2,587469330,632
all,2,2,590054297,608
all,2,2,592498032,630
all,2,2,597072756,629
all,2,2,602057918,631
all,2,2,615500284,596
all,2,2,616101528,622
all,2,2,616240291,636
all,2,2,622682182,613
all,2,2,623147825,623
all,2,2,631695468,618
all,2,2,642849686,626
all,2,2,643618536,616
all,2,2,645304625,629
all,2,2,651364503,591
all,2,2,652319552,627
all,2,2,65856406,587
all,2,2,658836001,614
all,2,2,661104555,580
all,2,2,661168573,598
all,2,2,664854618,601
all,2,2,665839572,612
all,2,2,667127838,637
all,2,2,674345469,610
all,2,2,681693207,628
all,2,2,681844325,621
all,2,2,682822203,615
all,2,2,684913463,612
all,2,2,686363807,650
all,2,2,696138076,589
all,2,2,696700444,596
all,2,2,699331790,595
all,2,2,706872300,638
all,2,2,707108887,600
all,2,2,707550653,637
all,2,2,714649183,635
all,2,2,716427139,630
all,2,2,716867186,594
all,2,2,734505695,607
all,2,2,738304691,611
all,2,2,742043755,589
all,2,2,7445546,623
all,2,2,745861786,607
all,2,2,748639450,649
all,2,2,752573483,608
all,2,2,756662132,618
all,2,2,758381002,617
all,2,2,760929006,601
all,2,2,765322355,602
all,2,2,767315175,615
all,2,2,779718122,603
all,2,2,786885497,629
all,2,2,802570417,609
all,2,2,805386862,621
all,2,2,809512818,590
all,2,2,811593263,631
all,2,2,81502520,611
all,2,2,815050439,625
all,2,2,817591817,608
all,2,2,818683957,619
all,2,2,819204420,625
all,2,2,821411834,616
all,2,2,838360500,591
all,2,2,83847564,608
all,2,2,839057652,591
all,2,2,843499327,609
all,2,2,853564982,616
all,2,2,853820239,598
all,2,2,856475492,603
all,2,2,85656603,624
all,2,2,862472425,602
all,2,2,865726786,600
all,2,2,869835073,632
all,2,2,875667650,622
all,2,2,881196557,579
all,2,2,890854882,609
all,2,2,893915591,602
all,2,2,896261841,603
all,2,2,899342202,613
all,2,2,903556876,574
all,2,2,906723990,611
all,2,2,912539759,668
all,2,2,921321337,606
all,2,2,922207577,610
all,2,2,936705076,616
all,2,2,939110779,620
all,2,2,940382637,648
all,2,2,941360757,617
all,2,2,943488965,616
all,2,2,944841913,607
all,2,2,951573147,623
all,2,2,95276463,623
all,2,2,958412791,624
all,2,2,960864545,626
all,2,2,963667406,616
all,2,2,963733305,604
all,2,2,963744626,633
all,2,2,96983130,605
all,2,2,970359006,590
all,2,2,985590583,566
all,2,2,992618231,605
all,2,2,997363620,593
all,2,2,1011567003,636
all,2,2,1012012773,617
all,2,2,1012966232,637
all,2,2,1013004600,616
all,2,2,1014361983,615
all,2,2,1015440888,670
all,2,2,1027608383,617
all,2,2,103857881,589
all,2,2,1039945894,610
all,2,2,1041003529,617
all,2,2,1042214707,646
all,2,2,1043124369,611
all,2,2,1047191324,657
all,2,2,1047930356,573
all,2,2,1060260341,627
all,2,2,106504493,606
all,2,2,1066273454,593
all,2,2,10723707,627
all,2,2,1073757365,609
all,2,2,1083418150,623
all,2,2,1084328907,633
all,2,2,1088842824,667
all,2,2,1093178828,604
all,2,2,1093916698,604
all,2,2,1115963802,614
all,2,2,1120017672,638
all,2,2,1126156478,565
all,2,2,1128070351,586
all,2,2,1132795024,612
all,2,2,1133711120,603
all,2,2,113807004,623
all,2,2,1140437640,595
all,2,2,114450673,619
all,2,2,114547171,618
all,2,2,1154460180,610
all,2,2,115767502,593
all,2,2,1158860778,617
all,2,2,1159335042,661
all,2,2,1160460884,600
all,2,2,1173992572,636
all,2,2,1174539276,650
all,2,2,1186026598,610
all,2,2,1187156785,605
all,2,2,1192201,595
all,2,2,1192513163,625
all,2,2,1197043983,621
all,2,2,1200485168,637
all,2,2,1207523846,626
all,2,2,1214014878,595
all,2,2,1215609700,612
all,2,2,1220371580,585
all,2,2,1220532283,592
all,2,2,1221417850,631
all,2,2,1223133942,623
all,2,2,1223610368,620
all,2,2,1236955281,607
all,2,2,1239042658,619
all,2,2,1239944688,648
all,2,2,1244730043,584
all,2,2,1245567209,610
all,2,2,1251327432,609
all,2,2,1251359113,610
all,2,2,1252016966,633
all,2,2,1252380417,618
all,2,2,1254579297,625
all,2,2,1259435401,586
all,2,2,126743168,590
all,2,2,1268024334,596
all,2,2,1269798208,617
all,2,2,1283165443,609
all,2,2,1285800652,614
all,2,2,1310069330,652
all,2,2,1310938849,597
all,2,2,1311109679,591
all,2,2,1312253936,606
all,2,2,1317361422,578
all,2,2,1324942098,639
all,2,2,1325603311,617
all,2,2,132858796,587
all,2,2,1336914056,603
all,2,2,1346480913,580
all,2,2,1353349777,621
all,2,2,1358613540,607
all,2,2,1369268605,632
all,2,2,1370678541,561
all,2,2,1371921981,654
all,2,2,1376996146,621
all,2,2,1378325955,591
all,2,2,1387100808,640
all,2,2,139090846,597
all,2,2,1394878018,599
all,2,2,1402202751,595
all,2,2,1402600680,660
all,2,2,140593133,593
all,2,2,1409946047,603
all,2,2,1415923339,663
all,2,2,1420950107,562
all,2,2,1423469236,630
all,2,2,1426784040,662
all,2,2,1428144759,622
all,2,2,1428447742,605
all,2,2,1429342757,572
all,2,2,1429367741,610
all,2,2,1434039671,607
all,2,2,1438620056,648
all,2,2,1441298207,612
all,2,2,1442116807,621
all,2,2,144553863,587
all,2,2,1447091856,625
all,2,2,1453464562,607
all,2,2,1458317563,608
all,2,2,1460399984,581
all,2,2,1472519785,618
all,2,2,1475822054,626
all,2,2,1486134430,630
all,2,2,1491601708,628
all,2,2,1491837140,634
all,2,2,149402193,631
all,2,2,1497341512,628
all,2,2,1499439034,617
all,2,2,150003645,633
all,2,2,1506941806,620
all,2,2,151766778,568
all,2,2,1518552583,605
all,2,2,1523332101,592
all,2,2,1523727059,597
all,2,2,1527983421,596
all,2,2,1528725164,626
all,2,2,1532248033,605
all,2,2,1535902079,600
all,2,2,1537249979,633
all,2,2,1547328460,600
all,2,2,154842449,582
all,2,2,1553932502,642
all,2,2,155632444,584
all,2,2,1557376909,614
all,2,2,1560491078,609
all,2,2,156571102,578
all,2,2,1567134334,659
all,2,2,1574326162,602
all,2,2,1575324253,599
all,2,2,1580277552,607
all,2,2,1580781148,563
all,2,2,1585697870,600
all,2,2,158842907,625
all,2,2,1588852410,632
all,2,2,1590547014,605
all,2,2,1591203019,621
all,2,2,1592482057,632
all,2,2,1596644030,640
all,2,2,1602836944,629
all,2,2,1609883387,626
all,2,2,1615150894,586
all,2,2,161804169,596
all,2,2,1622527981,633
all,2,2,1624765118,583
all,2,2,1626660603,631
all,2,2,1628569142,593
all,2,2,1631313019,613
all,2,2,1636998586,616
all,2,2,1638779493,653
all,2,2,1642285350,600
all,2,2,1648594268,630
all,2,2,1659319565,574
all,2,2,1659681847,599
all,2,2,1659788427,605
all,2,2,1660116134,618
all,2,2,1660858439,606
all,2,2,1662026530,646
all,2,2,166334781,579
all,2,2,1668298390,622
all,2,2,1676205199,584
all,2,2,1683701218,622
all,2,2,168411250,647
all,2,2,1685594765,629
all,2,2,1685953196,614
all,2,2,1689953685,610
all,2,2,1692230270,596
all,2,2,1693222528,621
all,2,2,1694557525,621
all,2,2,1700537822,611
all,2,2,1709298975,609
all,2,2,1709478317,642
all,2,2,1710004275,607
all,2,2,1711956355,617
all,2,2,1718609653,586
all,2,2,1725833495,604
all,2,2,1730713732,610
all,2,2,1733433064,584
all,2,2,1737967903,592
all,2,2,1740515410,645
all,2,2,174212528,597
all,2,2,1742669303,623
all,2,2,1748951366,602
all,2,2,175792671,612
all,2,2,1759910763,622
all,2,2,1771368512,628
all,2,2,1775477823,613
all,2,2,1777348510,583
all,2,2,177959133,598
all,2,2,177966273,634
all,2,2,1786689215,644
all,2,2,1787252675,580
all,2,2,1787757971,610
all,2,2,179368904,595
all,2,2,1798882863,639
all,2,2,1809064433,625
all,2,2,1817946229,630
all,2,2,1821314341,654
all,2,2,1823838736,655
all,2,2,184032032,592
all,2,2,1842765308,608
all,2,2,184290847,602
all,2,2,1846150510,641
all,2,2,1846775960,610
all,2,2,1852571051,634
all,2,2,1857201172,590
all,2,2,1859661651,658
all,2,2,1866142325,622
all,2,2,1868128983,589
all,2,2,1875658582,587
all,2,2,1884345550,585
all,2,2,1885977511,612
all,2,2,1890166409,662
all,2,2,1898685145,596
all,2,2,1899385250,631
all,2,2,1903222177,601
all,2,2,1905892850,579
all,2,2,1906888320,601
all,2,2,1907504506,616
all,2,2,1909953860,617
all,2,2,1911499045,662
all,2,2,1913701577,623
all,2,2,1921675435,586
all,2,2,1922336217,651
all,2,2,1923293932,603
all,2,2,1924478780,610
all,2,2,1929143819,626
all,2,2,1930057449,623
all,2,2,1946703899,607
all,2,2,1952120809,621
all,2,2,1953730364,628
all,2,2,1958249671,585
all,2,2,1971687126,614
all,2,2,1975378217,598
all,2,2,1994848862,605
all,2,2,1996750919,622
all,2,2,19987042,606
all,2,2,2007663477,591
all,2,2,2009060528,608
all,2,2,2013935682,593
all,2,2,2024076555,608
all,2,2,2025122643,635
all,2,2,2027723575,628
all,2,2,203299549,592
all,2,2,2033382145,616
all,2,2,2038270502,640
all,2,2,2038618736,626
all,2,2,2040354731,615
all,2,2,204558474,619
all,2,2,2050174941,599
all,2,2,2052630850,645
all,2,2,2053017727,596
all,2,2,2060512113,596
all,2,2,2060726550,603
all,2,2,2064428677,608
all,2,2,2064475016,589
all,2,2,2072930703,616
all,2,2,2075829375,601
all,2,2,2080281558,597
all,2,2,2081320690,596
all,2,2,2088086414,619
all,2,2,2099656195,614
all,2,2,2100472900,602
all,2,2,2100861519,609
all,2,2,2121234753,617
all,2,2,2128838152,607
all,2,2,2129654792,575
all,2,2,2131848898,612
all,2,2,2135129025,601
all,2,2,2137030993,617
all,2,2,220459629,603
all,2,2,223479059,574
all,2,2,227473748,601
all,2,2,228040645,611
