level,M,N,seed,editDistance
13modified,5,5,1000747388,156
13modified,5,5,1004940999,112
13modified,5,5,100632844,48
13modified,5,5,1006707556,110
13modified,5,5,1009107826,114
13modified,5,5,1009229447,112
13modified,5,5,1018544641,148
13modified,5,5,102280803,152
13modified,5,5,1037670259,108
13modified,5,5,1038671244,123
13modified,5,5,1038883129,106
13modified,5,5,1039987872,145
13modified,5,5,105140421,114
13modified,5,5,1053579526,108
13modified,5,5,1055229966,106
13modified,5,5,1057874518,106
13modified,5,5,1058957375,153
13modified,5,5,1065451971,116
13modified,5,5,1069714731,106
13modified,5,5,1072641056,106
13modified,5,5,1072824859,110
13modified,5,5,1073055339,106
13modified,5,5,1073272961,153
13modified,5,5,1078305007,106
13modified,5,5,1082260539,117
13modified,5,5,1087559589,54
13modified,5,5,10889602,125
13modified,5,5,1090707737,110
13modified,5,5,1097519480,110
13modified,5,5,1099272658,150
13modified,5,5,1110677252,105
13modified,5,5,1120843921,110
13modified,5,5,1121071924,156
13modified,5,5,1123957625,142
13modified,5,5,1130362085,110
13modified,5,5,1130953896,142
13modified,5,5,113625682,150
13modified,5,5,1138437632,106
13modified,5,5,1143661877,110
13modified,5,5,1145786771,114
13modified,5,5,1147801063,116
13modified,5,5,1162822678,48
13modified,5,5,1169013744,106
13modified,5,5,1171550889,106
13modified,5,5,1181772620,131
13modified,5,5,1185837477,106
13modified,5,5,119306034,116
13modified,5,5,1200158203,110
13modified,5,5,1200935411,106
13modified,5,5,1205388612,116
13modified,5,5,1206478818,110
13modified,5,5,1207503318,106
13modified,5,5,1207800718,114
13modified,5,5,1208209113,146
13modified,5,5,1212781919,106
13modified,5,5,1219764183,162
13modified,5,5,1220312016,108
13modified,5,5,1225165832,118
13modified,5,5,1226043139,108
13modified,5,5,1233831511,106
13modified,5,5,1242933758,106
13modified,5,5,1247590471,100
13modified,5,5,1252622799,110
13modified,5,5,1260255782,110
13modified,5,5,1265546259,116
13modified,5,5,1266488720,110
13modified,5,5,1275908440,109
13modified,5,5,1277614136,114
13modified,5,5,1278191166,133
13modified,5,5,1281877312,125
13modified,5,5,1282893305,106
13modified,5,5,1283508924,108
13modified,5,5,128554622,110
13modified,5,5,1308307336,115
13modified,5,5,1317277335,108
13modified,5,5,1330019984,109
13modified,5,5,1335075809,112
13modified,5,5,1338927563,118
13modified,5,5,133965900,137
13modified,5,5,1341224127,118
13modified,5,5,1343252007,156
13modified,5,5,1344434153,110
13modified,5,5,134482399,52
13modified,5,5,1348541570,143
13modified,5,5,1348875106,114
13modified,5,5,1357005491,104
13modified,5,5,1370627658,104
13modified,5,5,1374715224,106
13modified,5,5,1387151890,112
13modified,5,5,1388935252,137
13modified,5,5,1390842545,106
13modified,5,5,1392097658,118
13modified,5,5,140792612,112
13modified,5,5,1416567742,114
13modified,5,5,1420378545,119
13modified,5,5,1421984618,104
13modified,5,5,143632992,128
13modified,5,5,143660773,48
13modified,5,5,1439476180,116
13modified,5,5,1444009553,106
13modified,5,5,1445201825,110
13modified,5,5,1449430967,137
13modified,5,5,1451545910,114
13modified,5,5,145729422,121
13modified,5,5,1460623476,114
13modified,5,5,1463889962,112
13modified,5,5,1467157173,106
13modified,5,5,1476470986,108
13modified,5,5,1480704826,152
13modified,5,5,1481164812,114
13modified,5,5,1482543931,104
13modified,5,5,1483461119,108
13modified,5,5,1484841715,47
13modified,5,5,1485784693,106
13modified,5,5,1490363130,140
13modified,5,5,1496638450,110
13modified,5,5,1499413564,118
13modified,5,5,1504088547,110
13modified,5,5,1504340417,106
13modified,5,5,1505353724,106
13modified,5,5,1507616277,108
13modified,5,5,1509155999,106
13modified,5,5,1509984666,112
13modified,5,5,1515981365,114
13modified,5,5,1519299415,48
13modified,5,5,1520513517,146
13modified,5,5,1524709717,106
13modified,5,5,1527795885,106
13modified,5,5,1528039779,106
13modified,5,5,1530286851,142
13modified,5,5,1530730166,156
13modified,5,5,1534192257,116
13modified,5,5,1535558285,114
13modified,5,5,1543032626,108
13modified,5,5,1545582358,106
13modified,5,5,1547037443,110
13modified,5,5,1550685533,106
13modified,5,5,1551681087,116
13modified,5,5,1554451398,112
13modified,5,5,1567891758,165
13modified,5,5,1573356077,106
13modified,5,5,1573887778,106
13modified,5,5,1587608360,106
13modified,5,5,1591825128,112
13modified,5,5,1591829520,109
13modified,5,5,1592220142,106
13modified,5,5,1593907694,102
13modified,5,5,1601564752,122
13modified,5,5,1609519136,116
13modified,5,5,1614158745,106
13modified,5,5,1617428679,112
13modified,5,5,161936749,104
13modified,5,5,1626532505,148
13modified,5,5,162747135,110
13modified,5,5,1627878098,100
13modified,5,5,1632100205,135
13modified,5,5,1640161236,110
13modified,5,5,1644538910,115
13modified,5,5,1645586294,120
13modified,5,5,1648411373,120
13modified,5,5,1648969040,110
13modified,5,5,1660368022,113
13modified,5,5,1661436122,110
13modified,5,5,166959396,110
13modified,5,5,167502115,112
13modified,5,5,1678354020,158
13modified,5,5,1681939819,124
13modified,5,5,1683880603,110
13modified,5,5,1685156690,114
13modified,5,5,1688723499,105
13modified,5,5,1692126121,114
13modified,5,5,169873061,109
13modified,5,5,1708144132,110
13modified,5,5,170946242,150
13modified,5,5,1714568883,102
13modified,5,5,1717605128,104
13modified,5,5,1720836988,116
13modified,5,5,1721435834,106
13modified,5,5,1724000819,114
13modified,5,5,1752843671,122
13modified,5,5,1755142440,118
13modified,5,5,1755853177,112
13modified,5,5,1756074721,106
13modified,5,5,1762505672,106
13modified,5,5,1762761537,136
13modified,5,5,1766958145,109
13modified,5,5,1768952533,125
13modified,5,5,1770603754,116
13modified,5,5,1775113260,110
13modified,5,5,1775173339,104
13modified,5,5,1777445432,108
13modified,5,5,177866854,104
13modified,5,5,177942638,112
13modified,5,5,1779906848,116
13modified,5,5,1789410354,105
13modified,5,5,1791778974,156
13modified,5,5,1795826253,168
13modified,5,5,1796569166,111
13modified,5,5,1797774747,110
13modified,5,5,1800095436,137
13modified,5,5,1800637508,52
13modified,5,5,1805512845,145
13modified,5,5,1806445976,104
13modified,5,5,1810448264,108
13modified,5,5,1819119388,106
13modified,5,5,1819990369,150
13modified,5,5,182031492,106
13modified,5,5,1820793552,110
13modified,5,5,1823793032,116
13modified,5,5,1825605709,118
13modified,5,5,1829909606,109
13modified,5,5,1830645974,120
13modified,5,5,1832190101,116
13modified,5,5,1843204587,106
13modified,5,5,1845142266,135
13modified,5,5,1853570680,105
13modified,5,5,1862413920,160
13modified,5,5,1865618941,106
13modified,5,5,1867468502,106
13modified,5,5,186783104,114
13modified,5,5,1867934507,110
13modified,5,5,1870748648,125
13modified,5,5,1876696247,110
13modified,5,5,1887858911,157
13modified,5,5,188945830,146
13modified,5,5,1891469110,106
13modified,5,5,189155173,106
13modified,5,5,1897899047,106
13modified,5,5,1898341491,110
13modified,5,5,1905033252,137
13modified,5,5,191463373,108
13modified,5,5,1919604592,116
13modified,5,5,1922792342,106
13modified,5,5,1928328916,106
13modified,5,5,1929352144,114
13modified,5,5,1932903607,116
13modified,5,5,1932937349,110
13modified,5,5,1935775557,102
13modified,5,5,1942407843,104
13modified,5,5,1946106611,156
13modified,5,5,1948235494,142
13modified,5,5,1953828808,117
13modified,5,5,1957096776,116
13modified,5,5,1958663739,106
13modified,5,5,1961845877,133
13modified,5,5,1963714948,104
13modified,5,5,1972755271,116
13modified,5,5,1973158589,112
13modified,5,5,1973463446,109
