level,M,N,seed,editDistance
all,1,1,1001641798,836
all,1,1,1004306364,855
all,1,1,1010978582,863
all,1,1,1022846210,870
all,1,1,1023722256,844
all,1,1,1033480057,852
all,1,1,1036474372,847
all,1,1,1037401273,848
all,1,1,1038218488,878
all,1,1,1038240813,834
all,1,1,1041135095,861
all,1,1,1052850471,848
all,1,1,1053293722,871
all,1,1,1059209602,874
all,1,1,1061751410,855
all,1,1,1062255042,821
all,1,1,1064032374,873
all,1,1,1064486697,841
all,1,1,106587538,876
all,1,1,1068183337,841
all,1,1,1082073250,853
all,1,1,1083026305,859
all,1,1,1093253708,882
all,1,1,1094988923,839
all,1,1,1096341932,846
all,1,1,1099891794,890
all,1,1,1108994755,844
all,1,1,1116182691,835
all,1,1,1121515410,853
all,1,1,112743658,839
all,1,1,1128081783,858
all,1,1,1130403943,856
all,1,1,1135500214,838
all,1,1,1138184120,841
all,1,1,1139765352,872
all,1,1,1142181782,830
all,1,1,1154008721,862
all,1,1,1157790512,856
all,1,1,1161547704,836
all,1,1,1164368824,866
all,1,1,1174427787,848
all,1,1,1174462524,846
all,1,1,1175519146,845
all,1,1,1182202028,855
all,1,1,1182440019,840
all,1,1,1201170237,854
all,1,1,1201565253,870
all,1,1,1211334439,864
all,1,1,1218616460,866
all,1,1,1218917431,858
all,1,1,1222143675,838
all,1,1,1223901321,854
all,1,1,1226275373,858
all,1,1,1226979448,871
all,1,1,1233913320,833
all,1,1,1237131333,855
all,1,1,1239558035,836
all,1,1,1244728759,850
all,1,1,1246105016,829
all,1,1,124711068,839
all,1,1,1250181728,879
all,1,1,1270720746,858
all,1,1,1288215810,854
all,1,1,1288751559,860
all,1,1,1292333361,820
all,1,1,1292918822,845
all,1,1,1293461712,859
all,1,1,1300823014,860
all,1,1,1304407919,836
all,1,1,1305376595,863
all,1,1,1310759371,839
all,1,1,1315379481,839
all,1,1,1315459146,895
all,1,1,1317062028,869
all,1,1,1317484954,850
all,1,1,1318180947,832
all,1,1,1318721770,830
all,1,1,1319364568,864
all,1,1,1320567837,868
all,1,1,1326000153,841
all,1,1,1336493410,862
all,1,1,1337026208,858
all,1,1,1341796865,857
all,1,1,1348972292,870
all,1,1,1351344834,847
all,1,1,1354571885,845
all,1,1,1355696803,887
all,1,1,1356823191,860
all,1,1,1360479120,872
all,1,1,1360595726,855
all,1,1,1367920983,882
all,1,1,1370452686,842
all,1,1,1371795951,849
all,1,1,137493304,838
all,1,1,1375056305,840
all,1,1,1380206301,874
all,1,1,138257890,881
all,1,1,1390070123,871
all,1,1,1397766369,860
all,1,1,1409932949,854
all,1,1,1410120414,843
all,1,1,1411552849,844
all,1,1,1411736710,817
all,1,1,1411740561,855
all,1,1,1412314167,825
all,1,1,1414909128,849
all,1,1,1415951383,850
all,1,1,1417221407,830
all,1,1,1417484602,839
all,1,1,1420211928,891
all,1,1,1423060993,856
all,1,1,1423682194,847
all,1,1,1424869980,845
all,1,1,142497295,835
all,1,1,1430247905,873
all,1,1,1431277483,866
all,1,1,1440176088,835
all,1,1,1444118058,881
all,1,1,1453438136,846
all,1,1,1457672976,853
all,1,1,1459827370,850
all,1,1,1460988487,871
all,1,1,1461249056,872
all,1,1,1480296753,866
all,1,1,1483337579,869
all,1,1,1486300823,867
all,1,1,1497824864,874
all,1,1,1504225597,852
all,1,1,1504822265,879
all,1,1,150604100,835
all,1,1,1507258094,877
all,1,1,1509632501,847
all,1,1,1512170075,879
all,1,1,1513047029,869
all,1,1,1518358220,878
all,1,1,1518938308,831
all,1,1,1523850398,847
all,1,1,152517913,853
all,1,1,1526915281,850
all,1,1,1529081495,828
all,1,1,1531151360,862
all,1,1,1533832136,838
all,1,1,1536985943,868
all,1,1,1540822946,857
all,1,1,1542757796,876
all,1,1,1544125195,849
all,1,1,1548060002,861
all,1,1,1550570586,867
all,1,1,1554121271,861
all,1,1,1554856959,859
all,1,1,1558458571,887
all,1,1,1558620065,829
all,1,1,1558744933,870
all,1,1,1560665819,872
all,1,1,1563161544,872
all,1,1,1566290996,862
all,1,1,1567196103,855
all,1,1,1570020736,851
all,1,1,1574474500,855
all,1,1,15748236,878
all,1,1,158096177,872
all,1,1,1588781947,848
all,1,1,1592441808,845
all,1,1,1603146689,847
all,1,1,1603190713,852
all,1,1,160467324,876
all,1,1,1607319672,854
all,1,1,1620304846,829
all,1,1,1626218762,847
all,1,1,1628223853,810
all,1,1,1628951581,838
all,1,1,1631665248,870
all,1,1,163283632,851
all,1,1,164235501,868
all,1,1,1643328992,854
all,1,1,164852610,874
all,1,1,1656959271,862
all,1,1,1658142994,855
all,1,1,1668855359,859
all,1,1,1669481184,883
all,1,1,1671092238,892
all,1,1,1672264654,872
all,1,1,1674872915,840
all,1,1,1678038194,831
all,1,1,1685411538,851
all,1,1,1694120380,834
all,1,1,1702785442,847
all,1,1,1704858203,868
all,1,1,1712995159,878
all,1,1,1718825415,852
all,1,1,1726355006,856
all,1,1,1727614195,861
all,1,1,1729283793,879
all,1,1,1731241459,828
all,1,1,173324371,879
all,1,1,1734983820,850
all,1,1,1736927955,834
all,1,1,1741266142,838
all,1,1,1743264730,849
all,1,1,1750180420,884
all,1,1,1754382556,858
all,1,1,1754719726,831
all,1,1,1756515094,860
all,1,1,1761243351,844
all,1,1,1777983941,854
all,1,1,1779847919,856
all,1,1,1780018293,861
all,1,1,1783035865,867
all,1,1,1784400485,847
all,1,1,1785013374,841
all,1,1,1786126378,871
all,1,1,1787008643,853
all,1,1,1788846950,840
all,1,1,1792465840,868
all,1,1,1801207137,852
all,1,1,1811800664,872
all,1,1,1815806383,838
all,1,1,18161333,851
all,1,1,1818025879,831
all,1,1,1824186194,867
all,1,1,1824418536,839
all,1,1,1829040536,842
all,1,1,1829568691,814
all,1,1,1839067692,859
all,1,1,1840869935,833
all,1,1,1841583134,846
all,1,1,1852411569,868
all,1,1,185365952,849
all,1,1,1856426629,843
all,1,1,1860824840,841
all,1,1,1862133219,854
all,1,1,1862386922,866
all,1,1,1870763046,855
all,1,1,1873747624,848
all,1,1,1877706133,899
all,1,1,1880502128,852
all,1,1,1884638580,833
all,1,1,1888822265,846
all,1,1,1908253110,847
all,1,1,1909541276,871
all,1,1,1909667671,890
all,1,1,1910179968,857
all,1,1,191544278,857
all,1,1,1932700662,870
all,1,1,1933500658,871
all,1,1,1934380881,861
all,1,1,1935573920,860
all,1,1,193817994,856
all,1,1,1938393722,850
all,1,1,1943721331,891
all,1,1,1944444860,874
all,1,1,1947213365,881
all,1,1,1951063194,843
all,1,1,1959144122,854
all,1,1,1962030729,865
all,1,1,1963862649,870
all,1,1,196678503,859
all,1,1,1969283497,839
all,1,1,1979947027,853
all,1,1,1988477966,841
all,1,1,1989218905,853
all,1,1,1991756781,881
all,1,1,1998835997,851
all,1,1,2002329122,860
all,1,1,2003194834,817
all,1,1,2006648343,864
all,1,1,2008129550,883
all,1,1,2012597537,862
all,1,1,2013622268,885
all,1,1,2018523250,875
all,1,1,2027831750,869
all,1,1,2028711105,856
all,1,1,2032613547,855
all,1,1,2032709290,867
all,1,1,2037277650,846
all,1,1,2042598215,875
all,1,1,2045243867,834
all,1,1,2047260970,850
all,1,1,2055253150,846
all,1,1,2055260352,851
all,1,1,2056543553,853
all,1,1,2061859894,843
all,1,1,2065215352,866
all,1,1,2067349480,838
all,1,1,2069326171,841
all,1,1,2072683941,842
all,1,1,2073032659,847
all,1,1,2077841788,817
all,1,1,2078900831,886
all,1,1,2084778478,881
all,1,1,2086595122,848
all,1,1,2089336133,831
all,1,1,2090721879,881
all,1,1,2090749135,848
all,1,1,2090954088,850
all,1,1,2092361915,835
all,1,1,209515778,810
all,1,1,2098680720,852
all,1,1,2103026780,832
all,1,1,2105993330,843
all,1,1,2108898892,856
all,1,1,2113753870,871
all,1,1,2115404849,835
all,1,1,2124090669,869
all,1,1,2127934901,859
all,1,1,2128996900,828
all,1,1,2137861924,867
all,1,1,2138390668,861
all,1,1,2139588327,875
all,1,1,2141009491,854
all,1,1,21492040,901
all,1,1,21930459,848
all,1,1,22353703,855
all,1,1,225999372,868
all,1,1,226509787,879
all,1,1,228832894,838
all,1,1,229019102,835
all,1,1,235907694,864
all,1,1,235925162,849
all,1,1,238979097,884
all,1,1,240806326,872
all,1,1,243573700,833
all,1,1,245480496,872
all,1,1,258976179,882
all,1,1,260318576,843
all,1,1,264279916,828
all,1,1,264663592,849
all,1,1,265717410,838
all,1,1,271483271,865
all,1,1,278340220,861
all,1,1,284405506,851
all,1,1,284763583,865
all,1,1,284814185,882
all,1,1,285564450,858
all,1,1,287790814,857
all,1,1,29449191,855
all,1,1,294796082,896
all,1,1,296427284,856
all,1,1,301730690,876
all,1,1,302208530,863
all,1,1,324011762,841
all,1,1,33638186,831
all,1,1,344217223,856
all,1,1,345247305,863
all,1,1,355989640,840
all,1,1,359794293,875
all,1,1,3656297,856
all,1,1,366484697,838
all,1,1,368129150,861
all,1,1,368625471,855
all,1,1,370025683,841
all,1,1,371309519,847
all,1,1,374447600,879
all,1,1,374930229,850
all,1,1,379926920,864
all,1,1,382183064,858
all,1,1,383668415,876
all,1,1,383766180,858
all,1,1,385250073,844
all,1,1,38827726,879
all,1,1,392731427,864
all,1,1,400535179,827
all,1,1,405620869,858
all,1,1,414818884,825
all,1,1,414893779,853
all,1,1,416875994,842
all,1,1,424661845,840
all,1,1,424694963,840
all,1,1,431618020,849
all,1,1,43661461,861
all,1,1,437622381,833
all,1,1,440045570,877
all,1,1,445233199,848
all,1,1,452369723,878
all,1,1,455321581,847
all,1,1,456454537,842
all,1,1,466995634,861
all,1,1,467807963,837
all,1,1,471784060,878
all,1,1,473031507,883
all,1,1,475308570,855
all,1,1,478745059,868
all,1,1,479368371,859
all,1,1,484458108,848
all,1,1,485240562,842
all,1,1,487804032,831
all,1,1,488729533,860
all,1,1,489878915,847
all,1,1,496550176,863
all,1,1,501480951,867
all,1,1,507605578,863
all,1,1,511027599,881
all,1,1,51216678,831
all,1,1,5122976,865
all,1,1,51267008,878
all,1,1,51321412,876
all,1,1,513719574,837
all,1,1,515130950,852
all,1,1,52445556,894
all,1,1,531925169,844
all,1,1,533917039,880
all,1,1,548857900,879
all,1,1,553741966,878
all,1,1,556700241,851
all,1,1,557424792,877
all,1,1,560717774,843
all,1,1,563364277,859
all,1,1,570945810,881
all,1,1,576690593,853
all,1,1,578028889,872
all,1,1,581522155,876
all,1,1,587469330,843
all,1,1,590054297,861
all,1,1,592498032,847
all,1,1,597072756,851
all,1,1,602057918,878
all,1,1,615500284,838
all,1,1,616101528,845
all,1,1,616240291,830
all,1,1,622682182,844
all,1,1,623147825,822
all,1,1,631695468,882
all,1,1,642849686,866
all,1,1,643618536,839
all,1,1,645304625,840
all,1,1,651364503,852
all,1,1,652319552,875
all,1,1,65856406,884
all,1,1,658836001,846
all,1,1,661104555,853
all,1,1,661168573,845
all,1,1,664854618,873
all,1,1,665839572,860
all,1,1,667127838,842
all,1,1,674345469,869
all,1,1,681693207,863
all,1,1,681844325,863
all,1,1,682822203,860
all,1,1,684913463,853
all,1,1,686363807,868
all,1,1,696138076,857
all,1,1,696700444,865
all,1,1,699331790,855
all,1,1,706872300,854
all,1,1,707108887,886
all,1,1,707550653,881
all,1,1,714649183,876
all,1,1,716427139,874
all,1,1,716867186,894
all,1,1,734505695,882
all,1,1,738304691,860
all,1,1,742043755,853
all,1,1,7445546,834
all,1,1,745861786,848
all,1,1,748639450,862
all,1,1,752573483,869
all,1,1,756662132,860
all,1,1,758381002,837
all,1,1,760929006,868
all,1,1,765322355,844
all,1,1,767315175,841
all,1,1,779718122,868
all,1,1,786885497,859
all,1,1,802570417,846
all,1,1,805386862,833
all,1,1,809512818,876
all,1,1,811593263,839
all,1,1,81502520,855
all,1,1,815050439,850
all,1,1,817591817,833
all,1,1,818683957,855
all,1,1,819204420,855
all,1,1,821411834,882
all,1,1,838360500,844
all,1,1,83847564,868
all,1,1,839057652,863
all,1,1,843499327,827
all,1,1,853564982,892
all,1,1,853820239,841
all,1,1,856475492,868
all,1,1,85656603,863
all,1,1,862472425,861
all,1,1,865726786,825
all,1,1,869835073,835
all,1,1,875667650,841
all,1,1,881196557,867
all,1,1,890854882,836
all,1,1,893915591,849
all,1,1,896261841,863
all,1,1,899342202,866
all,1,1,903556876,922
all,1,1,906723990,836
all,1,1,912539759,848
all,1,1,921321337,866
all,1,1,922207577,847
all,1,1,936705076,844
all,1,1,939110779,848
all,1,1,940382637,881
all,1,1,941360757,847
all,1,1,943488965,855
all,1,1,944841913,883
all,1,1,951573147,860
all,1,1,95276463,875
all,1,1,958412791,865
all,1,1,960864545,872
all,1,1,963667406,873
all,1,1,963733305,857
all,1,1,963744626,877
all,1,1,96983130,826
all,1,1,970359006,869
all,1,1,985590583,855
all,1,1,992618231,848
all,1,1,997363620,833
all,1,1,1011567003,852
all,1,1,1012012773,859
all,1,1,1012966232,870
all,1,1,1013004600,836
all,1,1,1014361983,836
all,1,1,1015440888,850
all,1,1,1027608383,847
all,1,1,103857881,879
all,1,1,1039945894,848
all,1,1,1041003529,838
all,1,1,1042214707,843
all,1,1,1043124369,843
all,1,1,1047191324,855
all,1,1,1047930356,891
all,1,1,1060260341,877
all,1,1,106504493,831
all,1,1,1066273454,851
all,1,1,10723707,879
all,1,1,1073757365,863
all,1,1,1083418150,842
all,1,1,1084328907,870
all,1,1,1088842824,868
all,1,1,1093178828,899
all,1,1,1093916698,843
all,1,1,1115963802,871
all,1,1,1120017672,835
all,1,1,1126156478,888
all,1,1,1128070351,861
all,1,1,1132795024,855
all,1,1,1133711120,853
all,1,1,113807004,832
all,1,1,1140437640,856
all,1,1,114450673,870
all,1,1,114547171,842
all,1,1,1154460180,877
all,1,1,115767502,821
all,1,1,1158860778,867
all,1,1,1159335042,853
all,1,1,1160460884,873
all,1,1,1173992572,839
all,1,1,1174539276,856
all,1,1,1186026598,858
all,1,1,1187156785,877
all,1,1,1192201,863
all,1,1,1192513163,849
all,1,1,1197043983,869
all,1,1,1200485168,854
all,1,1,1207523846,865
all,1,1,1214014878,860
all,1,1,1215609700,854
all,1,1,1220371580,842
all,1,1,1220532283,847
all,1,1,1221417850,875
all,1,1,1223133942,864
all,1,1,1223610368,847
all,1,1,1236955281,897
all,1,1,1239042658,845
all,1,1,1239944688,843
all,1,1,1244730043,890
all,1,1,1245567209,865
all,1,1,1251327432,886
all,1,1,1251359113,860
all,1,1,1252016966,870
all,1,1,1252380417,874
all,1,1,1254579297,834
all,1,1,1259435401,864
all,1,1,126743168,824
all,1,1,1268024334,858
all,1,1,1269798208,878
all,1,1,1283165443,873
all,1,1,1285800652,849
all,1,1,1310069330,856
all,1,1,1310938849,841
all,1,1,1311109679,845
all,1,1,1312253936,872
all,1,1,1317361422,859
all,1,1,1324942098,841
all,1,1,1325603311,867
all,1,1,132858796,867
all,1,1,1336914056,842
all,1,1,1346480913,859
all,1,1,1353349777,846
all,1,1,1358613540,857
all,1,1,1369268605,835
all,1,1,1370678541,836
all,1,1,1371921981,845
all,1,1,1376996146,851
all,1,1,1378325955,881
all,1,1,1387100808,850
all,1,1,139090846,851
all,1,1,1394878018,847
all,1,1,1402202751,857
all,1,1,1402600680,825
all,1,1,140593133,834
all,1,1,1409946047,847
all,1,1,1415923339,847
all,1,1,1420950107,857
all,1,1,1423469236,860
all,1,1,1426784040,856
all,1,1,1428144759,845
all,1,1,1428447742,846
all,1,1,1429342757,888
all,1,1,1429367741,857
all,1,1,1434039671,855
all,1,1,1438620056,849
all,1,1,1441298207,871
all,1,1,1442116807,886
all,1,1,144553863,859
all,1,1,1447091856,846
all,1,1,1453464562,875
all,1,1,1458317563,854
all,1,1,1460399984,866
all,1,1,1472519785,857
all,1,1,1475822054,820
all,1,1,1486134430,835
all,1,1,1491601708,841
all,1,1,1491837140,841
all,1,1,149402193,856
all,1,1,1497341512,860
all,1,1,1499439034,871
all,1,1,150003645,827
all,1,1,1506941806,862
all,1,1,151766778,867
all,1,1,1518552583,858
all,1,1,1523332101,872
all,1,1,1523727059,856
all,1,1,1527983421,875
all,1,1,1528725164,873
all,1,1,1532248033,855
all,1,1,1535902079,873
all,1,1,1537249979,814
all,1,1,1547328460,848
all,1,1,154842449,884
all,1,1,1553932502,873
all,1,1,155632444,872
all,1,1,1557376909,845
all,1,1,1560491078,855
all,1,1,156571102,859
all,1,1,1567134334,869
all,1,1,1574326162,862
all,1,1,1575324253,837
all,1,1,1580277552,857
all,1,1,1580781148,850
all,1,1,1585697870,861
all,1,1,158842907,860
all,1,1,1588852410,862
all,1,1,1590547014,846
all,1,1,1591203019,870
all,1,1,1592482057,847
all,1,1,1596644030,875
all,1,1,1602836944,877
all,1,1,1609883387,875
all,1,1,1615150894,820
all,1,1,161804169,827
all,1,1,1622527981,864
all,1,1,1624765118,874
all,1,1,1626660603,865
all,1,1,1628569142,868
all,1,1,1631313019,859
all,1,1,1636998586,841
all,1,1,1638779493,837
all,1,1,1642285350,835
all,1,1,1648594268,914
all,1,1,1659319565,856
all,1,1,1659681847,868
all,1,1,1659788427,879
all,1,1,1660116134,848
all,1,1,1660858439,867
all,1,1,1662026530,825
all,1,1,166334781,860
all,1,1,1668298390,870
