level,M,N,seed,editDistance
all,4,4,1001641798,612
all,4,4,1004306364,609
all,4,4,1010978582,554
all,4,4,1013132103,543
all,4,4,1022846210,592
all,4,4,1033480057,569
all,4,4,1036474372,524
all,4,4,1037401273,465
all,4,4,1038218488,544
all,4,4,1038240813,601
all,4,4,1041135095,536
all,4,4,1052850471,522
all,4,4,1053293722,605
all,4,4,1059209602,563
all,4,4,1061751410,544
all,4,4,1062255042,461
all,4,4,1064032374,586
all,4,4,1064486697,524
all,4,4,106587538,542
all,4,4,1068183337,547
all,4,4,1076245341,613
all,4,4,1082073250,583
all,4,4,1083026305,534
all,4,4,1093253708,491
all,4,4,1094988923,531
all,4,4,1096341932,575
all,4,4,1099891794,565
all,4,4,110889107,514
all,4,4,1108994755,560
all,4,4,1121515410,532
all,4,4,112743658,510
all,4,4,1128081783,541
all,4,4,1130403943,578
all,4,4,1135500214,579
all,4,4,1138184120,474
all,4,4,1139765352,565
all,4,4,1142181782,551
all,4,4,1157790512,603
all,4,4,1161547704,544
all,4,4,1164368824,566
all,4,4,1174427787,483
all,4,4,1174462524,428
all,4,4,1175519146,508
all,4,4,1182202028,529
all,4,4,1182440019,583
all,4,4,1201170237,507
all,4,4,1211334439,486
all,4,4,1218616460,584
all,4,4,1218917431,475
all,4,4,1222143675,544
all,4,4,1223901321,593
all,4,4,1226275373,523
all,4,4,1226979448,588
all,4,4,1233913320,530
all,4,4,1237131333,422
all,4,4,1239558035,492
all,4,4,1244728759,555
all,4,4,1246105016,500
all,4,4,124711068,606
all,4,4,1250181728,592
all,4,4,1270720746,516
all,4,4,1288215810,599
all,4,4,1288751559,536
all,4,4,1292333361,517
all,4,4,1292918822,532
all,4,4,1293461712,530
all,4,4,1300823014,502
all,4,4,1304407919,525
all,4,4,1305376595,542
all,4,4,1310759371,541
all,4,4,1315379481,562
all,4,4,1315459146,558
all,4,4,1317062028,588
all,4,4,1317484954,569
all,4,4,1318180947,544
all,4,4,1318721770,468
all,4,4,1319364568,514
all,4,4,1320567837,542
all,4,4,1326000153,540
all,4,4,1336493410,537
all,4,4,1337026208,524
all,4,4,1341796865,592
all,4,4,1348972292,587
all,4,4,1351344834,558
all,4,4,1354571885,531
all,4,4,1355696803,466
all,4,4,1356823191,513
all,4,4,1360479120,593
all,4,4,1360595726,571
all,4,4,1362529068,549
all,4,4,1367920983,497
all,4,4,1370452686,524
all,4,4,1371795951,566
all,4,4,137493304,584
all,4,4,1375056305,446
all,4,4,1380206301,563
all,4,4,138257890,602
all,4,4,1390070123,596
all,4,4,1397766369,523
all,4,4,1398092379,543
all,4,4,1410120414,560
all,4,4,1411552849,442
all,4,4,1411736710,554
all,4,4,1411740561,508
all,4,4,1412314167,601
all,4,4,1414909128,561
all,4,4,1415951383,577
all,4,4,1417221407,503
all,4,4,1417484602,509
all,4,4,1420211928,567
all,4,4,1423060993,571
all,4,4,1423682194,508
all,4,4,1424869980,519
all,4,4,142497295,582
all,4,4,1430247905,564
all,4,4,1431277483,562
all,4,4,1438904696,554
all,4,4,1440176088,481
all,4,4,1444118058,478
all,4,4,1453438136,612
all,4,4,1457672976,540
all,4,4,1459827370,531
all,4,4,1460988487,508
all,4,4,1461249056,524
all,4,4,1480296753,547
all,4,4,1483337579,589
all,4,4,1486300823,485
all,4,4,1489522858,522
all,4,4,1497824864,548
all,4,4,1504225597,560
all,4,4,1504822265,600
all,4,4,150604100,555
all,4,4,1507258094,584
all,4,4,1509632501,474
all,4,4,1512170075,510
all,4,4,1513047029,547
all,4,4,1518358220,564
all,4,4,1523850398,464
all,4,4,152517913,551
all,4,4,1526915281,556
all,4,4,1529081495,577
all,4,4,1531151360,565
