level,M,N,seed,editDistance
all,14,6,1000720779,229
all,14,6,1001427231,288
all,14,6,1012057892,247
all,14,6,1014717709,258
all,14,6,101509996,232
all,14,6,1016667673,271
all,14,6,1031702667,217
all,14,6,1031948134,270
all,14,6,1033480057,225
all,14,6,103551481,341
all,14,6,1035811137,299
all,14,6,103718413,267
all,14,6,1038218488,214
all,14,6,1041135095,262
all,14,6,1043693262,267
all,14,6,1053081626,217
all,14,6,1062992412,262
all,14,6,1074708876,242
all,14,6,107681155,241
all,14,6,1080209692,268
all,14,6,1082073250,277
all,14,6,1088462456,229
all,14,6,1094988923,252
all,14,6,1096611887,278
all,14,6,1099478714,244
all,14,6,1099891794,235
all,14,6,1103297900,300
all,14,6,1122010857,324
all,14,6,1125541963,267
all,14,6,1126458828,260
all,14,6,1128622077,268
all,14,6,1132858974,310
all,14,6,1133292245,249
all,14,6,1134548914,261
all,14,6,1134793784,237
all,14,6,1138184120,234
all,14,6,1139122773,242
all,14,6,1139765352,234
all,14,6,1141551173,302
all,14,6,114569370,222
all,14,6,1145917352,306
all,14,6,1149167049,246
all,14,6,1150410646,267
all,14,6,1157790512,261
all,14,6,1158033292,275
all,14,6,1164368824,279
all,14,6,1166211825,213
all,14,6,1179151292,273
all,14,6,1180732395,246
all,14,6,1184347117,281
all,14,6,1187424872,299
all,14,6,1189897559,221
all,14,6,1192020434,271
all,14,6,1194355300,273
all,14,6,1201565253,282
all,14,6,1205819440,218
all,14,6,1211334439,255
all,14,6,1217283714,226
all,14,6,1218386773,247
all,14,6,1220839627,209
all,14,6,1223901321,256
all,14,6,1224375700,260
all,14,6,1227387314,238
all,14,6,1231778164,257
all,14,6,1233712948,340
all,14,6,1233855121,268
all,14,6,1235501548,240
all,14,6,1237131333,291
all,14,6,1239558035,295
all,14,6,1240015804,275
all,14,6,124404247,224
all,14,6,1244412885,281
all,14,6,1246951865,246
all,14,6,1247252526,299
all,14,6,1250181728,260
all,14,6,1255725682,283
all,14,6,1256907556,255
all,14,6,1258675632,299
all,14,6,1258943765,225
all,14,6,1260402554,214
all,14,6,1262948602,224
all,14,6,1281260390,243
all,14,6,1283499611,274
all,14,6,1288215810,267
all,14,6,1291783535,207
all,14,6,1300150858,239
all,14,6,1300823014,285
all,14,6,1305376595,273
all,14,6,1305462501,286
all,14,6,1307455252,272
all,14,6,1315379481,273
all,14,6,1318721770,208
all,14,6,1320567837,310
all,14,6,1333200975,241
all,14,6,1340508834,260
all,14,6,1344005727,255
all,14,6,1344745010,237
all,14,6,1347887217,250
all,14,6,1348972292,237
all,14,6,1349966370,269
all,14,6,135342794,273
all,14,6,1354571885,225
all,14,6,1355979418,281
all,14,6,1359032259,262
all,14,6,1362529068,285
all,14,6,1369990613,274
all,14,6,1372397901,245
all,14,6,137493304,238
all,14,6,1375056305,274
all,14,6,1378337932,245
all,14,6,1381800198,209
all,14,6,138257890,265
all,14,6,1383225355,263
all,14,6,1384001714,268
all,14,6,1385333235,228
all,14,6,1410120414,241
all,14,6,1411670137,200
all,14,6,1412314167,277
all,14,6,1414777772,245
all,14,6,1417484602,232
all,14,6,1420211928,248
all,14,6,1422249684,274
all,14,6,1423060993,197
all,14,6,1430241487,253
all,14,6,1431277483,274
all,14,6,1434611159,246
all,14,6,1434896325,277
all,14,6,143845168,195
all,14,6,1438904696,228
all,14,6,1439910280,249
all,14,6,1440069500,280
all,14,6,1442777214,230
all,14,6,144604228,221
all,14,6,145023279,307
all,14,6,1454675611,247
