level,M,N,seed,densityMetric
13modified,3,3,1000747388,0.5091
13modified,3,3,1003230641,0.5939
13modified,3,3,1004940999,0.5091
13modified,3,3,100632844,0.4848
13modified,3,3,1006707556,0.4303
13modified,3,3,1009107826,0.4909
13modified,3,3,1011428303,0.4667
13modified,3,3,1018544641,0.4485
13modified,3,3,1037350528,0.4424
13modified,3,3,1037670259,0.5091
13modified,3,3,1038671244,0.5333
13modified,3,3,1038883129,0.5030
13modified,3,3,1039987872,0.4364
13modified,3,3,105140421,0.3818
13modified,3,3,1053579526,0.5697
13modified,3,3,1055229966,0.4909
13modified,3,3,1057874518,0.5333
13modified,3,3,1058957375,0.5273
13modified,3,3,1060892191,0.4485
13modified,3,3,1065451971,0.5333
13modified,3,3,1066219829,0.4667
13modified,3,3,1069714731,0.5152
13modified,3,3,1072641056,0.4364
13modified,3,3,1072824859,0.5879
13modified,3,3,1073055339,0.3697
13modified,3,3,1073272961,0.4242
13modified,3,3,107671954,0.4667
13modified,3,3,107769627,0.4970
13modified,3,3,1078305007,0.4909
13modified,3,3,1080834013,0.4485
13modified,3,3,1082260539,0.5212
13modified,3,3,1082314175,0.3939
13modified,3,3,1090707737,0.5030
13modified,3,3,1097519480,0.5576
13modified,3,3,1099272658,0.5333
13modified,3,3,1110677252,0.4667
13modified,3,3,1114759178,0.4121
13modified,3,3,1120843921,0.4485
13modified,3,3,1121071924,0.3697
13modified,3,3,1130362085,0.3273
13modified,3,3,1130953896,0.3576
13modified,3,3,1134735971,0.6121
13modified,3,3,1138437632,0.5030
13modified,3,3,1143661877,0.4000
13modified,3,3,1145786771,0.4788
13modified,3,3,1146297808,0.5394
13modified,3,3,1162822678,0.5394
13modified,3,3,116667107,0.5273
13modified,3,3,1169013744,0.4909
13modified,3,3,1181772620,0.4909
13modified,3,3,1185837477,0.4303
13modified,3,3,1193129330,0.4970
13modified,3,3,1200158203,0.4061
13modified,3,3,1200935411,0.5879
13modified,3,3,1205388612,0.4424
13modified,3,3,1206478818,0.5394
13modified,3,3,1206750499,0.5273
13modified,3,3,1207503318,0.4606
13modified,3,3,1207800718,0.4970
13modified,3,3,1208209113,0.3697
13modified,3,3,1212781919,0.5576
13modified,3,3,1219764183,0.5576
13modified,3,3,1220312016,0.5030
13modified,3,3,1225165832,0.3818
