level,M,N,seed,densityMetric
all,6,6,1001641798,0.9461
all,6,6,1004306364,1.0099
all,6,6,1013132103,0.9510
all,6,6,1022846210,0.9950
all,6,6,1023722256,0.5588
all,6,6,1026922035,0.9706
all,6,6,1033480057,0.9950
all,6,6,1035811137,0.9554
all,6,6,1036474372,0.9406
all,6,6,103718413,0.9901
all,6,6,1037401273,0.7638
all,6,6,1038218488,0.9461
all,6,6,1038240813,0.9853
all,6,6,1041135095,0.9950
all,6,6,1052850471,0.9853
all,6,6,1059209602,0.9950
all,6,6,1062255042,0.9853
all,6,6,1064032374,0.9901
all,6,6,1064486697,1.0000
all,6,6,106587538,0.9604
all,6,6,1068183337,0.9850
all,6,6,1076245341,0.9703
all,6,6,1082073250,0.9706
all,6,6,1083026305,0.9706
all,6,6,1085132997,1.0443
all,6,6,1085488272,1.0296
all,6,6,1087632942,0.9755
all,6,6,1094988923,1.0000
all,6,6,1096341932,0.9754
all,6,6,1099891794,0.9604
all,6,6,1107405273,1.0099
all,6,6,110889107,0.9510
all,6,6,1121515410,0.9899
all,6,6,112743658,0.9704
all,6,6,1128081783,1.0000
all,6,6,1130403943,1.0050
all,6,6,1135500214,1.0248
all,6,6,1138184120,1.0050
all,6,6,1139765352,1.0000
all,6,6,1142181782,0.9652
all,6,6,1153118460,0.9951
all,6,6,1154008721,0.9510
all,6,6,1157790512,1.0050
all,6,6,1161547704,1.0392
all,6,6,1163064016,0.9901
all,6,6,1164368824,0.9450
all,6,6,1166211825,0.9700
all,6,6,1174462524,0.5833
all,6,6,1175519146,1.0000
all,6,6,1182440019,0.9608
all,6,6,1184347117,0.9653
all,6,6,1189897559,0.9406
all,6,6,1201170237,1.0049
all,6,6,1201565253,1.0443
all,6,6,1218616460,1.0150
all,6,6,1218917431,0.9109
all,6,6,1222143675,1.0000
all,6,6,1226275373,0.9559
all,6,6,1226979448,1.0049
all,6,6,1233913320,1.0348
all,6,6,1235501548,0.9653
all,6,6,1239558035,1.0147
all,6,6,1246105016,1.0245
all,6,6,124711068,0.9802
all,6,6,1270720746,1.0446
all,6,6,1286700257,0.9505
all,6,6,1288215810,1.0050
all,6,6,1288751559,1.0050
all,6,6,1291783535,0.8529
all,6,6,1292333361,0.9752
all,6,6,1293461712,1.7990
all,6,6,1300823014,1.0147
all,6,6,1304407919,0.9951
all,6,6,1305376595,0.9706
all,6,6,1310759371,0.9752
all,6,6,1315379481,0.9703
all,6,6,1315459146,1.0550
all,6,6,1317062028,0.9450
all,6,6,1317484954,0.7186
all,6,6,1318180947,0.9510
all,6,6,1319364568,0.9951
all,6,6,1320567837,0.9412
all,6,6,1326000153,0.9657
all,6,6,1336493410,0.9851
all,6,6,1337026208,0.9703
all,6,6,1339626390,1.0300
all,6,6,1339932215,0.9554
all,6,6,1341796865,1.0050
all,6,6,1344745010,0.9412
all,6,6,1348972292,0.9653
all,6,6,1351344834,0.9901
all,6,6,1352097030,0.9500
all,6,6,1354571885,1.0201
all,6,6,1355696803,1.0198
all,6,6,1356823191,0.9755
all,6,6,1360479120,0.7892
all,6,6,1360595726,1.0150
all,6,6,1362529068,0.9703
all,6,6,1367920983,1.0196
all,6,6,1370452686,1.0941
all,6,6,1371795951,0.9755
all,6,6,137493304,0.9902
all,6,6,1375056305,0.9852
all,6,6,1380206301,1.0098
all,6,6,138257890,0.9901
all,6,6,1393337317,0.9900
all,6,6,1396239170,0.9853
all,6,6,1397766369,1.0151
all,6,6,1398092379,0.9752
all,6,6,1409932949,0.9650
all,6,6,1411552849,0.9804
all,6,6,1411736710,1.0443
all,6,6,1411740561,0.9557
all,6,6,1412314167,0.9804
all,6,6,1415951383,0.9608
all,6,6,1417221407,1.0297
all,6,6,1417484602,0.5792
all,6,6,1419094134,0.9653
all,6,6,1420211928,1.0000
all,6,6,1423682194,1.0000
all,6,6,1424869980,1.0050
all,6,6,142497295,0.9901
all,6,6,1430247905,0.9951
all,6,6,1431277483,0.9951
all,6,6,1440176088,0.9803
all,6,6,1453438136,0.9350
all,6,6,1457672976,0.9706
all,6,6,1459827370,0.9698
all,6,6,1460318742,0.9804
all,6,6,1460988487,1.0050
all,6,6,1461249056,1.0597
all,6,6,1480296753,0.9510
all,6,6,1482196585,1.0299
all,6,6,1483337579,0.9950
all,6,6,1486300823,1.0249
all,6,6,1489522858,1.0151
all,6,6,14936278,0.9350
all,6,6,1497529937,1.0201
all,6,6,1504225597,0.6422
all,6,6,150604100,1.0553
all,6,6,1507258094,0.7291
all,6,6,1509632501,0.9950
all,6,6,1512170075,0.9703
all,6,6,1513047029,0.9900
all,6,6,1517749108,0.9902
all,6,6,152517913,0.9950
all,6,6,1531151360,0.9901
all,6,6,1533832136,1.0650
all,6,6,1536985943,0.8366
all,6,6,1540822946,0.9604
all,6,6,1542757796,0.9951
all,6,6,1544125195,0.4118
all,6,6,1548060002,0.9447
all,6,6,1554856959,0.9751
all,6,6,15576454,0.7438
all,6,6,1558620065,0.9950
all,6,6,1560665819,0.9901
all,6,6,1563161544,0.9510
all,6,6,1566290996,0.9901
all,6,6,1567196103,0.9552
all,6,6,1570020736,0.9852
all,6,6,1574474500,1.0245
all,6,6,15748236,0.9800
all,6,6,158096177,1.0352
all,6,6,1588781947,0.9850
all,6,6,159039989,1.0000
all,6,6,1592441808,0.9950
all,6,6,1603146689,0.9853
all,6,6,1603190713,1.0246
all,6,6,160467324,1.0294
all,6,6,1620304846,0.9300
all,6,6,1624753699,0.9655
all,6,6,1628223853,0.9901
all,6,6,1628951581,1.0495
all,6,6,1631665248,1.0000
all,6,6,163283632,1.0402
all,6,6,1635908036,0.9804
all,6,6,1643328992,0.9899
all,6,6,164852610,0.9852
all,6,6,1648656660,0.9901
all,6,6,1650138398,0.9902
all,6,6,1656599052,0.9608
all,6,6,1656959271,0.9750
all,6,6,1658142994,1.0000
all,6,6,1659476663,0.9604
all,6,6,1661233251,0.9552
all,6,6,1668855359,0.9450
all,6,6,1669481184,0.9752
all,6,6,1671092238,0.9706
all,6,6,1673866035,0.9851
all,6,6,1676356190,0.9755
all,6,6,1678038194,0.9804
all,6,6,1685411538,1.0392
all,6,6,1692967933,0.9849
all,6,6,1702785442,0.9900
all,6,6,1704858203,1.0000
all,6,6,1712995159,1.0396
all,6,6,1715452240,1.0050
all,6,6,1718825415,0.9755
all,6,6,1726355006,0.9554
all,6,6,1727614195,0.9608
all,6,6,1729283793,0.9852
all,6,6,1731241459,1.0147
all,6,6,1734983820,0.9950
all,6,6,1736927955,0.9557
all,6,6,1743264730,0.9554
all,6,6,1747330230,0.9550
all,6,6,1750180420,0.9412
all,6,6,1754382556,0.9706
all,6,6,1754719726,0.9212
all,6,6,1756515094,1.0588
all,6,6,1777983941,0.9653
all,6,6,1780018293,1.0300
all,6,6,1783035865,1.0100
all,6,6,1784400485,0.9849
all,6,6,1785013374,0.9750
all,6,6,1786126378,0.9608
all,6,6,1787008643,1.0198
all,6,6,1788846950,1.0147
all,6,6,1791584394,0.9600
all,6,6,1792465840,1.0347
all,6,6,1801207137,0.9853
all,6,6,1811800664,0.9550
all,6,6,1815806383,0.9461
all,6,6,18161333,1.0050
all,6,6,1818025879,0.9900
all,6,6,1818238838,0.9802
all,6,6,1824186194,0.9700
all,6,6,1824418536,1.0249
all,6,6,1829040536,0.9850
all,6,6,1839067692,1.0448
all,6,6,1840869935,1.0594
all,6,6,1841583134,0.9706
all,6,6,1852411569,0.9653
all,6,6,1852916457,0.9559
all,6,6,185365952,0.9604
all,6,6,1856426629,0.9314
all,6,6,1860824840,0.9804
all,6,6,1862133219,0.8905
all,6,6,1862386922,0.9804
all,6,6,1870075857,0.9901
all,6,6,1873747624,1.0149
all,6,6,1882413127,0.9950
all,6,6,18870902,1.0000
all,6,6,1889160883,0.9901
all,6,6,189503870,0.9461
all,6,6,1906721907,1.0050
all,6,6,1908253110,0.9851
all,6,6,1909667671,0.6422
all,6,6,1910179968,0.9250
all,6,6,1913967513,0.9851
all,6,6,191544278,0.9557
all,6,6,1933500658,1.0196
all,6,6,1934380881,0.9799
all,6,6,1935573920,0.9752
all,6,6,193817994,1.0343
all,6,6,1938393722,1.0398
all,6,6,1944444860,0.9755
all,6,6,1947213365,0.9701
all,6,6,1951682096,0.9050
all,6,6,1959144122,1.0147
all,6,6,1962030729,0.9604
all,6,6,196678503,1.0000
all,6,6,1969283497,1.0148
all,6,6,1979947027,1.0000
all,6,6,1986960173,0.9557
all,6,6,1989218905,0.5495
all,6,6,1991756781,1.0394
all,6,6,1998835997,0.9901
all,6,6,2002329122,1.0396
all,6,6,2003194834,0.9109
all,6,6,2006648343,0.9200
all,6,6,2008129550,0.9951
all,6,6,2012597537,0.9755
all,6,6,2017579353,0.9902
all,6,6,2018523250,0.9850
all,6,6,2027728826,1.0000
all,6,6,2028711105,1.0347
all,6,6,2030551235,0.9704
all,6,6,2032613547,0.9802
all,6,6,2032709290,0.9598
all,6,6,2037277650,0.9554
all,6,6,2042598215,0.9412
all,6,6,2047260970,0.9600
all,6,6,2049513134,0.9900
all,6,6,2056543553,0.9412
all,6,6,2061859894,0.9600
all,6,6,2063672426,0.9802
all,6,6,2065215352,0.9450
all,6,6,2067349480,0.6667
all,6,6,2069326171,1.0151
all,6,6,2072683941,0.9455
all,6,6,2073032659,0.9608
all,6,6,2077841788,0.9554
all,6,6,2084778478,0.9706
all,6,6,2086595122,0.8676
all,6,6,2089336133,0.9706
all,6,6,2090721879,1.1337
all,6,6,2090749135,1.0098
all,6,6,2090954088,0.9950
all,6,6,2091484725,1.0050
all,6,6,2092361915,1.0000
all,6,6,209515778,0.9804
all,6,6,2103026780,0.9800
all,6,6,2105993330,0.9347
all,6,6,2108898892,0.9755
all,6,6,2114264718,0.9852
all,6,6,2115404849,1.0050
all,6,6,2117413851,1.0603
all,6,6,2124090669,0.7921
all,6,6,2127934901,0.9752
all,6,6,2128996900,0.9706
all,6,6,2138390668,1.0448
all,6,6,2139588327,1.0000
all,6,6,2141009491,0.9755
all,6,6,2142329768,0.9706
all,6,6,21492040,0.9505
all,6,6,21930459,0.9500
all,6,6,22353703,0.8480
all,6,6,225999372,0.9363
all,6,6,228832894,0.9554
all,6,6,235907694,0.9455
all,6,6,235925162,1.0402
all,6,6,238979097,0.9951
all,6,6,240806326,1.8191
all,6,6,243573700,0.9950
all,6,6,245480496,0.9505
all,6,6,258976179,0.9510
all,6,6,260318576,0.9608
all,6,6,264279916,0.9950
all,6,6,264663592,1.0196
all,6,6,265717410,0.9604
all,6,6,271483271,0.9704
all,6,6,274764836,0.9652
all,6,6,278340220,0.9950
all,6,6,284405506,0.5025
all,6,6,284814185,0.9559
all,6,6,285564450,1.0050
all,6,6,287790814,0.6089
all,6,6,289601912,0.9653
all,6,6,29449191,0.9510
all,6,6,294796082,0.9804
all,6,6,296328417,0.9752
all,6,6,296427284,1.0150
all,6,6,297609666,0.9902
all,6,6,301730690,1.0251
all,6,6,302208530,1.0000
all,6,6,307834051,0.9901
all,6,6,324011762,0.9802
all,6,6,33638186,1.0446
all,6,6,341624428,0.9901
all,6,6,345247305,0.9902
all,6,6,359794293,1.0248
all,6,6,3656297,0.9412
all,6,6,366484697,0.9900
all,6,6,368129150,0.9598
all,6,6,368625471,0.9951
all,6,6,370025683,0.9706
all,6,6,371309519,0.9902
all,6,6,374447600,1.0350
all,6,6,374930229,1.0049
all,6,6,379926920,1.0446
all,6,6,383668415,0.9901
all,6,6,383766180,0.9901
all,6,6,385250073,1.0049
all,6,6,38827726,1.0200
all,6,6,391403007,0.9752
all,6,6,392731427,0.9254
all,6,6,398152021,1.0350
all,6,6,405620869,0.9851
all,6,6,410300769,1.0788
all,6,6,414818884,0.7537
all,6,6,414893779,0.9554
all,6,6,416875994,0.9608
all,6,6,424661845,1.0000
all,6,6,424694963,1.0000
all,6,6,427683939,1.0000
all,6,6,43661461,0.9802
all,6,6,437622381,1.0000
all,6,6,440045570,0.9648
all,6,6,445233199,0.7696
all,6,6,452369723,0.9804
all,6,6,455321581,1.0402
all,6,6,455350629,0.9505
all,6,6,456454537,0.9412
all,6,6,460638624,0.9901
all,6,6,466995634,1.0147
all,6,6,471784060,0.9602
all,6,6,473031507,0.9510
all,6,6,475308570,0.9852
all,6,6,478745059,1.0098
all,6,6,478872772,0.9802
all,6,6,485240562,1.0000
all,6,6,487804032,0.8578
all,6,6,488729533,0.9804
all,6,6,496550176,0.9755
all,6,6,501480951,1.0446
all,6,6,507605578,1.0050
all,6,6,511027599,0.9700
all,6,6,51216678,1.0553
all,6,6,5122976,0.9704
all,6,6,513719574,0.9453
all,6,6,515130950,0.9602
all,6,6,52445556,0.7413
all,6,6,531925169,0.9447
all,6,6,533917039,0.9802
all,6,6,548857900,1.0196
all,6,6,553741966,0.9657
all,6,6,557424792,0.9901
all,6,6,560717774,0.9600
all,6,6,563364277,0.9804
all,6,6,570945810,1.0147
all,6,6,576690593,0.9751
all,6,6,578028889,0.9899
all,6,6,581522155,1.0098
all,6,6,587469330,0.9653
all,6,6,590054297,1.0495
all,6,6,592498032,1.0099
all,6,6,598249054,1.0931
all,6,6,615500284,1.0441
all,6,6,616101528,0.9752
all,6,6,616240291,0.9755
all,6,6,622682182,1.0591
all,6,6,623147825,0.9853
all,6,6,631695468,1.0049
all,6,6,642849686,0.9363
all,6,6,643618536,0.9703
all,6,6,645304625,0.9902
all,6,6,651364503,1.0345
all,6,6,658836001,0.9750
all,6,6,661104555,1.0000
all,6,6,661168573,0.9507
all,6,6,661459443,0.9752
all,6,6,664854618,0.9853
all,6,6,665839572,0.9706
all,6,6,668442062,0.9554
all,6,6,672322340,0.9657
all,6,6,674345469,0.9700
all,6,6,681693207,0.9653
all,6,6,681844325,0.9559
all,6,6,686363807,1.0248
all,6,6,686678415,0.9706
all,6,6,696138076,0.9608
all,6,6,696700444,0.9800
all,6,6,699331790,0.9853
all,6,6,707108887,0.9505
all,6,6,707550653,0.9648
all,6,6,708853029,0.9900
all,6,6,714649183,0.9750
all,6,6,716427139,0.9701
all,6,6,716867186,0.6535
