level,M,N,seed,densityMetric
13modified,1,1,100334696,0.7455
13modified,1,1,1005713264,0.6182
13modified,1,1,1010932164,0.7152
13modified,1,1,1012869568,0.7515
13modified,1,1,1021967227,0.6970
13modified,1,1,1033033434,0.6970
13modified,1,1,1033854624,0.6727
13modified,1,1,1034628327,0.7273
13modified,1,1,1041640248,0.6788
13modified,1,1,1042768624,0.7515
13modified,1,1,1044706667,0.7030
13modified,1,1,1045197443,0.7394
13modified,1,1,1045985721,0.7333
13modified,1,1,1049469142,0.6303
13modified,1,1,104993245,0.6000
13modified,1,1,1051467736,0.7333
13modified,1,1,1055293516,0.6545
13modified,1,1,106470709,0.6667
13modified,1,1,1066819082,0.7091
13modified,1,1,1071405622,0.6788
13modified,1,1,1072816653,0.6121
13modified,1,1,1074205656,0.7939
13modified,1,1,107858546,0.7818
13modified,1,1,1081831131,0.5273
13modified,1,1,1085292328,0.8364
13modified,1,1,1086993038,0.7636
13modified,1,1,1090021741,0.6485
13modified,1,1,1095229560,0.6727
13modified,1,1,1099242507,0.7455
13modified,1,1,1119739660,0.6121
13modified,1,1,1119913660,0.7697
13modified,1,1,1121788155,0.6909
13modified,1,1,1122891000,0.7576
13modified,1,1,1123116722,0.7212
13modified,1,1,1125748041,0.6242
13modified,1,1,112714695,0.8424
13modified,1,1,112803900,0.6909
13modified,1,1,1131392376,0.7091
13modified,1,1,1137791056,0.6909
13modified,1,1,1140268074,0.7030
13modified,1,1,1142192008,0.6000
13modified,1,1,1149310547,0.7091
13modified,1,1,1149395731,0.7455
13modified,1,1,1149675945,0.6485
13modified,1,1,1151948236,0.7212
13modified,1,1,1159043200,0.6424
13modified,1,1,1167164095,0.7212
13modified,1,1,1168528864,0.7091
13modified,1,1,1170387944,0.8606
13modified,1,1,1170753960,0.7091
13modified,1,1,1183217684,0.6485
13modified,1,1,1183839141,0.8242
13modified,1,1,1186326919,0.6242
13modified,1,1,1198305612,0.6182
13modified,1,1,1200800358,0.7273
13modified,1,1,1205118578,0.7636
13modified,1,1,1208064624,0.7152
13modified,1,1,1208894535,0.7152
13modified,1,1,1220846468,0.7273
13modified,1,1,1222949588,0.5939
13modified,1,1,1232002747,0.8121
13modified,1,1,1235717330,0.6667
13modified,1,1,1235792259,0.6606
13modified,1,1,123988852,0.5697
13modified,1,1,1240105649,0.6485
13modified,1,1,1245146245,0.6061
13modified,1,1,12481666,0.7091
13modified,1,1,1248990245,0.6727
13modified,1,1,1271901802,0.7697
13modified,1,1,1284670388,0.6788
13modified,1,1,128849205,0.7273
13modified,1,1,1294751766,0.7818
13modified,1,1,1295454644,0.6364
13modified,1,1,1299476798,0.6667
13modified,1,1,1300485353,0.7030
13modified,1,1,1305346275,0.6000
13modified,1,1,130581915,0.6545
13modified,1,1,1306616824,0.6424
13modified,1,1,1308353909,0.6909
13modified,1,1,1308551323,0.6848
13modified,1,1,1315827889,0.6667
13modified,1,1,1317356462,0.7394
13modified,1,1,1318081265,0.6424
13modified,1,1,1321452978,0.6606
13modified,1,1,1322707071,0.7455
13modified,1,1,1327951166,0.6606
13modified,1,1,1334016119,0.7333
13modified,1,1,1336996873,0.8182
13modified,1,1,1342400852,0.7091
13modified,1,1,1343326420,0.7636
13modified,1,1,134574967,0.7697
13modified,1,1,1347620170,0.6545
13modified,1,1,1350246726,0.6970
13modified,1,1,1353309627,0.7636
13modified,1,1,1354863624,0.7394
13modified,1,1,1355977442,0.5939
13modified,1,1,1369093841,0.6485
13modified,1,1,1369758537,0.7394
13modified,1,1,1370730297,0.6909
13modified,1,1,137298414,0.7333
13modified,1,1,1373215267,0.7212
13modified,1,1,1373343923,0.8000
13modified,1,1,1374512836,0.5212
13modified,1,1,1382735061,0.7818
13modified,1,1,1383967720,0.7455
13modified,1,1,1384713187,0.5879
13modified,1,1,1385042497,0.7515
13modified,1,1,1387075227,0.8121
13modified,1,1,1387631371,0.7152
13modified,1,1,139021216,0.6970
13modified,1,1,1398032593,0.6364
13modified,1,1,1398607408,0.6606
13modified,1,1,1402590398,0.6909
13modified,1,1,1406651093,0.7030
13modified,1,1,1410954787,0.6545
13modified,1,1,1411770614,0.7455
13modified,1,1,1426697809,0.6121
13modified,1,1,143174518,0.6606
13modified,1,1,1433030683,0.7333
13modified,1,1,1435693011,0.6788
13modified,1,1,143828757,0.7394
13modified,1,1,1440834520,0.6061
13modified,1,1,144151369,0.6788
13modified,1,1,1441946452,0.7515
13modified,1,1,1444752565,0.7515
13modified,1,1,1448375801,0.6788
13modified,1,1,1452268325,0.6909
13modified,1,1,1454361430,0.7636
13modified,1,1,1455966942,0.7515
13modified,1,1,1456002608,0.6727
13modified,1,1,1458581845,0.6545
13modified,1,1,1465543548,0.7030
13modified,1,1,1469383037,0.7455
13modified,1,1,1472392893,0.6424
13modified,1,1,1475833365,0.6848
13modified,1,1,1477413073,0.7212
13modified,1,1,1477603777,0.6121
13modified,1,1,1478554099,0.6970
13modified,1,1,1485705260,0.6242
13modified,1,1,1493738666,0.6667
13modified,1,1,1497059314,0.7515
13modified,1,1,1502756878,0.6545
13modified,1,1,1511014196,0.5879
13modified,1,1,1511549424,0.6727
13modified,1,1,1512173849,0.6727
13modified,1,1,1514724235,0.7212
13modified,1,1,151641113,0.6727
13modified,1,1,1519923925,0.7030
13modified,1,1,1520591354,0.7515
13modified,1,1,1523119098,0.7030
13modified,1,1,1523416595,0.7091
13modified,1,1,1525290395,0.7394
13modified,1,1,1525356389,0.7394
13modified,1,1,1532585567,0.7576
13modified,1,1,1532685163,0.6545
13modified,1,1,1533039442,0.6485
13modified,1,1,1537696857,0.8182
13modified,1,1,1538219310,0.8182
13modified,1,1,1538635465,0.6848
13modified,1,1,1543871876,0.6970
13modified,1,1,1548010334,0.7212
13modified,1,1,1550908784,0.6727
13modified,1,1,156462991,0.6788
13modified,1,1,1567489355,0.7030
13modified,1,1,1569987945,0.6727
13modified,1,1,1573891020,0.6303
13modified,1,1,1577567759,0.6909
13modified,1,1,1579325423,0.8182
13modified,1,1,1579718788,0.7515
13modified,1,1,158110650,0.7394
13modified,1,1,1597192292,0.6788
13modified,1,1,1597649420,0.6909
13modified,1,1,1601766857,0.6606
13modified,1,1,1604585759,0.7576
13modified,1,1,1604786055,0.7394
13modified,1,1,1605354317,0.6970
13modified,1,1,1607801886,0.6606
13modified,1,1,1613391508,0.6242
13modified,1,1,1614539992,0.7212
13modified,1,1,1617315229,0.8364
13modified,1,1,1618232878,0.6485
13modified,1,1,1629482376,0.7879
13modified,1,1,1634652975,0.6667
13modified,1,1,1652401447,0.6303
13modified,1,1,1652650581,0.7636
13modified,1,1,1659812313,0.7152
13modified,1,1,1662992992,0.7394
13modified,1,1,1672446981,0.6606
13modified,1,1,1676942378,0.7030
13modified,1,1,1692069932,0.6727
13modified,1,1,1693272981,0.6727
13modified,1,1,1698163619,0.6364
13modified,1,1,1698845061,0.6848
13modified,1,1,1710804631,0.6000
13modified,1,1,1715881790,0.7818
13modified,1,1,1719068081,0.7152
13modified,1,1,1719353174,0.6667
13modified,1,1,1724762333,0.6000
13modified,1,1,1724803975,0.7212
13modified,1,1,1729547969,0.7697
13modified,1,1,1739807908,0.6242
13modified,1,1,1740360962,0.6727
13modified,1,1,1749190164,0.5939
13modified,1,1,175484159,0.8182
13modified,1,1,1756758712,0.7030
13modified,1,1,1758501093,0.6485
13modified,1,1,1762583483,0.6121
13modified,1,1,1770666646,0.6303
13modified,1,1,1771148841,0.7091
13modified,1,1,1771567484,0.6727
13modified,1,1,1775484855,0.6667
13modified,1,1,1777306666,0.6303
13modified,1,1,1782619294,0.7697
13modified,1,1,1783803413,0.6303
13modified,1,1,1787634100,0.5697
13modified,1,1,1788470910,0.6848
13modified,1,1,1789062027,0.7515
13modified,1,1,1800200003,0.6909
13modified,1,1,1802225254,0.6788
13modified,1,1,1806786271,0.7576
13modified,1,1,180789243,0.7394
13modified,1,1,1809291652,0.8364
13modified,1,1,1810257406,0.7697
13modified,1,1,1811421511,0.7455
13modified,1,1,1813256826,0.6545
13modified,1,1,1814228121,0.7152
13modified,1,1,1830678009,0.7394
13modified,1,1,1832144932,0.8000
13modified,1,1,183419651,0.7939
13modified,1,1,1847457651,0.8242
13modified,1,1,184945281,0.6545
13modified,1,1,1850250508,0.8303
13modified,1,1,1853858560,0.5879
13modified,1,1,1857561842,0.6970
13modified,1,1,1859854661,0.6909
13modified,1,1,1860004022,0.6303
13modified,1,1,1870969858,0.6909
13modified,1,1,1878727327,0.6667
13modified,1,1,1897867746,0.6000
13modified,1,1,1899332987,0.6788
13modified,1,1,1899616485,0.6061
13modified,1,1,190191226,0.7273
13modified,1,1,1905607607,0.7394
13modified,1,1,1907336851,0.7152
13modified,1,1,1910531511,0.6424
