level,M,N,seed,densityMetric
all,1,16,1001641798,1.1782
all,1,16,1004306364,1.1238
all,1,16,1010978582,1.0891
all,1,16,1022846210,1.1485
all,1,16,1023722256,1.0099
all,1,16,1033480057,1.0545
all,1,16,1036474372,1.0693
all,1,16,1037401273,1.1287
all,1,16,1038218488,1.0792
all,1,16,1038240813,1.1337
all,1,16,1041135095,1.0495
all,1,16,1052850471,1.1089
all,1,16,1053293722,1.0743
all,1,16,1059209602,1.1782
all,1,16,1061751410,1.0495
all,1,16,1062255042,1.1535
all,1,16,1064032374,1.1584
all,1,16,1064486697,0.9950
all,1,16,106587538,1.0941
all,1,16,1068183337,1.0248
all,1,16,1082073250,1.1485
all,1,16,1083026305,1.0891
all,1,16,1093253708,1.0396
all,1,16,1094988923,1.1089
all,1,16,1096341932,1.1782
all,1,16,1099891794,1.0297
all,1,16,1108994755,1.0396
all,1,16,1116182691,1.0149
all,1,16,1121515410,1.1733
all,1,16,112743658,1.1238
all,1,16,1128081783,1.0495
all,1,16,1130403943,1.1287
all,1,16,1135500214,1.1040
all,1,16,1138184120,1.0248
all,1,16,1139765352,1.0990
all,1,16,1142181782,1.1535
all,1,16,1154008721,1.1634
all,1,16,1157790512,1.3020
all,1,16,1161547704,1.0050
all,1,16,1164368824,1.1485
all,1,16,1174427787,1.1881
all,1,16,1174462524,1.0941
all,1,16,1175519146,1.0050
all,1,16,1182202028,1.0842
all,1,16,1182440019,1.2178
all,1,16,1201170237,1.0198
all,1,16,1201565253,1.0495
all,1,16,1211334439,1.2822
all,1,16,1218616460,1.0297
all,1,16,1218917431,0.9851
all,1,16,1222143675,1.0050
all,1,16,1223901321,1.0248
all,1,16,1226275373,1.0050
all,1,16,1226979448,1.0941
all,1,16,1233913320,1.1782
all,1,16,1237131333,1.1782
all,1,16,1239558035,0.9950
all,1,16,1244728759,1.1832
all,1,16,1246105016,1.0198
all,1,16,124711068,1.0050
all,1,16,1250181728,1.0891
all,1,16,1270720746,1.1881
all,1,16,1288215810,1.1931
all,1,16,1288751559,1.2178
all,1,16,1292333361,1.1980
all,1,16,1292918822,1.1733
all,1,16,1293461712,1.1040
all,1,16,1300823014,1.0891
all,1,16,1304407919,1.0644
all,1,16,1305376595,1.0099
all,1,16,1310759371,1.0941
all,1,16,1315379481,1.0347
all,1,16,1315459146,1.1040
all,1,16,1317062028,1.1535
all,1,16,1317484954,1.1188
all,1,16,1318180947,1.1287
all,1,16,1318721770,1.1832
all,1,16,1319364568,1.2327
all,1,16,1320567837,1.0347
all,1,16,1326000153,1.1931
all,1,16,1336493410,1.1287
all,1,16,1337026208,1.0891
all,1,16,1341796865,1.0743
all,1,16,1348972292,0.9802
all,1,16,1351344834,1.0644
all,1,16,1354571885,1.0396
all,1,16,1355696803,1.0792
