level,M,N,seed,densityMetric
3,3,3,1013002884,0.3200
3,3,3,101645736,0.2867
3,3,3,1031698967,0.2333
3,3,3,1031948134,0.2333
3,3,3,103208195,0.2000
3,3,3,103551481,0.4200
3,3,3,1037600303,0.4733
3,3,3,1037728321,0.5533
3,3,3,1043693262,0.5000
3,3,3,1053081626,0.3733
3,3,3,1055072269,0.4000
3,3,3,1059344023,0.5200
3,3,3,1060068817,0.2933
3,3,3,1062992412,0.4067
3,3,3,1070008819,0.2400
3,3,3,1075331119,0.3067
3,3,3,1078288371,0.3000
3,3,3,1080304154,0.5667
3,3,3,1088462456,0.6467
3,3,3,1089396935,0.5267
3,3,3,1090143313,0.3533
3,3,3,1091763610,0.5200
3,3,3,1094079358,0.4133
3,3,3,109571725,0.4000
3,3,3,1095846982,0.4467
3,3,3,1098662423,0.3600
3,3,3,1104166513,0.4600
3,3,3,1111503713,0.3667
3,3,3,1111815082,0.2000
3,3,3,1116276044,0.7867
3,3,3,1125541963,0.4867
3,3,3,1132858974,0.6267
3,3,3,1133292245,0.3733
3,3,3,1134548914,0.2933
3,3,3,1143646614,0.2867
3,3,3,1145917352,0.3267
3,3,3,1150410646,0.2333
3,3,3,1158033292,0.7467
3,3,3,1164150098,0.2667
3,3,3,1169972540,0.3000
3,3,3,1180732395,0.2933
3,3,3,1182818789,0.2933
3,3,3,1187424872,0.4267
3,3,3,1187683104,0.4333
3,3,3,12164155,0.2533
3,3,3,1217283714,0.6200
3,3,3,1224375700,0.8067
3,3,3,1225679041,0.4000
3,3,3,1227135224,0.5133
3,3,3,1229008243,0.2867
3,3,3,1231778164,0.3067
3,3,3,1240015804,0.4733
3,3,3,1246951865,0.5733
3,3,3,1247252526,0.2800
3,3,3,1247401438,0.2333
3,3,3,1249599550,0.2333
3,3,3,1255725682,0.4733
3,3,3,1256907556,0.6600
3,3,3,1258675632,0.6467
3,3,3,1258943765,0.3333
3,3,3,1260402554,0.3667
3,3,3,1260624231,0.3467
3,3,3,1264097119,0.1667
3,3,3,1273458942,0.4467
3,3,3,1275489120,0.3333
3,3,3,1283499611,0.2600
3,3,3,1292500771,0.2733
3,3,3,1304664361,0.3467
3,3,3,1305462501,0.1933
3,3,3,1308374254,0.5467
3,3,3,1308898267,0.2733
3,3,3,1312180599,0.2333
3,3,3,1315956059,0.2200
3,3,3,1319619155,0.2267
3,3,3,1328762689,0.4333
3,3,3,1330703127,0.5333
3,3,3,1332489882,0.8000
