level,M,N,seed,linearityRSquared
all,14,2,1001427231,0.0474
all,14,2,1004306364,0.0130
all,14,2,1010978582,0.0010
all,14,2,1022846210,0.0224
all,14,2,1023722256,0.0126
all,14,2,1033480057,0.0281
all,14,2,103718413,0.0649
all,14,2,1037401273,0.0120
all,14,2,1038218488,0.0242
all,14,2,1038240813,0.1191
all,14,2,1052850471,0.0178
all,14,2,1053293722,0.0426
all,14,2,1059209602,0.1111
all,14,2,1060434707,0.1052
all,14,2,1061751410,0.0008
all,14,2,1062255042,0.2239
all,14,2,1064032374,0.0037
all,14,2,106587538,0.0477
all,14,2,1076245341,0.1947
all,14,2,1082073250,0.0212
all,14,2,1083026305,0.2411
all,14,2,1087632942,0.0002
all,14,2,1093253708,0.0980
all,14,2,1094988923,0.0017
all,14,2,1096341932,0.0011
all,14,2,1099891794,0.1937
all,14,2,1107405273,0.1085
all,14,2,1108994755,0.0069
all,14,2,1116182691,0.0140
all,14,2,112743658,0.0405
all,14,2,1128081783,0.0915
all,14,2,1135500214,0.1685
all,14,2,1139122773,0.0724
all,14,2,1139158243,0.0000
all,14,2,1139765352,0.0881
all,14,2,114569370,0.0269
all,14,2,1153118460,0.2501
all,14,2,1154008721,0.0689
all,14,2,1157790512,0.0166
all,14,2,1161547704,0.1447
all,14,2,1166211825,0.0537
all,14,2,1174427787,0.0145
all,14,2,1175519146,0.1285
all,14,2,1182440019,0.0845
all,14,2,1184347117,0.0884
all,14,2,1194991691,0.0381
all,14,2,1201170237,0.0329
all,14,2,1201565253,0.0672
all,14,2,1211334439,0.0286
all,14,2,1223901321,0.0017
all,14,2,1226275373,0.2372
all,14,2,1233913320,0.0005
all,14,2,1235501548,0.0837
all,14,2,1237131333,0.0071
all,14,2,1239558035,0.0938
all,14,2,1246105016,0.0129
all,14,2,124711068,0.0013
all,14,2,1250181728,0.1548
all,14,2,1270720746,0.0310
all,14,2,1288751559,0.0048
all,14,2,1292918822,0.0011
all,14,2,1293461712,0.0124
all,14,2,1300823014,0.0001
all,14,2,1305376595,0.0887
all,14,2,1315379481,0.0366
all,14,2,1315459146,0.4716
all,14,2,1317062028,0.0278
all,14,2,1317484954,0.0001
all,14,2,1318180947,0.0248
all,14,2,1318721770,0.0018
all,14,2,1319364568,0.1809
all,14,2,1336493410,0.0071
all,14,2,1337026208,0.0251
all,14,2,1339932215,0.0005
all,14,2,1341796865,0.1046
all,14,2,1344745010,0.1773
all,14,2,1348972292,0.1885
all,14,2,1351344834,0.0661
all,14,2,1352097030,0.0009
all,14,2,135342794,0.0170
all,14,2,1354571885,0.0882
all,14,2,1355696803,0.0023
all,14,2,1356823191,0.0103
all,14,2,1360479120,0.0162
all,14,2,1360595726,0.0386
all,14,2,1362529068,0.0780
all,14,2,1367920983,0.1508
all,14,2,1369990613,0.0100
all,14,2,1370452686,0.0313
all,14,2,1371795951,0.0018
all,14,2,137493304,0.0718
all,14,2,1375056305,0.0575
all,14,2,1380206301,0.1161
all,14,2,1390070123,0.0562
all,14,2,1396239170,0.2148
all,14,2,1398092379,0.0589
all,14,2,1409932949,0.0018
all,14,2,1410120414,0.1660
all,14,2,1411552849,0.0049
all,14,2,1411736710,0.5254
all,14,2,1411740561,0.0017
all,14,2,1412314167,0.0088
all,14,2,1415951383,0.0986
all,14,2,1417221407,0.0601
all,14,2,1417484602,0.3768
all,14,2,1419094134,0.0390
all,14,2,1420211928,0.0863
all,14,2,1423060993,0.0482
all,14,2,1423682194,0.0007
all,14,2,1424869980,0.0257
all,14,2,142497295,0.0609
all,14,2,1431277483,0.1061
all,14,2,1438904696,0.2051
all,14,2,1444118058,0.2111
all,14,2,1453438136,0.6676
all,14,2,1460318742,0.2954
all,14,2,1460988487,0.0326
all,14,2,1489522858,0.0475
all,14,2,14936278,0.0176
all,14,2,1497824864,0.0213
all,14,2,1504225597,0.0260
all,14,2,1504822265,0.0006
all,14,2,1507258094,0.0638
all,14,2,1509632501,0.0052
all,14,2,1512170075,0.0308
all,14,2,1518358220,0.0185
all,14,2,1518938308,0.0025
all,14,2,1523850398,0.0576
all,14,2,152517913,0.0478
all,14,2,1526915281,0.0029
all,14,2,1529081495,0.1817
all,14,2,1531151360,0.0008
all,14,2,1533832136,0.2519
all,14,2,1536985943,0.0000
all,14,2,1542757796,0.0578
all,14,2,1544125195,0.0175
all,14,2,1548060002,0.0007
all,14,2,1550570586,0.2251
all,14,2,1554121271,0.5983
all,14,2,1554856959,0.0080
all,14,2,1557594736,0.2549
all,14,2,15576454,0.0225
all,14,2,1558620065,0.0454
all,14,2,1563161544,0.0803
all,14,2,1566290996,0.0008
all,14,2,1567196103,0.0292
all,14,2,1569382399,0.2040
all,14,2,1570020736,0.1719
all,14,2,1574474500,0.0029
all,14,2,158096177,0.0516
all,14,2,159039989,0.0517
all,14,2,1592441808,0.0419
all,14,2,1603146689,0.0777
all,14,2,1603190713,0.2015
all,14,2,160467324,0.1407
all,14,2,1620304846,0.0419
all,14,2,1624753699,0.0361
all,14,2,1626218762,0.0444
all,14,2,1631665248,0.0458
all,14,2,1632367675,0.0675
all,14,2,163283632,0.0234
all,14,2,164235501,0.0663
all,14,2,1643328992,0.2043
all,14,2,164852610,0.0056
all,14,2,1648656660,0.0550
all,14,2,1650138398,0.0187
all,14,2,1656599052,0.0058
all,14,2,1658142994,0.2976
all,14,2,1659476663,0.0070
all,14,2,1662800513,0.0543
all,14,2,1668855359,0.0008
all,14,2,1669481184,0.0019
all,14,2,1671092238,0.0341
all,14,2,1672264654,0.0300
all,14,2,1673866035,0.0501
all,14,2,1674872915,0.0005
all,14,2,1676356190,0.0586
all,14,2,1678038194,0.0885
all,14,2,1685411538,0.0409
all,14,2,1689951679,0.0022
all,14,2,1692967933,0.2160
all,14,2,1694120380,0.0354
all,14,2,1702785442,0.0087
all,14,2,1704858203,0.0040
all,14,2,1712995159,0.2954
all,14,2,1715452240,0.0055
all,14,2,1718825415,0.0012
all,14,2,1727614195,0.0481
all,14,2,1729283793,0.0321
all,14,2,1731241459,0.0230
all,14,2,173324371,0.0099
all,14,2,1734983820,0.1186
all,14,2,1736927955,0.3504
all,14,2,1741266142,0.0514
all,14,2,1743264730,0.0213
all,14,2,1750180420,0.0284
all,14,2,1754382556,0.2281
all,14,2,1754719726,0.0016
all,14,2,1756515094,0.0221
all,14,2,1777983941,0.0230
all,14,2,1779847919,0.1796
all,14,2,1780018293,0.0307
all,14,2,1784400485,0.0008
all,14,2,1785013374,0.0833
all,14,2,1787008643,0.0026
all,14,2,1788846950,0.0395
all,14,2,1792465840,0.1043
all,14,2,1801207137,0.1685
all,14,2,1815806383,0.0298
all,14,2,18161333,0.0165
all,14,2,1818025879,0.0514
all,14,2,1818238838,0.0224
all,14,2,1824186194,0.0477
all,14,2,1829040536,0.1466
all,14,2,1829568691,0.0085
all,14,2,1839067692,0.0072
all,14,2,1841583134,0.0328
all,14,2,1852411569,0.0282
all,14,2,1852916457,0.1780
all,14,2,1856426629,0.0513
all,14,2,1860824840,0.0513
all,14,2,1862133219,0.4190
all,14,2,1862386922,0.0525
all,14,2,1862766611,0.0014
all,14,2,1877706133,0.1105
all,14,2,1880502128,0.1712
all,14,2,1882413127,0.0349
all,14,2,1884638580,0.0269
all,14,2,1888822265,0.0081
all,14,2,1889160883,0.0653
all,14,2,189503870,0.0696
all,14,2,1906721907,0.0775
all,14,2,1908253110,0.0326
all,14,2,1909541276,0.0055
all,14,2,1909667671,0.0207
all,14,2,1910179968,0.0425
all,14,2,191544278,0.0014
all,14,2,1932700662,0.1645
all,14,2,1934380881,0.0246
all,14,2,1935573920,0.0704
all,14,2,193817994,0.0054
all,14,2,1943721331,0.0030
all,14,2,1944444860,0.0117
all,14,2,1951682096,0.1604
all,14,2,1959144122,0.1815
all,14,2,1962030729,0.0407
all,14,2,1963862649,0.0640
all,14,2,196678503,0.0203
all,14,2,1979947027,0.0057
all,14,2,1988477966,0.0238
all,14,2,1991756781,0.0104
all,14,2,2002329122,0.1673
all,14,2,2008129550,0.2772
all,14,2,2012597537,0.0213
all,14,2,2013354758,0.0221
all,14,2,2013622268,0.0372
all,14,2,2017579353,0.0167
all,14,2,2018523250,0.0457
all,14,2,2027728826,0.0271
all,14,2,2028711105,0.2162
all,14,2,2030551235,0.0275
all,14,2,2032613547,0.0027
all,14,2,2032709290,0.0056
all,14,2,2037277650,0.0074
all,14,2,2042598215,0.0530
all,14,2,2047260970,0.0354
all,14,2,2049513134,0.0715
all,14,2,2055253150,0.0133
all,14,2,2055260352,0.2178
all,14,2,2056543553,0.2365
all,14,2,2061859894,0.0241
all,14,2,2063672426,0.0424
all,14,2,2065215352,0.1202
all,14,2,2067349480,0.0856
all,14,2,2072683941,0.0983
all,14,2,2073032659,0.0482
all,14,2,2078900831,0.0258
all,14,2,2086595122,0.1217
all,14,2,2089336133,0.0928
all,14,2,2090721879,0.0106
all,14,2,2090749135,0.0009
all,14,2,2090954088,0.4611
all,14,2,2091484725,0.0479
all,14,2,2092361915,0.0021
all,14,2,209515778,0.0050
all,14,2,2103026780,0.0018
all,14,2,2105993330,0.0158
all,14,2,2108898892,0.0045
all,14,2,2113753870,0.0233
all,14,2,2114264718,0.0115
all,14,2,2115404849,0.0253
all,14,2,2117413851,0.1279
all,14,2,2127934901,0.0545
all,14,2,2128996900,0.0003
all,14,2,2137861924,0.1139
all,14,2,2138390668,0.0013
all,14,2,2139588327,0.0912
all,14,2,2141009491,0.0376
all,14,2,2142329768,0.0006
all,14,2,21492040,0.1885
all,14,2,21930459,0.0003
