level,M,N,seed,linearityRSquared
13modified,2,2,100334696,0.0000
13modified,2,2,1005713264,0.0111
13modified,2,2,1010932164,0.0166
13modified,2,2,1012869568,0.0158
13modified,2,2,1018889751,0.0022
13modified,2,2,1021967227,0.0054
13modified,2,2,1024734536,0.0420
13modified,2,2,1033033434,0.0044
13modified,2,2,1034628327,0.0019
13modified,2,2,1035399153,0.0008
13modified,2,2,1041640248,0.0327
13modified,2,2,1042768624,0.0117
13modified,2,2,1044706667,0.0027
13modified,2,2,1045197443,0.0037
13modified,2,2,1045985721,0.0085
13modified,2,2,1049469142,0.0065
13modified,2,2,104993245,0.0003
13modified,2,2,1051467736,0.0017
13modified,2,2,1055293516,0.0000
13modified,2,2,1055999818,0.0020
13modified,2,2,106470709,0.0007
13modified,2,2,1066819082,0.0034
13modified,2,2,1071405622,0.0001
13modified,2,2,1072816653,0.0696
13modified,2,2,107858546,0.0000
13modified,2,2,1081831131,0.0109
13modified,2,2,1085292328,0.0003
13modified,2,2,1086993038,0.0220
13modified,2,2,1089481602,0.0082
13modified,2,2,1090021741,0.0054
13modified,2,2,1095229560,0.0000
13modified,2,2,1099242507,0.0135
13modified,2,2,1119739660,0.0083
13modified,2,2,1119913660,0.0001
13modified,2,2,1121788155,0.0005
13modified,2,2,1122891000,0.0097
13modified,2,2,1123116722,0.0006
13modified,2,2,1125748041,0.0141
13modified,2,2,112714695,0.0000
13modified,2,2,112803900,0.0027
13modified,2,2,1131392376,0.0000
13modified,2,2,1137791056,0.0102
13modified,2,2,1140268074,0.0109
13modified,2,2,1149310547,0.0170
13modified,2,2,1149675945,0.0370
13modified,2,2,1154482944,0.0000
13modified,2,2,1159043200,0.0338
13modified,2,2,116013539,0.0039
13modified,2,2,1167164095,0.0039
13modified,2,2,1170387944,0.0095
13modified,2,2,1170753960,0.0000
13modified,2,2,1183217684,0.0020
13modified,2,2,1183839141,0.0069
13modified,2,2,1186326919,0.0410
13modified,2,2,1198305612,0.0189
13modified,2,2,1200800358,0.0280
13modified,2,2,1205118578,0.1084
13modified,2,2,1208064624,0.0006
13modified,2,2,1208894535,0.0433
13modified,2,2,121848537,0.0094
13modified,2,2,1220846468,0.0006
13modified,2,2,1222949588,0.0058
13modified,2,2,1232002747,0.0116
13modified,2,2,1235717330,0.0165
13modified,2,2,1235792259,0.0000
13modified,2,2,123988852,0.0010
13modified,2,2,1240105649,0.0045
13modified,2,2,1245146245,0.0034
13modified,2,2,12481666,0.0330
13modified,2,2,1248990245,0.0000
13modified,2,2,126537086,0.0096
13modified,2,2,1271901802,0.0040
13modified,2,2,1278655297,0.0023
13modified,2,2,1284670388,0.0127
13modified,2,2,128849205,0.0161
13modified,2,2,1294751766,0.0258
13modified,2,2,1295604390,0.0135
13modified,2,2,1299476798,0.0102
13modified,2,2,1300485353,0.0049
13modified,2,2,1305346275,0.0023
13modified,2,2,1306616824,0.0513
13modified,2,2,1308551323,0.0157
13modified,2,2,1315827889,0.0029
13modified,2,2,1317356462,0.1137
13modified,2,2,1321452978,0.0032
13modified,2,2,1322707071,0.0867
13modified,2,2,1327951166,0.0232
13modified,2,2,1334016119,0.0019
13modified,2,2,1336996873,0.0240
13modified,2,2,1342400852,0.0002
13modified,2,2,1343326420,0.0008
13modified,2,2,1347620170,0.0081
13modified,2,2,134871044,0.0003
13modified,2,2,1354055929,0.0150
13modified,2,2,1354863624,0.0000
13modified,2,2,1355977442,0.0515
13modified,2,2,1364734752,0.0127
13modified,2,2,1369093841,0.0002
13modified,2,2,1369758537,0.0240
13modified,2,2,1370730297,0.0018
13modified,2,2,1373215267,0.0009
13modified,2,2,1373343923,0.0473
13modified,2,2,1374036447,0.0027
13modified,2,2,1374512836,0.0017
13modified,2,2,1377641605,0.0014
13modified,2,2,1382735061,0.0037
13modified,2,2,1383967720,0.0106
13modified,2,2,1384713187,0.0017
13modified,2,2,1385042497,0.0038
13modified,2,2,1387075227,0.0037
13modified,2,2,1387631371,0.0000
13modified,2,2,1398032593,0.0001
13modified,2,2,1398607408,0.0014
13modified,2,2,1411770614,0.0064
13modified,2,2,1426697809,0.0111
13modified,2,2,1431273294,0.0096
13modified,2,2,143174518,0.0008
13modified,2,2,1433030683,0.0000
13modified,2,2,1434275498,0.0047
13modified,2,2,1435693011,0.0030
13modified,2,2,1437518404,0.0075
13modified,2,2,143828757,0.0002
13modified,2,2,1440834520,0.0010
13modified,2,2,144151369,0.0020
13modified,2,2,1441946452,0.0073
13modified,2,2,1450788410,0.0036
13modified,2,2,1452268325,0.0184
13modified,2,2,1454361430,0.0005
13modified,2,2,1455966942,0.0177
13modified,2,2,1456002608,0.0104
13modified,2,2,1458581845,0.0020
13modified,2,2,1465543548,0.0461
13modified,2,2,1469383037,0.0331
13modified,2,2,1472392893,0.0114
13modified,2,2,1475833365,0.0009
13modified,2,2,1477413073,0.0007
13modified,2,2,1477603777,0.0040
13modified,2,2,1485705260,0.0003
13modified,2,2,148815703,0.0009
13modified,2,2,1493738666,0.0045
13modified,2,2,1502756878,0.0145
13modified,2,2,1511014196,0.0002
13modified,2,2,1512173849,0.0015
13modified,2,2,1514724235,0.0095
13modified,2,2,151641113,0.0011
13modified,2,2,1519923925,0.0010
13modified,2,2,1523119098,0.0004
13modified,2,2,1523416595,0.0022
13modified,2,2,1525290395,0.0013
13modified,2,2,1525356389,0.0232
13modified,2,2,1532585567,0.0132
13modified,2,2,1532685163,0.0199
13modified,2,2,1533039442,0.0005
13modified,2,2,1537696857,0.0122
13modified,2,2,1538219310,0.0143
13modified,2,2,1538635465,0.0165
13modified,2,2,1543871876,0.0044
13modified,2,2,1548010334,0.0200
13modified,2,2,1548024550,0.0084
13modified,2,2,1550908784,0.0021
13modified,2,2,1553510902,0.0002
13modified,2,2,1567489355,0.0999
13modified,2,2,1569987945,0.0063
13modified,2,2,1573891020,0.0011
13modified,2,2,1577567759,0.0003
13modified,2,2,1577899726,0.0011
13modified,2,2,1579325423,0.0035
13modified,2,2,1579718788,0.0050
13modified,2,2,1597192292,0.0006
13modified,2,2,1597649420,0.0001
13modified,2,2,1601766857,0.0157
13modified,2,2,1604786055,0.0002
13modified,2,2,1605354317,0.0001
13modified,2,2,1607801886,0.0068
13modified,2,2,1614539992,0.0552
13modified,2,2,1617315229,0.0002
13modified,2,2,1618232878,0.0017
13modified,2,2,161987877,0.0045
13modified,2,2,1628647456,0.0021
13modified,2,2,1629482376,0.0037
13modified,2,2,1634652975,0.0046
13modified,2,2,1652401447,0.0005
13modified,2,2,1652650581,0.0024
13modified,2,2,1662992992,0.0631
13modified,2,2,1666216751,0.0003
13modified,2,2,1670639419,0.0005
13modified,2,2,1672446981,0.0161
13modified,2,2,1674010505,0.0245
13modified,2,2,1676942378,0.0001
13modified,2,2,1677752354,0.0031
13modified,2,2,1692069932,0.0149
13modified,2,2,1693272981,0.0041
13modified,2,2,1695411640,0.0193
13modified,2,2,1698163619,0.0010
13modified,2,2,1698845061,0.0006
13modified,2,2,1710804631,0.0029
13modified,2,2,1715881790,0.0004
