level,M,N,seed,linearityRSquared
13modified,4,4,100334696,0.0001
13modified,4,4,1009229447,0.0683
13modified,4,4,1010932164,0.0399
13modified,4,4,1012869568,0.0023
13modified,4,4,1018889751,0.0260
13modified,4,4,1021967227,0.0001
13modified,4,4,102280803,0.0091
13modified,4,4,1024734536,0.0058
13modified,4,4,1033033434,0.0005
13modified,4,4,1035399153,0.0972
13modified,4,4,1038671244,0.0628
13modified,4,4,1041640248,0.0002
13modified,4,4,1042768624,0.0007
13modified,4,4,1055229966,0.0138
13modified,4,4,1055293516,0.0137
13modified,4,4,1055999818,0.0166
13modified,4,4,1066819082,0.0121
13modified,4,4,1069714731,0.0027
13modified,4,4,1072641056,0.0049
13modified,4,4,1072816653,0.0048
13modified,4,4,1072824859,0.0004
13modified,4,4,1087559589,0.0035
13modified,4,4,10889602,0.0054
13modified,4,4,1089481602,0.1274
13modified,4,4,1090021741,0.0113
13modified,4,4,1095229560,0.0417
13modified,4,4,1119739660,0.0014
13modified,4,4,1119913660,0.0084
13modified,4,4,1121788155,0.0420
13modified,4,4,1123957625,0.0064
13modified,4,4,112714695,0.0058
13modified,4,4,112803900,0.0000
13modified,4,4,1131392376,0.0006
13modified,4,4,113625682,0.0156
13modified,4,4,1140268074,0.0003
13modified,4,4,1147801063,0.0062
13modified,4,4,1149310547,0.0008
13modified,4,4,1149675945,0.0490
13modified,4,4,1154482944,0.0348
13modified,4,4,1159043200,0.0097
13modified,4,4,116013539,0.0070
13modified,4,4,1167164095,0.0000
13modified,4,4,1170387944,0.0356
13modified,4,4,1170753960,0.0011
13modified,4,4,1171550889,0.0015
13modified,4,4,1183217684,0.0003
13modified,4,4,1186326919,0.0001
13modified,4,4,119306034,0.0418
13modified,4,4,1198305612,0.0017
13modified,4,4,1200800358,0.0015
13modified,4,4,1205388612,0.0022
13modified,4,4,1208894535,0.0321
13modified,4,4,121848537,0.0000
13modified,4,4,1220846468,0.0207
13modified,4,4,1222949588,0.0189
13modified,4,4,1232002747,0.0191
13modified,4,4,1235717330,0.0822
13modified,4,4,1240105649,0.0140
13modified,4,4,1245146245,0.0008
13modified,4,4,1248990245,0.0049
13modified,4,4,1252622799,0.0007
13modified,4,4,1260255782,0.0147
13modified,4,4,126537086,0.0990
13modified,4,4,1266488720,0.0177
13modified,4,4,1277614136,0.0080
13modified,4,4,1278655297,0.0021
13modified,4,4,1283508924,0.0299
13modified,4,4,128849205,0.0126
13modified,4,4,1294751766,0.0022
13modified,4,4,1295604390,0.0405
13modified,4,4,1296052736,0.0354
13modified,4,4,1300485353,0.0088
13modified,4,4,1306554616,0.0144
13modified,4,4,1306616824,0.0074
13modified,4,4,1308551323,0.0112
13modified,4,4,1310460246,0.0554
13modified,4,4,1317277335,0.0000
13modified,4,4,1321452978,0.0018
13modified,4,4,1327951166,0.0029
13modified,4,4,1335075809,0.0136
13modified,4,4,1336996873,0.0025
13modified,4,4,1338927563,0.0096
13modified,4,4,1343252007,0.0417
13modified,4,4,1347620170,0.0109
13modified,4,4,1348541570,0.0007
13modified,4,4,1348689589,0.0147
13modified,4,4,134871044,0.0046
13modified,4,4,1354055929,0.0611
13modified,4,4,1364734752,0.0025
13modified,4,4,1367329043,0.0044
13modified,4,4,1369758537,0.0055
13modified,4,4,1370730297,0.0009
13modified,4,4,1373215267,0.0366
13modified,4,4,1373343923,0.0029
13modified,4,4,1374036447,0.0751
13modified,4,4,1377641605,0.0011
13modified,4,4,1383967720,0.0349
13modified,4,4,1387631371,0.0002
13modified,4,4,1398032593,0.0034
13modified,4,4,1398607408,0.0368
13modified,4,4,140792612,0.0004
13modified,4,4,1420378545,0.0117
13modified,4,4,1431273294,0.0011
13modified,4,4,143174518,0.0000
13modified,4,4,1433030683,0.0013
13modified,4,4,1434275498,0.0226
13modified,4,4,1435693011,0.0022
13modified,4,4,1437518404,0.0000
13modified,4,4,143828757,0.0002
13modified,4,4,1439476180,0.0041
13modified,4,4,144151369,0.0005
13modified,4,4,1441946452,0.0080
13modified,4,4,1450788410,0.0306
13modified,4,4,1452268325,0.0001
13modified,4,4,1455966942,0.1107
13modified,4,4,1456002608,0.0071
13modified,4,4,1458581845,0.0005
13modified,4,4,1460623476,0.0011
13modified,4,4,1465543548,0.0811
