level,M,N,seed,linearityRSquared
13modified,5,5,1000747388,0.0115
13modified,5,5,1004940999,0.1043
13modified,5,5,100632844,0.0616
13modified,5,5,1006707556,0.0883
13modified,5,5,1009107826,0.1073
13modified,5,5,1009229447,0.0047
13modified,5,5,1018544641,0.0089
13modified,5,5,102280803,0.0100
13modified,5,5,1037670259,0.1372
13modified,5,5,1038671244,0.0020
13modified,5,5,1038883129,0.0838
13modified,5,5,1039987872,0.0069
13modified,5,5,105140421,0.0823
13modified,5,5,1053579526,0.1132
13modified,5,5,1055229966,0.0838
13modified,5,5,1057874518,0.0838
13modified,5,5,1058957375,0.0007
13modified,5,5,1065451971,0.0323
13modified,5,5,1069714731,0.0838
13modified,5,5,1072641056,0.0838
13modified,5,5,1072824859,0.0933
13modified,5,5,1073055339,0.0838
13modified,5,5,1073272961,0.0003
13modified,5,5,1078305007,0.0838
13modified,5,5,1082260539,0.0372
13modified,5,5,1087559589,0.0275
13modified,5,5,10889602,0.0382
13modified,5,5,1090707737,0.0455
13modified,5,5,1097519480,0.0578
13modified,5,5,1099272658,0.0086
13modified,5,5,1110677252,0.1045
13modified,5,5,1120843921,0.0933
13modified,5,5,1121071924,0.0193
13modified,5,5,1123957625,0.0249
13modified,5,5,1130362085,0.0527
13modified,5,5,1130953896,0.0249
13modified,5,5,113625682,0.0086
13modified,5,5,1138437632,0.0838
13modified,5,5,1143661877,0.0381
13modified,5,5,1145786771,0.0654
13modified,5,5,1147801063,0.0391
13modified,5,5,1162822678,0.0616
13modified,5,5,1169013744,0.0838
13modified,5,5,1171550889,0.0838
13modified,5,5,1181772620,0.0017
13modified,5,5,1185837477,0.0838
13modified,5,5,119306034,0.0447
13modified,5,5,1200158203,0.0856
13modified,5,5,1200935411,0.0838
13modified,5,5,1205388612,0.0855
13modified,5,5,1206478818,0.0933
13modified,5,5,1207503318,0.0838
13modified,5,5,1207800718,0.0191
13modified,5,5,1208209113,0.0029
13modified,5,5,1212781919,0.0838
13modified,5,5,1219764183,0.0409
13modified,5,5,1220312016,0.0739
13modified,5,5,1225165832,0.0324
13modified,5,5,1226043139,0.0333
13modified,5,5,1233831511,0.0838
13modified,5,5,1242933758,0.0838
13modified,5,5,1247590471,0.1232
13modified,5,5,1252622799,0.1146
13modified,5,5,1260255782,0.0387
13modified,5,5,1265546259,0.0197
13modified,5,5,1266488720,0.1159
13modified,5,5,1275908440,0.0414
13modified,5,5,1277614136,0.0305
13modified,5,5,1278191166,0.0062
13modified,5,5,1281877312,0.0382
13modified,5,5,1282893305,0.0838
13modified,5,5,1283508924,0.0179
13modified,5,5,128554622,0.0825
13modified,5,5,1308307336,0.0339
13modified,5,5,1317277335,0.0709
13modified,5,5,1330019984,0.0535
13modified,5,5,1335075809,0.0233
13modified,5,5,1338927563,0.0019
13modified,5,5,133965900,0.0073
13modified,5,5,1341224127,0.0204
13modified,5,5,1343252007,0.0115
13modified,5,5,1344434153,0.0409
13modified,5,5,134482399,0.0861
13modified,5,5,1348541570,0.0003
13modified,5,5,1348875106,0.0329
13modified,5,5,1357005491,0.1100
13modified,5,5,1370627658,0.1025
13modified,5,5,1374715224,0.0838
13modified,5,5,1387151890,0.0002
13modified,5,5,1388935252,0.0035
13modified,5,5,1390842545,0.0838
13modified,5,5,1392097658,0.0170
13modified,5,5,140792612,0.0516
13modified,5,5,1416567742,0.0235
13modified,5,5,1420378545,0.0075
13modified,5,5,1421984618,0.1100
13modified,5,5,143632992,0.0006
13modified,5,5,143660773,0.0616
13modified,5,5,1439476180,0.0158
13modified,5,5,1444009553,0.0838
13modified,5,5,1445201825,0.0802
13modified,5,5,1449430967,0.0073
13modified,5,5,1451545910,0.0343
13modified,5,5,145729422,0.0187
13modified,5,5,1460623476,0.0404
13modified,5,5,1463889962,0.0271
13modified,5,5,1467157173,0.0838
13modified,5,5,1476470986,0.0957
13modified,5,5,1480704826,0.0100
13modified,5,5,1481164812,0.0482
13modified,5,5,1482543931,0.0620
13modified,5,5,1483461119,0.1132
13modified,5,5,1484841715,0.0349
13modified,5,5,1485784693,0.0838
13modified,5,5,1490363130,0.0036
13modified,5,5,1496638450,0.0552
13modified,5,5,1499413564,0.0425
13modified,5,5,1504088547,0.0837
13modified,5,5,1504340417,0.0838
13modified,5,5,1505353724,0.0435
13modified,5,5,1507616277,0.0957
13modified,5,5,1509155999,0.0838
13modified,5,5,1509984666,0.0065
13modified,5,5,1515981365,0.0233
13modified,5,5,1519299415,0.0616
13modified,5,5,1520513517,0.0029
13modified,5,5,1524709717,0.0838
13modified,5,5,1527795885,0.0838
13modified,5,5,1528039779,0.0838
13modified,5,5,1530286851,0.0037
13modified,5,5,1530730166,0.0149
13modified,5,5,1534192257,0.0903
13modified,5,5,1535558285,0.1115
13modified,5,5,1543032626,0.1132
13modified,5,5,1545582358,0.0838
13modified,5,5,1547037443,0.0732
13modified,5,5,1550685533,0.0838
13modified,5,5,1551681087,0.0133
13modified,5,5,1554451398,0.0271
13modified,5,5,1567891758,0.0011
13modified,5,5,1573356077,0.0838
13modified,5,5,1573887778,0.0838
13modified,5,5,1587608360,0.0838
13modified,5,5,1591825128,0.0002
13modified,5,5,1591829520,0.0681
13modified,5,5,1592220142,0.0838
13modified,5,5,1593907694,0.0981
13modified,5,5,1601564752,0.0116
13modified,5,5,1609519136,0.0000
13modified,5,5,1614158745,0.0838
13modified,5,5,1617428679,0.0197
13modified,5,5,161936749,0.1025
13modified,5,5,1626532505,0.0014
13modified,5,5,162747135,0.0933
13modified,5,5,1627878098,0.1232
13modified,5,5,1632100205,0.0334
13modified,5,5,1640161236,0.0933
13modified,5,5,1644538910,0.0891
13modified,5,5,1645586294,0.0002
13modified,5,5,1648411373,0.0914
13modified,5,5,1648969040,0.0894
13modified,5,5,1660368022,0.0693
13modified,5,5,1661436122,0.1146
13modified,5,5,166959396,0.0830
13modified,5,5,167502115,0.0033
13modified,5,5,1678354020,0.0350
13modified,5,5,1681939819,0.0185
13modified,5,5,1683880603,0.0908
13modified,5,5,1685156690,0.0296
13modified,5,5,1688723499,0.1045
13modified,5,5,1692126121,0.0720
13modified,5,5,169873061,0.0681
13modified,5,5,1708144132,0.0455
13modified,5,5,170946242,0.0086
13modified,5,5,1714568883,0.0807
13modified,5,5,1717605128,0.1025
13modified,5,5,1720836988,0.0020
13modified,5,5,1721435834,0.0838
13modified,5,5,1724000819,0.0575
13modified,5,5,1752843671,0.0237
