level,M,N,seed,linearityRSquared
all,14,6,1000720779,0.0635
all,14,6,1001427231,0.0520
all,14,6,1012057892,0.0473
all,14,6,1014717709,0.0022
all,14,6,101509996,0.0540
all,14,6,1016667673,0.0574
all,14,6,1031702667,0.0598
all,14,6,1031948134,0.0574
all,14,6,1033480057,0.0598
all,14,6,103551481,0.0003
all,14,6,1035811137,0.0563
all,14,6,103718413,0.0207
all,14,6,1038218488,0.0208
all,14,6,1041135095,0.0558
all,14,6,1043693262,0.0268
all,14,6,1053081626,0.0211
all,14,6,1062992412,0.0268
all,14,6,1074708876,0.0194
all,14,6,107681155,0.0324
all,14,6,1080209692,0.0268
all,14,6,1082073250,0.0521
all,14,6,1088462456,0.0635
all,14,6,1094988923,0.0467
all,14,6,1096611887,0.0436
all,14,6,1099478714,0.0473
all,14,6,1099891794,0.0194
all,14,6,1103297900,0.0222
all,14,6,1122010857,0.0350
all,14,6,1125541963,0.0556
all,14,6,1126458828,0.0268
all,14,6,1128622077,0.0547
all,14,6,1132858974,0.0222
all,14,6,1133292245,0.0467
all,14,6,1134548914,0.0268
all,14,6,1134793784,0.0540
all,14,6,1138184120,0.0473
all,14,6,1139122773,0.0473
all,14,6,1139765352,0.0473
all,14,6,1141551173,0.0222
all,14,6,114569370,0.0598
all,14,6,1145917352,0.0222
all,14,6,1149167049,0.0467
all,14,6,1150410646,0.0530
all,14,6,1157790512,0.0268
all,14,6,1158033292,0.0536
all,14,6,1164368824,0.0337
all,14,6,1166211825,0.0337
all,14,6,1179151292,0.0540
all,14,6,1180732395,0.0467
all,14,6,1184347117,0.0554
all,14,6,1187424872,0.0341
all,14,6,1189897559,0.0211
all,14,6,1192020434,0.0574
all,14,6,1194355300,0.0363
all,14,6,1201565253,0.0390
all,14,6,1205819440,0.0211
all,14,6,1211334439,0.0467
all,14,6,1217283714,0.0540
all,14,6,1218386773,0.0467
all,14,6,1220839627,0.0208
all,14,6,1223901321,0.0268
all,14,6,1224375700,0.0236
all,14,6,1227387314,0.0473
all,14,6,1231778164,0.0597
all,14,6,1233712948,0.0003
all,14,6,1233855121,0.0521
all,14,6,1235501548,0.0467
all,14,6,1237131333,0.0357
all,14,6,1239558035,0.0357
all,14,6,1240015804,0.0557
all,14,6,124404247,0.0337
all,14,6,1244412885,0.0498
all,14,6,1246951865,0.0467
all,14,6,1247252526,0.0416
all,14,6,1250181728,0.0268
all,14,6,1255725682,0.0520
all,14,6,1256907556,0.0597
all,14,6,1258675632,0.0222
all,14,6,1258943765,0.0540
all,14,6,1260402554,0.0403
all,14,6,1262948602,0.0540
all,14,6,1281260390,0.0467
all,14,6,1283499611,0.0557
all,14,6,1288215810,0.0556
all,14,6,1291783535,0.0298
all,14,6,1300150858,0.0483
all,14,6,1300823014,0.0520
