level,M,N,seed,linearityRSquared
all,4,4,1001641798,0.0346
all,4,4,1004306364,0.0100
all,4,4,1010978582,0.1129
all,4,4,1013132103,0.0732
all,4,4,1022846210,0.0238
all,4,4,1033480057,0.0865
all,4,4,1036474372,0.0677
all,4,4,1037401273,0.0143
all,4,4,1038218488,0.0356
all,4,4,1038240813,0.0481
all,4,4,1041135095,0.0845
all,4,4,1052850471,0.0106
all,4,4,1053293722,0.0704
all,4,4,1059209602,0.0188
all,4,4,1061751410,0.1466
all,4,4,1062255042,0.2368
all,4,4,1064032374,0.0126
all,4,4,1064486697,0.0000
all,4,4,106587538,0.1197
all,4,4,1068183337,0.0152
all,4,4,1076245341,0.0251
all,4,4,1082073250,0.2289
all,4,4,1083026305,0.0012
all,4,4,1093253708,0.0311
all,4,4,1094988923,0.0295
all,4,4,1096341932,0.0318
all,4,4,1099891794,0.0195
all,4,4,110889107,0.0091
all,4,4,1108994755,0.0070
all,4,4,1121515410,0.0863
all,4,4,112743658,0.0327
all,4,4,1128081783,0.0583
all,4,4,1130403943,0.0330
all,4,4,1135500214,0.0376
all,4,4,1138184120,0.0354
all,4,4,1139765352,0.0636
all,4,4,1142181782,0.1357
all,4,4,1157790512,0.0184
all,4,4,1161547704,0.0847
all,4,4,1164368824,0.0245
all,4,4,1174427787,0.0926
all,4,4,1174462524,0.0007
all,4,4,1175519146,0.0851
all,4,4,1182202028,0.0069
all,4,4,1182440019,0.0912
all,4,4,1201170237,0.0092
all,4,4,1211334439,0.0088
all,4,4,1218616460,0.0287
all,4,4,1218917431,0.0473
all,4,4,1222143675,0.0686
all,4,4,1223901321,0.0019
all,4,4,1226275373,0.0285
all,4,4,1226979448,0.1293
all,4,4,1233913320,0.0972
all,4,4,1237131333,0.0350
all,4,4,1239558035,0.0495
all,4,4,1244728759,0.0045
all,4,4,1246105016,0.0005
all,4,4,124711068,0.0001
all,4,4,1250181728,0.0457
all,4,4,1270720746,0.1504
all,4,4,1288215810,0.1416
all,4,4,1288751559,0.0733
all,4,4,1292333361,0.2011
all,4,4,1292918822,0.0004
all,4,4,1293461712,0.0017
all,4,4,1300823014,0.0430
all,4,4,1304407919,0.0016
all,4,4,1305376595,0.0011
all,4,4,1310759371,0.0304
all,4,4,1315379481,0.0014
all,4,4,1315459146,0.0014
all,4,4,1317062028,0.1865
all,4,4,1317484954,0.1494
all,4,4,1318180947,0.0212
all,4,4,1318721770,0.0378
all,4,4,1319364568,0.0856
all,4,4,1320567837,0.0018
all,4,4,1326000153,0.0145
all,4,4,1336493410,0.0069
all,4,4,1337026208,0.1350
all,4,4,1341796865,0.1602
all,4,4,1348972292,0.0424
all,4,4,1351344834,0.2295
all,4,4,1354571885,0.1796
all,4,4,1355696803,0.0047
all,4,4,1356823191,0.0368
all,4,4,1360479120,0.1722
all,4,4,1360595726,0.0071
all,4,4,1362529068,0.0146
all,4,4,1367920983,0.0960
all,4,4,1370452686,0.0111
all,4,4,1371795951,0.0867
all,4,4,137493304,0.1148
all,4,4,1375056305,0.1868
all,4,4,1380206301,0.0789
all,4,4,138257890,0.0472
all,4,4,1390070123,0.1185
all,4,4,1397766369,0.0002
all,4,4,1398092379,0.0315
all,4,4,1410120414,0.0103
all,4,4,1411552849,0.0220
all,4,4,1411736710,0.0010
all,4,4,1411740561,0.0861
all,4,4,1412314167,0.0467
all,4,4,1414909128,0.0004
all,4,4,1415951383,0.0486
all,4,4,1417221407,0.0250
all,4,4,1417484602,0.0001
all,4,4,1420211928,0.0169
all,4,4,1423060993,0.0023
all,4,4,1423682194,0.0013
all,4,4,1424869980,0.0498
all,4,4,142497295,0.1382
all,4,4,1430247905,0.0184
all,4,4,1431277483,0.2211
all,4,4,1438904696,0.0412
all,4,4,1440176088,0.0055
all,4,4,1444118058,0.0003
all,4,4,1453438136,0.0513
all,4,4,1457672976,0.0306
all,4,4,1459827370,0.0010
all,4,4,1460988487,0.0003
all,4,4,1461249056,0.0696
all,4,4,1480296753,0.1056
all,4,4,1483337579,0.0285
all,4,4,1486300823,0.0004
all,4,4,1489522858,0.0004
all,4,4,1497824864,0.0724
all,4,4,1504225597,0.0203
all,4,4,1504822265,0.1048
all,4,4,150604100,0.0346
all,4,4,1507258094,0.0975
all,4,4,1509632501,0.0386
all,4,4,1512170075,0.0154
all,4,4,1513047029,0.0088
all,4,4,1518358220,0.1619
all,4,4,1523850398,0.0676
all,4,4,152517913,0.0437
all,4,4,1526915281,0.0082
all,4,4,1529081495,0.0041
all,4,4,1531151360,0.0016
all,4,4,1533832136,0.0088
all,4,4,1536985943,0.0215
all,4,4,1540822946,0.0026
all,4,4,1542757796,0.0000
all,4,4,1544125195,0.0806
all,4,4,1548060002,0.0059
all,4,4,1554121271,0.0147
all,4,4,1554856959,0.1277
all,4,4,15576454,0.0954
all,4,4,1558458571,0.0472
all,4,4,1558744933,0.0002
all,4,4,1560665819,0.1517
all,4,4,1566290996,0.0853
all,4,4,1567196103,0.0681
all,4,4,1570020736,0.0010
all,4,4,1574474500,0.0254
all,4,4,158096177,0.1000
all,4,4,1588781947,0.0290
all,4,4,1592441808,0.0106
all,4,4,1603146689,0.0428
all,4,4,1603190713,0.2240
all,4,4,160467324,0.0598
all,4,4,1607319672,0.0842
all,4,4,1620304846,0.0002
all,4,4,1626218762,0.0102
all,4,4,1628223853,0.1935
all,4,4,1628951581,0.0000
all,4,4,1631665248,0.0413
all,4,4,163283632,0.0001
all,4,4,1635908036,0.0030
all,4,4,164235501,0.1083
all,4,4,1643328992,0.0638
all,4,4,164852610,0.1034
all,4,4,1650138398,0.0014
all,4,4,1656959271,0.0430
all,4,4,1658142994,0.0839
all,4,4,1668855359,0.0137
all,4,4,1669481184,0.0583
all,4,4,1671092238,0.0018
all,4,4,1672264654,0.0572
all,4,4,1674872915,0.0176
all,4,4,1678038194,0.0046
all,4,4,1685411538,0.0030
all,4,4,1694120380,0.0276
all,4,4,1702785442,0.0044
all,4,4,1712995159,0.0906
all,4,4,1715452240,0.0211
all,4,4,1718825415,0.0788
all,4,4,1726355006,0.0158
all,4,4,1727614195,0.1818
all,4,4,1729283793,0.1393
all,4,4,1731241459,0.0149
all,4,4,173324371,0.0139
all,4,4,1741266142,0.0110
all,4,4,1743264730,0.0077
all,4,4,1750180420,0.0054
all,4,4,1754382556,0.0681
all,4,4,1754719726,0.0253
all,4,4,1756515094,0.1892
all,4,4,1761243351,0.0010
all,4,4,1777983941,0.0421
all,4,4,1779847919,0.0004
all,4,4,1780018293,0.0275
all,4,4,1783035865,0.0035
all,4,4,1784400485,0.0021
all,4,4,1785013374,0.0147
all,4,4,1786126378,0.0362
all,4,4,1787008643,0.0141
all,4,4,1788846950,0.2087
all,4,4,1792465840,0.0418
all,4,4,1801207137,0.0000
all,4,4,1811800664,0.0751
all,4,4,1815806383,0.0009
all,4,4,18161333,0.0001
all,4,4,1818025879,0.1230
all,4,4,1818238838,0.0033
all,4,4,1824186194,0.0150
all,4,4,1824418536,0.0021
all,4,4,1829040536,0.0053
all,4,4,1839067692,0.0294
all,4,4,1840869935,0.0061
all,4,4,1841583134,0.0008
all,4,4,1852411569,0.2037
all,4,4,1852916457,0.0883
all,4,4,185365952,0.0824
all,4,4,1856426629,0.1393
all,4,4,1860824840,0.1070
all,4,4,1862133219,0.0608
all,4,4,1870763046,0.0005
all,4,4,1873747624,0.0573
all,4,4,1877706133,0.0967
all,4,4,1880502128,0.0256
all,4,4,1884638580,0.0062
all,4,4,1888822265,0.0044
all,4,4,1908253110,0.0162
all,4,4,1909541276,0.0215
all,4,4,1909667671,0.0041
all,4,4,1910179968,0.0001
all,4,4,1913967513,0.1159
all,4,4,191544278,0.0153
all,4,4,1932700662,0.0178
all,4,4,1933500658,0.0482
all,4,4,1934380881,0.0015
all,4,4,1935573920,0.0033
all,4,4,193817994,0.0619
all,4,4,1938393722,0.0036
all,4,4,1943721331,0.0418
all,4,4,1944444860,0.0099
all,4,4,1951063194,0.0028
all,4,4,1959144122,0.0960
all,4,4,1962030729,0.0644
all,4,4,1963862649,0.1907
all,4,4,196678503,0.0057
all,4,4,1969283497,0.0357
all,4,4,1979947027,0.0174
all,4,4,1986960173,0.0001
all,4,4,1989218905,0.1023
all,4,4,1991756781,0.0035
all,4,4,1998835997,0.0334
all,4,4,2002329122,0.0449
all,4,4,2006648343,0.0003
all,4,4,2008129550,0.0040
all,4,4,2012597537,0.0949
all,4,4,2013622268,0.0068
all,4,4,2017579353,0.0306
all,4,4,2018523250,0.2119
all,4,4,2027831750,0.0192
all,4,4,2028711105,0.0973
all,4,4,2032613547,0.0035
all,4,4,2032709290,0.1216
all,4,4,2037277650,0.1220
all,4,4,2042598215,0.0303
all,4,4,2045243867,0.0469
all,4,4,2047260970,0.0691
all,4,4,2055253150,0.0346
all,4,4,2055260352,0.0013
all,4,4,2056543553,0.0122
all,4,4,2056626238,0.0099
all,4,4,2061859894,0.0696
all,4,4,2063672426,0.0001
all,4,4,2065215352,0.1486
all,4,4,2067349480,0.0121
all,4,4,2069326171,0.0052
all,4,4,2072683941,0.0999
all,4,4,2073032659,0.2164
all,4,4,2077841788,0.1699
all,4,4,2084778478,0.0042
all,4,4,2086595122,0.1492
all,4,4,2089336133,0.0002
all,4,4,2090721879,0.0018
all,4,4,2090749135,0.0610
all,4,4,2092361915,0.0002
all,4,4,209515778,0.0038
all,4,4,2098680720,0.1025
all,4,4,2103026780,0.0948
all,4,4,2105993330,0.0051
all,4,4,2108898892,0.0129
all,4,4,2113753870,0.0024
all,4,4,2115404849,0.0070
all,4,4,2124090669,0.0399
all,4,4,2137861924,0.0233
all,4,4,2138390668,0.0001
all,4,4,2139588327,0.0469
all,4,4,2141009491,0.0057
all,4,4,21492040,0.0146
all,4,4,21930459,0.0165
all,4,4,22353703,0.0034
all,4,4,225999372,0.0401
all,4,4,226509787,0.0122
all,4,4,228832894,0.0032
all,4,4,229019102,0.0002
all,4,4,235907694,0.0021
all,4,4,235925162,0.0186
all,4,4,238979097,0.0421
all,4,4,240806326,0.0032
all,4,4,243573700,0.0048
all,4,4,245480496,0.0045
all,4,4,258976179,0.0102
all,4,4,260318576,0.0016
all,4,4,264279916,0.0144
all,4,4,264663592,0.2034
all,4,4,265717410,0.0057
all,4,4,271483271,0.0046
all,4,4,278340220,0.0292
all,4,4,284405506,0.0500
all,4,4,284763583,0.0368
all,4,4,284814185,0.0658
all,4,4,287790814,0.1586
all,4,4,29449191,0.0002
all,4,4,294796082,0.0087
all,4,4,296328417,0.0126
all,4,4,296427284,0.1351
all,4,4,299935324,0.0016
all,4,4,302208530,0.0697
all,4,4,33638186,0.0965
all,4,4,341624428,0.0161
all,4,4,344217223,0.0270
all,4,4,345247305,0.0012
all,4,4,355989640,0.2763
all,4,4,359794293,0.0021
all,4,4,3656297,0.0173
all,4,4,366484697,0.0007
all,4,4,368129150,0.0817
all,4,4,368625471,0.0001
all,4,4,370025683,0.0073
all,4,4,371309519,0.0631
all,4,4,374447600,0.0045
all,4,4,374930229,0.0028
all,4,4,379926920,0.0064
all,4,4,382183064,0.0024
all,4,4,383668415,0.0503
all,4,4,383766180,0.0145
all,4,4,385250073,0.0009
all,4,4,38827726,0.0005
all,4,4,392731427,0.0174
all,4,4,400535179,0.0208
all,4,4,405620869,0.0420
all,4,4,414818884,0.0366
all,4,4,414893779,0.0101
all,4,4,424661845,0.0684
all,4,4,424694963,0.0149
all,4,4,427683939,0.0395
all,4,4,431618020,0.1261
all,4,4,43661461,0.0116
all,4,4,437622381,0.0610
all,4,4,440045570,0.0218
all,4,4,445233199,0.0577
all,4,4,452369723,0.2132
all,4,4,455321581,0.0071
all,4,4,456454537,0.2407
all,4,4,460638624,0.0637
all,4,4,466995634,0.0020
all,4,4,467807963,0.2078
all,4,4,471784060,0.0002
all,4,4,473031507,0.0307
all,4,4,478745059,0.0131
all,4,4,479368371,0.0529
all,4,4,484458108,0.0238
all,4,4,485240562,0.0116
all,4,4,487804032,0.0001
all,4,4,488729533,0.0653
all,4,4,489878915,0.1519
