level,M,N,seed,linearityRSquared
12,3,3,1001865095,0.1965
12,3,3,10050068,0.0048
12,3,3,1005713264,0.2528
12,3,3,1012464788,0.0471
12,3,3,1016899417,0.0812
12,3,3,1019292999,0.0980
12,3,3,1033854624,0.2565
12,3,3,1038996773,0.1548
12,3,3,1045197443,0.0284
12,3,3,1045610837,0.1527
12,3,3,1045985721,0.1255
12,3,3,1046168067,0.0950
12,3,3,1047582324,0.0613
12,3,3,104993245,0.0534
12,3,3,1051467736,0.1788
12,3,3,1051758644,0.1570
12,3,3,1053518258,0.2256
12,3,3,105892043,0.0039
12,3,3,1060439587,0.1990
12,3,3,1063935025,0.0058
12,3,3,106470709,0.0071
12,3,3,1066245319,0.1260
12,3,3,1070231844,0.1318
12,3,3,1073656638,0.1691
12,3,3,1074205656,0.2071
12,3,3,107680102,0.0911
12,3,3,1078143893,0.1954
12,3,3,1081831131,0.2022
12,3,3,1086993038,0.0304
12,3,3,1090355814,0.0027
12,3,3,1095464070,0.0739
12,3,3,1099242507,0.0758
12,3,3,1108422357,0.0014
12,3,3,1112607938,0.0518
12,3,3,1116689741,0.2298
12,3,3,1121570979,0.0556
12,3,3,1122891000,0.0621
12,3,3,1123116722,0.1326
12,3,3,1125748041,0.1238
12,3,3,1126128881,0.1116
12,3,3,1136164117,0.0914
12,3,3,1136439112,0.0000
12,3,3,1137398537,0.0198
12,3,3,1137791056,0.0546
12,3,3,1142192008,0.2898
12,3,3,1146759050,0.0332
12,3,3,1149395731,0.0097
12,3,3,1151456544,0.1100
12,3,3,1151948236,0.0150
12,3,3,1156034471,0.2391
12,3,3,1168528864,0.0412
12,3,3,1171056575,0.0017
12,3,3,1172244741,0.0151
12,3,3,1172745126,0.0360
12,3,3,1173827410,0.0005
12,3,3,11740192,0.0058
12,3,3,11759980,0.0000
12,3,3,1176342764,0.1206
12,3,3,1176358289,0.0233
12,3,3,1201438464,0.0013
12,3,3,1205118578,0.0989
12,3,3,1207966963,0.0629
12,3,3,1211527011,0.1535
12,3,3,1235792259,0.0409
12,3,3,1237906394,0.0006
12,3,3,123988852,0.0320
12,3,3,1240790394,0.0136
12,3,3,1245483926,0.0566
12,3,3,1265534998,0.0117
12,3,3,1268189701,0.0613
12,3,3,1270093574,0.0001
12,3,3,1271901802,0.0078
12,3,3,1272367331,0.1171
12,3,3,1273616107,0.0002
12,3,3,1284670388,0.0562
12,3,3,1295242393,0.0202
12,3,3,1295454644,0.0003
12,3,3,1296315942,0.1876
12,3,3,1299476798,0.0284
12,3,3,130581915,0.1605
12,3,3,1308353909,0.1079
12,3,3,130852969,0.1446
12,3,3,1315827889,0.1023
12,3,3,1317356462,0.0078
12,3,3,1318081265,0.0962
12,3,3,132204601,0.0835
12,3,3,1322707071,0.0001
12,3,3,1323383467,0.2188
12,3,3,1325867748,0.1652
12,3,3,1329397550,0.0570
12,3,3,1334016119,0.1079
12,3,3,1336045845,0.0399
12,3,3,133901280,0.0028
12,3,3,1343326420,0.1448
12,3,3,1345257436,0.0095
12,3,3,134557534,0.0230
12,3,3,134574967,0.0710
12,3,3,1350246726,0.1823
12,3,3,1353309627,0.1796
12,3,3,1354863624,0.2876
12,3,3,1355977442,0.0307
12,3,3,1369093841,0.0000
12,3,3,137298414,0.0043
12,3,3,1374512836,0.1130
12,3,3,1375450941,0.0147
12,3,3,1382735061,0.0007
12,3,3,1384713187,0.0168
12,3,3,1385042497,0.0324
12,3,3,1387075227,0.0012
12,3,3,139021216,0.0197
12,3,3,1393333588,0.0127
12,3,3,1402590398,0.0516
12,3,3,14052253,0.0021
12,3,3,1405497925,0.0006
12,3,3,1406651093,0.1757
12,3,3,1408065889,0.0332
12,3,3,1408675758,0.0086
12,3,3,1408875829,0.0446
12,3,3,1410757328,0.1164
12,3,3,1410869802,0.1556
12,3,3,1410954787,0.2077
12,3,3,1426697809,0.2775
12,3,3,1429404442,0.0015
12,3,3,1435099081,0.0297
12,3,3,1440199207,0.0474
12,3,3,1440834520,0.0090
12,3,3,1444752565,0.0980
12,3,3,1445707086,0.1111
