level,M,N,seed,linearityRSquared
all,3,3,1001641798,0.0028
all,3,3,1004306364,0.0151
all,3,3,1010978582,0.0609
all,3,3,1022846210,0.0372
all,3,3,1023722256,0.0038
all,3,3,1033480057,0.0353
all,3,3,1036474372,0.0191
all,3,3,1037401273,0.0000
all,3,3,1038218488,0.0237
all,3,3,1038240813,0.0005
all,3,3,1041135095,0.0022
all,3,3,1052850471,0.0024
all,3,3,1053293722,0.0159
all,3,3,1059209602,0.0171
all,3,3,1061751410,0.0021
all,3,3,1062255042,0.0780
all,3,3,1064032374,0.0237
all,3,3,1064486697,0.0016
all,3,3,106587538,0.0138
all,3,3,1068183337,0.0002
all,3,3,1082073250,0.0173
all,3,3,1083026305,0.0104
all,3,3,1093253708,0.0458
all,3,3,1094988923,0.0270
all,3,3,1096341932,0.0012
all,3,3,1099891794,0.0016
all,3,3,110889107,0.0007
all,3,3,1108994755,0.0244
all,3,3,1116182691,0.0031
all,3,3,1121515410,0.0365
all,3,3,112743658,0.0002
all,3,3,1128081783,0.1074
all,3,3,1130403943,0.0440
all,3,3,1135500214,0.0668
all,3,3,1138184120,0.0352
all,3,3,1139765352,0.0050
all,3,3,1142181782,0.0161
all,3,3,1154008721,0.0558
all,3,3,1157790512,0.0422
all,3,3,1161547704,0.0177
all,3,3,1164368824,0.0082
all,3,3,1174427787,0.0051
all,3,3,1174462524,0.0197
all,3,3,1175519146,0.0271
all,3,3,1182202028,0.0001
all,3,3,1182440019,0.0153
all,3,3,1201170237,0.0003
all,3,3,1201565253,0.0344
all,3,3,1211334439,0.0379
all,3,3,1218616460,0.0002
all,3,3,1218917431,0.0339
all,3,3,1222143675,0.0086
all,3,3,1223901321,0.0052
all,3,3,1226979448,0.0030
all,3,3,1233913320,0.0059
all,3,3,1237131333,0.0255
all,3,3,1239558035,0.0150
all,3,3,1244728759,0.0126
all,3,3,1246105016,0.0357
all,3,3,124711068,0.0404
all,3,3,1250181728,0.0263
all,3,3,1270720746,0.0193
all,3,3,1288751559,0.0043
all,3,3,1292333361,0.0003
all,3,3,1292918822,0.0005
all,3,3,1293461712,0.0001
all,3,3,1300823014,0.1096
all,3,3,1304407919,0.0001
all,3,3,1305376595,0.0005
all,3,3,1310759371,0.0263
all,3,3,1315379481,0.0087
all,3,3,1315459146,0.0017
all,3,3,1317062028,0.0411
all,3,3,1317484954,0.0006
all,3,3,1318721770,0.0942
all,3,3,1319364568,0.0115
all,3,3,1320567837,0.0005
all,3,3,1326000153,0.0000
all,3,3,1336493410,0.0003
all,3,3,1337026208,0.0156
all,3,3,1341796865,0.0031
all,3,3,1348972292,0.0331
all,3,3,1351344834,0.0047
all,3,3,1354571885,0.0013
all,3,3,1355696803,0.0013
all,3,3,1356823191,0.0022
all,3,3,1360479120,0.0531
all,3,3,1360595726,0.0108
all,3,3,1367920983,0.0169
all,3,3,1370452686,0.0925
all,3,3,1371795951,0.0046
all,3,3,137493304,0.0000
all,3,3,1375056305,0.0086
all,3,3,1380206301,0.0042
all,3,3,138257890,0.0077
all,3,3,1390070123,0.0583
all,3,3,1397766369,0.0194
all,3,3,1409932949,0.0125
all,3,3,1410120414,0.0089
all,3,3,1411552849,0.0042
all,3,3,1411736710,0.0077
all,3,3,1412314167,0.0302
all,3,3,1415951383,0.0005
all,3,3,1417221407,0.0008
all,3,3,1417484602,0.0009
all,3,3,1420211928,0.0633
all,3,3,1423060993,0.0046
all,3,3,1423682194,0.0001
all,3,3,1424869980,0.0285
all,3,3,142497295,0.0017
all,3,3,1430247905,0.0006
all,3,3,1431277483,0.0039
all,3,3,1440176088,0.0632
all,3,3,1444118058,0.0215
all,3,3,1453438136,0.0331
all,3,3,1457672976,0.0185
all,3,3,1459827370,0.0053
all,3,3,1460988487,0.0027
all,3,3,1461249056,0.1491
all,3,3,1480296753,0.0075
all,3,3,1483337579,0.0019
all,3,3,1486300823,0.0154
all,3,3,1497824864,0.2482
all,3,3,1504225597,0.0006
all,3,3,1504822265,0.0118
all,3,3,150604100,0.0977
all,3,3,1507258094,0.0012
all,3,3,1509632501,0.0002
all,3,3,1512170075,0.0189
all,3,3,1513047029,0.0029
all,3,3,1518358220,0.0037
all,3,3,1518938308,0.0211
all,3,3,1523850398,0.0911
all,3,3,152517913,0.0320
all,3,3,1526915281,0.0015
all,3,3,1529081495,0.0110
all,3,3,1531151360,0.0346
all,3,3,1533832136,0.0508
all,3,3,1536985943,0.0018
all,3,3,1540822946,0.0016
all,3,3,1542757796,0.1827
all,3,3,1544125195,0.0096
all,3,3,1548060002,0.0581
all,3,3,1550570586,0.0032
all,3,3,1554121271,0.0083
all,3,3,1554856959,0.0009
all,3,3,1558458571,0.0207
all,3,3,1558620065,0.0313
all,3,3,1558744933,0.0010
all,3,3,1560665819,0.0094
all,3,3,1563161544,0.0457
all,3,3,1566290996,0.0245
all,3,3,1567196103,0.0010
all,3,3,1570020736,0.0136
all,3,3,1574474500,0.0002
all,3,3,15748236,0.0431
all,3,3,158096177,0.0029
all,3,3,1588781947,0.0000
all,3,3,1592441808,0.0178
all,3,3,1603146689,0.0167
all,3,3,1603190713,0.0130
all,3,3,160467324,0.0009
all,3,3,1607319672,0.0088
all,3,3,1620304846,0.0067
all,3,3,1626218762,0.0109
all,3,3,1628223853,0.0091
all,3,3,1628951581,0.0037
all,3,3,1631665248,0.0279
all,3,3,163283632,0.0008
all,3,3,1635908036,0.0287
all,3,3,164235501,0.0043
all,3,3,164852610,0.0547
all,3,3,1650138398,0.0108
all,3,3,1656959271,0.0000
all,3,3,1658142994,0.0000
all,3,3,1668855359,0.0324
all,3,3,1669481184,0.0010
all,3,3,1671092238,0.0199
all,3,3,1672264654,0.0473
all,3,3,1674872915,0.0361
all,3,3,1678038194,0.0071
all,3,3,1685411538,0.0102
all,3,3,1694120380,0.1403
all,3,3,1702785442,0.0045
all,3,3,1704858203,0.0337
all,3,3,1712995159,0.0008
all,3,3,1718825415,0.0162
all,3,3,1726355006,0.0135
all,3,3,1727614195,0.0389
all,3,3,1729283793,0.0115
all,3,3,1731241459,0.0065
all,3,3,173324371,0.0479
all,3,3,1734983820,0.0000
all,3,3,1736927955,0.0171
all,3,3,1741266142,0.0000
all,3,3,1743264730,0.0043
all,3,3,1750180420,0.0108
all,3,3,1754382556,0.0469
all,3,3,1754719726,0.0007
all,3,3,1756515094,0.0255
all,3,3,1761243351,0.0026
all,3,3,1777983941,0.0409
all,3,3,1779847919,0.0183
all,3,3,1780018293,0.0082
all,3,3,1783035865,0.0062
all,3,3,1784400485,0.0005
all,3,3,1785013374,0.0220
all,3,3,1786126378,0.0942
all,3,3,1787008643,0.0009
all,3,3,1788846950,0.0067
all,3,3,1792465840,0.0051
all,3,3,1811800664,0.0007
all,3,3,1815806383,0.0022
all,3,3,18161333,0.0244
all,3,3,1818025879,0.0295
all,3,3,1824186194,0.0004
all,3,3,1824418536,0.0001
