level,M,N,seed,linearityRSquared
all,6,6,1001641798,0.0068
all,6,6,1004306364,0.0672
all,6,6,1013132103,0.0221
all,6,6,1022846210,0.0021
all,6,6,1023722256,0.0397
all,6,6,1026922035,0.1008
all,6,6,1033480057,0.0063
all,6,6,1035811137,0.0657
all,6,6,1036474372,0.0013
all,6,6,103718413,0.0213
all,6,6,1037401273,0.0486
all,6,6,1038218488,0.0010
all,6,6,1038240813,0.0874
all,6,6,1041135095,0.0047
all,6,6,1052850471,0.0069
all,6,6,1059209602,0.0007
all,6,6,1062255042,0.0308
all,6,6,1064032374,0.0234
all,6,6,1064486697,0.0007
all,6,6,106587538,0.0234
all,6,6,1068183337,0.0297
all,6,6,1076245341,0.0400
all,6,6,1082073250,0.0481
all,6,6,1083026305,0.0599
all,6,6,1085132997,0.0113
all,6,6,1085488272,0.0304
all,6,6,1087632942,0.0010
all,6,6,1094988923,0.0045
all,6,6,1096341932,0.0238
all,6,6,1099891794,0.0048
all,6,6,1107405273,0.1488
all,6,6,110889107,0.0004
all,6,6,1121515410,0.0001
all,6,6,112743658,0.0046
all,6,6,1128081783,0.0003
all,6,6,1130403943,0.0002
all,6,6,1135500214,0.3215
all,6,6,1138184120,0.0104
all,6,6,1139765352,0.0390
all,6,6,1142181782,0.0003
all,6,6,1153118460,0.0316
all,6,6,1154008721,0.1548
all,6,6,1157790512,0.0863
all,6,6,1161547704,0.2628
all,6,6,1163064016,0.0340
all,6,6,1164368824,0.0384
all,6,6,1166211825,0.0560
all,6,6,1174462524,0.0808
all,6,6,1175519146,0.0161
all,6,6,1182440019,0.0288
all,6,6,1184347117,0.0449
all,6,6,1189897559,0.0465
all,6,6,1201170237,0.0249
all,6,6,1201565253,0.2060
all,6,6,1218616460,0.0223
all,6,6,1218917431,0.0754
all,6,6,1222143675,0.0584
all,6,6,1226275373,0.0300
all,6,6,1226979448,0.0572
all,6,6,1233913320,0.0328
all,6,6,1235501548,0.0016
all,6,6,1239558035,0.0430
all,6,6,1246105016,0.0003
all,6,6,124711068,0.0088
all,6,6,1270720746,0.1498
all,6,6,1286700257,0.0761
all,6,6,1288215810,0.0056
all,6,6,1288751559,0.0389
all,6,6,1291783535,0.0475
all,6,6,1292333361,0.0323
all,6,6,1293461712,0.0179
all,6,6,1300823014,0.0001
all,6,6,1304407919,0.0952
all,6,6,1305376595,0.1731
all,6,6,1310759371,0.0114
all,6,6,1315379481,0.0085
all,6,6,1315459146,0.0241
all,6,6,1317062028,0.0246
all,6,6,1317484954,0.0014
all,6,6,1318180947,0.0023
all,6,6,1319364568,0.0453
all,6,6,1320567837,0.0117
all,6,6,1326000153,0.0461
all,6,6,1336493410,0.0000
all,6,6,1337026208,0.0543
all,6,6,1339626390,0.1842
all,6,6,1339932215,0.0006
all,6,6,1341796865,0.1681
all,6,6,1344745010,0.1107
all,6,6,1348972292,0.0131
all,6,6,1351344834,0.0171
all,6,6,1352097030,0.0846
all,6,6,1354571885,0.0107
all,6,6,1355696803,0.1610
all,6,6,1356823191,0.0016
all,6,6,1360479120,0.0027
all,6,6,1360595726,0.0062
all,6,6,1362529068,0.1736
all,6,6,1367920983,0.4383
all,6,6,1370452686,0.1413
all,6,6,1371795951,0.1760
all,6,6,137493304,0.0668
all,6,6,1375056305,0.0044
all,6,6,1380206301,0.0659
all,6,6,138257890,0.0993
all,6,6,1393337317,0.0191
all,6,6,1396239170,0.1370
all,6,6,1397766369,0.0002
all,6,6,1398092379,0.0898
all,6,6,1409932949,0.0122
all,6,6,1411552849,0.0306
all,6,6,1411736710,0.0104
all,6,6,1411740561,0.0994
all,6,6,1412314167,0.0018
all,6,6,1415951383,0.0006
all,6,6,1417221407,0.0057
all,6,6,1417484602,0.1299
all,6,6,1419094134,0.1183
all,6,6,1420211928,0.0004
all,6,6,1423682194,0.0181
all,6,6,1424869980,0.0987
all,6,6,142497295,0.0522
all,6,6,1430247905,0.0117
all,6,6,1431277483,0.0232
all,6,6,1440176088,0.0276
all,6,6,1453438136,0.0203
all,6,6,1457672976,0.0431
all,6,6,1459827370,0.0513
all,6,6,1460318742,0.3148
all,6,6,1460988487,0.0882
all,6,6,1461249056,0.0185
all,6,6,1480296753,0.0080
all,6,6,1482196585,0.0651
all,6,6,1483337579,0.0848
all,6,6,1486300823,0.0776
all,6,6,1489522858,0.3450
all,6,6,14936278,0.0119
all,6,6,1497529937,0.2551
all,6,6,1504225597,0.1788
all,6,6,150604100,0.0134
all,6,6,1507258094,0.0039
all,6,6,1509632501,0.1477
all,6,6,1512170075,0.0133
all,6,6,1513047029,0.0021
all,6,6,1517749108,0.0021
all,6,6,152517913,0.1352
all,6,6,1531151360,0.0860
all,6,6,1533832136,0.0492
all,6,6,1536985943,0.0065
all,6,6,1540822946,0.0065
all,6,6,1542757796,0.0454
all,6,6,1544125195,0.0688
all,6,6,1548060002,0.0290
all,6,6,1554856959,0.0606
all,6,6,15576454,0.0193
all,6,6,1558620065,0.1274
all,6,6,1560665819,0.0002
all,6,6,1563161544,0.0262
all,6,6,1566290996,0.0020
all,6,6,1567196103,0.0859
all,6,6,1570020736,0.0235
all,6,6,1574474500,0.0208
all,6,6,15748236,0.0666
all,6,6,158096177,0.0209
all,6,6,1588781947,0.0215
all,6,6,159039989,0.0082
all,6,6,1592441808,0.0009
all,6,6,1603146689,0.0240
all,6,6,1603190713,0.0395
all,6,6,160467324,0.0091
all,6,6,1620304846,0.0133
all,6,6,1624753699,0.1056
all,6,6,1628223853,0.0045
all,6,6,1628951581,0.0165
all,6,6,1631665248,0.0056
all,6,6,163283632,0.0992
all,6,6,1635908036,0.0290
all,6,6,1643328992,0.1559
all,6,6,164852610,0.0005
all,6,6,1648656660,0.1302
all,6,6,1650138398,0.0838
all,6,6,1656599052,0.0857
all,6,6,1656959271,0.0151
all,6,6,1658142994,0.0024
all,6,6,1659476663,0.0941
all,6,6,1661233251,0.0361
all,6,6,1668855359,0.0020
all,6,6,1669481184,0.0035
all,6,6,1671092238,0.0166
all,6,6,1673866035,0.2102
all,6,6,1676356190,0.2914
all,6,6,1678038194,0.0002
all,6,6,1685411538,0.0140
all,6,6,1692967933,0.0046
all,6,6,1702785442,0.1782
all,6,6,1704858203,0.0540
all,6,6,1712995159,0.1794
all,6,6,1715452240,0.1060
all,6,6,1718825415,0.0003
all,6,6,1726355006,0.1690
all,6,6,1727614195,0.0206
all,6,6,1729283793,0.0054
all,6,6,1731241459,0.0249
all,6,6,1734983820,0.0365
all,6,6,1736927955,0.1945
all,6,6,1743264730,0.0600
all,6,6,1747330230,0.0027
all,6,6,1750180420,0.0027
all,6,6,1754382556,0.0423
all,6,6,1754719726,0.0500
all,6,6,1756515094,0.0173
all,6,6,1777983941,0.0167
all,6,6,1780018293,0.0434
all,6,6,1783035865,0.0342
all,6,6,1784400485,0.0303
all,6,6,1785013374,0.0222
