level,M,N,seed,completionPct,compressionDistance,editDistance,densityMetric,leniencyMetric,linearityRSquared
10,1,1,778042745,0.69,0.905824,538,0.288596,0.740160,0.0007
10,1,1,780847928,0.33,0.894124,533,0.202287,0.769872,0.0029
10,1,1,781607150,1.00,0.890427,543,0.250225,0.738523,0.0332
10,1,1,781932436,0.96,0.883922,529,0.219082,0.779966,0.0002
10,1,1,783161333,0.47,0.906563,547,0.250225,0.744289,0.0004
10,1,1,788022805,0.36,0.907458,539,0.262236,0.743404,0.0001
10,1,1,799733787,0.29,0.898155,539,0.233466,0.752151,0.0064
10,1,1,80246818,0.58,0.893546,550,0.278994,0.731958,0.0038
10,1,1,802886553,1.00,0.886963,539,0.207070,0.767204,0.0053
10,1,1,804047635,0.86,0.886096,539,0.240659,0.762401,0.0017
10,1,1,80481154,0.23,0.906403,562,0.276621,0.734346,0.0082
10,1,1,805282798,0.34,0.901619,545,0.247851,0.726732,0.0013
10,1,1,805854661,0.17,0.879663,521,0.197504,0.781313,0.0012
10,1,1,807544076,0.69,0.891939,529,0.250225,0.761806,0.0060
10,1,1,812154499,1.00,0.897091,536,0.255044,0.748982,0.0077
10,1,1,817199503,0.86,0.893546,530,0.247851,0.730211,0.0015
10,1,1,817432130,0.37,0.882204,530,0.235840,0.773369,0.0040
10,1,1,823581770,1.00,0.897091,545,0.257417,0.746072,0.0034
10,1,1,823627968,0.21,0.880543,534,0.185493,0.772017,0.0026
10,1,1,827941806,0.70,0.896368,529,0.228647,0.778496,0.0008
10,1,1,830839036,0.47,0.910674,535,0.235840,0.757414,0.0030
10,1,1,837034033,0.10,0.913142,553,0.259827,0.742751,0.0025
10,1,1,837058350,0.42,0.886149,540,0.219082,0.775993,0.0153
10,1,1,837108965,0.31,0.881390,540,0.211889,0.781611,0.0171
10,1,1,840636710,1.00,0.898102,531,0.231057,0.759818,0.0001
10,1,1,844347654,0.88,0.880977,538,0.228647,0.761083,0.0100
10,1,1,84872635,1.00,0.900540,542,0.243032,0.753156,0.0004
10,1,1,848958754,0.55,0.875552,553,0.211889,0.771866,0.0003
10,1,1,849230963,0.32,0.898685,538,0.252634,0.749211,0.0004
10,1,1,852590746,0.46,0.903766,539,0.207070,0.784411,0.0177
10,1,1,85531745,1.00,0.908365,558,0.295789,0.712893,0.0001
10,1,1,859271221,1.00,0.891138,541,0.267019,0.746100,0.0155
10,1,1,860273138,0.09,0.889706,545,0.257417,0.739758,0.0007
10,1,1,861299990,0.21,0.893370,543,0.223864,0.772276,0.0106
10,1,1,861546416,0.16,0.879663,530,0.183119,0.796606,0.0074
10,1,1,865449623,0.09,0.880977,543,0.257417,0.739672,0.0021
10,1,1,870422640,0.68,0.871418,545,0.250225,0.751713,0.0035
10,1,1,872964727,0.25,0.895277,563,0.274212,0.714398,0.0034
10,1,1,874127386,0.54,0.894416,556,0.219082,0.759901,0.0355
10,1,1,877505086,0.78,0.893914,542,0.231057,0.763851,0.0063
10,1,1,883266291,1.00,0.915891,547,0.245442,0.773945,0.0067
10,1,1,884395274,0.21,0.881373,548,0.231057,0.760509,0.0053
10,1,1,884558103,0.29,0.891749,554,0.223864,0.749468,0.0010
10,1,1,885075587,0.30,0.908908,553,0.276621,0.735925,0.0096
10,1,1,885703368,0.94,0.887852,539,0.233466,0.760600,0.0013
10,1,1,888705713,1.00,0.913175,551,0.281404,0.737542,0.0015
10,1,1,890016348,0.68,0.898945,530,0.216672,0.768496,0.0135
10,1,1,891301347,1.00,0.905953,548,0.255044,0.743758,0.0015
10,1,1,891430066,0.78,0.901522,550,0.291006,0.732690,0.0002
10,1,1,894605533,0.18,0.895706,549,0.252634,0.749892,0.0024
10,1,1,89857405,0.87,0.879366,539,0.250225,0.753405,0.0106
10,1,1,903568229,0.09,0.900870,555,0.233466,0.764541,0.0005
10,1,1,906346522,1.00,0.888158,533,0.231057,0.753913,0.0033
10,1,1,91066974,0.58,0.886839,545,0.259827,0.739557,0.0013
10,1,1,910873221,0.62,0.895514,555,0.269429,0.722621,0.0013
10,1,1,912980044,0.64,0.901619,541,0.233466,0.757437,0.0019
10,1,1,916417520,0.14,0.897415,541,0.247851,0.759928,0.0052
10,1,1,916426922,0.87,0.878866,533,0.214263,0.777293,0.0029
10,1,1,917111559,0.34,0.906740,543,0.221455,0.772042,0.0006
10,1,1,917262158,0.82,0.908045,541,0.259827,0.754743,0.0039
10,1,1,917835214,0.13,0.874507,535,0.214263,0.765024,0.0035
10,1,1,918646285,0.51,0.897091,543,0.231057,0.759403,0.0254
10,1,1,91878607,0.75,0.894124,544,0.211889,0.771526,0.0247
10,1,1,920648661,0.60,0.888158,537,0.209480,0.783957,0.0000
10,1,1,920820218,1.00,0.882154,544,0.231057,0.773246,0.0079
10,1,1,922922377,0.85,0.898763,537,0.245442,0.753291,0.0135
10,1,1,923041354,0.17,0.852601,541,0.250225,0.751310,0.0014
10,1,1,927140380,1.00,0.890784,542,0.245442,0.747326,0.0059
10,1,1,931532103,0.24,0.895354,539,0.238249,0.755149,0.0000
10,1,1,931586757,1.00,0.884187,542,0.271802,0.739336,0.0000
10,1,1,932998254,0.88,0.888229,546,0.235840,0.750465,0.0222
10,1,1,942375868,0.48,0.876613,541,0.223864,0.765811,0.0028
10,1,1,943599968,0.28,0.887934,549,0.264610,0.750559,0.0046
10,1,1,947922865,0.48,0.889706,529,0.243032,0.750187,0.0029
10,1,1,949819199,0.13,0.881799,542,0.226274,0.771254,0.0078
10,1,1,950993289,0.91,0.888229,546,0.267019,0.748650,0.0000
10,1,1,95301450,0.35,0.886706,534,0.214263,0.780016,0.0016
10,1,1,957008113,1.00,0.905985,554,0.291006,0.710277,0.0034
10,1,1,960627831,0.49,0.891939,538,0.231057,0.760129,0.0022
10,1,1,960797009,0.45,0.891280,560,0.314957,0.702123,0.0001
10,1,1,965490339,0.09,0.896001,529,0.199878,0.785989,0.0010
10,1,1,966112063,1.00,0.892737,551,0.276621,0.731348,0.0019
10,1,1,967353432,1.00,0.895706,528,0.233466,0.768808,0.0047
10,1,1,971559394,0.34,0.885926,543,0.221455,0.763234,0.0071
10,1,1,972505912,0.39,0.908908,547,0.276621,0.728104,0.0024
10,1,1,973667150,1.00,0.892426,540,0.262236,0.743824,0.0001
10,1,1,979472613,0.63,0.893546,547,0.245442,0.764732,0.0044
10,1,1,983003545,1.00,0.904339,557,0.274212,0.727732,0.0005
10,1,1,987730685,1.00,0.903126,543,0.286187,0.739938,0.0005
10,1,1,988246499,0.42,0.890068,549,0.252634,0.754937,0.0000
10,1,1,9916711,0.25,0.875552,539,0.207070,0.762983,0.0221
10,1,1,997055794,1.00,0.897091,547,0.247851,0.760386,0.0127
10,1,1,999048212,1.00,0.893880,543,0.264610,0.734386,0.0035
10,1,1,999355974,1.00,0.895773,544,0.250225,0.747433,0.0006
10,1,16,1001214379,0.37,0.841700,598,0.286187,0.837702,0.0540
10,1,16,1001589667,0.79,0.850738,518,0.262236,0.857856,0.0005
10,1,16,100239306,1.00,0.860380,510,0.207070,0.872410,0.0128
10,1,16,1004424151,1.00,0.850738,465,0.216672,0.848056,0.0005
10,1,16,1007132237,0.77,0.836277,474,0.221455,0.877579,0.0132
10,1,16,1010531185,0.34,0.884483,499,0.209480,0.880059,0.0498
10,1,16,1016455561,0.57,0.855559,457,0.216672,0.882837,0.0031
10,1,16,1018179822,0.38,0.855559,449,0.211889,0.874849,0.0002
10,1,16,102061458,1.00,0.850738,501,0.199878,0.853124,0.0082
10,1,16,1023778830,0.17,0.874842,448,0.185493,0.868200,0.0007
10,1,16,102385955,0.20,0.845918,475,0.197504,0.880291,0.0241
10,1,16,1025295105,1.00,0.855559,517,0.245442,0.869332,0.0016
10,1,16,1025347579,1.00,0.865200,473,0.199878,0.859185,0.0251
10,1,16,1026911599,1.00,0.874842,526,0.216672,0.840054,0.0009
10,1,16,1027842200,1.00,0.842852,499,0.247851,0.871403,0.0056
10,1,16,1029516170,1.00,0.874842,465,0.185493,0.870940,0.0762
10,1,16,1029753036,1.00,0.855559,497,0.216672,0.868515,0.0207
10,1,16,1029903441,1.00,0.870022,501,0.207070,0.869572,0.0363
10,1,16,1033003353,1.00,0.874842,498,0.259827,0.865427,0.0129
10,1,16,1033866828,0.91,0.850738,527,0.211889,0.856155,0.0057
10,1,16,1035128010,1.00,0.884483,514,0.197504,0.859698,0.0183
10,1,16,1039970166,0.68,0.860380,511,0.228647,0.848683,0.0003
10,1,16,1042075967,1.00,0.850738,480,0.202287,0.880468,0.0000
10,1,16,1042274056,1.00,0.850738,526,0.207070,0.844886,0.0082
10,1,16,1043535289,1.00,0.850738,533,0.238249,0.841923,0.0045
10,1,16,104354805,0.95,0.860380,528,0.231057,0.877192,0.0502
10,1,16,1044090145,1.00,0.836277,477,0.214263,0.878286,0.0100
10,1,16,1046072031,1.00,0.855559,479,0.214263,0.872853,0.0582
10,1,16,1046857052,1.00,0.889304,482,0.197504,0.884560,0.0204
10,1,16,104993766,0.32,0.845918,538,0.228647,0.869013,0.0113
10,1,16,1051571246,0.28,0.826636,455,0.209480,0.834457,0.0002
10,1,16,1052874728,1.00,0.870022,488,0.195095,0.859868,0.0220
10,1,16,1053988857,0.67,0.860380,494,0.195095,0.868861,0.0343
10,1,16,1056885784,0.50,0.860380,484,0.204697,0.878747,0.0203
10,1,16,1059394314,0.18,0.865200,479,0.204697,0.873223,0.0037
10,1,16,1063641467,1.00,0.836277,507,0.197504,0.852484,0.0781
10,1,16,1064406781,0.38,0.874842,508,0.219082,0.888105,0.0079
10,1,16,1066633413,0.26,0.870022,498,0.214263,0.847207,0.0047
10,1,16,1068339474,1.00,0.870022,498,0.209480,0.867799,0.0008
10,1,16,1068744229,0.27,0.865200,466,0.243032,0.852924,0.0006
10,1,16,1069528472,0.20,0.865200,501,0.243032,0.852245,0.0019
10,1,16,1074220544,0.45,0.802532,513,0.204697,0.847120,0.0269
10,1,16,1074581564,0.99,0.855559,481,0.214263,0.868601,0.0009
10,1,16,1076463846,1.00,0.841097,472,0.166325,0.896988,0.0612
10,1,16,1076682064,1.00,0.851858,528,0.281404,0.857597,0.0031
10,1,16,1077626280,1.00,0.865200,512,0.223864,0.868601,0.0015
10,1,16,108217935,1.00,0.855559,539,0.259827,0.870125,0.0008
10,1,16,1082345947,1.00,0.879663,539,0.211889,0.844537,0.0084
10,1,16,1082549045,0.96,0.850738,494,0.211889,0.884452,0.0352
10,1,16,1086037341,0.33,0.874842,470,0.262236,0.886679,0.0060
10,1,16,1088217878,1.00,0.841097,490,0.197504,0.859842,0.0077
10,1,16,1088566991,0.58,0.889304,483,0.202287,0.869223,0.0005
10,1,16,1088651325,1.00,0.855559,512,0.204697,0.873262,0.0010
10,1,16,1093320314,0.20,0.894124,517,0.228647,0.852953,0.0023
10,1,16,1093530951,0.45,0.841097,447,0.240659,0.851581,0.0000
10,1,16,109386948,0.20,0.841097,488,0.197504,0.868338,0.0035
10,1,16,1094427855,1.00,0.874842,516,0.235840,0.890528,0.1052
10,1,16,1096254455,1.00,0.874842,501,0.207070,0.888344,0.0679
10,1,16,1097063944,0.85,0.821815,508,0.233466,0.844523,0.0105
10,1,16,1099709659,0.50,0.860380,475,0.219082,0.867609,0.0083
10,1,16,1101005543,1.00,0.874842,498,0.190312,0.880791,0.0188
10,1,16,110270142,0.54,0.836277,479,0.178300,0.868730,0.0918
10,1,16,1103414284,1.00,0.841097,489,0.228647,0.862711,0.0043
10,1,16,1106810070,1.00,0.841097,461,0.195095,0.846647,0.0001
10,1,16,1109087659,1.00,0.874842,500,0.245442,0.877679,0.0102
10,1,16,1111607607,1.00,0.879663,471,0.207070,0.870847,0.0157
10,1,16,1112946622,0.17,0.841097,466,0.221455,0.855676,0.0073
10,1,16,1116280206,1.00,0.831456,537,0.211889,0.849162,0.0006
10,1,16,1116282475,0.74,0.865200,491,0.195095,0.871387,0.0094
10,1,16,111859683,1.00,0.855559,492,0.226274,0.857655,0.0020
10,1,16,111911053,0.08,0.870022,524,0.231057,0.857947,0.0223
10,1,16,1119805684,1.00,0.831456,463,0.197504,0.874872,0.0025
10,1,16,1120990159,1.00,0.836277,520,0.233466,0.860546,0.0003
10,1,16,1121811397,0.42,0.855559,472,0.209480,0.877112,0.0554
10,1,16,1122683089,1.00,0.836277,483,0.211889,0.861127,0.0396
10,1,16,1122937803,1.00,0.879663,465,0.183119,0.849982,0.0000
10,1,16,1123460340,0.57,0.821815,497,0.250225,0.865084,0.0007
10,1,16,1124581043,0.35,0.865200,568,0.240659,0.835997,0.0959
10,1,16,1126927295,0.13,0.860380,473,0.183119,0.858101,0.0270
10,1,16,11277782,1.00,0.850738,504,0.195095,0.845795,0.0249
10,1,16,1128335226,1.00,0.879663,517,0.231057,0.871294,0.0102
10,1,16,1129955266,1.00,0.841097,491,0.195095,0.848510,0.0217
10,1,16,113024601,1.00,0.855559,492,0.202287,0.864124,0.0174
10,1,16,1134391995,1.00,0.845918,473,0.209480,0.876782,0.0437
10,1,16,1135479475,1.00,0.855559,505,0.211889,0.861224,0.0025
10,1,16,11368794,0.99,0.884483,509,0.199878,0.865599,0.0114
10,1,16,1137098249,0.18,0.860380,500,0.233466,0.854950,0.0131
10,1,16,1138685179,0.76,0.870022,473,0.219082,0.865656,0.0245
10,1,16,1139156451,0.99,0.841097,512,0.209480,0.858191,0.0051
10,1,16,1141649793,1.00,0.845918,470,0.204697,0.885710,0.0229
10,1,16,1142153044,1.00,0.874842,479,0.211889,0.877103,0.0212
10,1,16,1143458429,1.00,0.841097,475,0.221455,0.861542,0.0129
10,1,16,1144677033,0.31,0.850738,482,0.199878,0.858426,0.0001
10,1,16,1149165408,0.46,0.879663,479,0.202287,0.859506,0.0047
10,1,16,1149749788,1.00,0.870022,484,0.264610,0.863577,0.0039
10,1,16,1152945921,1.00,0.884483,479,0.199878,0.874443,0.0308
10,1,16,1156443123,1.00,0.835234,466,0.235840,0.859577,0.0165
10,1,16,1160583290,0.16,0.865200,550,0.209480,0.859088,0.1021
10,1,16,1161534942,1.00,0.850738,486,0.187902,0.841341,0.0200
10,1,16,1162630310,1.00,0.865200,503,0.199878,0.880774,0.0008
10,1,16,1166164662,0.14,0.870022,490,0.199878,0.845604,0.0336
10,1,16,1171235450,1.00,0.855559,459,0.180710,0.874591,0.0610
10,1,16,1179486167,1.00,0.826636,464,0.238249,0.840709,0.0127
10,1,16,1183344538,0.79,0.884483,487,0.192685,0.868677,0.0422
10,1,16,1185215509,0.24,0.865200,513,0.247851,0.870222,0.0048
10,1,16,1187211977,1.00,0.841097,495,0.221455,0.873694,0.0105
10,1,16,1188473323,0.10,0.855559,595,0.233466,0.834601,0.0019
10,1,16,1189115314,0.24,0.865200,488,0.183119,0.894367,0.0004
10,1,16,1191242234,1.00,0.858710,566,0.247851,0.853848,0.0098
10,1,16,1195729190,1.00,0.865200,468,0.219082,0.854742,0.0027
10,1,16,1197079811,0.53,0.879663,536,0.240659,0.838631,0.0054
10,1,16,1200412486,1.00,0.870022,479,0.190312,0.859912,0.0375
10,1,16,1203443202,0.76,0.870022,503,0.209480,0.867475,0.0958
10,1,16,120357415,0.76,0.870022,457,0.192685,0.870275,0.0193
10,1,16,1203674161,1.00,0.860380,489,0.195095,0.878707,0.0776
10,1,16,120538609,0.38,0.855559,505,0.216672,0.876678,0.0233
10,1,16,1216010475,0.12,0.865200,485,0.204697,0.855410,0.0825
10,1,16,1216892087,0.22,0.870022,486,0.223864,0.878988,0.0000
10,1,16,1217248618,0.56,0.850738,477,0.247851,0.850419,0.0018
10,1,16,1218008141,1.00,0.831456,497,0.214263,0.865526,0.0331
10,1,16,1221323228,1.00,0.860380,490,0.202287,0.880278,0.0062
10,1,16,1223184184,0.27,0.841097,484,0.235840,0.879855,0.0060
10,1,16,122575848,1.00,0.894124,537,0.221455,0.862191,0.0141
10,1,16,1225871073,0.84,0.865200,546,0.252634,0.863733,0.0013
10,1,16,1226539014,1.00,0.831456,510,0.216672,0.845557,0.0000
10,1,16,1231256288,0.23,0.879663,500,0.180710,0.845866,0.0096
10,1,16,1232762670,1.00,0.860380,474,0.207070,0.886969,0.0116
10,1,16,1233953668,0.91,0.870022,506,0.204697,0.874934,0.0181
10,1,16,1235204146,0.34,0.841097,459,0.231057,0.870412,0.0665
10,1,16,1235376672,1.00,0.860380,484,0.214263,0.867428,0.0420
10,1,16,1235573831,0.93,0.860380,485,0.154350,0.895741,0.0000
10,1,16,1235914138,0.45,0.841097,441,0.197504,0.861994,0.0013
10,1,16,1236383418,1.00,0.860380,491,0.221455,0.886393,0.0077
10,1,16,1238106385,1.00,0.870022,451,0.187902,0.885749,0.0001
10,1,16,1239437956,0.53,0.874842,486,0.216672,0.861733,0.0080
10,1,16,1239476442,1.00,0.841097,511,0.214263,0.849495,0.0064
10,1,16,1240909752,0.17,0.821815,501,0.183119,0.873119,0.0389
10,1,16,1241173472,0.52,0.855559,519,0.233466,0.856128,0.0250
10,1,16,1245077447,0.30,0.850738,407,0.202287,0.867251,0.0171
10,1,16,1245263819,0.50,0.841097,525,0.223864,0.840253,0.0147
10,1,16,1246021205,0.23,0.860380,474,0.209480,0.863634,0.0006
10,1,16,1246034668,1.00,0.826479,536,0.264610,0.834309,0.0003
10,1,16,1248347789,0.23,0.874842,479,0.219082,0.866105,0.1074
10,1,16,1248555242,1.00,0.845918,498,0.240659,0.859032,0.0004
10,1,16,1249822324,1.00,0.836277,455,0.190312,0.869915,0.0097
10,1,16,1250603670,0.10,0.855559,472,0.187902,0.875617,0.0424
10,1,16,1251190072,0.10,0.894124,543,0.233466,0.896534,0.0191
10,1,16,1253703528,0.36,0.821815,485,0.204697,0.850806,0.0036
10,1,16,1253734202,1.00,0.841097,455,0.211889,0.851224,0.0488
10,1,16,1256375139,0.62,0.850738,483,0.192685,0.845423,0.0262
10,1,16,1260157778,1.00,0.841097,524,0.240659,0.855047,0.0010
10,1,16,1264237192,0.69,0.865200,458,0.190312,0.868428,0.0014
10,1,16,1264258389,1.00,0.865200,470,0.197504,0.866744,0.0000
10,1,16,1264688858,0.37,0.855559,488,0.197504,0.862665,0.0417
10,1,16,1274029711,1.00,0.879663,476,0.216672,0.880966,0.0020
10,1,16,1274245167,1.00,0.836277,496,0.223864,0.844688,0.0064
10,1,16,1277259958,1.00,0.879663,472,0.178300,0.893782,0.0286
10,1,16,1278203345,0.66,0.855559,515,0.238249,0.872079,0.0003
10,1,16,1285040693,1.00,0.850738,439,0.204697,0.861648,0.0249
10,1,16,1285597753,0.95,0.874842,507,0.226274,0.859698,0.0001
10,1,16,1285749400,0.79,0.836277,514,0.250225,0.837277,0.0046
10,1,16,1286063452,0.08,0.884483,506,0.195095,0.884452,0.0363
10,1,16,1292182010,1.00,0.884483,492,0.209480,0.863487,0.0072
10,1,16,1295688554,1.00,0.865200,516,0.245442,0.858991,0.0075
10,1,16,1296843381,0.99,0.884483,555,0.207070,0.840054,0.0007
10,1,16,1298998602,0.35,0.821815,514,0.207070,0.853453,0.0764
10,1,16,129972919,0.05,0.850738,487,0.185493,0.875466,0.0524
10,1,16,1300150666,0.67,0.855559,488,0.219082,0.863924,0.0001
10,1,16,1300521556,0.16,0.816994,515,0.185493,0.861132,0.0003
10,1,16,1301616056,1.00,0.874842,562,0.228647,0.869710,0.0002
10,1,16,1302108025,0.20,0.845918,517,0.216672,0.846645,0.0225
10,1,16,1304312646,0.49,0.850738,488,0.185493,0.851439,0.0016
10,1,16,1311660109,1.00,0.836277,480,0.226274,0.871348,0.0151
10,1,16,1314015176,1.00,0.874842,506,0.226274,0.876310,0.0034
10,1,16,1315365937,1.00,0.826636,492,0.190312,0.871722,0.0296
10,1,16,1315572614,0.74,0.831456,480,0.202287,0.869329,0.0942
10,1,16,1317397867,0.68,0.836277,494,0.197504,0.862447,0.0306
10,1,16,1318359352,0.78,0.865200,455,0.221455,0.874582,0.0332
10,1,16,1319685629,1.00,0.884483,482,0.214263,0.842462,0.0139
10,1,16,1320217770,0.08,0.865200,495,0.199878,0.858554,0.0192
10,1,16,1320711199,0.45,0.860380,504,0.233466,0.888947,0.0008
10,1,16,1321697653,0.70,0.865200,499,0.216672,0.877192,0.0944
10,1,16,1323789098,0.99,0.855559,509,0.223864,0.858079,0.0025
10,1,16,1327104668,1.00,0.860380,497,0.195095,0.868072,0.0023
10,1,16,1330613937,1.00,0.879663,514,0.276621,0.834494,0.0623
10,1,16,1336745474,0.51,0.874842,502,0.209480,0.868605,0.0153
10,1,16,1337128782,1.00,0.870022,481,0.219082,0.861909,0.0122
10,1,16,1337336612,1.00,0.870022,483,0.240659,0.879263,0.0169
10,1,16,1337490594,1.00,0.874842,458,0.199878,0.875535,0.0110
10,1,16,1340530109,0.26,0.860380,484,0.233466,0.858952,0.0135
10,1,16,1340573889,0.22,0.831456,465,0.216672,0.859420,0.0084
10,1,16,1341541611,0.13,0.836277,515,0.219082,0.844324,0.0333
10,1,16,134674116,1.00,0.845918,473,0.197504,0.820377,0.0000
10,1,16,1347045808,1.00,0.884483,471,0.202287,0.876129,0.0028
10,1,16,1348479258,1.00,0.860380,485,0.199878,0.886112,0.0000
10,1,16,1349281745,0.69,0.884483,524,0.209480,0.871480,0.0032
10,1,16,1352204106,0.18,0.855559,511,0.223864,0.886340,0.0340
10,1,16,1354818206,1.00,0.870022,453,0.209480,0.857210,0.0654
10,1,16,1359776144,1.00,0.879663,487,0.211889,0.875598,0.0274
10,1,16,136224029,0.40,0.860380,500,0.226274,0.847430,0.0085
10,1,16,1364346194,0.57,0.841097,473,0.190312,0.855290,0.0288
10,1,16,1365216118,0.75,0.860380,502,0.202287,0.864151,0.0141
10,1,16,1368611534,1.00,0.870022,499,0.195095,0.835030,0.0078
10,1,16,13739453,0.36,0.821815,452,0.221455,0.856030,0.1089
10,1,16,1373985738,1.00,0.855559,484,0.183119,0.865016,0.0324
10,1,16,137645081,1.00,0.889304,494,0.243032,0.888671,0.0077
10,1,16,137671219,0.23,0.841097,543,0.243032,0.838983,0.0245
10,1,16,1376839490,0.18,0.845918,472,0.228647,0.837456,0.0577
10,1,16,137769714,1.00,0.855559,489,0.216672,0.851171,0.0154
10,1,16,1377706964,0.09,0.841097,465,0.219082,0.868793,0.0345
10,1,16,1377751547,0.85,0.874842,475,0.228647,0.847718,0.0020
10,1,16,1379665369,1.00,0.860380,457,0.231057,0.837183,0.0069
10,1,16,1380885705,1.00,0.870022,495,0.207070,0.853772,0.0013
10,1,16,1382085976,1.00,0.845918,474,0.166325,0.869348,0.0058
10,1,16,1385564646,0.54,0.855559,522,0.226274,0.857724,0.0390
10,1,16,1385863525,1.00,0.836277,553,0.235840,0.857195,0.0195
10,1,16,1387690608,1.00,0.855559,504,0.233466,0.886654,0.0022
10,1,16,1387806332,1.00,0.841097,477,0.197504,0.888247,0.0014
10,1,16,1389210036,0.70,0.865200,499,0.221455,0.863881,0.0004
10,1,16,1389288186,1.00,0.884483,485,0.226274,0.846872,0.0020
10,1,16,1390827665,1.00,0.865200,487,0.209480,0.855676,0.0134
10,1,16,1391158828,0.09,0.865200,430,0.219082,0.870353,0.1130
10,1,16,1393595035,0.19,0.845918,542,0.252634,0.836480,0.0292
10,1,16,1393782699,1.00,0.845918,495,0.243032,0.856290,0.0013
10,1,16,1395853595,0.85,0.879663,485,0.235840,0.870022,0.0000
10,1,16,1398903954,0.18,0.860380,476,0.235840,0.848416,0.0132
10,1,16,1399148950,0.86,0.836277,479,0.190312,0.847530,0.0001
10,1,16,1399754016,1.00,0.855559,524,0.243032,0.846896,0.0004
10,1,16,1401275137,1.00,0.865200,493,0.202287,0.869717,0.0009
10,1,16,1404100928,1.00,0.855559,471,0.219082,0.847549,0.0717
10,1,16,1406873481,1.00,0.850738,536,0.281404,0.862769,0.0255
10,1,16,1411023910,0.51,0.860380,485,0.204697,0.865227,0.0504
10,1,16,1411384617,1.00,0.850738,524,0.219082,0.870127,0.0011
10,1,16,14118885,1.00,0.831456,509,0.219082,0.867733,0.0028
10,1,16,1412215069,0.78,0.870022,482,0.192685,0.880375,0.1516
10,1,16,141265418,1.00,0.855559,481,0.233466,0.838218,0.0516
10,1,16,1416334563,1.00,0.879663,506,0.214263,0.858332,0.0882
10,1,16,1418896780,0.39,0.874842,485,0.226274,0.876192,0.0006
10,1,16,1421350294,0.66,0.836277,486,0.216672,0.862253,0.0190
10,1,16,142248636,1.00,0.874842,484,0.192685,0.883328,0.0415
10,1,16,1423039928,1.00,0.884483,485,0.226274,0.870507,0.0000
10,1,16,1423274285,1.00,0.860380,470,0.199878,0.871361,0.0383
10,1,16,1424389688,1.00,0.845918,483,0.228647,0.868004,0.0194
10,1,16,1430248052,1.00,0.870022,523,0.214263,0.870041,0.0034
10,1,16,1430284015,1.00,0.836277,482,0.209480,0.856846,0.0410
10,1,16,1431723714,0.91,0.850738,528,0.240659,0.837577,0.0691
10,1,16,1432623138,1.00,0.879663,491,0.240659,0.853483,0.0924
10,1,16,143415218,0.61,0.855559,514,0.207070,0.860916,0.0073
10,1,16,1434923083,0.15,0.860380,474,0.202287,0.873562,0.0088
10,1,16,1440243893,0.16,0.879663,497,0.180710,0.877380,0.0011
10,1,16,1440359981,0.25,0.879663,495,0.175927,0.864011,0.0014
10,1,16,144150262,0.86,0.841097,471,0.202287,0.869563,0.0200
10,1,16,1446870680,0.12,0.860380,514,0.199878,0.857131,0.0219
10,1,16,1449522456,0.45,0.865200,528,0.221455,0.856372,0.0094
10,1,16,145246250,1.00,0.874842,512,0.209480,0.887830,0.0200
10,1,16,1453788772,1.00,0.860380,462,0.187902,0.886549,0.0131
10,1,16,14538272,1.00,0.865200,516,0.216672,0.856561,0.0436
10,1,16,1456833264,1.00,0.855559,446,0.216672,0.827640,0.0229
10,1,16,1460813668,1.00,0.874842,496,0.197504,0.882947,0.0453
10,1,16,1461965822,0.23,0.870022,475,0.247851,0.873794,0.0080
10,1,16,1465955955,1.00,0.855559,527,0.245442,0.877126,0.0035
10,1,16,1466520701,1.00,0.874842,507,0.214263,0.857324,0.0390
10,1,16,1471042406,0.65,0.845918,489,0.202287,0.879606,0.0025
10,1,16,1477051052,0.89,0.855559,493,0.269429,0.853632,0.0130
10,1,16,148043595,0.05,0.855559,525,0.216672,0.870646,0.0048
10,1,16,1481900946,0.67,0.855559,454,0.195095,0.859692,0.0364
10,1,16,1482539780,0.37,0.855559,484,0.221455,0.864067,0.0001
10,1,16,148679818,0.73,0.865200,485,0.228647,0.845007,0.0059
10,1,16,1487932118,0.43,0.865200,501,0.233466,0.866579,0.0071
10,1,16,1489407811,0.82,0.850738,472,0.226274,0.858421,0.0290
10,1,16,1490708463,0.68,0.874842,525,0.255044,0.869013,0.0023
10,1,16,1490919968,0.98,0.826636,497,0.228647,0.869536,0.0096
10,1,16,1494391757,1.00,0.836277,560,0.264610,0.872888,0.0002
10,1,16,1494701003,0.08,0.855559,520,0.228647,0.848023,0.0173
10,1,16,1496098148,0.74,0.894124,455,0.228647,0.876705,0.0011
10,1,16,1496205085,1.00,0.854044,516,0.226274,0.849864,0.0004
10,1,16,1497378068,1.00,0.855559,524,0.190312,0.859333,0.0186
10,1,16,1502954486,1.00,0.836277,505,0.235840,0.852826,0.0020
10,1,16,1505502923,1.00,0.870022,534,0.207070,0.861055,0.0161
10,1,16,1506444434,1.00,0.855559,528,0.197504,0.853616,0.0036
10,1,16,1507116957,0.47,0.860380,505,0.202287,0.846999,0.0004
10,1,16,1508273794,0.88,0.845918,574,0.231057,0.845627,0.0043
10,1,16,1510406796,0.08,0.889304,470,0.219082,0.879557,0.0009
10,1,16,1518750244,1.00,0.879663,510,0.183119,0.863414,0.0007
10,1,16,1522422158,0.45,0.841097,492,0.247851,0.877781,0.0479
10,1,16,1522558786,1.00,0.865200,521,0.223864,0.846031,0.0092
