level,M,N,seed,completionPct,compressionDistance,editDistance,densityMetric,leniencyMetric,linearityRSquared
1,1,1,1064032374,0.14,0.857702,587,0.082641,0.773572,0.0001
1,1,1,1064486697,0.46,0.879037,587,0.112921,0.725076,0.0042
1,1,1,106504493,0.33,0.847034,591,0.121804,0.745883,0.0063
1,1,1,106587538,0.12,0.852368,589,0.114683,0.735508,0.0000
1,1,1,1066273454,0.28,0.857702,584,0.111123,0.761612,0.0027
1,1,1,1068183337,0.30,0.847034,594,0.104003,0.734656,0.0075
1,1,1,10723707,0.11,0.873704,593,0.111123,0.731744,0.0020
1,1,1,1073757365,0.27,0.863036,587,0.091560,0.730460,0.0164
1,1,1,1082073250,0.47,0.852368,582,0.100442,0.745541,0.0000
1,1,1,1083026305,0.08,0.852778,603,0.125364,0.677881,0.0047
1,1,1,1083418150,0.07,0.863036,603,0.096882,0.734088,0.0013
1,1,1,1084328907,0.39,0.847034,576,0.123602,0.754369,0.0027
1,1,1,1088842824,0.09,0.863905,607,0.125364,0.692983,0.0021
1,1,1,1093178828,0.32,0.865812,596,0.128924,0.705604,0.0007
1,1,1,1093253708,0.25,0.841700,578,0.105801,0.731264,0.0028
1,1,1,1093916698,0.21,0.855385,584,0.130722,0.742088,0.0013
1,1,1,1094988923,0.19,0.852368,589,0.087999,0.772792,0.0428
1,1,1,1096341932,0.26,0.853591,598,0.116481,0.702546,0.0226
1,1,1,1099891794,0.33,0.841700,586,0.102240,0.734232,0.0144
1,1,1,1108994755,0.10,0.847034,593,0.116481,0.717810,0.0007
1,1,1,1115963802,0.81,0.836366,593,0.093322,0.731052,0.0039
1,1,1,1116182691,0.39,0.863036,583,0.107563,0.739187,0.0013
1,1,1,1120017672,0.29,0.847461,583,0.118244,0.718563,0.0042
1,1,1,1121515410,0.22,0.869447,606,0.120042,0.679540,0.0294
1,1,1,1126156478,0.14,0.839813,593,0.139605,0.708822,0.0007
1,1,1,112743658,0.51,0.850172,589,0.128924,0.707982,0.0207
1,1,1,1128070351,0.12,0.839081,591,0.116481,0.727406,0.0017
1,1,1,1128081783,0.66,0.816139,588,0.127162,0.722955,0.0019
1,1,1,1130403943,0.23,0.841700,579,0.093322,0.731840,0.0264
1,1,1,1132795024,0.52,0.864184,595,0.141403,0.706462,0.0039
1,1,1,1133711120,0.21,0.836366,592,0.100442,0.773652,0.0063
1,1,1,1135500214,0.23,0.836366,583,0.121804,0.752682,0.0027
