level,M,N,seed,compressionDistance
all,4,4,1001641798,0.4155124653739612
all,4,4,1004306364,0.42896935933147634
all,4,4,1010978582,0.6186186186186187
all,4,4,1013132103,0.15308641975308643
all,4,4,1022846210,0.3956043956043956
all,4,4,1033480057,0.2131979695431472
all,4,4,1036474372,0.20759493670886076
all,4,4,1037401273,0.29473684210526313
all,4,4,1038218488,0.2649350649350649
all,4,4,1038240813,0.3760217983651226
all,4,4,1041135095,0.4425770308123249
all,4,4,1052850471,0.27676240208877284
all,4,4,1053293722,0.14250614250614252
all,4,4,1059209602,0.38904109589041097
all,4,4,1061751410,0.5571847507331378
all,4,4,1062255042,0.4772727272727273
all,4,4,1064032374,0.5798816568047337
all,4,4,1064486697,0.21882951653944022
all,4,4,106587538,0.449438202247191
all,4,4,1068183337,0.42896935933147634
all,4,4,1076245341,0.4702549575070821
all,4,4,1082073250,0.5497076023391813
all,4,4,1083026305,0.3129973474801061
all,4,4,1093253708,0.6029850746268657
all,4,4,1094988923,0.18
all,4,4,1096341932,0.2416452442159383
all,4,4,1099891794,0.3007915567282322
all,4,4,110889107,0.22448979591836735
all,4,4,1108994755,0.15841584158415842
all,4,4,1121515410,0.28272251308900526
all,4,4,112743658,0.2416452442159383
all,4,4,1128081783,0.498567335243553
all,4,4,1130403943,0.3253333333333333
all,4,4,1135500214,0.449438202247191
all,4,4,1138184120,0.4088397790055249
all,4,4,1139765352,0.6585365853658537
all,4,4,1142181782,0.27676240208877284
all,4,4,1157790512,0.498567335243553
all,4,4,1161547704,0.7859424920127795
all,4,4,1164368824,0.3007915567282322
all,4,4,1174427787,0.4632768361581921
all,4,4,1174462524,0.1477832512315271
all,4,4,1175519146,0.25906735751295334
all,4,4,1182202028,0.27676240208877284
all,4,4,1182440019,0.5647058823529412
all,4,4,1201170237,0.3695652173913043
all,4,4,1211334439,0.24742268041237114
all,4,4,1218616460,0.5571847507331378
all,4,4,1218917431,0.3007915567282322
all,4,4,1222143675,0.3378016085790885
all,4,4,1223901321,0.4222222222222222
all,4,4,1226275373,0.5129682997118156
all,4,4,1226979448,0.6029850746268657
all,4,4,1233913320,0.27676240208877284
all,4,4,1237131333,0.4022038567493113
all,4,4,1239558035,0.15841584158415842
all,4,4,1244728759,0.4843304843304843
all,4,4,1246105016,0.10628019323671498
all,4,4,124711068,0.4222222222222222
all,4,4,1250181728,0.5422740524781341
all,4,4,1270720746,0.3695652173913043
all,4,4,1288215810,0.4563380281690141
all,4,4,1288751559,0.4425770308123249
all,4,4,1292333361,0.5952380952380952
all,4,4,1292918822,0.5798816568047337
all,4,4,1293461712,0.5057471264367817
all,4,4,1300823014,0.30687830687830686
all,4,4,1304407919,0.3695652173913043
all,4,4,1305376595,0.25906735751295334
all,4,4,1310759371,0.30687830687830686
all,4,4,1315379481,0.24742268041237114
all,4,4,1315459146,0.3253333333333333
all,4,4,1317062028,0.6186186186186187
all,4,4,1317484954,0.6424242424242425
all,4,4,1318180947,0.3956043956043956
all,4,4,1318721770,0.081145584725537
all,4,4,1319364568,0.10120481927710843
all,4,4,1320567837,0.27676240208877284
all,4,4,1326000153,0.38904109589041097
all,4,4,1336493410,0.3315508021390374
all,4,4,1337026208,0.27676240208877284
all,4,4,1341796865,0.5129682997118156
all,4,4,1348972292,0.43575418994413406
all,4,4,1351344834,0.4772727272727273
all,4,4,1354571885,0.1964735516372796
all,4,4,1355696803,0.15841584158415842
all,4,4,1356823191,0.30687830687830686
all,4,4,1360479120,0.3315508021390374
all,4,4,1360595726,0.4155124653739612
all,4,4,1362529068,0.5348837209302325
all,4,4,1367920983,0.5798816568047337
all,4,4,1370452686,0.449438202247191
all,4,4,1371795951,0.691358024691358
all,4,4,137493304,0.6748466257668712
all,4,4,1375056305,0.18
all,4,4,1380206301,0.2649350649350649
all,4,4,138257890,0.3191489361702128
all,4,4,1390070123,0.725
all,4,4,1397766369,0.498567335243553
all,4,4,1398092379,0.2887139107611549
all,4,4,1410120414,0.5875370919881305
all,4,4,1411552849,0.2358974358974359
all,4,4,1411736710,0.691358024691358
all,4,4,1411740561,0.5422740524781341
all,4,4,1412314167,0.5798816568047337
all,4,4,1414909128,0.3504043126684636
all,4,4,1415951383,0.2131979695431472
all,4,4,1417221407,0.081145584725537
all,4,4,1417484602,0.527536231884058
all,4,4,1420211928,0.23017902813299232
all,4,4,1423060993,0.42896935933147634
all,4,4,1423682194,0.2416452442159383
all,4,4,1424869980,0.23017902813299232
all,4,4,142497295,0.6504559270516718
all,4,4,1430247905,0.759493670886076
all,4,4,1431277483,0.725
all,4,4,1438904696,0.3315508021390374
all,4,4,1440176088,0.3825136612021858
all,4,4,1444118058,0.1964735516372796
all,4,4,1453438136,0.3378016085790885
all,4,4,1457672976,0.4155124653739612
all,4,4,1459827370,0.3760217983651226
all,4,4,1460988487,0.2416452442159383
all,4,4,1461249056,0.4632768361581921
all,4,4,1480296753,0.3956043956043956
all,4,4,1483337579,0.3378016085790885
all,4,4,1486300823,0.30687830687830686
all,4,4,1489522858,0.5057471264367817
all,4,4,1497824864,0.3007915567282322
all,4,4,1504225597,0.4563380281690141
all,4,4,1504822265,0.5129682997118156
all,4,4,150604100,0.6748466257668712
all,4,4,1507258094,0.759493670886076
all,4,4,1509632501,0.1691542288557214
all,4,4,1512170075,0.25906735751295334
all,4,4,1513047029,0.0761904761904762
all,4,4,1518358220,0.683076923076923
all,4,4,1523850398,0.42896935933147634
all,4,4,152517913,0.6748466257668712
all,4,4,1526915281,0.2649350649350649
all,4,4,1529081495,0.3760217983651226
all,4,4,1531151360,0.19095477386934673
all,4,4,1533832136,0.18546365914786966
all,4,4,1536985943,0.3191489361702128
all,4,4,1540822946,0.20759493670886076
all,4,4,1542757796,0.5647058823529412
all,4,4,1544125195,0.2358974358974359
all,4,4,1548060002,0.3007915567282322
all,4,4,1554121271,0.6504559270516718
all,4,4,1554856959,0.5875370919881305
all,4,4,15576454,0.6107784431137725
all,4,4,1558458571,0.3695652173913043
all,4,4,1558744933,0.13725490196078433
all,4,4,1560665819,0.6029850746268657
all,4,4,1566290996,0.3315508021390374
all,4,4,1567196103,0.20202020202020202
all,4,4,1570020736,0.2131979695431472
all,4,4,1574474500,0.1745635910224439
all,4,4,158096177,0.5571847507331378
all,4,4,1588781947,0.3007915567282322
all,4,4,1592441808,0.16377171215880892
all,4,4,1603146689,0.25906735751295334
all,4,4,1603190713,0.4425770308123249
all,4,4,160467324,0.3253333333333333
all,4,4,1607319672,0.15841584158415842
all,4,4,1620304846,0.4702549575070821
all,4,4,1626218762,0.15841584158415842
all,4,4,1628223853,0.6748466257668712
all,4,4,1628951581,0.34408602150537637
all,4,4,1631665248,0.3695652173913043
all,4,4,163283632,0.3129973474801061
all,4,4,1635908036,0.21882951653944022
all,4,4,164235501,0.3760217983651226
all,4,4,1643328992,0.5875370919881305
all,4,4,164852610,0.4022038567493113
all,4,4,1650138398,0.5722713864306784
all,4,4,1656959271,0.20202020202020202
all,4,4,1658142994,0.3504043126684636
all,4,4,1668855359,0.13725490196078433
all,4,4,1669481184,0.4155124653739612
all,4,4,1671092238,0.43575418994413406
all,4,4,1672264654,0.4632768361581921
all,4,4,1674872915,0.3378016085790885
all,4,4,1678038194,0.2708333333333333
all,4,4,1685411538,0.18546365914786966
all,4,4,1694120380,0.2649350649350649
all,4,4,1702785442,0.16377171215880892
all,4,4,1712995159,0.759493670886076
all,4,4,1715452240,0.5129682997118156
all,4,4,1718825415,0.42896935933147634
all,4,4,1726355006,0.5647058823529412
all,4,4,1727614195,0.5057471264367817
all,4,4,1729283793,0.3567567567567568
all,4,4,1731241459,0.42896935933147634
all,4,4,173324371,0.498567335243553
all,4,4,1741266142,0.5057471264367817
all,4,4,1743264730,0.3956043956043956
all,4,4,1750180420,0.3956043956043956
all,4,4,1754382556,0.3504043126684636
all,4,4,1754719726,0.3567567567567568
all,4,4,1756515094,0.498567335243553
all,4,4,1761243351,0.3956043956043956
all,4,4,1777983941,0.3825136612021858
all,4,4,1779847919,0.527536231884058
all,4,4,1780018293,0.4155124653739612
all,4,4,1783035865,0.36314363143631434
all,4,4,1784400485,0.498567335243553
all,4,4,1785013374,0.10628019323671498
all,4,4,1786126378,0.27676240208877284
all,4,4,1787008643,0.21882951653944022
all,4,4,1788846950,0.5952380952380952
all,4,4,1792465840,0.21882951653944022
all,4,4,1801207137,0.3567567567567568
all,4,4,1811800664,0.24742268041237114
all,4,4,1815806383,0.4222222222222222
all,4,4,18161333,0.21882951653944022
all,4,4,1818025879,0.4425770308123249
all,4,4,1818238838,0.24742268041237114
all,4,4,1824186194,0.2358974358974359
all,4,4,1824418536,0.30687830687830686
all,4,4,1829040536,0.3129973474801061
all,4,4,1839067692,0.683076923076923
all,4,4,1840869935,0.6029850746268657
all,4,4,1841583134,0.22448979591836735
all,4,4,1852411569,0.6107784431137725
all,4,4,1852916457,0.449438202247191
all,4,4,185365952,0.6585365853658537
all,4,4,1856426629,0.4772727272727273
all,4,4,1860824840,0.25906735751295334
all,4,4,1862133219,0.3007915567282322
all,4,4,1870763046,0.20759493670886076
all,4,4,1873747624,0.5057471264367817
all,4,4,1877706133,0.6344410876132931
all,4,4,1880502128,0.24742268041237114
all,4,4,1884638580,0.2416452442159383
all,4,4,1888822265,0.38904109589041097
all,4,4,1908253110,0.6666666666666666
all,4,4,1909541276,0.081145584725537
all,4,4,1909667671,0.43575418994413406
all,4,4,1910179968,0.18546365914786966
all,4,4,1913967513,0.527536231884058
all,4,4,191544278,0.29473684210526313
all,4,4,1932700662,0.3378016085790885
all,4,4,1933500658,0.5202312138728323
all,4,4,1934380881,0.2649350649350649
all,4,4,1935573920,0.3504043126684636
all,4,4,193817994,0.3504043126684636
all,4,4,1938393722,0.36314363143631434
all,4,4,1943721331,0.0761904761904762
all,4,4,1944444860,0.6585365853658537
all,4,4,1951063194,0.3253333333333333
all,4,4,1959144122,0.498567335243553
all,4,4,1962030729,0.4772727272727273
all,4,4,1963862649,0.759493670886076
all,4,4,196678503,0.4155124653739612
all,4,4,1969283497,0.2887139107611549
all,4,4,1979947027,0.6344410876132931
all,4,4,1986960173,0.3315508021390374
all,4,4,1989218905,0.20202020202020202
all,4,4,1991756781,0.3825136612021858
all,4,4,1998835997,0.3695652173913043
all,4,4,2002329122,0.3253333333333333
