level,M,N,seed,compressionDistance
13modified,4,4,100334696,0.547945205479452
13modified,4,4,1009229447,0.6105263157894737
13modified,4,4,1010932164,0.5050505050505051
13modified,4,4,1012869568,0.6105263157894737
13modified,4,4,1018889751,0.6197183098591549
13modified,4,4,1021967227,0.5135135135135135
13modified,4,4,102280803,0.6289752650176679
13modified,4,4,1024734536,0.5567010309278351
13modified,4,4,1033033434,0.5135135135135135
13modified,4,4,1035399153,0.5392491467576792
13modified,4,4,1038671244,0.43137254901960786
13modified,4,4,1041640248,0.2682926829268293
13modified,4,4,1042768624,0.46357615894039733
13modified,4,4,1055229966,0.5923344947735192
13modified,4,4,1055293516,0.4966442953020134
13modified,4,4,1055999818,0.4882943143812709
13modified,4,4,1066819082,0.5050505050505051
13modified,4,4,1069714731,0.5743944636678201
13modified,4,4,1072641056,0.4077669902912621
13modified,4,4,1072816653,0.4966442953020134
13modified,4,4,1072824859,0.35443037974683544
13modified,4,4,1087559589,0.5923344947735192
13modified,4,4,10889602,0.45544554455445546
13modified,4,4,1089481602,0.5050505050505051
13modified,4,4,1090021741,0.4473684210526316
13modified,4,4,1095229560,0.5567010309278351
13modified,4,4,1119739660,0.6197183098591549
13modified,4,4,1119913660,0.6666666666666666
13modified,4,4,1121788155,0.5135135135135135
13modified,4,4,1123957625,0.6762589928057554
13modified,4,4,112714695,0.48
13modified,4,4,112803900,0.36942675159235666
13modified,4,4,1131392376,0.5306122448979592
13modified,4,4,113625682,0.4155844155844156
13modified,4,4,1140268074,0.35443037974683544
13modified,4,4,1147801063,0.547945205479452
13modified,4,4,1149310547,0.36942675159235666
13modified,4,4,1149675945,0.6289752650176679
13modified,4,4,1154482944,0.5923344947735192
13modified,4,4,1159043200,0.38461538461538464
13modified,4,4,116013539,0.4882943143812709
13modified,4,4,1167164095,0.547945205479452
13modified,4,4,1170387944,0.5306122448979592
13modified,4,4,1170753960,0.2822085889570552
13modified,4,4,1171550889,0.4717607973421927
