level,M,N,seed,compressionDistance
all,3,3,1001641798,0.4632768361581921
all,3,3,1004306364,0.1964735516372796
all,3,3,1010978582,0.4088397790055249
all,3,3,1022846210,0.20202020202020202
all,3,3,1023722256,0.3253333333333333
all,3,3,1033480057,0.3956043956043956
all,3,3,1036474372,0.3315508021390374
all,3,3,1037401273,0.16377171215880892
all,3,3,1038218488,0.3378016085790885
all,3,3,1038240813,0.11650485436893204
all,3,3,1041135095,0.1691542288557214
all,3,3,1052850471,0.15308641975308643
all,3,3,1053293722,0.2887139107611549
all,3,3,1059209602,0.22448979591836735
all,3,3,1061751410,0.30687830687830686
all,3,3,1062255042,0.3760217983651226
all,3,3,1064032374,0.3191489361702128
all,3,3,1064486697,0.05660377358490566
all,3,3,106587538,0.36314363143631434
all,3,3,1068183337,0.3315508021390374
all,3,3,1082073250,0.15308641975308643
all,3,3,1083026305,0.498567335243553
all,3,3,1093253708,0.0861244019138756
all,3,3,1094988923,0.1691542288557214
all,3,3,1096341932,0.0861244019138756
all,3,3,1099891794,0.1477832512315271
all,3,3,110889107,0.22448979591836735
all,3,3,1108994755,0.4155124653739612
all,3,3,1116182691,0.30687830687830686
all,3,3,1121515410,0.1691542288557214
all,3,3,112743658,0.20202020202020202
all,3,3,1128081783,0.3825136612021858
all,3,3,1130403943,0.25906735751295334
all,3,3,1135500214,0.3760217983651226
all,3,3,1138184120,0.4843304843304843
all,3,3,1139765352,0.3253333333333333
all,3,3,1142181782,0.07125890736342043
all,3,3,1154008721,0.1477832512315271
all,3,3,1157790512,0.2358974358974359
all,3,3,1161547704,0.49142857142857144
all,3,3,1164368824,0.4088397790055249
all,3,3,1174427787,0.22448979591836735
all,3,3,1174462524,0.3315508021390374
all,3,3,1175519146,0.3253333333333333
all,3,3,1182202028,0.2416452442159383
all,3,3,1182440019,0.3504043126684636
all,3,3,1201170237,0.3253333333333333
all,3,3,1201565253,0.3253333333333333
all,3,3,1211334439,0.449438202247191
all,3,3,1218616460,0.3567567567567568
all,3,3,1218917431,0.42896935933147634
all,3,3,1222143675,0.3760217983651226
all,3,3,1223901321,0.5057471264367817
all,3,3,1226979448,0.20202020202020202
all,3,3,1233913320,0.2358974358974359
all,3,3,1237131333,0.15841584158415842
all,3,3,1239558035,0.13202933985330073
all,3,3,1244728759,0.23017902813299232
all,3,3,1246105016,0.2887139107611549
all,3,3,124711068,0.20202020202020202
all,3,3,1250181728,0.4222222222222222
all,3,3,1270720746,0.49142857142857144
all,3,3,1288751559,0.29473684210526313
all,3,3,1292333361,0.2358974358974359
all,3,3,1292918822,0.3760217983651226
all,3,3,1293461712,0.24742268041237114
all,3,3,1300823014,0.22448979591836735
all,3,3,1304407919,0.3567567567567568
all,3,3,1305376595,0.2532299741602067
all,3,3,1310759371,0.28272251308900526
all,3,3,1315379481,0.13202933985330073
all,3,3,1315459146,0.2649350649350649
all,3,3,1317062028,0.2532299741602067
all,3,3,1317484954,0.3504043126684636
all,3,3,1318721770,0.27676240208877284
all,3,3,1319364568,0.24742268041237114
all,3,3,1320567837,0.4022038567493113
all,3,3,1326000153,0.18546365914786966
