level,M,N,seed,compressionDistance
all,6,6,1001641798,0.3956043956043956
all,6,6,1004306364,0.6344410876132931
all,6,6,1013132103,0.49142857142857144
all,6,6,1022846210,0.527536231884058
all,6,6,1023722256,0.27676240208877284
all,6,6,1026922035,0.4632768361581921
all,6,6,1033480057,0.4843304843304843
all,6,6,1035811137,0.5129682997118156
all,6,6,1036474372,0.43575418994413406
all,6,6,103718413,0.4022038567493113
all,6,6,1037401273,0.30687830687830686
all,6,6,1038218488,0.4425770308123249
all,6,6,1038240813,0.1691542288557214
all,6,6,1041135095,0.3825136612021858
all,6,6,1052850471,0.5202312138728323
all,6,6,1059209602,0.4155124653739612
all,6,6,1062255042,0.5497076023391813
all,6,6,1064032374,0.3760217983651226
all,6,6,1064486697,0.3956043956043956
all,6,6,106587538,0.6186186186186187
all,6,6,1068183337,0.42896935933147634
all,6,6,1076245341,0.5129682997118156
all,6,6,1082073250,0.3695652173913043
all,6,6,1083026305,0.6186186186186187
all,6,6,1085132997,0.18
all,6,6,1085488272,0.5571847507331378
all,6,6,1087632942,0.3825136612021858
all,6,6,1094988923,0.4772727272727273
all,6,6,1096341932,0.4155124653739612
all,6,6,1099891794,0.4563380281690141
all,6,6,1107405273,0.3129973474801061
all,6,6,110889107,0.5202312138728323
all,6,6,1121515410,0.3695652173913043
all,6,6,112743658,0.4088397790055249
all,6,6,1128081783,0.3129973474801061
all,6,6,1130403943,0.38904109589041097
all,6,6,1135500214,0.4155124653739612
all,6,6,1138184120,0.2887139107611549
all,6,6,1139765352,0.5875370919881305
all,6,6,1142181782,0.3253333333333333
all,6,6,1153118460,0.29473684210526313
all,6,6,1154008721,0.3191489361702128
all,6,6,1157790512,0.36314363143631434
all,6,6,1161547704,0.3956043956043956
all,6,6,1163064016,0.20202020202020202
all,6,6,1164368824,0.49142857142857144
all,6,6,1166211825,0.3504043126684636
all,6,6,1174462524,0.027149321266968326
all,6,6,1175519146,0.3191489361702128
all,6,6,1182440019,0.4772727272727273
all,6,6,1184347117,0.6186186186186187
all,6,6,1189897559,0.6265060240963856
all,6,6,1201170237,0.2887139107611549
all,6,6,1201565253,0.24742268041237114
all,6,6,1218616460,0.42896935933147634
all,6,6,1218917431,0.05660377358490566
all,6,6,1222143675,0.2131979695431472
all,6,6,1226275373,0.498567335243553
all,6,6,1226979448,0.38904109589041097
all,6,6,1233913320,0.2708333333333333
all,6,6,1235501548,0.4843304843304843
all,6,6,1239558035,0.3956043956043956
all,6,6,1246105016,0.11650485436893204
all,6,6,124711068,0.4155124653739612
all,6,6,1270720746,0.27676240208877284
all,6,6,1286700257,0.20202020202020202
all,6,6,1288215810,0.18
all,6,6,1288751559,0.3129973474801061
all,6,6,1291783535,0.20759493670886076
all,6,6,1292333361,0.49142857142857144
all,6,6,1293461712,0.09112709832134293
all,6,6,1300823014,0.5571847507331378
all,6,6,1304407919,0.3567567567567568
all,6,6,1305376595,0.49142857142857144
all,6,6,1310759371,0.4088397790055249
all,6,6,1315379481,0.4772727272727273
all,6,6,1315459146,0.3378016085790885
all,6,6,1317062028,0.5497076023391813
all,6,6,1317484954,0.12682926829268293
all,6,6,1318180947,0.6186186186186187
all,6,6,1319364568,0.3007915567282322
all,6,6,1320567837,0.43575418994413406
all,6,6,1326000153,0.36314363143631434
all,6,6,1336493410,0.5422740524781341
all,6,6,1337026208,0.49142857142857144
all,6,6,1339626390,0.4425770308123249
all,6,6,1339932215,0.4702549575070821
all,6,6,1341796865,0.3825136612021858
all,6,6,1344745010,0.49142857142857144
all,6,6,1348972292,0.6186186186186187
all,6,6,1351344834,0.527536231884058
all,6,6,1352097030,0.527536231884058
all,6,6,1354571885,0.4088397790055249
all,6,6,1355696803,0.3253333333333333
all,6,6,1356823191,0.3378016085790885
all,6,6,1360479120,0.10845986984815618
all,6,6,1360595726,0.3956043956043956
all,6,6,1362529068,0.5875370919881305
all,6,6,1367920983,0.4772727272727273
all,6,6,1370452686,0.2887139107611549
all,6,6,1371795951,0.5422740524781341
all,6,6,137493304,0.4425770308123249
all,6,6,1375056305,0.3760217983651226
all,6,6,1380206301,0.449438202247191
all,6,6,138257890,0.3567567567567568
all,6,6,1393337317,0.3315508021390374
all,6,6,1396239170,0.4155124653739612
all,6,6,1397766369,0.24742268041237114
all,6,6,1398092379,0.4702549575070821
all,6,6,1409932949,0.4702549575070821
all,6,6,1411552849,0.6585365853658537
all,6,6,1411736710,0.23017902813299232
all,6,6,1411740561,0.3191489361702128
all,6,6,1412314167,0.498567335243553
all,6,6,1415951383,0.4425770308123249
all,6,6,1417221407,0.3567567567567568
all,6,6,1417484602,0.1964735516372796
all,6,6,1419094134,0.49142857142857144
all,6,6,1420211928,0.5875370919881305
all,6,6,1423682194,0.5571847507331378
all,6,6,1424869980,0.3825136612021858
all,6,6,142497295,0.4425770308123249
all,6,6,1430247905,0.3956043956043956
all,6,6,1431277483,0.3253333333333333
all,6,6,1440176088,0.4563380281690141
all,6,6,1453438136,0.4022038567493113
all,6,6,1457672976,0.5497076023391813
all,6,6,1459827370,0.4425770308123249
all,6,6,1460318742,0.5348837209302325
all,6,6,1460988487,0.43575418994413406
all,6,6,1461249056,0.4843304843304843
all,6,6,1480296753,0.5571847507331378
all,6,6,1482196585,0.25906735751295334
all,6,6,1483337579,0.42896935933147634
all,6,6,1486300823,0.43575418994413406
all,6,6,1489522858,0.498567335243553
all,6,6,14936278,0.4425770308123249
all,6,6,1497529937,0.4843304843304843
all,6,6,1504225597,0.05790645879732739
all,6,6,150604100,0.0091324200913242
all,6,6,1507258094,0.27676240208877284
all,6,6,1509632501,0.498567335243553
all,6,6,1512170075,0.3760217983651226
all,6,6,1513047029,0.4222222222222222
all,6,6,1517749108,0.498567335243553
all,6,6,152517913,0.4563380281690141
all,6,6,1531151360,0.5798816568047337
all,6,6,1533832136,0.25906735751295334
all,6,6,1536985943,0.14250614250614252
all,6,6,1540822946,0.20759493670886076
all,6,6,1542757796,0.3253333333333333
all,6,6,1544125195,0.4088397790055249
all,6,6,1548060002,0.4155124653739612
all,6,6,1554856959,0.6107784431137725
all,6,6,15576454,0.10434782608695652
all,6,6,1558620065,0.3253333333333333
all,6,6,1560665819,0.6029850746268657
all,6,6,1563161544,0.3825136612021858
all,6,6,1566290996,0.3760217983651226
all,6,6,1567196103,0.4088397790055249
all,6,6,1570020736,0.4088397790055249
all,6,6,1574474500,0.4155124653739612
all,6,6,15748236,0.5875370919881305
all,6,6,158096177,0.4772727272727273
all,6,6,1588781947,0.3760217983651226
all,6,6,159039989,0.21882951653944022
all,6,6,1592441808,0.4772727272727273
all,6,6,1603146689,0.5057471264367817
all,6,6,1603190713,0.3253333333333333
all,6,6,160467324,0.0861244019138756
