level,M,N,seed,completionPct
all,1,16,1001641798,1.00
all,1,16,1004306364,0.81
all,1,16,1010978582,1.00
all,1,16,1022846210,0.17
all,1,16,1023722256,1.00
all,1,16,1033480057,0.31
all,1,16,1036474372,0.30
all,1,16,1037401273,0.17
all,1,16,1038218488,0.89
all,1,16,1038240813,0.02
all,1,16,1041135095,1.00
all,1,16,1052850471,1.00
all,1,16,1053293722,1.00
all,1,16,1059209602,0.30
all,1,16,1061751410,1.00
all,1,16,1062255042,1.00
all,1,16,1064032374,0.63
all,1,16,1064486697,0.10
all,1,16,106587538,0.36
all,1,16,1068183337,1.00
all,1,16,1082073250,1.00
all,1,16,1083026305,0.89
all,1,16,1093253708,1.00
all,1,16,1094988923,1.00
all,1,16,1096341932,1.00
all,1,16,1099891794,0.06
all,1,16,1108994755,1.00
all,1,16,1116182691,1.00
all,1,16,1121515410,0.71
all,1,16,112743658,0.31
all,1,16,1128081783,1.00
all,1,16,1130403943,1.00
all,1,16,1135500214,1.00
all,1,16,1138184120,1.00
all,1,16,1139765352,0.27
all,1,16,1142181782,0.21
all,1,16,1154008721,1.00
all,1,16,1157790512,1.00
all,1,16,1161547704,1.00
all,1,16,1164368824,0.34
all,1,16,1174427787,1.00
all,1,16,1174462524,1.00
all,1,16,1175519146,1.00
all,1,16,1182202028,1.00
all,1,16,1182440019,1.00
all,1,16,1201170237,1.00
all,1,16,1201565253,1.00
all,1,16,1211334439,1.00
all,1,16,1218616460,0.92
all,1,16,1218917431,1.00
all,1,16,1222143675,1.00
all,1,16,1223901321,0.63
all,1,16,1226275373,1.00
all,1,16,1226979448,0.13
all,1,16,1233913320,1.00
all,1,16,1237131333,1.00
all,1,16,1239558035,1.00
all,1,16,1244728759,1.00
all,1,16,1246105016,1.00
all,1,16,124711068,0.33
all,1,16,1250181728,0.94
all,1,16,1270720746,1.00
all,1,16,1288215810,1.00
all,1,16,1288751559,1.00
all,1,16,1292333361,1.00
all,1,16,1292918822,1.00
all,1,16,1293461712,1.00
all,1,16,1300823014,1.00
all,1,16,1304407919,0.42
all,1,16,1305376595,1.00
all,1,16,1310759371,1.00
all,1,16,1315379481,0.06
all,1,16,1315459146,0.59
all,1,16,1317062028,1.00
all,1,16,1317484954,1.00
all,1,16,1318180947,0.75
all,1,16,1318721770,0.80
all,1,16,1319364568,1.00
all,1,16,1320567837,1.00
all,1,16,1326000153,1.00
all,1,16,1336493410,0.26
all,1,16,1337026208,1.00
all,1,16,1341796865,1.00
all,1,16,1348972292,1.00
all,1,16,1351344834,1.00
all,1,16,1354571885,1.00
all,1,16,1355696803,0.08
all,1,16,1356823191,0.15
all,1,16,1360479120,1.00
all,1,16,1360595726,0.41
all,1,16,1367920983,0.14
all,1,16,1370452686,1.00
all,1,16,1371795951,1.00
all,1,16,137493304,1.00
all,1,16,1375056305,1.00
all,1,16,1380206301,0.83
all,1,16,138257890,1.00
all,1,16,1390070123,1.00
all,1,16,1397766369,0.94
all,1,16,1409932949,1.00
all,1,16,1410120414,1.00
all,1,16,1411552849,0.31
all,1,16,1411736710,0.17
all,1,16,1411740561,0.62
all,1,16,1412314167,1.00
all,1,16,1414909128,1.00
all,1,16,1415951383,1.00
all,1,16,1417221407,0.01
all,1,16,1417484602,1.00
all,1,16,1420211928,1.00
all,1,16,1423060993,1.00
all,1,16,1423682194,1.00
all,1,16,1424869980,0.64
all,1,16,142497295,0.39
all,1,16,1430247905,1.00
all,1,16,1431277483,1.00
all,1,16,1440176088,1.00
all,1,16,1444118058,0.52
all,1,16,1453438136,1.00
