level,M,N,seed,completionPct
all,6,6,1001641798,1.00
all,6,6,1004306364,0.88
all,6,6,1013132103,1.00
all,6,6,1022846210,1.00
all,6,6,1023722256,0.54
all,6,6,1026922035,1.00
all,6,6,1033480057,1.00
all,6,6,1035811137,1.00
all,6,6,1036474372,1.00
all,6,6,103718413,0.87
all,6,6,1037401273,0.77
all,6,6,1038218488,1.00
all,6,6,1038240813,1.00
all,6,6,1041135095,1.00
all,6,6,1052850471,1.00
all,6,6,1059209602,1.00
all,6,6,1062255042,0.19
all,6,6,1064032374,1.00
all,6,6,1064486697,1.00
all,6,6,106587538,1.00
all,6,6,1068183337,1.00
all,6,6,1076245341,1.00
all,6,6,1082073250,1.00
all,6,6,1083026305,1.00
all,6,6,1085132997,1.00
all,6,6,1085488272,1.00
all,6,6,1087632942,1.00
all,6,6,1094988923,1.00
all,6,6,1096341932,1.00
all,6,6,1099891794,1.00
all,6,6,1107405273,0.10
all,6,6,110889107,1.00
all,6,6,1121515410,1.00
all,6,6,112743658,1.00
all,6,6,1128081783,1.00
all,6,6,1130403943,1.00
all,6,6,1135500214,1.00
all,6,6,1138184120,1.00
all,6,6,1139765352,1.00
all,6,6,1142181782,1.00
all,6,6,1153118460,1.00
all,6,6,1154008721,1.00
all,6,6,1157790512,1.00
all,6,6,1161547704,1.00
all,6,6,1163064016,0.68
all,6,6,1164368824,1.00
all,6,6,1166211825,1.00
all,6,6,1174462524,0.33
all,6,6,1175519146,1.00
all,6,6,1182440019,1.00
all,6,6,1184347117,1.00
all,6,6,1189897559,1.00
all,6,6,1201170237,1.00
all,6,6,1201565253,1.00
all,6,6,1218616460,0.90
all,6,6,1218917431,0.87
all,6,6,1222143675,1.00
all,6,6,1226275373,1.00
all,6,6,1226979448,1.00
all,6,6,1233913320,1.00
all,6,6,1235501548,1.00
all,6,6,1239558035,1.00
all,6,6,1246105016,1.00
all,6,6,124711068,1.00
all,6,6,1270720746,1.00
all,6,6,1286700257,1.00
all,6,6,1288215810,1.00
all,6,6,1288751559,0.52
all,6,6,1291783535,0.30
all,6,6,1292333361,1.00
all,6,6,1293461712,1.00
all,6,6,1300823014,1.00
all,6,6,1304407919,1.00
all,6,6,1305376595,1.00
all,6,6,1310759371,1.00
all,6,6,1315379481,1.00
all,6,6,1315459146,1.00
all,6,6,1317062028,1.00
all,6,6,1317484954,0.70
all,6,6,1318180947,1.00
all,6,6,1319364568,1.00
all,6,6,1320567837,1.00
all,6,6,1326000153,1.00
all,6,6,1336493410,1.00
all,6,6,1337026208,1.00
