level,M,N,seed,completionPct
13modified,1,1,100334696,0.35
13modified,1,1,1005713264,1.00
13modified,1,1,1010932164,0.12
13modified,1,1,1012869568,0.27
13modified,1,1,1021967227,0.63
13modified,1,1,1033033434,0.21
13modified,1,1,1033854624,0.08
13modified,1,1,1034628327,0.08
13modified,1,1,1041640248,0.11
13modified,1,1,1042768624,0.48
13modified,1,1,1044706667,0.18
13modified,1,1,1045197443,0.08
13modified,1,1,1045985721,0.21
13modified,1,1,1049469142,0.90
13modified,1,1,104993245,0.28
13modified,1,1,1051467736,0.39
13modified,1,1,1055293516,0.41
13modified,1,1,106470709,0.12
13modified,1,1,1066819082,1.00
13modified,1,1,1071405622,0.18
13modified,1,1,1072816653,0.08
13modified,1,1,1074205656,0.64
13modified,1,1,107858546,1.00
13modified,1,1,1081831131,0.82
13modified,1,1,1085292328,1.00
13modified,1,1,1086993038,0.45
13modified,1,1,1090021741,0.85
13modified,1,1,1095229560,1.00
13modified,1,1,1099242507,0.08
13modified,1,1,1119739660,0.10
13modified,1,1,1119913660,0.57
13modified,1,1,1121788155,0.09
13modified,1,1,1122891000,0.13
13modified,1,1,1123116722,1.00
13modified,1,1,1125748041,0.25
13modified,1,1,112714695,0.18
13modified,1,1,112803900,0.09
13modified,1,1,1131392376,0.41
13modified,1,1,1137791056,0.21
13modified,1,1,1140268074,1.00
13modified,1,1,1142192008,0.30
13modified,1,1,1149310547,0.66
13modified,1,1,1149395731,1.00
13modified,1,1,1149675945,0.08
13modified,1,1,1151948236,0.48
13modified,1,1,1159043200,0.16
13modified,1,1,1167164095,0.29
13modified,1,1,1168528864,0.25
13modified,1,1,1170387944,1.00
13modified,1,1,1170753960,0.39
13modified,1,1,1183217684,0.08
13modified,1,1,1183839141,1.00
13modified,1,1,1186326919,0.19
13modified,1,1,1198305612,0.10
13modified,1,1,1200800358,0.21
13modified,1,1,1205118578,0.42
13modified,1,1,1208064624,1.00
13modified,1,1,1208894535,0.37
13modified,1,1,1220846468,0.49
13modified,1,1,1222949588,0.15
13modified,1,1,1232002747,0.38
13modified,1,1,1235717330,0.38
13modified,1,1,1235792259,0.81
13modified,1,1,123988852,0.56
13modified,1,1,1240105649,0.13
13modified,1,1,1245146245,0.23
13modified,1,1,12481666,0.08
13modified,1,1,1248990245,0.16
13modified,1,1,1271901802,0.66
13modified,1,1,1284670388,0.21
13modified,1,1,128849205,0.21
13modified,1,1,1294751766,0.06
13modified,1,1,1295454644,0.22
13modified,1,1,1299476798,0.46
13modified,1,1,1300485353,0.08
13modified,1,1,1305346275,0.93
13modified,1,1,130581915,0.11
13modified,1,1,1306616824,0.22
13modified,1,1,1308353909,0.22
13modified,1,1,1308551323,0.68
13modified,1,1,1315827889,0.24
13modified,1,1,1317356462,0.67
13modified,1,1,1318081265,0.08
13modified,1,1,1321452978,0.25
13modified,1,1,1322707071,0.46
13modified,1,1,1327951166,0.13
13modified,1,1,1334016119,0.13
13modified,1,1,1336996873,0.66
13modified,1,1,1342400852,1.00
13modified,1,1,1343326420,0.75
13modified,1,1,134574967,0.65
13modified,1,1,1347620170,0.37
13modified,1,1,1350246726,1.00
