level,M,N,seed,completionPct
all,1,1,1001641798,1.00
all,1,1,1004306364,1.00
all,1,1,1010978582,1.00
all,1,1,1022846210,1.00
all,1,1,1023722256,0.87
all,1,1,1033480057,1.00
all,1,1,1036474372,1.00
all,1,1,1037401273,1.00
all,1,1,1038218488,1.00
all,1,1,1038240813,1.00
all,1,1,1041135095,1.00
all,1,1,1052850471,1.00
all,1,1,1053293722,0.32
all,1,1,1059209602,0.69
all,1,1,1061751410,0.22
all,1,1,1062255042,1.00
all,1,1,1064032374,1.00
all,1,1,1064486697,1.00
all,1,1,106587538,1.00
all,1,1,1068183337,0.13
all,1,1,1082073250,1.00
all,1,1,1083026305,1.00
all,1,1,1093253708,1.00
all,1,1,1094988923,1.00
all,1,1,1096341932,1.00
all,1,1,1099891794,1.00
all,1,1,1108994755,1.00
all,1,1,1116182691,1.00
all,1,1,1121515410,1.00
all,1,1,112743658,0.05
all,1,1,1128081783,1.00
all,1,1,1130403943,1.00
all,1,1,1135500214,1.00
all,1,1,1138184120,1.00
all,1,1,1139765352,1.00
all,1,1,1142181782,1.00
all,1,1,1154008721,1.00
all,1,1,1157790512,0.64
all,1,1,1161547704,0.68
all,1,1,1164368824,0.03
all,1,1,1174427787,1.00
all,1,1,1174462524,1.00
all,1,1,1175519146,1.00
all,1,1,1182202028,1.00
all,1,1,1182440019,1.00
all,1,1,1201170237,1.00
all,1,1,1201565253,0.22
all,1,1,1211334439,1.00
all,1,1,1218616460,1.00
all,1,1,1218917431,1.00
all,1,1,1222143675,1.00
all,1,1,1223901321,0.98
all,1,1,1226275373,1.00
all,1,1,1226979448,0.12
all,1,1,1233913320,0.12
all,1,1,1237131333,1.00
all,1,1,1239558035,1.00
all,1,1,1244728759,1.00
all,1,1,1246105016,1.00
all,1,1,124711068,1.00
all,1,1,1250181728,0.18
all,1,1,1270720746,1.00
all,1,1,1288215810,0.90
all,1,1,1288751559,0.36
all,1,1,1292333361,1.00
all,1,1,1292918822,0.32
all,1,1,1293461712,1.00
all,1,1,1300823014,1.00
all,1,1,1304407919,1.00
all,1,1,1305376595,1.00
all,1,1,1310759371,1.00
all,1,1,1315379481,1.00
all,1,1,1315459146,1.00
all,1,1,1317062028,1.00
all,1,1,1317484954,1.00
all,1,1,1318180947,0.08
all,1,1,1318721770,1.00
all,1,1,1319364568,0.68
all,1,1,1320567837,1.00
all,1,1,1326000153,1.00
all,1,1,1336493410,0.09
all,1,1,1337026208,1.00
all,1,1,1341796865,1.00
all,1,1,1348972292,1.00
all,1,1,1351344834,1.00
all,1,1,1354571885,1.00
all,1,1,1355696803,0.77
all,1,1,1356823191,1.00
all,1,1,1360479120,1.00
all,1,1,1360595726,0.76
all,1,1,1367920983,1.00
all,1,1,1370452686,1.00
all,1,1,1371795951,0.94
all,1,1,137493304,1.00
all,1,1,1375056305,0.69
all,1,1,1380206301,0.98
all,1,1,138257890,1.00
all,1,1,1390070123,1.00
all,1,1,1397766369,0.47
all,1,1,1409932949,1.00
all,1,1,1410120414,1.00
all,1,1,1411552849,0.05
all,1,1,1411736710,1.00
all,1,1,1411740561,1.00
all,1,1,1412314167,1.00
all,1,1,1414909128,1.00
all,1,1,1415951383,1.00
all,1,1,1417221407,1.00
all,1,1,1417484602,1.00
all,1,1,1420211928,1.00
all,1,1,1423060993,1.00
all,1,1,1423682194,1.00
all,1,1,1424869980,1.00
all,1,1,142497295,0.30
all,1,1,1430247905,1.00
all,1,1,1431277483,1.00
all,1,1,1440176088,1.00
all,1,1,1444118058,1.00
all,1,1,1453438136,1.00
all,1,1,1457672976,1.00
all,1,1,1459827370,1.00
all,1,1,1460988487,0.42
all,1,1,1461249056,1.00
all,1,1,1480296753,1.00
all,1,1,1483337579,1.00
all,1,1,1486300823,1.00
all,1,1,1497824864,1.00
all,1,1,1504225597,0.82
all,1,1,1504822265,1.00
all,1,1,150604100,1.00
all,1,1,1507258094,0.26
all,1,1,1509632501,1.00
all,1,1,1512170075,1.00
all,1,1,1513047029,1.00
all,1,1,1518358220,0.71
all,1,1,1518938308,0.54
all,1,1,1523850398,1.00
all,1,1,152517913,0.22
all,1,1,1526915281,1.00
all,1,1,1529081495,1.00
all,1,1,1531151360,0.11
all,1,1,1533832136,1.00
all,1,1,1536985943,0.08
all,1,1,1540822946,1.00
all,1,1,1542757796,1.00
all,1,1,1544125195,0.40
all,1,1,1548060002,0.26
all,1,1,1550570586,0.40
all,1,1,1554121271,1.00
all,1,1,1554856959,1.00
all,1,1,1558458571,1.00
all,1,1,1558620065,1.00
all,1,1,1558744933,0.58
all,1,1,1560665819,1.00
all,1,1,1563161544,0.89
all,1,1,1566290996,1.00
all,1,1,1567196103,1.00
all,1,1,1570020736,1.00
all,1,1,1574474500,1.00
all,1,1,15748236,0.54
all,1,1,158096177,0.77
all,1,1,1588781947,1.00
all,1,1,1592441808,1.00
all,1,1,1603146689,0.82
all,1,1,1603190713,0.60
all,1,1,160467324,1.00
all,1,1,1607319672,1.00
all,1,1,1620304846,1.00
all,1,1,1626218762,0.21
all,1,1,1628223853,1.00
all,1,1,1628951581,1.00
all,1,1,1631665248,1.00
all,1,1,163283632,1.00
all,1,1,164235501,0.29
all,1,1,1643328992,1.00
all,1,1,164852610,0.91
all,1,1,1656959271,1.00
all,1,1,1658142994,1.00
all,1,1,1668855359,0.71
all,1,1,1669481184,1.00
all,1,1,1671092238,0.40
all,1,1,1672264654,0.19
all,1,1,1674872915,0.17
all,1,1,1678038194,1.00
all,1,1,1685411538,1.00
all,1,1,1694120380,1.00
all,1,1,1702785442,0.76
all,1,1,1704858203,1.00
all,1,1,1712995159,1.00
all,1,1,1718825415,1.00
all,1,1,1726355006,1.00
all,1,1,1727614195,1.00
all,1,1,1729283793,1.00
all,1,1,1731241459,1.00
all,1,1,173324371,1.00
all,1,1,1734983820,0.07
all,1,1,1736927955,0.90
all,1,1,1741266142,0.59
