level,M,N,seed,completionPct
all,3,3,1001641798,0.09
all,3,3,1004306364,0.17
all,3,3,1010978582,0.11
all,3,3,1022846210,0.15
all,3,3,1023722256,0.23
all,3,3,1033480057,0.11
all,3,3,1036474372,0.17
all,3,3,1037401273,0.30
all,3,3,1038218488,0.16
all,3,3,1038240813,0.16
all,3,3,1041135095,0.18
all,3,3,1052850471,0.08
all,3,3,1053293722,0.10
all,3,3,1059209602,0.11
all,3,3,1061751410,0.11
all,3,3,1062255042,0.25
all,3,3,1064032374,0.17
all,3,3,1064486697,0.16
all,3,3,106587538,0.11
all,3,3,1068183337,0.25
all,3,3,1082073250,0.38
all,3,3,1083026305,0.23
all,3,3,1093253708,0.23
all,3,3,1094988923,0.18
all,3,3,1096341932,0.11
all,3,3,1099891794,0.41
all,3,3,110889107,0.14
all,3,3,1108994755,0.12
all,3,3,1116182691,0.24
all,3,3,1121515410,0.11
all,3,3,112743658,0.10
all,3,3,1128081783,0.11
all,3,3,1130403943,0.23
all,3,3,1135500214,0.11
all,3,3,1138184120,0.12
all,3,3,1139765352,0.21
all,3,3,1142181782,0.18
all,3,3,1154008721,0.33
all,3,3,1157790512,0.13
all,3,3,1161547704,0.09
all,3,3,1164368824,0.16
all,3,3,1174427787,0.11
all,3,3,1174462524,0.11
all,3,3,1175519146,0.14
all,3,3,1182202028,0.11
all,3,3,1182440019,0.17
all,3,3,1201170237,0.28
all,3,3,1201565253,0.11
all,3,3,1211334439,0.11
all,3,3,1218616460,0.15
all,3,3,1218917431,0.19
all,3,3,1222143675,0.14
all,3,3,1223901321,0.11
all,3,3,1226979448,0.26
all,3,3,1233913320,0.20
all,3,3,1237131333,0.11
all,3,3,1239558035,0.12
all,3,3,1244728759,0.17
all,3,3,1246105016,0.14
all,3,3,124711068,0.20
all,3,3,1250181728,0.29
all,3,3,1270720746,0.14
all,3,3,1288751559,0.11
all,3,3,1292333361,0.29
all,3,3,1292918822,0.11
all,3,3,1293461712,0.11
all,3,3,1300823014,0.10
all,3,3,1304407919,0.27
all,3,3,1305376595,0.10
all,3,3,1310759371,0.32
all,3,3,1315379481,0.12
all,3,3,1315459146,0.28
all,3,3,1317062028,0.17
all,3,3,1317484954,0.17
all,3,3,1318721770,0.11
all,3,3,1319364568,0.14
all,3,3,1320567837,0.20
all,3,3,1326000153,0.19
all,3,3,1336493410,0.20
all,3,3,1337026208,0.37
all,3,3,1341796865,0.16
all,3,3,1348972292,0.27
all,3,3,1351344834,0.12
all,3,3,1354571885,0.15
all,3,3,1355696803,0.15
all,3,3,1356823191,0.11
all,3,3,1360479120,0.19
all,3,3,1360595726,0.27
all,3,3,1367920983,0.17
all,3,3,1370452686,0.14
all,3,3,1371795951,0.19
all,3,3,137493304,0.32
all,3,3,1375056305,0.26
all,3,3,1380206301,0.11
all,3,3,138257890,0.34
all,3,3,1390070123,0.14
all,3,3,1397766369,0.24
all,3,3,1409932949,0.11
all,3,3,1410120414,0.11
all,3,3,1411552849,0.22
all,3,3,1411736710,0.17
all,3,3,1412314167,0.11
all,3,3,1415951383,0.11
all,3,3,1417221407,0.20
all,3,3,1417484602,0.11
all,3,3,1420211928,0.20
all,3,3,1423060993,0.11
all,3,3,1423682194,0.09
all,3,3,1424869980,0.14
all,3,3,142497295,0.17
all,3,3,1430247905,0.14
all,3,3,1431277483,0.22
all,3,3,1440176088,0.19
