level,M,N,seed,completionPct
13modified,3,3,1000747388,0.17
13modified,3,3,1003230641,0.25
13modified,3,3,1004940999,0.21
13modified,3,3,100632844,0.22
13modified,3,3,1006707556,0.29
13modified,3,3,1009107826,0.16
13modified,3,3,1011428303,0.17
13modified,3,3,1018544641,0.16
13modified,3,3,1037350528,0.19
13modified,3,3,1037670259,0.17
13modified,3,3,1038671244,0.17
13modified,3,3,1038883129,0.16
13modified,3,3,1039987872,0.17
13modified,3,3,105140421,0.16
13modified,3,3,1053579526,0.17
13modified,3,3,1055229966,0.23
13modified,3,3,1057874518,0.30
13modified,3,3,1058957375,0.20
13modified,3,3,1060892191,0.17
13modified,3,3,1065451971,0.28
13modified,3,3,1066219829,0.28
13modified,3,3,1069714731,0.17
13modified,3,3,1072641056,0.16
13modified,3,3,1072824859,0.30
13modified,3,3,1073055339,0.17
13modified,3,3,1073272961,0.17
13modified,3,3,107671954,0.47
13modified,3,3,107769627,0.17
13modified,3,3,1078305007,0.23
13modified,3,3,1080834013,0.34
13modified,3,3,1082260539,0.17
13modified,3,3,1082314175,0.23
13modified,3,3,1090707737,0.17
13modified,3,3,1097519480,0.17
13modified,3,3,1099272658,0.17
13modified,3,3,1110677252,0.17
13modified,3,3,1114759178,0.16
13modified,3,3,1120843921,0.20
13modified,3,3,1121071924,0.16
13modified,3,3,1130362085,0.34
13modified,3,3,1130953896,0.16
13modified,3,3,1134735971,0.25
13modified,3,3,1138437632,0.40
13modified,3,3,1143661877,0.23
13modified,3,3,1145786771,0.17
13modified,3,3,1146297808,0.17
13modified,3,3,1162822678,0.36
13modified,3,3,116667107,0.36
13modified,3,3,1169013744,0.29
13modified,3,3,1181772620,0.16
13modified,3,3,1185837477,0.30
13modified,3,3,1193129330,0.23
13modified,3,3,1200158203,0.16
13modified,3,3,1200935411,0.25
13modified,3,3,1205388612,0.17
13modified,3,3,1206478818,0.26
13modified,3,3,1206750499,0.20
13modified,3,3,1207503318,0.16
13modified,3,3,1207800718,0.23
13modified,3,3,1208209113,0.17
13modified,3,3,1212781919,0.27
13modified,3,3,1219764183,0.17
13modified,3,3,1220312016,0.46
13modified,3,3,1225165832,0.17
13modified,3,3,1226043139,0.30
13modified,3,3,1233831511,0.24
13modified,3,3,1242933758,0.16
13modified,3,3,1247590471,0.17
13modified,3,3,1265546259,0.34
13modified,3,3,1275908440,0.22
13modified,3,3,1278191166,0.16
13modified,3,3,1281877312,0.17
13modified,3,3,1282893305,0.28
13modified,3,3,128554622,0.17
13modified,3,3,1298625708,0.17
13modified,3,3,1308307336,0.17
13modified,3,3,1317277335,0.17
13modified,3,3,1319673534,0.16
13modified,3,3,1330019984,0.16
13modified,3,3,133965900,0.15
13modified,3,3,1341224127,0.21
13modified,3,3,1344434153,0.20
13modified,3,3,134482399,0.16
13modified,3,3,1348875106,0.16
13modified,3,3,1357005491,0.17
13modified,3,3,137018277,0.25
13modified,3,3,1370627658,0.31
13modified,3,3,1374715224,0.23
13modified,3,3,1387151890,0.25
13modified,3,3,1388935252,0.17
13modified,3,3,1390842545,0.28
13modified,3,3,1392097658,0.29
13modified,3,3,1398201667,0.20
13modified,3,3,1400802000,0.17
13modified,3,3,1416567742,0.17
13modified,3,3,1421984618,0.17
13modified,3,3,143632992,0.16
13modified,3,3,143660773,0.17
13modified,3,3,1440739017,0.16
13modified,3,3,1444009553,0.20
13modified,3,3,1445201825,0.21
13modified,3,3,1449430967,0.17
13modified,3,3,1451545910,0.28
13modified,3,3,145729422,0.17
13modified,3,3,146168440,0.26
13modified,3,3,1463889962,0.21
13modified,3,3,1466552672,0.21
13modified,3,3,1467157173,0.17
13modified,3,3,1470474437,0.17
13modified,3,3,1476470986,0.17
13modified,3,3,1480704826,0.17
13modified,3,3,1481164812,0.21
13modified,3,3,1482543931,0.21
13modified,3,3,1483461119,0.23
13modified,3,3,1484841715,0.20
13modified,3,3,1485784693,0.33
13modified,3,3,1490363130,0.16
13modified,3,3,1499413564,0.17
13modified,3,3,1504088547,0.25
13modified,3,3,1504340417,0.17
13modified,3,3,1505353724,0.35
13modified,3,3,1507616277,0.22
13modified,3,3,1509155999,0.28
13modified,3,3,1509984666,0.16
13modified,3,3,1515981365,0.21
13modified,3,3,1519299415,0.17
13modified,3,3,1520772872,0.16
13modified,3,3,1524481216,0.20
13modified,3,3,1527795885,0.17
13modified,3,3,1528039779,0.17
13modified,3,3,1530286851,0.25
13modified,3,3,1534192257,0.18
13modified,3,3,1535558285,0.16
13modified,3,3,1547037443,0.22
13modified,3,3,1550685533,0.16
13modified,3,3,1551681087,0.17
13modified,3,3,1561697930,0.21
13modified,3,3,1561848847,0.17
13modified,3,3,1565474021,0.16
13modified,3,3,1567392547,0.25
13modified,3,3,1567891758,0.17
13modified,3,3,1573356077,0.21
13modified,3,3,1587608360,0.33
13modified,3,3,1591825128,0.20
13modified,3,3,1592220142,0.22
13modified,3,3,1593907694,0.29
13modified,3,3,1609519136,0.23
13modified,3,3,1614158745,0.24
13modified,3,3,1617428679,0.30
13modified,3,3,161936749,0.28
13modified,3,3,1626532505,0.24
13modified,3,3,162747135,0.26
13modified,3,3,1632100205,0.32
13modified,3,3,1639257339,0.17
13modified,3,3,1640161236,0.27
13modified,3,3,1644538910,0.17
13modified,3,3,1645231976,0.48
13modified,3,3,1645586294,0.17
13modified,3,3,1648411373,0.21
13modified,3,3,1648969040,0.47
13modified,3,3,1656406480,0.36
13modified,3,3,1658976100,0.17
13modified,3,3,166026717,0.31
13modified,3,3,1660368022,0.23
13modified,3,3,1661436122,0.40
13modified,3,3,1667762407,0.45
13modified,3,3,166959396,0.42
13modified,3,3,1678354020,0.28
13modified,3,3,1681939819,0.26
13modified,3,3,1682069719,0.17
13modified,3,3,1683880603,0.19
13modified,3,3,1692126121,0.26
13modified,3,3,169873061,0.21
13modified,3,3,1700244166,0.17
13modified,3,3,1708144132,0.35
13modified,3,3,170946242,0.15
13modified,3,3,1714568883,0.20
13modified,3,3,1717605128,0.17
13modified,3,3,1720836988,0.40
13modified,3,3,1721435834,0.20
13modified,3,3,1724000819,0.35
13modified,3,3,1737978195,0.32
13modified,3,3,1755142440,0.17
13modified,3,3,1755853177,0.24
13modified,3,3,1756074721,0.21
13modified,3,3,1762761537,0.17
13modified,3,3,1766255356,0.17
13modified,3,3,1766958145,0.23
13modified,3,3,1768952533,0.17
