level,M,N,seed,completionPct
13modified,5,5,1000747388,0.39
13modified,5,5,1004940999,0.39
13modified,5,5,100632844,0.78
13modified,5,5,1006707556,0.39
13modified,5,5,1009107826,0.39
13modified,5,5,1009229447,0.39
13modified,5,5,1018544641,0.39
13modified,5,5,102280803,0.39
13modified,5,5,1037670259,0.39
13modified,5,5,1038671244,0.39
13modified,5,5,1038883129,0.39
13modified,5,5,1039987872,0.39
13modified,5,5,105140421,0.50
13modified,5,5,1053579526,0.39
13modified,5,5,1055229966,0.39
13modified,5,5,1057874518,0.39
13modified,5,5,1058957375,0.39
13modified,5,5,1065451971,0.39
13modified,5,5,1069714731,0.39
13modified,5,5,1072641056,0.39
13modified,5,5,1072824859,0.39
13modified,5,5,1073055339,0.39
13modified,5,5,1073272961,0.39
13modified,5,5,1078305007,0.39
13modified,5,5,1082260539,0.39
13modified,5,5,1087559589,0.78
13modified,5,5,10889602,0.39
13modified,5,5,1090707737,0.39
13modified,5,5,1097519480,0.39
13modified,5,5,1099272658,0.39
13modified,5,5,1110677252,0.39
13modified,5,5,1120843921,0.39
13modified,5,5,1121071924,0.39
13modified,5,5,1123957625,0.39
13modified,5,5,1130362085,0.39
13modified,5,5,1130953896,0.39
13modified,5,5,113625682,0.39
13modified,5,5,1138437632,0.39
13modified,5,5,1143661877,0.39
13modified,5,5,1145786771,0.39
13modified,5,5,1147801063,0.39
13modified,5,5,1162822678,0.78
13modified,5,5,1169013744,0.39
13modified,5,5,1171550889,0.39
13modified,5,5,1181772620,0.39
13modified,5,5,1185837477,0.39
13modified,5,5,119306034,0.39
13modified,5,5,1200158203,0.39
13modified,5,5,1200935411,0.39
13modified,5,5,1205388612,0.39
13modified,5,5,1206478818,0.39
13modified,5,5,1207503318,0.39
13modified,5,5,1207800718,0.39
13modified,5,5,1208209113,0.39
13modified,5,5,1212781919,0.39
13modified,5,5,1219764183,0.68
13modified,5,5,1220312016,0.39
13modified,5,5,1225165832,0.45
13modified,5,5,1226043139,0.39
13modified,5,5,1233831511,0.39
13modified,5,5,1242933758,0.39
13modified,5,5,1247590471,0.39
13modified,5,5,1252622799,0.39
13modified,5,5,1260255782,0.39
13modified,5,5,1265546259,0.39
13modified,5,5,1266488720,0.39
13modified,5,5,1275908440,0.39
13modified,5,5,1277614136,0.39
13modified,5,5,1278191166,0.39
13modified,5,5,1281877312,0.39
13modified,5,5,1282893305,0.39
13modified,5,5,1283508924,0.39
13modified,5,5,128554622,0.44
13modified,5,5,1308307336,0.39
13modified,5,5,1317277335,0.39
13modified,5,5,1330019984,0.39
13modified,5,5,1335075809,0.39
13modified,5,5,1338927563,0.39
13modified,5,5,133965900,0.39
13modified,5,5,1341224127,0.39
13modified,5,5,1343252007,0.39
13modified,5,5,1344434153,0.39
13modified,5,5,134482399,0.78
13modified,5,5,1348541570,0.39
13modified,5,5,1348875106,0.44
13modified,5,5,1357005491,0.39
13modified,5,5,1370627658,0.39
13modified,5,5,1374715224,0.39
13modified,5,5,1387151890,0.39
13modified,5,5,1388935252,0.39
13modified,5,5,1390842545,0.39
13modified,5,5,1392097658,0.39
13modified,5,5,140792612,0.39
13modified,5,5,1416567742,0.39
13modified,5,5,1420378545,0.39
13modified,5,5,1421984618,0.39
13modified,5,5,143632992,0.44
13modified,5,5,143660773,0.78
13modified,5,5,1439476180,0.39
13modified,5,5,1444009553,0.39
13modified,5,5,1445201825,0.44
13modified,5,5,1449430967,0.39
13modified,5,5,1451545910,0.39
13modified,5,5,145729422,0.39
13modified,5,5,1460623476,0.39
13modified,5,5,1463889962,0.39
13modified,5,5,1467157173,0.39
13modified,5,5,1476470986,0.39
13modified,5,5,1480704826,0.39
13modified,5,5,1481164812,0.39
13modified,5,5,1482543931,0.39
13modified,5,5,1483461119,0.39
13modified,5,5,1484841715,0.78
13modified,5,5,1485784693,0.39
13modified,5,5,1490363130,0.39
13modified,5,5,1496638450,0.39
13modified,5,5,1499413564,0.39
13modified,5,5,1504088547,0.39
13modified,5,5,1504340417,0.39
13modified,5,5,1505353724,0.39
13modified,5,5,1507616277,0.39
13modified,5,5,1509155999,0.39
13modified,5,5,1509984666,0.39
13modified,5,5,1515981365,0.39
13modified,5,5,1519299415,0.78
13modified,5,5,1520513517,0.39
13modified,5,5,1524709717,0.39
13modified,5,5,1527795885,0.39
13modified,5,5,1528039779,0.39
13modified,5,5,1530286851,0.39
13modified,5,5,1530730166,0.68
13modified,5,5,1534192257,0.39
13modified,5,5,1535558285,0.39
13modified,5,5,1543032626,0.39
13modified,5,5,1545582358,0.39
13modified,5,5,1547037443,0.39
13modified,5,5,1550685533,0.39
13modified,5,5,1551681087,0.39
13modified,5,5,1554451398,0.39
13modified,5,5,1567891758,0.71
