level,M,N,seed,linearityRSquared
11,14,2,1007377500,0.0216
11,14,2,100809929,0.0111
11,14,2,1008910923,0.0216
11,14,2,1009539057,0.0332
11,14,2,1021367272,0.0111
11,14,2,1021640706,0.0379
11,14,2,1023422436,0.0216
11,14,2,1024293374,0.0043
11,14,2,1030181821,0.0216
11,14,2,1031355879,0.0216
11,14,2,1033424465,0.0216
11,14,2,1034009232,0.0216
11,14,2,1034327289,0.0216
11,14,2,1036792222,0.0073
11,14,2,1043077053,0.0216
11,14,2,1044306931,0.0216
11,14,2,1047769518,0.0216
11,14,2,105300218,0.0216
11,14,2,1053224620,0.0057
11,14,2,1057741487,0.0011
11,14,2,1060614365,0.0216
11,14,2,1068294217,0.0216
11,14,2,106938787,0.0216
11,14,2,1069998148,0.0001
11,14,2,1072076429,0.0216
11,14,2,1073943930,0.0011
11,14,2,1079141869,0.0216
11,14,2,1085025411,0.0216
11,14,2,1099905981,0.0216
11,14,2,1101331502,0.0208
11,14,2,1103029117,0.0216
11,14,2,1107733190,0.0076
11,14,2,1111492824,0.0009
11,14,2,1111629349,0.0216
11,14,2,1115377620,0.0216
11,14,2,1123898083,0.0216
11,14,2,1125676472,0.0216
11,14,2,1126035392,0.0216
11,14,2,1128252833,0.0208
11,14,2,1129159094,0.0216
11,14,2,1129562518,0.0216
11,14,2,1129766833,0.0216
11,14,2,1131059704,0.0093
11,14,2,1137235189,0.0055
11,14,2,113933278,0.0216
11,14,2,1141002997,0.0216
11,14,2,1143428209,0.0025
11,14,2,1144006319,0.0038
11,14,2,1146421746,0.0216
11,14,2,1148518376,0.0216
11,14,2,1149095865,0.0216
11,14,2,1150003503,0.0216
11,14,2,115004013,0.0267
11,14,2,1155383755,0.0208
11,14,2,115904951,0.0216
11,14,2,1160648909,0.0073
11,14,2,1169063424,0.0216
11,14,2,117328224,0.0216
11,14,2,1177145613,0.0216
11,14,2,1182638688,0.0076
11,14,2,1185915396,0.0216
11,14,2,1187046171,0.0216
11,14,2,118958320,0.0216
11,14,2,1197460902,0.0332
11,14,2,1208380380,0.0216
11,14,2,1208508442,0.0478
11,14,2,1213262791,0.0216
11,14,2,1217339515,0.0216
11,14,2,1220492224,0.0216
11,14,2,1223773794,0.0216
11,14,2,1226574802,0.0390
11,14,2,1227166346,0.0216
11,14,2,1228754751,0.0216
11,14,2,1235328474,0.0216
11,14,2,1238891230,0.0216
11,14,2,1242720391,0.0216
11,14,2,1248112851,0.0216
11,14,2,1248132426,0.0216
11,14,2,1249167093,0.0267
