level,M,N,seed,Leniency
13,4,4,1001865095,-55.3889
13,4,4,10050068,-38.5909
13,4,4,1005713264,-33.2778
13,4,4,1012464788,-36.8636
13,4,4,1016899417,-27.5588
13,4,4,1019292999,-36.2500
13,4,4,1033854624,-21.8333
13,4,4,1034628327,-32.5000
13,4,4,1038996773,-28.5588
13,4,4,1044706667,-36.5000
13,4,4,1045197443,-42.0000
13,4,4,1045610837,-32.0556
13,4,4,1045985721,-29.3889
13,4,4,1046168067,-22.7222
13,4,4,1049469142,-39.0455
13,4,4,104993245,-30.1875
13,4,4,1051467736,-32.2500
13,4,4,1051758644,-33.8333
13,4,4,1053518258,-37.8333
13,4,4,105892043,-32.6111
13,4,4,1060439587,-44.8333
13,4,4,106470709,-37.0556
13,4,4,1066245319,-27.2778
13,4,4,1070231844,-27.9545
13,4,4,1071405622,-34.8125
13,4,4,1074205656,-27.1667
13,4,4,107680102,-34.4000
13,4,4,107858546,-32.6250
13,4,4,1085292328,-31.3889
13,4,4,1086993038,-28.6111
13,4,4,1095464070,-46.3750
13,4,4,1099242507,-29.6667
13,4,4,1108422357,-42.9444
13,4,4,1116689741,-25.5000
13,4,4,1121570979,-29.8636
13,4,4,1122891000,-37.0000
13,4,4,1123116722,-32.0556
13,4,4,1125748041,-21.9615
13,4,4,1126128881,-35.7500
13,4,4,1136164117,-28.2333
13,4,4,1136439112,-34.5000
13,4,4,1137398537,-31.2000
13,4,4,1137791056,-30.8529
13,4,4,1142192008,-34.3636
13,4,4,1149395731,-38.1000
13,4,4,1151456544,-26.3571
13,4,4,1151948236,-35.3000
13,4,4,1156034471,-41.8333
13,4,4,1168528864,-46.5000
13,4,4,1171056575,-38.8333
13,4,4,1173827410,-33.3333
13,4,4,11740192,-30.3125
13,4,4,11759980,-33.0833
13,4,4,1176342764,-37.2000
13,4,4,1176358289,-35.5909
13,4,4,1183839141,-39.5000
13,4,4,1201438464,-35.6538
13,4,4,1205118578,-39.6429
13,4,4,1207966963,-32.8125
13,4,4,1208064624,-27.9375
13,4,4,1211527011,-40.0000
13,4,4,1235792259,-37.7222
13,4,4,1237906394,-33.4286
13,4,4,123988852,-42.1000
13,4,4,1240790394,-32.8636
13,4,4,1245483926,-26.3000
13,4,4,12481666,-44.6111
13,4,4,1265534998,-26.1875
13,4,4,1268189701,-29.6000
13,4,4,1270093574,-42.0385
13,4,4,1271901802,-30.8750
13,4,4,1272367331,-24.5000
13,4,4,1284670388,-32.9444
13,4,4,1295242393,-43.8000
13,4,4,1295454644,-37.5000
13,4,4,1296315942,-32.8333
13,4,4,1299476798,-31.6818
13,4,4,1305346275,-36.5000
13,4,4,130581915,-33.1364
13,4,4,1308353909,-24.0000
13,4,4,130852969,-22.3000
13,4,4,1315827889,-38.6667
13,4,4,1317356462,-27.5000
13,4,4,1318081265,-33.1667
13,4,4,132204601,-26.7667
13,4,4,1322707071,-22.7308
13,4,4,1323383467,-61.5000
13,4,4,1325867748,-39.9000
13,4,4,1329397550,-30.9444
13,4,4,1334016119,-26.9000
13,4,4,1336045845,-25.3571
13,4,4,133901280,-33.2500
13,4,4,1342400852,-31.7727
13,4,4,1343326420,-23.2857
13,4,4,1345257436,-29.7727
13,4,4,134557534,-30.5000
13,4,4,134574967,-24.1667
