level,M,N,seed,Leniency
9,4,4,1000612422,-40.5000
9,4,4,1005743688,-37.5000
9,4,4,1010531185,-59.1364
9,4,4,1012526611,-30.7500
9,4,4,1013470508,-53.5000
9,4,4,1014699857,-41.7000
9,4,4,102061458,-52.7857
9,4,4,1021212094,-75.6000
9,4,4,1023620241,-63.9667
9,4,4,1023778830,-44.9286
9,4,4,102385955,-87.8333
9,4,4,102500303,-71.1667
9,4,4,1025350586,-42.5000
9,4,4,1026911599,-27.5000
9,4,4,1027842200,-22.7500
9,4,4,102798326,-32.0000
9,4,4,1033643945,-43.6667
9,4,4,1042274056,-33.6250
9,4,4,104354805,-44.1667
9,4,4,1044090145,-64.5714
9,4,4,1045303674,-49.7727
9,4,4,1046072031,-52.7500
9,4,4,1046581283,-55.8333
9,4,4,104993766,-38.5000
9,4,4,1056777013,-28.5000
9,4,4,1056885784,-69.5000
9,4,4,1060152815,-30.0000
9,4,4,1064406781,-48.1000
9,4,4,1065999551,-49.4000
9,4,4,1068394074,-65.0455
9,4,4,1070316141,-35.7500
9,4,4,1074581564,-28.5000
9,4,4,1083663764,-36.0000
9,4,4,1088217878,-56.3889
9,4,4,1088566991,-29.2500
9,4,4,1089116016,-26.5000
9,4,4,1089854282,-41.6429
9,4,4,1091702415,-44.0000
9,4,4,1097063944,-28.5000
9,4,4,1106810070,-57.5000
9,4,4,1112182810,-34.7857
9,4,4,1113353909,-47.5000
9,4,4,111911053,-29.0000
9,4,4,1119805684,-36.5000
9,4,4,1126927295,-54.0000
9,4,4,1130001084,-44.8333
9,4,4,113216728,-32.5000
9,4,4,1134391995,-59.1667
9,4,4,1137098249,-31.5000
9,4,4,1147842194,-73.5000
9,4,4,1149165408,-31.0000
9,4,4,1149210272,-47.1667
9,4,4,1155410265,-36.5000
9,4,4,1166164662,-45.5000
9,4,4,1171235450,-41.7500
9,4,4,1187386784,-21.5000
9,4,4,1188866442,-34.5000
9,4,4,1195757829,-32.0000
9,4,4,120357415,-22.5000
9,4,4,1216010475,-45.0000
9,4,4,1220996157,-67.8750
9,4,4,1222397343,-40.8333
9,4,4,1226734029,-68.1923
9,4,4,1232613401,-30.5000
9,4,4,1234594776,-31.0000
9,4,4,1246034668,-27.0000
9,4,4,1248555242,-67.4444
9,4,4,1250603670,-36.0000
9,4,4,1252487404,-30.8333
9,4,4,1255913129,-37.5000
9,4,4,1257669905,-28.5000
9,4,4,1261632250,-80.1667
9,4,4,12685745,-30.5000
9,4,4,1272008104,-44.4000
9,4,4,1284166195,-34.0000
9,4,4,129340832,-28.5000
9,4,4,1295095911,-56.3125
9,4,4,1295688554,-33.8333
9,4,4,1296843381,-62.7222
9,4,4,129972919,-33.5000
9,4,4,1300521556,-46.2143
9,4,4,1307286156,-45.7500
9,4,4,1328794351,-46.2500
9,4,4,1338875859,-58.8333
9,4,4,1341541611,-40.8333
9,4,4,1348407609,-32.5000
9,4,4,1352204106,-34.5000
9,4,4,1353036250,-46.7000
9,4,4,1368611534,-39.5000
9,4,4,1372745862,-51.3571
9,4,4,1377433431,-30.5000
9,4,4,1377751547,-35.8333
9,4,4,1382066714,-86.5000
9,4,4,1385863525,-56.1364
9,4,4,1386444692,-35.5000
9,4,4,1396990917,-30.5000
9,4,4,1407749714,-53.9545
9,4,4,1409972466,-61.0333
9,4,4,1410757633,-33.0000
9,4,4,1418896780,-65.1667
9,4,4,1421350294,-24.5000
9,4,4,1421851357,-32.5000
9,4,4,1424267094,-24.5000
9,4,4,142893566,-36.5000
9,4,4,1429223195,-20.5000
9,4,4,1432292301,-38.8333
9,4,4,1435013434,-51.3571
9,4,4,1435861176,-27.0000
9,4,4,1449522456,-62.5000
9,4,4,1461965822,-25.5000
9,4,4,1464114596,-33.7500
9,4,4,1473102998,-60.8333
9,4,4,148043595,-33.7500
9,4,4,148679818,-55.5000
9,4,4,1494701003,-82.1667
9,4,4,1496205085,-50.1667
9,4,4,1502954486,-37.5000
9,4,4,1507116957,-62.5000
9,4,4,1511590468,-27.5000
9,4,4,1525749476,-41.0714
