level,M,N,seed,leniencyMetric
14,2,2,1000747388,-53.2097
14,2,2,1004940999,-45.6379
14,2,2,100632844,-47.4565
14,2,2,1006707556,-45.0185
14,2,2,1009107826,-33.6818
14,2,2,1009229447,-46.8429
14,2,2,1018544641,-49.1667
14,2,2,102280803,-47.3438
14,2,2,1037670259,-40.0769
14,2,2,1038671244,-47.7286
14,2,2,1039987872,-52.6154
14,2,2,105140421,-62.6111
14,2,2,1053579526,-38.3261
14,2,2,1055229966,-58.6316
14,2,2,1057874518,-49.9839
14,2,2,1058957375,-43.5370
14,2,2,1065451971,-51.9211
14,2,2,1069714731,-45.0484
14,2,2,1072641056,-45.4444
14,2,2,1072824859,-41.6111
14,2,2,1073055339,-34.5455
14,2,2,1073272961,-59.8878
14,2,2,1078305007,-47.3261
14,2,2,1082260539,-49.4355
14,2,2,1087559589,-48.1923
14,2,2,10889602,-53.9848
14,2,2,1090707737,-43.6795
14,2,2,1099272658,-58.8750
14,2,2,1110677252,-41.7222
14,2,2,1120843921,-42.1818
14,2,2,1121071924,-53.3529
14,2,2,1123957625,-52.6087
14,2,2,1130362085,-43.2333
14,2,2,113625682,-48.1296
14,2,2,1138437632,-51.4545
14,2,2,1147801063,-55.8429
14,2,2,1162822678,-32.2143
14,2,2,1169013744,-44.2000
14,2,2,1171550889,-57.4444
14,2,2,1181772620,-46.3710
14,2,2,1185837477,-55.0135
14,2,2,119306034,-56.6481
14,2,2,1200158203,-55.1429
14,2,2,1200935411,-48.6250
14,2,2,1205388612,-54.9583
14,2,2,1206478818,-48.4722
14,2,2,1207503318,-52.2714
14,2,2,1207800718,-36.9706
14,2,2,1208209113,-49.6765
14,2,2,1212781919,-50.0814
14,2,2,1219764183,-54.2576
14,2,2,1220312016,-47.0769
14,2,2,1225165832,-48.0600
14,2,2,1226043139,-47.6471
14,2,2,1233831511,-36.2500
14,2,2,1242933758,-51.3750
14,2,2,1247590471,-42.9000
14,2,2,1252622799,-59.9444
14,2,2,1260255782,-53.6563
14,2,2,1265546259,-38.2200
14,2,2,1266488720,-57.3250
14,2,2,1275908440,-53.8243
14,2,2,1277614136,-63.7439
14,2,2,1278191166,-53.6714
14,2,2,1281877312,-51.7778
14,2,2,1282893305,-49.5556
14,2,2,1283508924,-54.1552
14,2,2,128554622,-49.9211
14,2,2,1296052736,-45.3400
14,2,2,1306554616,-49.7222
14,2,2,1308307336,-55.0870
14,2,2,1310460246,-53.1429
14,2,2,1317277335,-48.9773
14,2,2,1330019984,-55.6163
14,2,2,1335075809,-59.2234
14,2,2,1338927563,-46.5000
14,2,2,133965900,-51.1111
14,2,2,1341224127,-59.4722
14,2,2,1343252007,-46.0652
14,2,2,1344434153,-63.1250
14,2,2,134482399,-40.3846
14,2,2,1348541570,-50.9483
14,2,2,1348689589,-52.9651
14,2,2,1348875106,-56.3600
14,2,2,1357005491,-48.1250
14,2,2,1367329043,-65.1750
14,2,2,1370627658,-44.0833
14,2,2,1374715224,-56.3974
14,2,2,1387151890,-53.4259
14,2,2,1388935252,-57.2143
14,2,2,1390842545,-46.7903
14,2,2,1392097658,-40.1190
14,2,2,140792612,-51.9286
14,2,2,1416567742,-45.4565
14,2,2,1420378545,-35.7857
14,2,2,1421984618,-43.1333
14,2,2,143632992,-50.5000
14,2,2,143660773,-45.4091
14,2,2,1439476180,-61.6053
14,2,2,1444009553,-50.7222
14,2,2,1445201825,-58.2500
14,2,2,1449430967,-64.1452
14,2,2,145729422,-49.9000
