level,M,N,seed,Leniency
14,4,4,1000747388,-39.9375
14,4,4,1003230641,-40.7500
14,4,4,1004940999,-33.3750
14,4,4,100632844,-23.7857
14,4,4,1006707556,-9.0000
14,4,4,1009107826,-34.8684
14,4,4,1011428303,-26.5526
14,4,4,1018544641,-41.7500
14,4,4,103070305,-38.3333
14,4,4,1037350528,-44.7000
14,4,4,1037670259,-45.0517
14,4,4,1038883129,-27.2857
14,4,4,1039987872,-54.0926
14,4,4,105140421,-29.0625
14,4,4,1053579526,-35.5000
14,4,4,1057874518,-35.2500
14,4,4,1058957375,-42.0600
14,4,4,1060892191,-52.5588
14,4,4,1065451971,-45.5500
14,4,4,1066219829,-34.3125
14,4,4,1073055339,-13.0833
14,4,4,1073272961,-37.5435
14,4,4,107671954,-20.1000
14,4,4,107769627,-54.0000
14,4,4,1078305007,-27.1111
14,4,4,1080834013,-52.3500
14,4,4,1082260539,-16.5909
14,4,4,1082314175,-40.4091
14,4,4,1090707737,-23.0000
14,4,4,1097519480,-49.7000
14,4,4,1099272658,-39.0500
14,4,4,1110677252,-35.2143
14,4,4,1114759178,-24.4167
14,4,4,1120843921,-36.9800
14,4,4,1121071924,-22.6818
14,4,4,1130362085,-28.4333
14,4,4,1130953896,-27.4167
14,4,4,113463153,-10.5769
14,4,4,1134735971,-41.3333
14,4,4,1138061863,-20.7143
14,4,4,1138437632,-27.7632
14,4,4,1143661877,-34.7000
14,4,4,1145786771,-38.6176
14,4,4,1146297808,-15.5769
14,4,4,1155196317,-26.7000
14,4,4,1162822678,-42.6905
14,4,4,116667107,-53.5645
14,4,4,1169013744,-49.8571
14,4,4,1181772620,-33.9444
14,4,4,1185837477,-46.5952
14,4,4,1193129330,-40.7174
14,4,4,1200158203,-17.4091
14,4,4,1200935411,-32.0882
14,4,4,1206478818,-44.2647
14,4,4,1206750499,-21.6500
14,4,4,1207503318,-27.0714
14,4,4,1207800718,-33.8500
14,4,4,1208209113,-36.7353
14,4,4,1211224596,-19.2000
14,4,4,1212781919,-35.4412
14,4,4,1219764183,-29.7000
14,4,4,1220312016,-43.7778
14,4,4,1225165832,-17.3333
14,4,4,1226043139,-8.1250
14,4,4,1227049407,-16.8846
14,4,4,1228598231,-13.5909
14,4,4,1233831511,-45.9500
14,4,4,1242933758,-31.5000
14,4,4,1247590471,-29.1000
14,4,4,1265546259,-36.4500
14,4,4,1275908440,-51.1429
14,4,4,1278191166,-29.5000
14,4,4,1281877312,-9.1250
14,4,4,1282536370,-45.1818
14,4,4,1282893305,-41.8478
14,4,4,1282917812,-38.8125
14,4,4,128554622,-19.2333
14,4,4,1298625708,-38.7667
14,4,4,1308307336,-46.6429
14,4,4,1319673534,-29.3462
14,4,4,1330019984,-37.1429
14,4,4,133965900,-26.8125
14,4,4,1341224127,-52.0172
14,4,4,1344434153,-13.2000
14,4,4,134482399,-48.3000
14,4,4,1348875106,-13.1000
14,4,4,1357005491,-40.5385
14,4,4,137018277,-38.5000
14,4,4,1370627658,-23.3333
14,4,4,1372093783,-19.9615
14,4,4,1374715224,-21.9167
14,4,4,1387151890,-16.1667
14,4,4,1388935252,-28.6000
14,4,4,1390842545,-23.4375
14,4,4,1392097658,-45.1667
14,4,4,1398201667,-30.3824
14,4,4,1400802000,-25.8333
14,4,4,1416567742,-34.2647
14,4,4,1421984618,-47.5870
14,4,4,143632992,-41.5000
14,4,4,143660773,-23.5000
14,4,4,1440739017,-26.5000
14,4,4,1442860858,-21.6538
14,4,4,1444009553,-26.7667
14,4,4,1445201825,-36.8125
14,4,4,1449430967,-25.6875
14,4,4,1451545910,-15.2000
14,4,4,145729422,-22.9615
14,4,4,146168440,-37.8125
14,4,4,1463889962,-21.7143
14,4,4,1466552672,-30.0714
14,4,4,1470474437,-32.9167
14,4,4,1474689114,-48.9348
14,4,4,1476470986,-25.8125
14,4,4,1480704826,-19.0000
14,4,4,1481164812,-38.4412
14,4,4,1483461119,-42.0333
14,4,4,1484841715,-30.4375
14,4,4,1485784693,-20.5833
14,4,4,1490363130,-18.0833
14,4,4,1499413564,-10.1000
14,4,4,1504088547,-38.6429
14,4,4,1504340417,-17.5000
14,4,4,1505353724,-34.3824
14,4,4,1509155999,-22.8333
14,4,4,1509984666,-31.7667
14,4,4,1519299415,-34.7222
14,4,4,1520772872,-40.6053
14,4,4,1524481216,-14.0385
14,4,4,1528039779,-21.9286
14,4,4,1530286851,-34.5000
14,4,4,1534192257,-37.9444
14,4,4,1535558285,-18.9545
14,4,4,1545450376,-26.3125
14,4,4,1547037443,-45.4091
14,4,4,1551681087,-30.3571
