level,M,N,seed,Leniency
11,4,4,100809929,-10.6667
11,4,4,1009539057,-9.1667
11,4,4,1024293374,-45.2500
11,4,4,1029969684,-8.6667
11,4,4,1030181821,-43.4412
11,4,4,1030554212,-40.0000
11,4,4,1033844229,-47.0000
11,4,4,1034009232,-44.9848
11,4,4,1034327289,-29.6429
11,4,4,1036792222,-29.3000
11,4,4,1037422260,-50.7222
11,4,4,1038969356,-29.3333
11,4,4,1043077053,-37.0652
11,4,4,1045450567,-59.1522
11,4,4,1047769518,-42.1071
11,4,4,105300218,-47.8125
11,4,4,1057658027,-39.5714
11,4,4,1066319765,-29.5000
11,4,4,1068294217,-30.1250
11,4,4,1072076429,-12.3000
11,4,4,1072385085,-26.6538
11,4,4,1073004428,-40.6667
11,4,4,1074217102,-48.2143
11,4,4,1077287342,-35.9444
11,4,4,1084909320,-39.1000
11,4,4,1085025411,-20.0000
11,4,4,1090816095,-57.5256
11,4,4,1100927448,-42.4412
11,4,4,1103029117,-43.3000
11,4,4,1107108192,-46.9167
11,4,4,1107888539,-59.6667
11,4,4,1111492824,-44.2407
11,4,4,1115377620,-50.7121
11,4,4,1119206168,-44.5000
11,4,4,1121933026,-49.3750
11,4,4,1122967096,-46.6600
11,4,4,1123898083,-42.8043
11,4,4,1126035392,-36.5000
11,4,4,112806606,-46.5417
11,4,4,1128252833,-38.4615
11,4,4,1129159094,-42.9211
11,4,4,1131059704,-22.7857
11,4,4,1137235189,-48.3387
11,4,4,1139879384,-33.6250
11,4,4,1145613346,-38.2059
11,4,4,1150003503,-22.8636
11,4,4,1150694832,-45.3333
11,4,4,1159436930,-46.7273
11,4,4,1160648909,-44.5000
11,4,4,1169063424,-6.5000
11,4,4,117328224,-46.8000
11,4,4,1175696474,-36.3333
11,4,4,1177145613,-48.1667
11,4,4,1182638688,-27.5000
11,4,4,1185915396,-32.5667
11,4,4,1187046171,-8.6667
11,4,4,1190239199,-37.2273
11,4,4,1190792368,-43.4048
11,4,4,1195844824,-40.6818
11,4,4,1202452314,-36.2647
11,4,4,1208380380,-30.6333
11,4,4,1208508442,-9.1667
11,4,4,1211801780,-30.1667
