level,M,N,seed,leniencyMetric
13modified,1,16,100334696,-28.1053
13modified,1,16,1005713264,-31.7143
13modified,1,16,1010932164,-34.5755
13modified,1,16,1012869568,-35.7830
13modified,1,16,1021967227,-33.4796
13modified,1,16,1033033434,-34.6957
13modified,1,16,1033854624,-35.1600
13modified,1,16,1034628327,-31.3889
13modified,1,16,1041640248,-35.8585
13modified,1,16,1042768624,-36.9426
13modified,1,16,1044706667,-37.3833
13modified,1,16,1045197443,-28.5238
13modified,1,16,1045985721,-31.5385
13modified,1,16,1049469142,-30.8673
13modified,1,16,104993245,-35.5893
13modified,1,16,1051467736,-36.6818
13modified,1,16,1055293516,-30.7766
13modified,1,16,106470709,-39.9426
13modified,1,16,1066819082,-28.9615
13modified,1,16,1071405622,-32.6250
13modified,1,16,1072816653,-34.4444
13modified,1,16,1074205656,-38.6290
13modified,1,16,107858546,-35.4615
13modified,1,16,1081831131,-36.4630
13modified,1,16,1085292328,-35.7917
13modified,1,16,1086993038,-37.3966
13modified,1,16,1090021741,-35.1296
13modified,1,16,1095229560,-35.8469
13modified,1,16,1099242507,-33.0758
13modified,1,16,1119739660,-37.2069
13modified,1,16,1119913660,-31.5638
13modified,1,16,1121788155,-30.8571
13modified,1,16,1122891000,-33.7157
13modified,1,16,1123116722,-33.1316
13modified,1,16,1125748041,-36.5833
13modified,1,16,112714695,-36.2759
13modified,1,16,112803900,-30.9186
13modified,1,16,1131392376,-34.4608
13modified,1,16,1137791056,-31.1098
13modified,1,16,1140268074,-28.9419
13modified,1,16,1142192008,-27.8243
13modified,1,16,1149310547,-32.2593
13modified,1,16,1149395731,-27.7821
13modified,1,16,1149675945,-27.3537
13modified,1,16,1151948236,-29.2647
13modified,1,16,1159043200,-38.3500
13modified,1,16,1167164095,-33.4808
13modified,1,16,1168528864,-31.6277
13modified,1,16,1170387944,-37.3750
13modified,1,16,1170753960,-32.6277
13modified,1,16,1183217684,-32.0577
13modified,1,16,1183839141,-32.1275
13modified,1,16,1186326919,-38.1721
13modified,1,16,1198305612,-33.9737
13modified,1,16,1200800358,-33.1226
13modified,1,16,1205118578,-32.2500
13modified,1,16,1208064624,-32.7826
13modified,1,16,1208894535,-38.9444
13modified,1,16,1220846468,-38.9839
13modified,1,16,1222949588,-37.5556
13modified,1,16,1232002747,-30.5408
13modified,1,16,1235717330,-31.6400
13modified,1,16,1235792259,-33.0283
13modified,1,16,123988852,-30.8778
13modified,1,16,1240105649,-36.0536
13modified,1,16,1245146245,-37.0000
13modified,1,16,12481666,-32.2442
13modified,1,16,1248990245,-36.6017
13modified,1,16,1271901802,-36.4623
13modified,1,16,1284670388,-28.6429
13modified,1,16,128849205,-32.9286
13modified,1,16,1294751766,-29.8111
13modified,1,16,1295454644,-34.9630
13modified,1,16,1299476798,-36.6250
13modified,1,16,1300485353,-39.2586
13modified,1,16,1305346275,-30.7083
13modified,1,16,130581915,-31.4070
13modified,1,16,1306616824,-29.5000
13modified,1,16,1308353909,-28.2436
13modified,1,16,1308551323,-29.7813
13modified,1,16,1315827889,-30.0476
13modified,1,16,1317356462,-35.2069
13modified,1,16,1318081265,-26.3571
13modified,1,16,1321452978,-29.1341
13modified,1,16,1322707071,-38.6017
13modified,1,16,1327951166,-30.3372
13modified,1,16,1334016119,-27.1667
13modified,1,16,1336996873,-27.7632
13modified,1,16,1342400852,-31.2674
13modified,1,16,1343326420,-24.7813
13modified,1,16,134574967,-30.5612
13modified,1,16,1347620170,-39.5820
13modified,1,16,1350246726,-31.7857
13modified,1,16,1353309627,-32.5652
13modified,1,16,1354863624,-32.6489
13modified,1,16,1355977442,-32.7642
13modified,1,16,1369093841,-32.1222
13modified,1,16,1369758537,-29.6087
13modified,1,16,1370730297,-29.5750
13modified,1,16,137298414,-35.6864
13modified,1,16,1373215267,-29.6316
13modified,1,16,1373343923,-33.1122
13modified,1,16,1374512836,-33.8043
13modified,1,16,1382735061,-27.0278
13modified,1,16,1383967720,-32.2273
13modified,1,16,1384713187,-32.0455
13modified,1,16,1385042497,-36.7364
13modified,1,16,1387075227,-32.1977
13modified,1,16,1387631371,-37.3750
13modified,1,16,139021216,-33.9107
13modified,1,16,1398032593,-37.4298
13modified,1,16,1398607408,-35.1271
13modified,1,16,1402590398,-29.3723
13modified,1,16,1406651093,-35.0385
13modified,1,16,1410954787,-34.3039
13modified,1,16,1411770614,-37.2719
13modified,1,16,1426697809,-32.0333
13modified,1,16,143174518,-35.1078
13modified,1,16,1433030683,-29.3372
13modified,1,16,1435693011,-30.4362
13modified,1,16,143828757,-40.7121
13modified,1,16,1440834520,-36.5175
13modified,1,16,144151369,-34.6800
13modified,1,16,1441946452,-33.1727
13modified,1,16,1444752565,-30.3936
13modified,1,16,1448375801,-32.7889
13modified,1,16,1452268325,-35.0510
13modified,1,16,1454361430,-28.4730
13modified,1,16,1455966942,-34.4024
13modified,1,16,1456002608,-32.8488
13modified,1,16,1458581845,-36.2925
13modified,1,16,1465543548,-35.4483
13modified,1,16,1469383037,-35.2273
13modified,1,16,1472392893,-29.5500
13modified,1,16,1475833365,-28.3421
13modified,1,16,1477413073,-38.6356
13modified,1,16,1477603777,-32.9600
13modified,1,16,1478554099,-26.0833
13modified,1,16,1485705260,-32.2368
13modified,1,16,1493738666,-34.2885
13modified,1,16,1497059314,-30.5909
13modified,1,16,1502756878,-33.2021
13modified,1,16,1511014196,-33.9464
13modified,1,16,1511549424,-36.9912
13modified,1,16,1512173849,-39.7381
13modified,1,16,1514724235,-36.0254
13modified,1,16,151641113,-37.0614
13modified,1,16,1519923925,-38.8607
13modified,1,16,1520591354,-38.4057
13modified,1,16,1523119098,-29.5227
13modified,1,16,1523416595,-33.3889
13modified,1,16,1525290395,-30.9091
13modified,1,16,1525356389,-32.8590
13modified,1,16,1532585567,-34.0283
13modified,1,16,1532685163,-33.8125
13modified,1,16,1533039442,-31.4535
13modified,1,16,1537696857,-35.6607
13modified,1,16,1538219310,-32.5667
13modified,1,16,1538635465,-32.9118
13modified,1,16,1543871876,-32.7195
13modified,1,16,1548010334,-33.1667
13modified,1,16,1550908784,-32.6373
13modified,1,16,156462991,-32.2234
13modified,1,16,1567489355,-38.1230
13modified,1,16,1569987945,-28.6500
13modified,1,16,1573891020,-32.5889
13modified,1,16,1577567759,-32.3000
13modified,1,16,1579325423,-37.0614
13modified,1,16,1579718788,-34.9200
13modified,1,16,158110650,-30.2917
13modified,1,16,1597192292,-29.6707
13modified,1,16,1597649420,-38.2049
13modified,1,16,1601766857,-29.7500
13modified,1,16,1604585759,-36.3182
13modified,1,16,1604786055,-37.1667
13modified,1,16,1605354317,-28.6667
13modified,1,16,1607801886,-37.8396
13modified,1,16,1613391508,-33.8929
13modified,1,16,1614539992,-34.7549
13modified,1,16,1617315229,-33.5000
13modified,1,16,1618232878,-35.3302
13modified,1,16,1629482376,-32.7857
13modified,1,16,1634652975,-28.3889
13modified,1,16,1652401447,-29.6136
13modified,1,16,1652650581,-24.6111
13modified,1,16,1659812313,-31.5667
13modified,1,16,1662992992,-36.7097
13modified,1,16,1672446981,-38.6525
13modified,1,16,1676942378,-32.9400
13modified,1,16,1692069932,-33.8846
13modified,1,16,1693272981,-30.7500
13modified,1,16,1698163619,-34.9667
13modified,1,16,1698845061,-34.3261
13modified,1,16,1710804631,-31.5930
13modified,1,16,1715881790,-32.8200
13modified,1,16,1719068081,-29.1512
13modified,1,16,1719353174,-32.7500
13modified,1,16,1724762333,-37.7807
13modified,1,16,1724803975,-29.2045
13modified,1,16,1729547969,-33.3491
13modified,1,16,1739807908,-31.0000
13modified,1,16,1740360962,-36.6020
13modified,1,16,1749190164,-30.9286
13modified,1,16,175484159,-34.5204
13modified,1,16,1756758712,-37.2619
13modified,1,16,1758501093,-33.3222
13modified,1,16,1762583483,-35.4464
13modified,1,16,1770666646,-32.2174
13modified,1,16,1771148841,-35.9545
13modified,1,16,1771567484,-36.2414
13modified,1,16,1775484855,-32.5000
13modified,1,16,1777306666,-35.6923
13modified,1,16,1782619294,-35.2358
13modified,1,16,1783803413,-34.8333
13modified,1,16,1787634100,-38.2385
13modified,1,16,1788470910,-31.2273
13modified,1,16,1789062027,-31.8600
13modified,1,16,1800200003,-31.8542
13modified,1,16,1802225254,-31.7609
13modified,1,16,1806786271,-38.1102
13modified,1,16,180789243,-29.6000
13modified,1,16,1809291652,-32.2727
13modified,1,16,1810257406,-25.2353
13modified,1,16,1811421511,-37.0614
13modified,1,16,1813256826,-34.6296
13modified,1,16,1814228121,-35.5185
13modified,1,16,1830678009,-28.9634
13modified,1,16,1832144932,-35.0741
13modified,1,16,183419651,-37.6429
13modified,1,16,1847457651,-33.5455
13modified,1,16,184945281,-33.2556
13modified,1,16,1850250508,-34.6698
13modified,1,16,1853858560,-28.9048
13modified,1,16,1857561842,-33.4535
13modified,1,16,1859854661,-30.7826
13modified,1,16,1860004022,-36.0088
13modified,1,16,1870969858,-33.8469
13modified,1,16,1878727327,-24.6111
13modified,1,16,1897867746,-32.8235
13modified,1,16,1899332987,-31.4167
13modified,1,16,1899616485,-32.3837
13modified,1,16,190191226,-37.1226
13modified,1,16,1905607607,-31.1275
13modified,1,16,1907336851,-34.2800
13modified,1,16,1910531511,-28.8636
13modified,1,16,1916943627,-32.1000
13modified,1,16,1924240071,-29.7000
13modified,1,16,1925525807,-34.2636
13modified,1,16,192577671,-35.2170
13modified,1,16,1929218352,-38.3615
13modified,1,16,1931976251,-29.2045
13modified,1,16,1937816086,-37.6724
13modified,1,16,1937827682,-29.9884
13modified,1,16,193879586,-34.1364
13modified,1,16,1942749039,-34.1000
13modified,1,16,1943261232,-34.5000
13modified,1,16,1952225308,-35.2692
13modified,1,16,1960555934,-32.9717
13modified,1,16,1962320612,-29.6778
13modified,1,16,1968901410,-40.4000
13modified,1,16,1969389892,-31.2292
13modified,1,16,1972513283,-34.3000
13modified,1,16,1982083757,-31.8415
13modified,1,16,1983805141,-35.7778
13modified,1,16,1985446787,-34.0000
13modified,1,16,1987651981,-32.7885
13modified,1,16,1988172034,-32.0556
13modified,1,16,198837763,-32.3043
13modified,1,16,1989953625,-31.1000
13modified,1,16,1993138114,-32.5435
13modified,1,16,1993481542,-38.3704
13modified,1,16,199364799,-35.7727
13modified,1,16,1994312858,-31.6569
13modified,1,16,1996698252,-35.4245
13modified,1,16,2001101864,-31.7500
13modified,1,16,2002338203,-32.6304
13modified,1,16,2006886622,-31.4800
13modified,1,16,2010052489,-32.6915
13modified,1,16,2013068938,-30.8958
13modified,1,16,2023806427,-33.0962
13modified,1,16,2027311277,-31.2959
13modified,1,16,2027517390,-34.2826
13modified,1,16,2027626647,-30.4487
13modified,1,16,2032250921,-36.0714
13modified,1,16,2041951748,-34.0306
13modified,1,16,2046196425,-31.6489
13modified,1,16,2062675215,-27.1000
13modified,1,16,2067589604,-29.3864
13modified,1,16,2068881692,-32.2647
13modified,1,16,2079293851,-33.3627
13modified,1,16,2080142758,-32.4250
13modified,1,16,2080969392,-30.3261
13modified,1,16,2083163847,-38.0902
13modified,1,16,2087945074,-39.8939
13modified,1,16,2089014283,-35.7963
13modified,1,16,2092598495,-30.3605
13modified,1,16,2097633736,-35.1667
13modified,1,16,210085301,-35.4434
13modified,1,16,2102878559,-31.1042
13modified,1,16,2103455241,-34.1522
13modified,1,16,2110303771,-40.2714
13modified,1,16,2112990345,-33.0306
13modified,1,16,2115544216,-31.5625
13modified,1,16,2118360007,-36.9615
13modified,1,16,2123071780,-35.8962
13modified,1,16,2127447033,-31.0000
13modified,1,16,2144013147,-32.1087
13modified,1,16,214401323,-30.2609
13modified,1,16,217911835,-30.6579
13modified,1,16,225624097,-33.3333
13modified,1,16,22924374,-29.1829
13modified,1,16,240543982,-34.6064
13modified,1,16,241084305,-28.1857
13modified,1,16,242841274,-32.7143
13modified,1,16,244816081,-37.4167
13modified,1,16,246887963,-32.6731
13modified,1,16,247446320,-30.2333
13modified,1,16,24904073,-32.6707
13modified,1,16,250200404,-33.4600
13modified,1,16,257677728,-32.5435
13modified,1,16,268468926,-34.3600
13modified,1,16,270401505,-30.6190
13modified,1,16,273504429,-38.0517
13modified,1,16,273762270,-36.6754
13modified,1,16,273909280,-29.1667
13modified,1,16,274369359,-33.8810
13modified,1,16,277022702,-31.4412
13modified,1,16,281758651,-35.6915
13modified,1,16,287585933,-30.1957
13modified,1,16,291400902,-34.1875
13modified,1,16,292794631,-30.2297
13modified,1,16,29446419,-38.8500
13modified,1,16,30129159,-38.3254
13modified,1,16,302174330,-31.0000
13modified,1,16,30428066,-27.5968
13modified,1,16,304659142,-38.5820
13modified,1,16,311864651,-26.9474
13modified,1,16,313527575,-34.7364
13modified,1,16,317816554,-31.5000
13modified,1,16,323120058,-29.2143
13modified,1,16,325288448,-34.8929
13modified,1,16,325474435,-32.3333
13modified,1,16,3315379,-25.6714
13modified,1,16,337198979,-35.9615
13modified,1,16,345424665,-34.2736
13modified,1,16,354460466,-31.8023
13modified,1,16,356830326,-33.8962
13modified,1,16,357235956,-33.1735
13modified,1,16,363398441,-36.1250
13modified,1,16,368692553,-28.6842
13modified,1,16,369135960,-31.8256
13modified,1,16,369794972,-31.4167
13modified,1,16,370806344,-31.3810
13modified,1,16,371741513,-27.0429
13modified,1,16,3734555,-35.8208
13modified,1,16,374073761,-34.4608
13modified,1,16,37482538,-37.3261
13modified,1,16,381975381,-31.9468
13modified,1,16,387228672,-30.0128
13modified,1,16,388860259,-34.3000
13modified,1,16,39143763,-32.9894
13modified,1,16,391819589,-28.4048
13modified,1,16,393867367,-32.4545
13modified,1,16,394630105,-30.9894
13modified,1,16,39579583,-38.4636
13modified,1,16,400625198,-27.8514
13modified,1,16,414808450,-27.6429
13modified,1,16,418032689,-35.5909
13modified,1,16,421512030,-36.2547
13modified,1,16,424341345,-34.6000
13modified,1,16,424487181,-30.5465
13modified,1,16,42458609,-32.5870
13modified,1,16,425825758,-34.0435
13modified,1,16,429719966,-31.1591
13modified,1,16,434579139,-33.5000
13modified,1,16,440735132,-33.1875
13modified,1,16,441325712,-35.6633
13modified,1,16,451530012,-30.7222
13modified,1,16,453876394,-41.5896
13modified,1,16,45468468,-34.8051
13modified,1,16,455801770,-35.2167
13modified,1,16,464737878,-31.2959
13modified,1,16,470386698,-30.2447
13modified,1,16,48015921,-40.2541
13modified,1,16,483862740,-33.7653
13modified,1,16,489690409,-32.8137
13modified,1,16,49040756,-34.1596
