level,M,N,seed,leniencyMetric
all,14,2,1001427231,-35.5000
all,14,2,1004306364,-18.3571
all,14,2,1010978582,-39.2826
all,14,2,1022846210,-41.1000
all,14,2,1023722256,-45.0161
all,14,2,1033480057,-44.7333
all,14,2,103718413,-17.7500
all,14,2,1037401273,-47.5000
all,14,2,1038218488,-40.0500
all,14,2,1038240813,-19.5000
all,14,2,1052850471,-52.2895
all,14,2,1053293722,-29.7500
all,14,2,1059209602,-13.3000
all,14,2,1060434707,-48.5000
all,14,2,1061751410,-17.5000
all,14,2,1062255042,-41.1429
all,14,2,1064032374,-43.9444
all,14,2,106587538,-42.2273
all,14,2,1076245341,-30.7500
all,14,2,1082073250,-53.0500
all,14,2,1083026305,-21.8333
all,14,2,1087632942,-10.8333
all,14,2,1093253708,-32.5000
all,14,2,1094988923,-38.8000
all,14,2,1096341932,-40.8000
all,14,2,1099891794,-18.0000
all,14,2,1107405273,-24.1154
all,14,2,1108994755,-15.5000
all,14,2,1116182691,-43.7500
all,14,2,112743658,-46.3710
all,14,2,1128081783,-15.5000
all,14,2,1135500214,-43.7000
all,14,2,1139122773,-22.0000
all,14,2,1139158243,-36.8810
all,14,2,1139765352,-12.8333
all,14,2,114569370,-43.4000
all,14,2,1153118460,-28.6250
all,14,2,1154008721,-43.8000
all,14,2,1157790512,-42.9091
all,14,2,1161547704,-9.7500
all,14,2,1166211825,-51.3529
all,14,2,1174427787,-11.5000
all,14,2,1175519146,-20.9000
all,14,2,1182440019,-74.3929
all,14,2,1184347117,-55.1400
all,14,2,1194991691,-21.1667
all,14,2,1201170237,-34.6667
all,14,2,1201565253,-39.9667
all,14,2,1211334439,-9.5000
all,14,2,1223901321,-13.7500
all,14,2,1226275373,-56.5000
all,14,2,1233913320,-40.2059
all,14,2,1235501548,-63.4286
all,14,2,1237131333,-52.1087
all,14,2,1239558035,-44.6600
all,14,2,1246105016,-36.0172
all,14,2,124711068,-28.0556
all,14,2,1250181728,-34.0385
all,14,2,1270720746,-37.2500
all,14,2,1288751559,-17.2143
all,14,2,1292918822,-31.5714
all,14,2,1293461712,-49.0517
all,14,2,1300823014,-53.5000
all,14,2,1305376595,-12.0000
all,14,2,1315379481,-39.1000
all,14,2,1315459146,-19.5000
all,14,2,1317062028,-7.5000
all,14,2,1317484954,-50.8143
all,14,2,1318180947,-18.5000
all,14,2,1318721770,-43.5000
all,14,2,1319364568,-30.4231
all,14,2,1336493410,-41.5952
all,14,2,1337026208,-55.4000
all,14,2,1339932215,-34.5000
all,14,2,1341796865,-7.7500
all,14,2,1344745010,-11.1667
all,14,2,1348972292,-44.0833
all,14,2,1351344834,-52.8913
all,14,2,1352097030,-11.5000
all,14,2,135342794,-34.1552
all,14,2,1354571885,-14.0000
all,14,2,1355696803,-32.6429
all,14,2,1356823191,-16.8333
all,14,2,1360479120,-33.4231
all,14,2,1360595726,-40.5323
all,14,2,1362529068,-47.6364
all,14,2,1367920983,-30.3462
all,14,2,1369990613,-15.0000
all,14,2,1370452686,-14.0000
all,14,2,1371795951,-38.5000
all,14,2,137493304,-52.2826
all,14,2,1375056305,-44.6304
all,14,2,1380206301,-33.8750
all,14,2,1390070123,-44.3824
all,14,2,1396239170,-18.1667
all,14,2,1398092379,-31.3000
all,14,2,1409932949,-48.5000
all,14,2,1410120414,-17.0000
all,14,2,1411552849,-51.5000
all,14,2,1411736710,-11.5000
all,14,2,1411740561,-38.8000
all,14,2,1412314167,-20.5000
all,14,2,1415951383,-21.5000
all,14,2,1417221407,-39.5294
all,14,2,1417484602,-18.0385
all,14,2,1419094134,-49.8810
all,14,2,1420211928,-58.0200
all,14,2,1423060993,-40.2727
all,14,2,1423682194,-44.9000
all,14,2,1424869980,-44.9074
all,14,2,142497295,-68.4130
all,14,2,1431277483,-30.5000
all,14,2,1438904696,-24.3182
all,14,2,1444118058,-45.5000
all,14,2,1453438136,-9.0000
all,14,2,1460318742,-41.3125
all,14,2,1460988487,-9.0000
all,14,2,1489522858,-54.4167
all,14,2,14936278,-33.9615
all,14,2,1497824864,-52.0500
all,14,2,1504225597,-41.7000
all,14,2,1504822265,-38.8333
all,14,2,1507258094,-52.5870
all,14,2,1509632501,-16.7000
all,14,2,1512170075,-38.0600
all,14,2,1518358220,-40.1000
all,14,2,1518938308,-40.9783
all,14,2,1523850398,-42.3947
all,14,2,152517913,-51.2273
all,14,2,1526915281,-34.2778
all,14,2,1529081495,-27.8333
all,14,2,1531151360,-39.0000
all,14,2,1533832136,-43.7632
all,14,2,1536985943,-47.8810
all,14,2,1542757796,-74.4231
all,14,2,1544125195,-39.9000
all,14,2,1548060002,-38.1667
all,14,2,1550570586,-19.0000
all,14,2,1554121271,-9.8333
all,14,2,1554856959,-18.3182
all,14,2,1557594736,-10.7000
all,14,2,15576454,-47.2500
all,14,2,1558620065,-55.6389
all,14,2,1563161544,-12.0000
all,14,2,1566290996,-16.5000
all,14,2,1567196103,-38.4630
all,14,2,1569382399,-12.0000
all,14,2,1570020736,-28.0000
all,14,2,1574474500,-41.9286
all,14,2,158096177,-64.9884
all,14,2,159039989,-36.9412
all,14,2,1592441808,-41.8810
all,14,2,1603146689,-8.1667
all,14,2,1603190713,-47.6176
all,14,2,160467324,-34.9000
all,14,2,1620304846,-45.3438
all,14,2,1624753699,-38.4231
all,14,2,1626218762,-45.5370
all,14,2,1631665248,-40.7381
all,14,2,1632367675,-52.9783
all,14,2,163283632,-16.5000
all,14,2,164235501,-40.3261
all,14,2,1643328992,-18.5000
all,14,2,164852610,-24.8636
all,14,2,1648656660,-11.5000
all,14,2,1650138398,-40.0500
all,14,2,1656599052,-27.6667
all,14,2,1658142994,-15.8333
all,14,2,1659476663,-17.0000
all,14,2,1662800513,-14.1250
all,14,2,1668855359,-18.5000
