level,M,N,seed,Leniency
12,5,5,1001865095,-130.4125
12,5,5,100356515,-125.5976
12,5,5,10050068,-130.4125
12,5,5,1012464788,-126.0185
12,5,5,1016899417,-135.5897
12,5,5,1017096710,-130.4125
12,5,5,1019292999,-121.6026
12,5,5,1019686564,-127.0119
12,5,5,1028181055,-127.0119
12,5,5,1028221476,-130.4125
12,5,5,1033854624,-125.2778
12,5,5,1035347563,-130.4125
12,5,5,1038996773,-140.0190
12,5,5,1045610837,-125.2778
12,5,5,1046168067,-130.4125
12,5,5,1047582324,-130.7099
12,5,5,1051758644,-127.0119
12,5,5,1052804778,-126.7857
12,5,5,1053518258,-130.4125
12,5,5,105892043,-131.1500
12,5,5,1060439587,-126.0802
12,5,5,1063935025,-142.9583
12,5,5,1066245319,-130.9000
12,5,5,1070231844,-130.9000
12,5,5,1073177884,-126.7857
12,5,5,1073656638,-125.2778
12,5,5,1074205656,-127.0119
12,5,5,107680102,-135.5897
12,5,5,1078143893,-135.5897
12,5,5,1090355814,-130.9000
12,5,5,1095464070,-144.4867
12,5,5,1100744875,-135.5897
12,5,5,1105137414,-130.4125
12,5,5,1108422357,-130.4125
12,5,5,1112607938,-125.2778
12,5,5,1113958621,-127.0119
12,5,5,1116689741,-144.2639
12,5,5,1121570979,-125.2778
12,5,5,1126128881,-126.7857
12,5,5,1136164117,-135.5897
12,5,5,1136439112,-130.4125
12,5,5,1137398537,-135.5897
12,5,5,1142192008,-127.0119
12,5,5,1146759050,-130.4125
12,5,5,1148296322,-144.2639
12,5,5,1149395731,-126.0185
12,5,5,1151456544,-125.2778
12,5,5,1151948236,-131.1500
12,5,5,1156034471,-130.4125
12,5,5,1158550516,-125.2778
12,5,5,1168528864,-126.0185
12,5,5,1171056575,-126.0802
12,5,5,1172244741,-126.0185
12,5,5,1172745126,-125.2778
12,5,5,1173827410,-127.0119
12,5,5,11740192,-130.4125
12,5,5,11759980,-138.7152
12,5,5,1176342764,-130.9000
12,5,5,1176358289,-126.0185
12,5,5,1186157259,-130.4125
12,5,5,1194429390,-125.2778
12,5,5,1201381914,-130.4125
12,5,5,1201438464,-131.1500
12,5,5,1207965399,-130.4750
12,5,5,1207966963,-130.4125
12,5,5,1209017041,-141.7639
12,5,5,1211527011,-125.5976
12,5,5,121281623,-125.2778
12,5,5,1214181327,-130.4125
12,5,5,1220952180,-141.7568
12,5,5,1223440064,-138.8165
12,5,5,1223787389,-125.5976
12,5,5,1237584719,-130.9000
12,5,5,1237906394,-130.4125
12,5,5,1240790394,-126.7857
12,5,5,1245483926,-130.4125
12,5,5,1254781923,-142.0857
12,5,5,1259787192,-127.0119
12,5,5,1265534998,-130.4125
12,5,5,1268189701,-149.8611
12,5,5,1270093574,-130.4125
12,5,5,1272367331,-125.2778
12,5,5,1273616107,-131.4383
12,5,5,1277767425,-127.0119
12,5,5,1281919863,-130.4750
12,5,5,1287779125,-130.4750
12,5,5,1295242393,-126.0802
12,5,5,1295454644,-130.4125
12,5,5,1296315942,-144.2639
12,5,5,130581915,-127.0119
12,5,5,1308353909,-139.9324
12,5,5,130852969,-130.4125
12,5,5,1318081265,-125.2778
12,5,5,132204601,-130.4125
12,5,5,1323383467,-130.4125
12,5,5,1325867748,-126.7857
12,5,5,1329397550,-126.0185
12,5,5,1332785086,-140.0190
12,5,5,1334596484,-126.7857
12,5,5,1336045845,-149.8611
12,5,5,1338065893,-125.2778
12,5,5,133901280,-130.9000
12,5,5,1345257436,-125.2778
12,5,5,134557534,-125.2778
12,5,5,134574967,-138.7152
12,5,5,1346406079,-141.7568
12,5,5,1350246726,-141.7568
12,5,5,1353309627,-126.7857
12,5,5,1369574576,-130.4125
12,5,5,137298414,-125.5976
12,5,5,1375450941,-130.4125
12,5,5,1390157776,-130.4125
12,5,5,139021216,-135.5897
12,5,5,1393333588,-125.2778
12,5,5,140256198,-130.4750
12,5,5,1402590398,-130.4750
12,5,5,14052253,-130.4750
12,5,5,1405497925,-148.6692
12,5,5,1406651093,-127.0119
12,5,5,1408065889,-130.9000
12,5,5,1408675758,-141.7568
12,5,5,1408875829,-130.9000
12,5,5,1410757328,-131.1500
12,5,5,1410869802,-138.2733
12,5,5,1410954787,-126.0185
12,5,5,1429404442,-130.4125
12,5,5,143195621,-135.5897
12,5,5,1435099081,-127.3471
12,5,5,1435159375,-130.4750
12,5,5,1436761869,-127.0119
12,5,5,1437329558,-121.6026
12,5,5,1440199207,-130.4125
12,5,5,144112110,-130.4125
12,5,5,144439651,-130.4125
12,5,5,1444752565,-130.4125
12,5,5,1445707086,-130.4125
12,5,5,1446388338,-127.0119
12,5,5,1447493626,-130.7099
12,5,5,1448375801,-135.5897
12,5,5,1450595093,-139.9324
12,5,5,145391876,-130.4125
12,5,5,1457340243,-127.0119
12,5,5,1472371322,-136.3861
12,5,5,1477939799,-125.2778
12,5,5,1478554099,-135.5897
12,5,5,1485891508,-125.2778
12,5,5,1496705049,-130.4125
12,5,5,1497059314,-130.9000
12,5,5,149971275,-131.1500
12,5,5,1501919943,-130.9000
12,5,5,1511500597,-125.2778
12,5,5,1511549424,-130.4125
12,5,5,1511909971,-125.2778
12,5,5,1514416641,-131.9756
12,5,5,1520591354,-130.4125
12,5,5,1522269231,-127.0119
12,5,5,1526163694,-130.4125
12,5,5,1528822178,-126.8780
12,5,5,15327959,-130.4125
12,5,5,1533293226,-130.4125
12,5,5,1534286707,-131.1500
12,5,5,1538150677,-130.4125
12,5,5,1542885993,-139.6467
12,5,5,1546315243,-139.1316
12,5,5,1551151113,-127.0119
12,5,5,1558492081,-130.4125
12,5,5,1561958642,-131.1500
12,5,5,1562754980,-125.2778
12,5,5,156462991,-125.2778
12,5,5,1566127181,-126.0802
12,5,5,1573926092,-125.2778
12,5,5,1577328396,-125.2778
12,5,5,1578926688,-126.3902
12,5,5,158110650,-125.2778
12,5,5,1587648608,-138.8165
12,5,5,1600805369,-142.9583
12,5,5,1602548802,-130.9000
12,5,5,1602968899,-140.0190
12,5,5,1604585759,-135.5897
12,5,5,1607375181,-125.5976
12,5,5,1608496635,-126.0185
12,5,5,1613391508,-130.9000
12,5,5,1614915674,-130.4125
12,5,5,1623518044,-130.9000
12,5,5,1624520590,-143.7466
12,5,5,1624862333,-130.4750
12,5,5,1626524472,-127.0119
12,5,5,1626812112,-135.5897
12,5,5,1628256031,-130.9000
12,5,5,1631339319,-130.9000
12,5,5,1642954036,-125.2778
