level,M,N,seed,leniencyMetric
all,3,3,1001641798,-36.4091
all,3,3,1004306364,-46.4600
all,3,3,1010978582,-48.4444
all,3,3,1022846210,-52.5000
all,3,3,1023722256,-45.7667
all,3,3,1033480057,-33.4231
all,3,3,1036474372,-31.9348
all,3,3,1037401273,-39.9516
all,3,3,1038218488,-35.9118
all,3,3,1038240813,-42.8636
all,3,3,1041135095,-36.3462
all,3,3,1052850471,-38.8333
all,3,3,1053293722,-43.5000
all,3,3,1059209602,-38.7353
all,3,3,1061751410,-46.1400
all,3,3,1062255042,-27.2647
all,3,3,1064032374,-37.6200
all,3,3,1064486697,-40.6111
all,3,3,106587538,-27.7222
all,3,3,1068183337,-36.6333
all,3,3,1082073250,-33.6071
all,3,3,1083026305,-39.8125
all,3,3,1093253708,-37.4167
all,3,3,1094988923,-35.7941
all,3,3,1096341932,-40.7000
all,3,3,1099891794,-49.7414
all,3,3,110889107,-42.4130
all,3,3,1108994755,-28.9348
all,3,3,1116182691,-33.1800
all,3,3,1121515410,-33.1400
all,3,3,112743658,-43.8333
all,3,3,1128081783,-39.6111
all,3,3,1130403943,-36.8478
all,3,3,1135500214,-39.6333
all,3,3,1138184120,-34.2727
all,3,3,1139765352,-38.5400
all,3,3,1142181782,-44.2353
all,3,3,1154008721,-38.1400
all,3,3,1157790512,-37.4091
all,3,3,1161547704,-31.6250
all,3,3,1164368824,-42.5000
all,3,3,1174427787,-34.5000
all,3,3,1174462524,-38.6905
all,3,3,1175519146,-29.6667
all,3,3,1182202028,-27.9737
all,3,3,1182440019,-36.4500
all,3,3,1201170237,-40.4000
all,3,3,1201565253,-29.9545
all,3,3,1211334439,-33.0000
all,3,3,1218616460,-28.5000
all,3,3,1218917431,-54.8333
all,3,3,1222143675,-32.0652
all,3,3,1223901321,-27.5435
all,3,3,1226979448,-36.9762
all,3,3,1233913320,-40.3710
all,3,3,1237131333,-28.4524
all,3,3,1239558035,-39.8103
all,3,3,1244728759,-31.6176
all,3,3,1246105016,-31.2368
all,3,3,124711068,-37.6667
all,3,3,1250181728,-32.8158
all,3,3,1270720746,-35.5000
all,3,3,1288751559,-49.1296
all,3,3,1292333361,-28.4444
all,3,3,1292918822,-31.0000
all,3,3,1293461712,-46.0714
all,3,3,1300823014,-38.4600
all,3,3,1304407919,-42.9286
all,3,3,1305376595,-38.5952
all,3,3,1310759371,-38.4545
all,3,3,1315379481,-52.1190
all,3,3,1315459146,-30.0909
all,3,3,1317062028,-37.9118
all,3,3,1317484954,-26.3000
all,3,3,1318721770,-38.3571
all,3,3,1319364568,-38.2647
all,3,3,1320567837,-26.0652
all,3,3,1326000153,-39.0556
all,3,3,1336493410,-32.5667
all,3,3,1337026208,-42.5370
all,3,3,1341796865,-38.0200
all,3,3,1348972292,-36.7857
all,3,3,1351344834,-39.7692
all,3,3,1354571885,-46.0000
all,3,3,1355696803,-44.5000
all,3,3,1356823191,-33.0909
all,3,3,1360479120,-31.9737
all,3,3,1360595726,-35.8333
all,3,3,1367920983,-50.6923
all,3,3,1370452686,-38.6818
all,3,3,1371795951,-42.6053
all,3,3,137493304,-39.1250
all,3,3,1375056305,-54.6538
all,3,3,1380206301,-40.2778
all,3,3,138257890,-44.5000
all,3,3,1390070123,-43.5714
all,3,3,1397766369,-44.9828
all,3,3,1409932949,-31.5000
all,3,3,1410120414,-49.0000
all,3,3,1411552849,-49.2692
all,3,3,1411736710,-37.8077
all,3,3,1412314167,-41.3889
all,3,3,1415951383,-43.6111
all,3,3,1417221407,-40.7857
all,3,3,1417484602,-38.6000
all,3,3,1420211928,-41.5400
all,3,3,1423060993,-46.4583
all,3,3,1423682194,-39.1842
all,3,3,1424869980,-32.3667
all,3,3,142497295,-43.3400
all,3,3,1430247905,-37.5870
all,3,3,1431277483,-36.3333
all,3,3,1440176088,-32.1111
all,3,3,1444118058,-29.3235
all,3,3,1453438136,-40.9762
all,3,3,1457672976,-34.4444
all,3,3,1459827370,-39.6500
all,3,3,1460988487,-39.4200
all,3,3,1461249056,-42.0000
all,3,3,1480296753,-44.0000
all,3,3,1483337579,-37.7692
all,3,3,1486300823,-40.0556
all,3,3,1497824864,-34.9375
all,3,3,1504225597,-40.6500
all,3,3,1504822265,-49.1111
all,3,3,150604100,-33.1667
all,3,3,1507258094,-32.8077
all,3,3,1509632501,-45.6200
all,3,3,1512170075,-48.6818
all,3,3,1513047029,-35.9000
all,3,3,1518358220,-42.7941
all,3,3,1518938308,-41.5526
all,3,3,1523850398,-39.4333
all,3,3,152517913,-36.1842
all,3,3,1526915281,-39.5909
all,3,3,1529081495,-37.3947
all,3,3,1531151360,-37.2917
all,3,3,1533832136,-37.8810
all,3,3,1536985943,-39.0385
all,3,3,1540822946,-42.7500
all,3,3,1542757796,-38.4048
all,3,3,1544125195,-29.3235
all,3,3,1548060002,-24.7000
