level,M,N,seed,Leniency
15,5,5,1001341081,-114.2778
15,5,5,1001424495,-70.7000
15,5,5,1002216627,-68.2333
15,5,5,1005045193,-86.8750
15,5,5,1005187769,-66.2778
15,5,5,1006172106,-99.4032
15,5,5,1006972750,-89.9444
15,5,5,1011898671,-65.5800
15,5,5,1034700754,-74.6765
15,5,5,1038041873,-74.9783
15,5,5,1038393344,-37.9444
15,5,5,1046974729,-95.1087
15,5,5,1051613904,-110.8000
15,5,5,1054579763,-122.3462
15,5,5,1054967819,-93.2241
15,5,5,1060025607,-104.8846
15,5,5,1063642854,-72.8333
15,5,5,1067526495,-131.6667
15,5,5,1070238978,-69.5294
15,5,5,1076081872,-46.5000
15,5,5,1080428711,-71.1786
15,5,5,108200187,-112.9231
15,5,5,1083348144,-74.0500
15,5,5,108509811,-52.7000
15,5,5,1089473984,-71.7000
15,5,5,1090500639,-62.8125
15,5,5,1091509493,-90.7692
15,5,5,1110331903,-71.7000
15,5,5,1115377125,-132.9211
15,5,5,1116478248,-81.0000
15,5,5,1121341617,-80.7000
15,5,5,1129819970,-112.1591
15,5,5,1139780466,-53.6429
15,5,5,114173628,-63.0000
15,5,5,1148114156,-71.7000
15,5,5,1151311704,-62.6667
15,5,5,115191909,-71.7000
15,5,5,115602614,-106.5000
15,5,5,1157095033,-68.7857
15,5,5,1157217698,-47.8333
15,5,5,1157522558,-90.8462
15,5,5,1160469555,-93.5313
15,5,5,1161333802,-77.0714
15,5,5,1163284379,-131.0854
15,5,5,1173197977,-44.4091
15,5,5,1174428945,-95.8333
15,5,5,1179678138,-81.5000
15,5,5,1179875155,-60.5000
15,5,5,1180714486,-92.5000
15,5,5,1185877364,-96.8696
15,5,5,119171581,-58.8125
15,5,5,1194668209,-56.3636
15,5,5,1194767685,-87.5952
15,5,5,119576871,-79.7857
15,5,5,1196017367,-99.0714
15,5,5,1196533886,-58.6667
15,5,5,1199998419,-113.0333
15,5,5,1205632449,-107.2241
15,5,5,1216440104,-92.4565
15,5,5,1218190410,-69.8429
15,5,5,1221218304,-81.7222
15,5,5,1223343058,-79.4677
15,5,5,1227218086,-96.1563
15,5,5,1234368668,-62.7857
15,5,5,12418749,-58.4444
15,5,5,1241931958,-102.6429
15,5,5,124487628,-88.8750
15,5,5,1245592864,-116.2059
15,5,5,124744532,-114.2143
15,5,5,1259500691,-113.9571
15,5,5,1261304950,-54.7500
15,5,5,1262961510,-79.4333
15,5,5,1265310448,-83.3710
15,5,5,1271187922,-106.7368
15,5,5,127770166,-57.8056
15,5,5,1284137705,-74.9706
15,5,5,1292208623,-87.3529
15,5,5,1295574622,-53.5000
15,5,5,1298535775,-78.3261
15,5,5,1303436136,-93.4444
15,5,5,1309168321,-67.6538
15,5,5,1315570064,-84.9595
15,5,5,1320025244,-112.7069
15,5,5,1324690382,-63.8333
15,5,5,1327277664,-56.8333
15,5,5,1332468292,-64.6053
15,5,5,1344964624,-92.9490
15,5,5,1348470487,-75.7308
15,5,5,1348533344,-72.7000
15,5,5,1350446188,-80.9615
15,5,5,135339669,-93.8939
15,5,5,1354739891,-101.2895
15,5,5,1356661781,-76.6429
15,5,5,1363119394,-54.3571
15,5,5,1365946092,-96.7609
15,5,5,136793250,-81.0862
15,5,5,1375230254,-71.8636
15,5,5,1376614434,-58.3500
15,5,5,1380801302,-54.5000
15,5,5,1381810936,-75.2222
15,5,5,1383496744,-79.1316
15,5,5,1388932460,-78.8714
15,5,5,1393661933,-54.7500
15,5,5,1395475036,-64.9000
15,5,5,1395626700,-49.2500
15,5,5,139842817,-94.1667
15,5,5,1403077877,-77.9815
15,5,5,1407989016,-102.3205
15,5,5,1408256276,-127.7703
15,5,5,1410141741,-76.4355
15,5,5,1410517033,-102.5833
15,5,5,1414242152,-109.9857
15,5,5,1416489408,-70.7000
15,5,5,1419043578,-123.7857
15,5,5,1420715112,-107.5690
15,5,5,1422752564,-108.3611
15,5,5,1423279281,-82.3947
15,5,5,1428812722,-66.5769
15,5,5,1431966884,-84.4722
15,5,5,143245412,-85.9138
15,5,5,1435876916,-49.5000
15,5,5,143813773,-39.7000
15,5,5,1440023630,-77.6250
15,5,5,1440101620,-147.7059
15,5,5,1441831121,-83.0294
15,5,5,1446962675,-68.6250
15,5,5,1456671220,-106.2895
15,5,5,1458129704,-100.4412
15,5,5,1464155388,-80.5000
15,5,5,1466415168,-119.8889
15,5,5,1470955904,-70.7000
15,5,5,147358647,-71.8043
15,5,5,1474183287,-58.8000
15,5,5,14747164,-63.5526
15,5,5,1476472919,-77.5417
15,5,5,1481040884,-94.2750
15,5,5,1481402425,-92.4394
15,5,5,1485857980,-63.2368
15,5,5,14896651,-102.9167
15,5,5,1491174703,-89.7593
15,5,5,1499113605,-117.4677
15,5,5,1507677930,-97.5000
15,5,5,1516193285,-78.3696
15,5,5,1518435817,-106.6333
15,5,5,1520230383,-76.8333
15,5,5,152156852,-107.7609
15,5,5,1523312924,-93.0946
15,5,5,1529160814,-63.5000
15,5,5,1529375169,-63.9444
15,5,5,1532079874,-73.2778
15,5,5,15381444,-131.5714
15,5,5,1538974793,-143.1757
15,5,5,153922114,-68.7000
15,5,5,1540053366,-83.6000
15,5,5,1540435135,-87.8500
15,5,5,1541869701,-119.2021
15,5,5,1544707050,-113.4286
15,5,5,1548984727,-96.5882
15,5,5,1557571584,-76.3333
15,5,5,1558197904,-110.8750
15,5,5,1566302886,-88.0278
15,5,5,1571404634,-75.8529
15,5,5,1574974235,-73.7000
15,5,5,1578493763,-81.0000
15,5,5,1581933897,-80.9815
15,5,5,1584904557,-78.9800
15,5,5,1592213772,-105.4667
15,5,5,1594268813,-82.8243
15,5,5,1603533041,-112.9651
15,5,5,1605905315,-80.1364
15,5,5,1607707631,-102.2317
15,5,5,1616062160,-100.1190
15,5,5,1619352902,-96.3750
15,5,5,1621431638,-92.7500
15,5,5,1622162036,-47.8333
15,5,5,1624058070,-82.8548
15,5,5,1625679688,-88.5233
15,5,5,1629630478,-79.7308
15,5,5,1630561010,-106.3462
15,5,5,1634740635,-72.3000
15,5,5,1640887129,-106.2111
15,5,5,1646863381,-89.4091
15,5,5,1649955005,-55.1667
15,5,5,1650891822,-63.7759
15,5,5,165551070,-83.5000
15,5,5,1660990402,-81.0405
15,5,5,1671397715,-47.6250
15,5,5,1674436350,-59.1364
15,5,5,1676580708,-111.9194
15,5,5,1677654632,-84.4474
15,5,5,1679688465,-68.7857
15,5,5,1680424716,-92.4474
15,5,5,168284722,-80.2500
15,5,5,1688164322,-69.7000
15,5,5,1697432420,-120.6111
15,5,5,170253886,-83.7609
15,5,5,1708204350,-70.2273
15,5,5,1715933895,-83.4286
15,5,5,1718816406,-50.0000
15,5,5,1719831726,-79.8000
15,5,5,1720279478,-72.6250
15,5,5,1724701649,-108.1571
15,5,5,1729687427,-80.7439
15,5,5,1730107160,-46.2778
15,5,5,1736563361,-58.5000
15,5,5,1741528316,-64.7222
15,5,5,1742992440,-87.0926
15,5,5,1743881486,-53.5667
15,5,5,174828753,-52.0556
15,5,5,1751362059,-73.4167
15,5,5,1756213212,-96.0806
15,5,5,1758292467,-100.3500
15,5,5,1771251366,-141.0000
15,5,5,1775347598,-44.6667
15,5,5,1775958501,-113.5000
15,5,5,178454748,-71.9815
15,5,5,1790264044,-86.0600
15,5,5,1804632902,-78.7857
15,5,5,1807556935,-73.5000
15,5,5,1809002512,-108.0882
15,5,5,1822451282,-62.7143
15,5,5,1824261715,-72.4143
15,5,5,1832084445,-52.0263
15,5,5,1832604052,-107.9865
15,5,5,1834903841,-62.3235
15,5,5,1835057684,-49.1923
15,5,5,1839517760,-70.1522
15,5,5,1847781617,-80.6429
15,5,5,1851495409,-70.7000
15,5,5,1856424452,-61.5303
15,5,5,1857224764,-58.2037
15,5,5,1858498794,-60.3333
15,5,5,1879026081,-86.4000
15,5,5,1879570747,-54.3636
15,5,5,188008178,-100.9773
15,5,5,1880529318,-59.3333
15,5,5,1887193883,-100.8514
15,5,5,188748178,-96.4355
15,5,5,1888100583,-64.0769
15,5,5,1889639,-97.1400
15,5,5,1890599469,-73.9884
15,5,5,1894461815,-67.8333
15,5,5,1895011953,-106.1316
15,5,5,189823851,-106.2073
15,5,5,1898500694,-55.5714
15,5,5,1899113134,-78.1538
15,5,5,1901488676,-93.5000
15,5,5,1907264038,-86.6905
15,5,5,191496326,-60.2273
15,5,5,193062212,-74.5870
15,5,5,1931678122,-88.7162
15,5,5,1933116308,-98.5000
15,5,5,1939144521,-93.7667
15,5,5,195215428,-96.0714
15,5,5,1957590424,-82.5370
15,5,5,1958273711,-89.2143
15,5,5,196126224,-90.2931
15,5,5,1962216397,-45.6429
15,5,5,1965448526,-108.8750
15,5,5,1967884431,-108.8333
15,5,5,1968264266,-102.1585
15,5,5,1970581344,-45.2647
15,5,5,1971177896,-72.5323
15,5,5,1980580106,-72.8333
15,5,5,1984145964,-79.6333
15,5,5,1986313173,-68.1818
15,5,5,1986828963,-92.1154
15,5,5,1989252800,-91.9667
15,5,5,1997466160,-73.7500
15,5,5,2002059250,-78.1341
15,5,5,2002287767,-69.2407
15,5,5,200264407,-100.9333
15,5,5,2002664792,-79.9667
15,5,5,2009191224,-81.7188
15,5,5,2013911001,-83.7286
15,5,5,2014569950,-131.8333
15,5,5,2014650387,-46.5000
15,5,5,2015424060,-57.3000
15,5,5,2016975698,-85.1000
15,5,5,2023789619,-78.6818
15,5,5,2025707187,-57.4615
15,5,5,2042862877,-76.8810
15,5,5,2047300822,-78.0238
15,5,5,2048130142,-95.8429
15,5,5,2053509937,-89.7619
15,5,5,2055868672,-100.0652
15,5,5,2064512422,-105.2586
15,5,5,2066140275,-93.5833
15,5,5,2077623807,-135.1341
15,5,5,2086946937,-109.1923
15,5,5,2087914199,-116.1792
15,5,5,2087949933,-126.6842
15,5,5,2099544259,-69.8000
15,5,5,2107693322,-60.3750
15,5,5,2112119604,-74.6250
15,5,5,2113623108,-74.9615
15,5,5,2114354541,-104.5667
15,5,5,2114769194,-88.3158
15,5,5,2117365300,-71.6000
15,5,5,2125391033,-117.4773
15,5,5,2125910333,-54.2143
15,5,5,2126013512,-56.2647
15,5,5,212868030,-72.3333
15,5,5,212957666,-99.3889
15,5,5,2137336054,-63.1667
15,5,5,2140418477,-89.7800
15,5,5,2142050755,-47.4000
15,5,5,21432613,-60.6304
15,5,5,2144391931,-129.1154
15,5,5,2145333374,-120.7593
15,5,5,218529431,-100.1452
15,5,5,220864564,-90.1098
15,5,5,222120679,-110.4500
15,5,5,223914273,-77.6333
15,5,5,223935748,-83.7955
15,5,5,225084534,-79.9286
15,5,5,226701699,-87.8500
15,5,5,232577767,-55.1000
15,5,5,23514892,-87.5476
15,5,5,236624316,-94.0429
15,5,5,244641548,-47.5714
15,5,5,249139417,-88.2500
15,5,5,26773444,-58.5000
15,5,5,269032837,-125.0789
15,5,5,271293705,-39.6000
15,5,5,272224672,-106.7353
15,5,5,273321831,-66.8103
15,5,5,273425129,-79.3421
15,5,5,291062374,-63.7222
15,5,5,292675096,-112.6154
15,5,5,295093860,-69.1364
15,5,5,304077065,-39.0385
15,5,5,306798334,-82.0429
15,5,5,307355476,-71.1364
15,5,5,308485417,-56.9688
15,5,5,309362333,-123.8548
15,5,5,310901970,-109.6860
15,5,5,31313715,-88.3421
15,5,5,322302532,-100.0135
15,5,5,323956300,-69.7000
15,5,5,329977570,-105.5667
15,5,5,338644406,-112.1316
15,5,5,33934565,-73.6471
15,5,5,347028603,-96.1216
15,5,5,357338050,-89.5233
15,5,5,358888331,-87.0676
15,5,5,359117264,-84.9884
15,5,5,365792422,-108.4130
15,5,5,366913914,-78.4630
15,5,5,369536307,-61.1667
15,5,5,370266406,-74.7667
15,5,5,38839298,-58.6333
15,5,5,388857950,-104.3235
15,5,5,397523283,-70.8846
15,5,5,398140287,-80.1154
15,5,5,405794188,-97.4091
15,5,5,405976941,-70.2895
15,5,5,40713291,-60.5000
15,5,5,409966387,-84.3065
15,5,5,410743876,-56.3333
15,5,5,424022727,-118.3667
15,5,5,424712835,-62.1364
15,5,5,430274817,-82.8846
15,5,5,436107635,-53.2778
15,5,5,438464693,-51.2333
15,5,5,442032413,-54.6176
15,5,5,444639038,-102.9348
15,5,5,450532064,-57.1000
15,5,5,45184542,-76.6290
15,5,5,469176981,-97.3750
15,5,5,472148747,-94.2037
15,5,5,481706306,-75.2200
15,5,5,497314507,-105.7439
15,5,5,509561428,-101.8182
15,5,5,514602746,-95.2674
15,5,5,518985703,-43.7308
15,5,5,521055333,-98.3810
15,5,5,530738961,-64.5690
15,5,5,533443570,-76.4333
15,5,5,536347946,-46.5000
15,5,5,536423245,-97.9375
15,5,5,536525288,-69.7000
15,5,5,542302219,-110.1765
15,5,5,54536559,-102.0806
15,5,5,545569938,-152.0882
15,5,5,548529412,-79.5732
15,5,5,548605980,-70.2619
15,5,5,549865232,-111.8750
15,5,5,551282153,-86.7857
15,5,5,559658330,-69.7143
15,5,5,562907533,-121.8333
15,5,5,565834669,-92.6622
15,5,5,567710487,-69.7727
15,5,5,573692615,-88.8333
15,5,5,57422115,-90.6154
15,5,5,582364107,-91.6277
15,5,5,58549349,-76.0500
15,5,5,598101034,-70.7000
15,5,5,598108649,-96.5000
15,5,5,611990684,-75.8939
15,5,5,612214367,-102.6818
15,5,5,619504205,-92.9167
15,5,5,62723123,-78.3750
15,5,5,629601020,-68.7000
15,5,5,631599902,-89.1170
15,5,5,641304800,-98.3250
15,5,5,64739979,-77.1154
15,5,5,65019098,-88.4000
15,5,5,650606204,-86.9091
15,5,5,651488128,-117.9186
15,5,5,652401203,-53.6500
15,5,5,655333410,-104.6429
15,5,5,658634313,-97.2222
15,5,5,664056775,-59.5000
15,5,5,675325949,-50.0909
15,5,5,680300391,-44.6667
15,5,5,680611719,-130.8704
15,5,5,682855938,-60.0000
15,5,5,684392705,-47.5000
15,5,5,686688572,-93.1585
15,5,5,687277009,-101.6875
15,5,5,688444551,-92.1154
15,5,5,694228609,-84.5541
15,5,5,698439129,-65.0417
