level,M,N,seed,Leniency
8,4,4,1003192026,-17.7000
8,4,4,101277513,-34.5000
8,4,4,1026797542,-35.6429
8,4,4,1026947808,-61.7051
8,4,4,1035258029,-70.3485
8,4,4,10366332,-18.0000
8,4,4,1036715472,-42.3462
8,4,4,1036886040,-41.4167
8,4,4,1042129816,-56.1774
8,4,4,1048139332,-33.2857
8,4,4,1070253627,-78.2805
8,4,4,1078238519,-47.1000
8,4,4,1079659711,-33.5000
8,4,4,1089015963,-43.2727
8,4,4,1092756634,-46.1522
8,4,4,1098500762,-41.6818
8,4,4,1101346450,-59.6290
8,4,4,1122085835,-75.0000
8,4,4,1128697502,-45.5000
8,4,4,113226136,-57.6875
8,4,4,1137220935,-34.1154
8,4,4,1137545103,-46.0600
8,4,4,1142484002,-48.9231
8,4,4,1142597197,-48.4063
8,4,4,1151417878,-80.0278
8,4,4,1153292106,-53.0333
8,4,4,1154926906,-77.8902
8,4,4,1156992488,-37.2826
8,4,4,1157730507,-36.0238
8,4,4,1158454978,-79.1923
8,4,4,1163938924,-50.5741
8,4,4,1168887726,-57.5909
8,4,4,1170396013,-45.7273
8,4,4,1172590970,-75.6000
8,4,4,1174981387,-70.8667
8,4,4,1176071451,-17.7000
8,4,4,1176208944,-60.0455
8,4,4,1180691312,-37.5500
8,4,4,118543745,-33.2857
8,4,4,1186607487,-44.0238
8,4,4,1188026251,-69.3000
8,4,4,1189021742,-31.9286
8,4,4,1192848505,-42.7609
8,4,4,1198312004,-54.5000
8,4,4,1198818934,-46.5435
8,4,4,1200250875,-74.5000
8,4,4,1202272553,-59.9483
8,4,4,1206893123,-60.3788
8,4,4,1208536855,-36.1500
8,4,4,1212730453,-80.8256
8,4,4,1213186888,-62.4259
8,4,4,1214218862,-63.8684
8,4,4,1218530780,-53.7222
8,4,4,1224605099,-64.0588
8,4,4,1228326570,-35.1500
8,4,4,1236612884,-103.3421
8,4,4,1238664408,-42.2826
8,4,4,1241888939,-54.4032
8,4,4,1243654596,-76.2750
8,4,4,1252882785,-66.2105
8,4,4,1253418988,-35.2895
8,4,4,1255591006,-36.0455
