level,M,N,seed,leniencyMetric
13modified,1,1,100334696,-67.5198
13modified,1,1,1005713264,-57.5759
13modified,1,1,1010932164,-65.8673
13modified,1,1,1012869568,-67.8238
13modified,1,1,1021967227,-64.9149
13modified,1,1,1033033434,-64.3737
13modified,1,1,1033854624,-63.0556
13modified,1,1,1034628327,-68.3039
13modified,1,1,1041640248,-60.6444
13modified,1,1,1042768624,-68.0490
13modified,1,1,1044706667,-65.2604
13modified,1,1,1045197443,-66.2822
13modified,1,1,1045985721,-66.5297
13modified,1,1,1049469142,-63.9070
13modified,1,1,104993245,-59.1667
13modified,1,1,1051467736,-68.1250
13modified,1,1,1055293516,-62.6149
13modified,1,1,106470709,-63.0333
13modified,1,1,1066819082,-65.7316
13modified,1,1,1071405622,-61.4775
13modified,1,1,1072816653,-59.7289
13modified,1,1,1074205656,-69.7110
13modified,1,1,107858546,-69.5952
13modified,1,1,1081831131,-54.9143
13modified,1,1,1085292328,-73.5000
13modified,1,1,1086993038,-69.0833
13modified,1,1,1090021741,-62.8605
13modified,1,1,1095229560,-63.4213
13modified,1,1,1099242507,-68.8592
13modified,1,1,1119739660,-62.9878
13modified,1,1,1119913660,-70.6481
13modified,1,1,1121788155,-64.5851
13modified,1,1,1122891000,-70.5370
13modified,1,1,1123116722,-67.1804
13modified,1,1,1125748041,-59.1420
13modified,1,1,112714695,-74.8167
13modified,1,1,112803900,-65.2849
13modified,1,1,1131392376,-65.9688
13modified,1,1,1137791056,-61.9839
13modified,1,1,1140268074,-67.0000
13modified,1,1,1142192008,-59.5633
13modified,1,1,1149310547,-66.6700
13modified,1,1,1149395731,-67.2200
13modified,1,1,1149675945,-60.2317
13modified,1,1,1151948236,-68.5200
13modified,1,1,1159043200,-63.4885
13modified,1,1,1167164095,-66.8163
13modified,1,1,1168528864,-65.3947
13modified,1,1,1170387944,-74.6780
13modified,1,1,1170753960,-68.4899
13modified,1,1,1183217684,-61.3000
13modified,1,1,1183839141,-74.6610
13modified,1,1,1186326919,-61.0610
13modified,1,1,1198305612,-61.3395
13modified,1,1,1200800358,-67.9904
13modified,1,1,1205118578,-70.8048
13modified,1,1,1208064624,-65.7222
13modified,1,1,1208894535,-65.0368
13modified,1,1,1220846468,-66.3900
13modified,1,1,1222949588,-57.4600
13modified,1,1,1232002747,-70.8540
13modified,1,1,1235717330,-63.4111
13modified,1,1,1235792259,-62.5440
13modified,1,1,123988852,-58.3514
13modified,1,1,1240105649,-62.4545
13modified,1,1,1245146245,-59.9810
13modified,1,1,12481666,-66.7062
13modified,1,1,1248990245,-63.3370
13modified,1,1,1271901802,-70.4074
13modified,1,1,1284670388,-63.8587
13modified,1,1,128849205,-68.8137
13modified,1,1,1294751766,-68.9815
13modified,1,1,1295454644,-59.2683
13modified,1,1,1299476798,-63.7414
13modified,1,1,1300485353,-63.9792
13modified,1,1,1305346275,-58.2229
13modified,1,1,130581915,-62.2667
13modified,1,1,1306616824,-63.1782
13modified,1,1,1308353909,-63.1344
13modified,1,1,1308551323,-64.8261
13modified,1,1,1315827889,-62.6538
13modified,1,1,1317356462,-67.8861
13modified,1,1,1318081265,-62.8678
13modified,1,1,1321452978,-63.7247
13modified,1,1,1322707071,-69.5962
13modified,1,1,1327951166,-62.0165
13modified,1,1,1334016119,-66.5700
13modified,1,1,1336996873,-72.6339
13modified,1,1,1342400852,-65.5000
13modified,1,1,1343326420,-65.7673
13modified,1,1,134574967,-69.2714
13modified,1,1,1347620170,-64.0618
13modified,1,1,1350246726,-63.4670
13modified,1,1,1353309627,-70.0048
13modified,1,1,1354863624,-68.9519
13modified,1,1,1355977442,-62.6125
13modified,1,1,1369093841,-63.6818
13modified,1,1,1369758537,-68.2255
13modified,1,1,1370730297,-64.2312
13modified,1,1,137298414,-67.9455
13modified,1,1,1373215267,-67.6584
13modified,1,1,1373343923,-71.0413
13modified,1,1,1374512836,-53.9394
13modified,1,1,1382735061,-71.9954
13modified,1,1,1383967720,-67.2327
13modified,1,1,1384713187,-59.6842
13modified,1,1,1385042497,-68.7212
13modified,1,1,1387075227,-71.2768
13modified,1,1,1387631371,-65.2938
13modified,1,1,139021216,-67.0612
13modified,1,1,1398032593,-61.7874
13modified,1,1,1398607408,-62.9607
13modified,1,1,1402590398,-64.9194
13modified,1,1,1406651093,-65.7062
13modified,1,1,1410954787,-63.6136
13modified,1,1,1411770614,-65.8663
13modified,1,1,1426697809,-60.6951
13modified,1,1,143174518,-62.7273
13modified,1,1,1433030683,-68.3750
13modified,1,1,1435693011,-63.6758
13modified,1,1,143828757,-67.1082
13modified,1,1,1440834520,-59.5843
13modified,1,1,144151369,-62.6000
13modified,1,1,1441946452,-68.7212
13modified,1,1,1444752565,-67.1832
13modified,1,1,1448375801,-62.7826
13modified,1,1,1452268325,-63.5978
13modified,1,1,1454361430,-69.9095
13modified,1,1,1455966942,-69.3598
13modified,1,1,1456002608,-63.0385
13modified,1,1,1458581845,-61.5119
13modified,1,1,1465543548,-64.6263
13modified,1,1,1469383037,-67.5594
13modified,1,1,1472392893,-60.0926
13modified,1,1,1475833365,-66.2292
13modified,1,1,1477413073,-65.6250
13modified,1,1,1477603777,-59.6341
13modified,1,1,1478554099,-66.8333
13modified,1,1,1485705260,-61.5941
13modified,1,1,1493738666,-64.6064
13modified,1,1,1497059314,-65.9554
13modified,1,1,1502756878,-62.6889
13modified,1,1,1511014196,-59.2595
13modified,1,1,1511549424,-62.1739
13modified,1,1,1512173849,-63.5111
13modified,1,1,1514724235,-66.0051
13modified,1,1,151641113,-66.0851
13modified,1,1,1519923925,-64.8656
13modified,1,1,1520591354,-67.0769
13modified,1,1,1523119098,-64.0435
13modified,1,1,1523416595,-63.5968
13modified,1,1,1525290395,-68.3020
13modified,1,1,1525356389,-67.5396
13modified,1,1,1532585567,-67.6881
13modified,1,1,1532685163,-63.6685
13modified,1,1,1533039442,-61.9222
13modified,1,1,1537696857,-73.0385
13modified,1,1,1538219310,-70.8182
13modified,1,1,1538635465,-63.2111
13modified,1,1,1543871876,-63.9894
13modified,1,1,1548010334,-64.9141
13modified,1,1,1550908784,-65.5440
13modified,1,1,156462991,-62.2527
13modified,1,1,1567489355,-64.1778
13modified,1,1,1569987945,-62.3495
13modified,1,1,1573891020,-61.3659
13modified,1,1,1577567759,-67.4574
13modified,1,1,1579325423,-70.6009
13modified,1,1,1579718788,-69.4245
13modified,1,1,158110650,-67.3384
13modified,1,1,1597192292,-64.3889
13modified,1,1,1597649420,-65.3830
13modified,1,1,1601766857,-64.1667
13modified,1,1,1604585759,-65.9851
13modified,1,1,1604786055,-70.2143
13modified,1,1,1605354317,-66.0851
13modified,1,1,1607801886,-63.8448
13modified,1,1,1613391508,-62.4882
13modified,1,1,1614539992,-64.6702
13modified,1,1,1617315229,-73.4483
13modified,1,1,1618232878,-66.6348
13modified,1,1,1629482376,-73.0625
13modified,1,1,1634652975,-64.6889
13modified,1,1,1652401447,-60.9405
13modified,1,1,1652650581,-69.1887
13modified,1,1,1659812313,-65.9388
13modified,1,1,1662992992,-68.9412
13modified,1,1,1672446981,-64.7111
13modified,1,1,1676942378,-63.9624
13modified,1,1,1692069932,-65.0000
13modified,1,1,1693272981,-62.3462
13modified,1,1,1698163619,-61.7118
13modified,1,1,1698845061,-64.3065
13modified,1,1,1710804631,-58.8250
13modified,1,1,1715881790,-69.9954
13modified,1,1,1719068081,-65.1327
13modified,1,1,1719353174,-66.2802
13modified,1,1,1724762333,-55.6923
13modified,1,1,1724803975,-65.4381
13modified,1,1,1729547969,-68.8585
13modified,1,1,1739807908,-62.2073
13modified,1,1,1740360962,-63.8441
13modified,1,1,1749190164,-59.5130
13modified,1,1,175484159,-73.0586
13modified,1,1,1756758712,-65.7653
13modified,1,1,1758501093,-61.8140
13modified,1,1,1762583483,-60.9096
13modified,1,1,1770666646,-59.7289
13modified,1,1,1771148841,-64.8608
13modified,1,1,1771567484,-65.2609
13modified,1,1,1775484855,-63.6910
13modified,1,1,1777306666,-60.2442
13modified,1,1,1782619294,-69.3431
13modified,1,1,1783803413,-61.8059
13modified,1,1,1787634100,-58.3667
13modified,1,1,1788470910,-66.3043
13modified,1,1,1789062027,-68.2767
13modified,1,1,1800200003,-62.3444
13modified,1,1,1802225254,-63.3791
13modified,1,1,1806786271,-69.1729
13modified,1,1,180789243,-68.2100
13modified,1,1,1809291652,-73.9958
13modified,1,1,1810257406,-71.6091
13modified,1,1,1811421511,-67.6262
13modified,1,1,1813256826,-62.0287
13modified,1,1,1814228121,-64.6915
13modified,1,1,1830678009,-68.2525
13modified,1,1,1832144932,-71.1486
13modified,1,1,183419651,-68.9112
13modified,1,1,1847457651,-73.8077
13modified,1,1,184945281,-63.0955
13modified,1,1,1850250508,-72.1783
13modified,1,1,1853858560,-60.8766
13modified,1,1,1857561842,-66.4053
13modified,1,1,1859854661,-64.4444
13modified,1,1,1860004022,-62.2590
13modified,1,1,1870969858,-67.2895
13modified,1,1,1878727327,-62.7247
13modified,1,1,1897867746,-59.7963
13modified,1,1,1899332987,-64.0275
13modified,1,1,1899616485,-59.4630
13modified,1,1,190191226,-66.6414
13modified,1,1,1905607607,-66.9851
13modified,1,1,1907336851,-64.2813
13modified,1,1,1910531511,-61.9023
13modified,1,1,1916943627,-62.8563
13modified,1,1,1924240071,-61.7697
13modified,1,1,1925525807,-62.9235
13modified,1,1,192577671,-68.9466
13modified,1,1,1929218352,-73.4655
13modified,1,1,1931976251,-68.1827
13modified,1,1,1937816086,-64.3804
13modified,1,1,1937827682,-64.1413
13modified,1,1,193879586,-66.6471
13modified,1,1,1942749039,-64.4149
13modified,1,1,1943261232,-60.8647
13modified,1,1,1952225308,-62.3140
13modified,1,1,1960555934,-66.9040
13modified,1,1,1962320612,-67.9545
13modified,1,1,1968901410,-67.4286
13modified,1,1,1969389892,-67.4053
13modified,1,1,1972513283,-61.3118
13modified,1,1,1982083757,-59.4881
13modified,1,1,1983805141,-65.4474
