level,M,N,seed,Leniency
12,4,4,100356515,-64.8824
12,4,4,1017096710,-54.3387
12,4,4,1019659450,-60.0484
12,4,4,1019686564,-73.3649
12,4,4,1021099093,-62.9242
12,4,4,1028181055,-66.6042
12,4,4,1028221476,-67.4459
12,4,4,1032168601,-81.9615
12,4,4,1035347563,-62.8488
12,4,4,1047582324,-54.3889
12,4,4,1047730424,-43.5526
12,4,4,1052804778,-59.3889
12,4,4,1063935025,-55.1471
12,4,4,1070253909,-71.4697
12,4,4,1071951939,-59.4000
12,4,4,1073177884,-42.4167
12,4,4,1073656638,-75.0484
12,4,4,1078042639,-48.7609
12,4,4,1078143893,-63.6667
12,4,4,1089062733,-90.6400
12,4,4,1090355814,-43.5417
12,4,4,1090658290,-64.5789
12,4,4,109238692,-42.0484
12,4,4,1093873651,-49.2407
12,4,4,1100744875,-52.7188
12,4,4,1105137414,-60.5000
12,4,4,1112607938,-49.1842
12,4,4,1113958621,-54.7286
12,4,4,1127490420,-50.7963
12,4,4,113323798,-57.8030
12,4,4,1138809542,-47.5000
12,4,4,1144887126,-67.5000
12,4,4,1146759050,-68.9857
12,4,4,1148296322,-65.6622
12,4,4,1158550516,-60.3667
12,4,4,1158588681,-60.3387
12,4,4,1159229807,-60.9545
12,4,4,1172244741,-44.0909
12,4,4,1172745126,-71.3974
12,4,4,1172963202,-57.2600
12,4,4,1174155956,-56.2714
12,4,4,1186157259,-42.5333
12,4,4,1193402462,-53.5000
12,4,4,1194429390,-53.8214
12,4,4,1201381914,-69.3235
12,4,4,1207965399,-64.7885
12,4,4,1209017041,-49.5938
12,4,4,1209580885,-69.3621
12,4,4,121281623,-51.6852
12,4,4,1214181327,-58.0484
12,4,4,1217073149,-72.9688
12,4,4,1220078934,-68.1190
12,4,4,1220952180,-62.4744
12,4,4,1223440064,-51.1207
12,4,4,1223787389,-55.8714
12,4,4,1234086989,-49.0909
12,4,4,1237584719,-41.0909
12,4,4,1238465891,-48.8333
12,4,4,1241748122,-109.3182
12,4,4,1247864065,-61.3824
12,4,4,1254781923,-45.6379
12,4,4,1257734600,-58.5000
12,4,4,1259787192,-72.1316
12,4,4,1267906690,-58.2568
12,4,4,1273616107,-54.8846
12,4,4,127499937,-66.6111
12,4,4,1277767425,-47.0833
12,4,4,1281919863,-46.5000
12,4,4,1285568870,-44.9333
