level,M,N,seed,leniencyMetric
13modified,3,3,1000747388,-39.9118
13modified,3,3,1003230641,-26.0789
13modified,3,3,1004940999,-38.0882
13modified,3,3,100632844,-41.6333
13modified,3,3,1006707556,-29.2143
13modified,3,3,1009107826,-44.9000
13modified,3,3,1011428303,-38.8077
13modified,3,3,1018544641,-39.6429
13modified,3,3,1037350528,-24.7308
13modified,3,3,1037670259,-36.5000
13modified,3,3,1038671244,-38.9667
13modified,3,3,1038883129,-46.3667
13modified,3,3,1039987872,-35.3235
13modified,3,3,105140421,-47.0455
13modified,3,3,1053579526,-34.0556
13modified,3,3,1055229966,-36.4167
13modified,3,3,1057874518,-23.6333
13modified,3,3,1058957375,-39.0385
13modified,3,3,1060892191,-53.2273
13modified,3,3,1065451971,-40.3824
13modified,3,3,1066219829,-35.1923
13modified,3,3,1069714731,-31.9667
13modified,3,3,1072641056,-40.8636
13modified,3,3,1072824859,-37.5000
13modified,3,3,1073055339,-35.5909
13modified,3,3,1073272961,-28.1000
13modified,3,3,107671954,-40.7500
13modified,3,3,107769627,-38.5000
13modified,3,3,1078305007,-33.9286
13modified,3,3,1080834013,-28.0833
13modified,3,3,1082260539,-38.9000
13modified,3,3,1082314175,-37.3182
13modified,3,3,1090707737,-36.1667
13modified,3,3,1097519480,-31.3333
13modified,3,3,1099272658,-32.9615
13modified,3,3,1110677252,-28.2273
13modified,3,3,1114759178,-40.7727
13modified,3,3,1120843921,-34.8000
13modified,3,3,1121071924,-30.8636
13modified,3,3,1130362085,-47.2778
13modified,3,3,1130953896,-48.2778
13modified,3,3,1134735971,-40.7632
13modified,3,3,1138437632,-43.7353
13modified,3,3,1143661877,-48.1667
13modified,3,3,1145786771,-38.0625
13modified,3,3,1146297808,-34.8125
13modified,3,3,1162822678,-32.0333
13modified,3,3,116667107,-38.2778
13modified,3,3,1169013744,-43.7308
13modified,3,3,1181772620,-43.6333
13modified,3,3,1185837477,-51.0833
13modified,3,3,1193129330,-38.1364
13modified,3,3,1200158203,-33.1667
13modified,3,3,1200935411,-39.3421
13modified,3,3,1205388612,-45.8077
13modified,3,3,1206478818,-40.9375
13modified,3,3,1206750499,-33.7667
13modified,3,3,1207503318,-40.3667
13modified,3,3,1207800718,-41.3000
13modified,3,3,1208209113,-44.2778
13modified,3,3,1212781919,-32.9667
13modified,3,3,1219764183,-43.5000
13modified,3,3,1220312016,-41.1667
13modified,3,3,1225165832,-34.4167
13modified,3,3,1226043139,-40.3182
13modified,3,3,1233831511,-32.4167
13modified,3,3,1242933758,-51.8000
13modified,3,3,1247590471,-44.8000
13modified,3,3,1265546259,-49.2273
13modified,3,3,1275908440,-46.5833
13modified,3,3,1278191166,-35.3333
13modified,3,3,1281877312,-35.2000
13modified,3,3,1282893305,-34.9286
13modified,3,3,128554622,-54.9444
13modified,3,3,1298625708,-43.3333
13modified,3,3,1308307336,-39.6000
13modified,3,3,1317277335,-37.6333
13modified,3,3,1319673534,-36.2692
13modified,3,3,1330019984,-45.9286
13modified,3,3,133965900,-26.4375
13modified,3,3,1341224127,-31.9286
13modified,3,3,1344434153,-37.3947
13modified,3,3,134482399,-31.8077
13modified,3,3,1348875106,-43.0455
13modified,3,3,1357005491,-36.6111
13modified,3,3,137018277,-43.5625
13modified,3,3,1370627658,-39.1500
13modified,3,3,1374715224,-38.0385
13modified,3,3,1387151890,-48.3000
13modified,3,3,1388935252,-50.2692
13modified,3,3,1390842545,-45.5000
13modified,3,3,1392097658,-34.9615
13modified,3,3,1398201667,-31.2273
13modified,3,3,1400802000,-47.9000
13modified,3,3,1416567742,-40.1154
13modified,3,3,1421984618,-27.5000
13modified,3,3,143632992,-24.0385
13modified,3,3,143660773,-42.6000
13modified,3,3,1440739017,-40.2647
13modified,3,3,1444009553,-44.5000
13modified,3,3,1445201825,-33.0833
13modified,3,3,1449430967,-38.1250
13modified,3,3,1451545910,-42.6429
13modified,3,3,145729422,-34.8571
13modified,3,3,146168440,-33.5000
13modified,3,3,1463889962,-28.1923
13modified,3,3,1466552672,-33.3571
13modified,3,3,1467157173,-27.6429
13modified,3,3,1470474437,-29.6429
13modified,3,3,1476470986,-32.9286
13modified,3,3,1480704826,-38.0385
13modified,3,3,1481164812,-49.1667
13modified,3,3,1482543931,-34.0000
13modified,3,3,1483461119,-35.5000
13modified,3,3,1484841715,-43.9000
13modified,3,3,1485784693,-41.9667
13modified,3,3,1490363130,-36.5000
13modified,3,3,1499413564,-49.3182
13modified,3,3,1504088547,-49.1875
13modified,3,3,1504340417,-39.0000
13modified,3,3,1505353724,-26.1364
13modified,3,3,1507616277,-34.9375
13modified,3,3,1509155999,-32.2500
13modified,3,3,1509984666,-42.5833
13modified,3,3,1515981365,-39.0294
13modified,3,3,1519299415,-34.8158
13modified,3,3,1520772872,-38.0556
13modified,3,3,1524481216,-35.1923
13modified,3,3,1527795885,-39.4286
13modified,3,3,1528039779,-41.7500
13modified,3,3,1530286851,-51.2500
13modified,3,3,1534192257,-44.2857
13modified,3,3,1535558285,-50.1154
13modified,3,3,1547037443,-38.8077
13modified,3,3,1550685533,-43.9286
13modified,3,3,1551681087,-44.5000
13modified,3,3,1561697930,-38.4167
13modified,3,3,1561848847,-34.7000
13modified,3,3,1565474021,-47.5000
13modified,3,3,1567392547,-33.8333
13modified,3,3,1567891758,-46.6765
13modified,3,3,1573356077,-42.7500
13modified,3,3,1587608360,-30.0455
13modified,3,3,1591825128,-27.7632
13modified,3,3,1592220142,-37.2692
13modified,3,3,1593907694,-35.0294
13modified,3,3,1609519136,-37.0000
13modified,3,3,1614158745,-41.7778
13modified,3,3,1617428679,-34.0385
13modified,3,3,161936749,-46.4231
13modified,3,3,1626532505,-45.7857
13modified,3,3,162747135,-41.6250
13modified,3,3,1632100205,-48.2857
13modified,3,3,1639257339,-42.9286
13modified,3,3,1640161236,-39.6111
13modified,3,3,1644538910,-39.7778
13modified,3,3,1645231976,-44.5000
13modified,3,3,1645586294,-29.6818
13modified,3,3,1648411373,-35.0556
13modified,3,3,1648969040,-38.0556
13modified,3,3,1656406480,-43.5667
13modified,3,3,1658976100,-33.2333
13modified,3,3,166026717,-46.9444
13modified,3,3,1660368022,-32.3889
13modified,3,3,1661436122,-35.0714
13modified,3,3,1667762407,-38.3889
13modified,3,3,166959396,-38.3000
13modified,3,3,1678354020,-40.3333
13modified,3,3,1681939819,-36.0909
13modified,3,3,1682069719,-34.6818
13modified,3,3,1683880603,-35.8077
13modified,3,3,1692126121,-30.1364
13modified,3,3,169873061,-36.7857
13modified,3,3,1700244166,-36.7857
13modified,3,3,1708144132,-32.3462
13modified,3,3,170946242,-49.2500
13modified,3,3,1714568883,-35.5000
13modified,3,3,1717605128,-46.0000
13modified,3,3,1720836988,-31.5833
13modified,3,3,1721435834,-38.8333
13modified,3,3,1724000819,-35.6000
13modified,3,3,1737978195,-34.5000
13modified,3,3,1755142440,-39.8333
13modified,3,3,1755853177,-32.0455
13modified,3,3,1756074721,-28.7308
13modified,3,3,1762761537,-44.6579
13modified,3,3,1766255356,-41.5000
13modified,3,3,1766958145,-49.4474
13modified,3,3,1768952533,-39.5769
13modified,3,3,1770603754,-40.7941
13modified,3,3,1775173339,-38.7000
13modified,3,3,1775664022,-45.0385
13modified,3,3,1777445432,-34.7143
13modified,3,3,177942638,-38.1111
13modified,3,3,1779720666,-39.3235
13modified,3,3,1779906848,-34.4286
13modified,3,3,1789410354,-30.8529
13modified,3,3,1791778974,-49.2500
13modified,3,3,1795826253,-34.5833
13modified,3,3,1796569166,-36.3667
13modified,3,3,1797774747,-44.6000
13modified,3,3,1800095436,-42.7857
13modified,3,3,1800637508,-33.9444
13modified,3,3,1805512845,-39.4286
13modified,3,3,1810448264,-42.3125
13modified,3,3,1814552560,-37.6053
13modified,3,3,1815132296,-38.7222
13modified,3,3,1815861161,-44.4375
13modified,3,3,1819119388,-35.4091
13modified,3,3,1819990369,-35.9545
13modified,3,3,182031492,-29.9667
13modified,3,3,1820793552,-42.9615
13modified,3,3,1825605709,-51.1923
13modified,3,3,1827339062,-43.8333
13modified,3,3,1829909606,-36.1667
13modified,3,3,1830645974,-45.3333
13modified,3,3,1832190101,-42.1364
13modified,3,3,1834349101,-36.4091
13modified,3,3,1837267952,-33.8333
13modified,3,3,184071106,-40.0625
13modified,3,3,1842593868,-49.8333
13modified,3,3,1845142266,-33.3000
13modified,3,3,1851651374,-54.7222
13modified,3,3,1853570680,-37.1364
13modified,3,3,1856804975,-42.6875
13modified,3,3,1862413920,-38.9545
13modified,3,3,1865618941,-30.5588
13modified,3,3,1867468502,-33.5000
13modified,3,3,186783104,-33.9667
13modified,3,3,1867934507,-42.5000
13modified,3,3,1870748648,-28.9444
13modified,3,3,1876696247,-33.9167
13modified,3,3,1881736887,-37.0333
13modified,3,3,1886655360,-24.9167
13modified,3,3,1887858911,-33.6176
13modified,3,3,188945830,-27.7500
13modified,3,3,189155173,-39.3333
13modified,3,3,1894153296,-46.5588
13modified,3,3,1898341491,-30.1429
13modified,3,3,1905033252,-48.5625
13modified,3,3,191463373,-33.1667
13modified,3,3,1919604592,-36.8333
13modified,3,3,1922792342,-31.7353
13modified,3,3,1928328916,-32.2857
13modified,3,3,1929352144,-32.8333
13modified,3,3,1930362825,-38.9000
13modified,3,3,1932937349,-32.9000
13modified,3,3,1942407843,-44.4231
13modified,3,3,1948235494,-44.3333
13modified,3,3,1950100733,-45.7857
13modified,3,3,1953828808,-31.1111
13modified,3,3,1957096776,-41.3235
13modified,3,3,1958663739,-43.4333
13modified,3,3,1963714948,-39.9545
13modified,3,3,1972755271,-40.1667
13modified,3,3,1973158589,-36.6429
13modified,3,3,1973463446,-28.0385
13modified,3,3,1974644891,-32.9000
13modified,3,3,1979396431,-52.1667
13modified,3,3,1995033504,-38.9444
13modified,3,3,2009447901,-36.0263
13modified,3,3,2010090001,-42.1471
13modified,3,3,2010988465,-39.0385
13modified,3,3,2011069666,-48.9545
13modified,3,3,2011467440,-28.7222
13modified,3,3,2013677608,-45.3571
13modified,3,3,2029269455,-31.2273
13modified,3,3,2032778669,-43.5769
13modified,3,3,2038612252,-32.1667
13modified,3,3,204083981,-32.2273
13modified,3,3,2044443730,-33.5625
13modified,3,3,2046085618,-43.0000
13modified,3,3,20470853,-30.6875
13modified,3,3,2052413701,-32.4091
13modified,3,3,2052444157,-39.9000
13modified,3,3,20545696,-28.0000
13modified,3,3,205682923,-40.0333
13modified,3,3,2057367082,-31.6667
13modified,3,3,2059202431,-27.1923
13modified,3,3,2066756674,-33.7941
13modified,3,3,2068717477,-37.8750
13modified,3,3,2070903839,-36.8333
13modified,3,3,2073504426,-39.3667
13modified,3,3,2077888711,-47.5000
13modified,3,3,2081257316,-33.2692
13modified,3,3,2092941731,-45.8529
13modified,3,3,209504758,-34.0000
13modified,3,3,2098214363,-32.5000
13modified,3,3,2100189847,-28.9545
13modified,3,3,2100864723,-44.6000
13modified,3,3,2102134956,-33.8333
13modified,3,3,2103438740,-32.7941
13modified,3,3,2111581344,-35.9000
13modified,3,3,2117707531,-35.0000
13modified,3,3,2119211752,-44.3667
13modified,3,3,2121964014,-47.1316
13modified,3,3,212625774,-35.9667
13modified,3,3,2126958958,-40.3333
13modified,3,3,2127114785,-52.6111
13modified,3,3,2137725408,-38.5909
13modified,3,3,2146611503,-40.1667
13modified,3,3,218111463,-40.7857
13modified,3,3,222943458,-40.5000
13modified,3,3,223111873,-51.5000
13modified,3,3,228386937,-38.2895
13modified,3,3,231817566,-33.3182
13modified,3,3,234329916,-38.0333
13modified,3,3,234583499,-42.4474
13modified,3,3,235120355,-44.6875
13modified,3,3,237764319,-32.0714
13modified,3,3,242922398,-36.1471
13modified,3,3,244169024,-42.6579
13modified,3,3,246123008,-36.3235
13modified,3,3,246572614,-37.3462
13modified,3,3,250571034,-42.5000
13modified,3,3,252534108,-31.5000
13modified,3,3,25643056,-37.4375
13modified,3,3,265621743,-29.3182
13modified,3,3,26976550,-31.3571
13modified,3,3,27022924,-39.1429
13modified,3,3,276703638,-38.9167
13modified,3,3,278068419,-44.0625
13modified,3,3,282805229,-37.4091
13modified,3,3,286383012,-47.8846
13modified,3,3,288447658,-54.0556
13modified,3,3,294139524,-46.4167
13modified,3,3,296098715,-29.9444
13modified,3,3,306028302,-36.5625
13modified,3,3,307250575,-38.0000
13modified,3,3,308619097,-35.1000
13modified,3,3,308996021,-37.5000
13modified,3,3,311761933,-38.0000
13modified,3,3,318416483,-38.2500
13modified,3,3,322446830,-39.5000
13modified,3,3,329452327,-33.3235
13modified,3,3,338088101,-37.1875
13modified,3,3,340714859,-35.0000
13modified,3,3,343936855,-46.7105
13modified,3,3,346832508,-39.4091
