level,M,N,seed,leniencyMetric
13modified,14,2,100334696,-22.0714
13modified,14,2,1005713264,-22.0714
13modified,14,2,1010932164,-22.0714
13modified,14,2,1012869568,-22.0714
13modified,14,2,1021967227,-22.0714
13modified,14,2,1033033434,-22.0714
13modified,14,2,1033854624,-22.0714
13modified,14,2,1034628327,-22.0714
13modified,14,2,1041640248,-22.0714
13modified,14,2,1042768624,-22.0714
13modified,14,2,1044706667,-22.0714
13modified,14,2,1045197443,-14.5833
13modified,14,2,1045985721,-22.0714
13modified,14,2,1049469142,-22.0714
13modified,14,2,104993245,-22.0714
13modified,14,2,1051467736,-14.5833
13modified,14,2,1055293516,-22.0714
13modified,14,2,106470709,-22.0714
13modified,14,2,1066819082,-22.0714
13modified,14,2,1071405622,-22.0714
13modified,14,2,1072816653,-22.0714
13modified,14,2,1074205656,-22.0714
13modified,14,2,107858546,-22.0714
13modified,14,2,1081831131,-22.0714
13modified,14,2,1085292328,-22.0714
13modified,14,2,1086993038,-22.0714
13modified,14,2,1090021741,-22.0714
13modified,14,2,1095229560,-14.5833
13modified,14,2,1099242507,-22.0714
13modified,14,2,1119739660,-22.0714
13modified,14,2,1119913660,-22.0714
13modified,14,2,1121788155,-22.0714
13modified,14,2,1122891000,-14.5833
13modified,14,2,1123116722,-22.0714
13modified,14,2,1125748041,-22.0714
13modified,14,2,112714695,-22.0714
13modified,14,2,112803900,-22.0714
13modified,14,2,1131392376,-22.0714
13modified,14,2,1137791056,-22.0714
13modified,14,2,1140268074,-22.0714
13modified,14,2,1142192008,-22.0714
13modified,14,2,1149310547,-22.0714
13modified,14,2,1149395731,-22.0714
13modified,14,2,1149675945,-22.0714
13modified,14,2,1151948236,-22.0714
13modified,14,2,1159043200,-22.0714
13modified,14,2,1167164095,-22.0714
13modified,14,2,1168528864,-22.0714
13modified,14,2,1170387944,-22.0714
13modified,14,2,1170753960,-22.0714
13modified,14,2,1183217684,-22.0714
13modified,14,2,1183839141,-22.0714
13modified,14,2,1186326919,-22.0714
13modified,14,2,1198305612,-22.0714
13modified,14,2,1200800358,-22.0714
13modified,14,2,1205118578,-22.0714
13modified,14,2,1208064624,-22.0714
13modified,14,2,1208894535,-22.0714
13modified,14,2,1220846468,-22.0714
13modified,14,2,1222949588,-22.0714
13modified,14,2,1232002747,-14.5833
13modified,14,2,1235717330,-22.0714
13modified,14,2,1235792259,-22.0714
13modified,14,2,123988852,-22.0714
13modified,14,2,1240105649,-22.0714
13modified,14,2,1245146245,-22.0714
13modified,14,2,12481666,-22.0714
13modified,14,2,1248990245,-22.0714
13modified,14,2,1271901802,-22.0714
13modified,14,2,1284670388,-22.0714
13modified,14,2,128849205,-22.0714
13modified,14,2,1294751766,-22.0714
13modified,14,2,1295454644,-22.0714
13modified,14,2,1299476798,-22.0714
13modified,14,2,1300485353,-22.0714
13modified,14,2,1305346275,-22.0714
13modified,14,2,130581915,-22.0714
13modified,14,2,1306616824,-22.0714
13modified,14,2,1308353909,-22.0714
13modified,14,2,1308551323,-22.0714
13modified,14,2,1315827889,-22.0714
13modified,14,2,1317356462,-22.0714
13modified,14,2,1318081265,-22.0714
13modified,14,2,1321452978,-22.0714
13modified,14,2,1322707071,-22.0714
13modified,14,2,1327951166,-22.0714
13modified,14,2,1334016119,-22.0714
13modified,14,2,1336996873,-22.0714
13modified,14,2,1342400852,-22.0714
13modified,14,2,1343326420,-22.0714
13modified,14,2,134574967,-22.0714
13modified,14,2,1347620170,-22.0714
13modified,14,2,1350246726,-14.5833
13modified,14,2,1353309627,-22.0714
13modified,14,2,1354863624,-22.0714
13modified,14,2,1355977442,-22.0714
13modified,14,2,1369093841,-22.0714
13modified,14,2,1369758537,-22.0714
13modified,14,2,1370730297,-22.0714
13modified,14,2,137298414,-22.0714
13modified,14,2,1373215267,-22.0714
13modified,14,2,1373343923,-22.0714
13modified,14,2,1374512836,-14.5833
13modified,14,2,1382735061,-22.0714
13modified,14,2,1383967720,-22.0714
13modified,14,2,1384713187,-22.0714
13modified,14,2,1385042497,-22.0714
13modified,14,2,1387075227,-22.0714
13modified,14,2,1387631371,-22.0714
13modified,14,2,139021216,-22.0714
13modified,14,2,1398032593,-22.0714
13modified,14,2,1398607408,-21.3333
13modified,14,2,1402590398,-22.0714
13modified,14,2,1406651093,-22.0714
13modified,14,2,1410954787,-22.0714
13modified,14,2,1411770614,-22.0714
13modified,14,2,1426697809,-22.0714
13modified,14,2,143174518,-22.0714
13modified,14,2,1433030683,-22.0714
13modified,14,2,1435693011,-22.0714
13modified,14,2,143828757,-22.0714
13modified,14,2,1440834520,-22.0714
13modified,14,2,144151369,-22.0714
13modified,14,2,1441946452,-22.0714
13modified,14,2,1444752565,-22.0714
13modified,14,2,1448375801,-22.0714
13modified,14,2,1452268325,-22.0714
13modified,14,2,1454361430,-22.0714
13modified,14,2,1455966942,-22.0714
13modified,14,2,1456002608,-14.5833
