level,M,N,seed,leniencyMetric
13modified,2,2,100334696,-44.2174
13modified,2,2,1005713264,-38.5667
13modified,2,2,1010932164,-41.8333
13modified,2,2,1012869568,-38.8243
13modified,2,2,1018889751,-44.5857
13modified,2,2,1021967227,-37.7286
13modified,2,2,1024734536,-33.3077
13modified,2,2,1033033434,-48.6429
13modified,2,2,1034628327,-44.5811
13modified,2,2,1035399153,-43.7051
13modified,2,2,1041640248,-37.3750
13modified,2,2,1042768624,-38.8235
13modified,2,2,1044706667,-43.7444
13modified,2,2,1045197443,-47.1500
13modified,2,2,1045985721,-44.1042
13modified,2,2,1049469142,-37.6613
13modified,2,2,104993245,-40.1774
13modified,2,2,1051467736,-44.7368
13modified,2,2,1055293516,-38.5000
13modified,2,2,1055999818,-39.2143
13modified,2,2,106470709,-41.7955
13modified,2,2,1066819082,-45.4375
13modified,2,2,1071405622,-35.7667
13modified,2,2,1072816653,-41.0897
13modified,2,2,107858546,-48.5303
13modified,2,2,1081831131,-40.9359
13modified,2,2,1085292328,-38.5323
13modified,2,2,1086993038,-36.0556
13modified,2,2,1089481602,-37.9167
13modified,2,2,1090021741,-38.7941
13modified,2,2,1095229560,-34.9167
13modified,2,2,1099242507,-42.5690
13modified,2,2,1119739660,-41.0366
13modified,2,2,1119913660,-41.5588
13modified,2,2,1121788155,-43.3158
13modified,2,2,1122891000,-41.1389
13modified,2,2,1123116722,-39.3000
13modified,2,2,1125748041,-34.2222
13modified,2,2,112714695,-37.7857
13modified,2,2,112803900,-43.2353
13modified,2,2,1131392376,-36.3718
13modified,2,2,1137791056,-37.8030
13modified,2,2,1140268074,-40.9000
13modified,2,2,1149310547,-49.6818
13modified,2,2,1149675945,-39.4444
13modified,2,2,1154482944,-42.3235
13modified,2,2,1159043200,-40.4250
13modified,2,2,116013539,-39.7222
13modified,2,2,1167164095,-40.5278
13modified,2,2,1170387944,-43.1842
13modified,2,2,1170753960,-45.0667
13modified,2,2,1183217684,-39.4302
13modified,2,2,1183839141,-39.1579
13modified,2,2,1186326919,-43.2857
13modified,2,2,1198305612,-41.0263
13modified,2,2,1200800358,-40.8333
13modified,2,2,1205118578,-37.9194
13modified,2,2,1208064624,-38.2941
13modified,2,2,1208894535,-35.9250
13modified,2,2,121848537,-40.9865
13modified,2,2,1220846468,-37.5313
13modified,2,2,1222949588,-39.5000
13modified,2,2,1232002747,-40.4643
13modified,2,2,1235717330,-40.0172
13modified,2,2,1235792259,-41.2021
13modified,2,2,123988852,-42.7500
13modified,2,2,1240105649,-39.2381
13modified,2,2,1245146245,-44.3478
