level,M,N,seed,Leniency
2,4,4,1001427231,-46.0882
2,4,4,1002366797,-20.7222
2,4,4,1012057892,-24.6000
2,4,4,1013132103,-27.1667
2,4,4,1014717709,-11.6111
2,4,4,1026922035,-30.7000
2,4,4,1029147075,-22.3000
2,4,4,1031702667,-34.5800
2,4,4,1033622902,-41.0556
2,4,4,1035811137,-24.0500
2,4,4,1036408008,-35.2600
2,4,4,103718413,-16.7857
2,4,4,1060434707,-35.0313
2,4,4,1062984232,-24.5909
2,4,4,1072567287,-33.9706
2,4,4,1074708876,-23.6538
2,4,4,1076245341,-22.1000
2,4,4,107681155,-23.5000
2,4,4,1078549398,-24.4565
2,4,4,1080209692,-28.7500
2,4,4,1083968067,-37.6333
2,4,4,1085132997,-25.2692
2,4,4,1085488272,-41.9400
2,4,4,1087632942,-28.3182
2,4,4,1099478714,-43.1429
2,4,4,1103297900,-21.0714
2,4,4,1107405273,-27.5000
2,4,4,110889107,-11.2143
2,4,4,1114549085,-37.0000
2,4,4,1122010857,-32.0556
2,4,4,1123006755,-25.7500
2,4,4,1125593924,-22.1154
2,4,4,1126458828,-34.5000
2,4,4,1128622077,-67.4375
2,4,4,1134793784,-30.0000
2,4,4,1137322580,-30.3750
2,4,4,1139122773,-57.9091
2,4,4,1139158243,-35.5833
2,4,4,113916748,-22.6538
2,4,4,1141551173,-43.9286
2,4,4,1142188025,-29.5714
2,4,4,114569370,-43.3545
2,4,4,1149167049,-34.3750
2,4,4,1153118460,-36.8333
2,4,4,1163064016,-44.9667
2,4,4,1165476451,-15.0000
2,4,4,1166211825,-14.3235
2,4,4,1174108690,-27.1667
2,4,4,1177393289,-15.8333
2,4,4,1177454261,-37.4630
2,4,4,1178363203,-21.5000
2,4,4,1179151292,-26.8333
2,4,4,1179578985,-28.6429
2,4,4,1181884336,-39.4756
2,4,4,1184347117,-30.3182
2,4,4,1189013657,-25.9545
2,4,4,1189897559,-38.9545
2,4,4,1190018701,-24.0455
2,4,4,1192020434,-50.5588
2,4,4,1194355300,-34.7593
2,4,4,1194991691,-31.9000
2,4,4,1199864294,-52.3000
2,4,4,1205819440,-34.3000
2,4,4,1210596624,-27.6667
2,4,4,1218386773,-40.0385
2,4,4,1221344927,-21.3500
2,4,4,1235501548,-24.5000
2,4,4,1241928338,-29.7917
2,4,4,124404247,-21.8333
2,4,4,1244412885,-49.8810
2,4,4,1259816212,-43.1667
2,4,4,1262628040,-37.9615
2,4,4,1262948602,-28.3333
2,4,4,1263486591,-19.0000
2,4,4,12655963,-26.1500
2,4,4,1266175885,-22.9000
2,4,4,1276879103,-26.8333
2,4,4,1281260390,-24.0000
2,4,4,1286700257,-41.8448
2,4,4,1291783535,-10.5000
2,4,4,1300150858,-39.8750
2,4,4,1305877954,-20.6905
2,4,4,1307455252,-49.5577
2,4,4,1307659566,-28.8333
2,4,4,1307886880,-38.8250
2,4,4,130830295,-26.4200
2,4,4,1311006219,-27.0294
