level,M,N,seed,leniencyMetric
all,14,6,1000720779,-43.0000
all,14,6,1001427231,-79.6304
all,14,6,1012057892,-55.0000
all,14,6,1014717709,-55.2143
all,14,6,101509996,-52.0000
all,14,6,1016667673,-74.1522
all,14,6,1031702667,-31.0000
all,14,6,1031948134,-71.1522
all,14,6,1033480057,-45.0000
all,14,6,103551481,-88.7750
all,14,6,1035811137,-76.1522
all,14,6,103718413,-50.2273
all,14,6,1038218488,-46.1000
all,14,6,1041135095,-68.9783
all,14,6,1043693262,-52.2143
all,14,6,1053081626,-47.1000
all,14,6,1062992412,-40.2143
all,14,6,1074708876,-43.8750
all,14,6,107681155,-39.0000
all,14,6,1080209692,-45.2143
all,14,6,1082073250,-78.6304
all,14,6,1088462456,-39.0000
all,14,6,1094988923,-51.0000
all,14,6,1096611887,-45.0000
all,14,6,1099478714,-48.0000
all,14,6,1099891794,-40.8750
all,14,6,1103297900,-37.8750
all,14,6,1122010857,-76.2600
all,14,6,1125541963,-72.8043
all,14,6,1126458828,-35.2143
all,14,6,1128622077,-81.6304
all,14,6,1132858974,-46.8750
all,14,6,1133292245,-42.0000
all,14,6,1134548914,-49.2143
all,14,6,1134793784,-58.0000
all,14,6,1138184120,-39.0000
all,14,6,1139122773,-41.0000
all,14,6,1139765352,-38.0000
all,14,6,1141551173,-35.8750
all,14,6,114569370,-47.0000
all,14,6,1145917352,-48.8750
all,14,6,1149167049,-30.0000
all,14,6,1150410646,-73.6304
all,14,6,1157790512,-39.2143
all,14,6,1158033292,-78.6304
all,14,6,1164368824,-73.3400
all,14,6,1166211825,-40.1250
all,14,6,1179151292,-69.8043
all,14,6,1180732395,-35.0000
all,14,6,1184347117,-76.6304
all,14,6,1187424872,-77.2600
all,14,6,1189897559,-49.1000
all,14,6,1192020434,-73.1522
all,14,6,1194355300,-67.9800
all,14,6,1201565253,-67.2917
all,14,6,1205819440,-39.1000
all,14,6,1211334439,-54.0000
all,14,6,1217283714,-38.0000
all,14,6,1218386773,-46.0000
all,14,6,1220839627,-39.1000
all,14,6,1223901321,-35.2143
all,14,6,1224375700,-46.4091
all,14,6,1227387314,-36.0000
all,14,6,1231778164,-73.1522
all,14,6,1233712948,-81.7750
all,14,6,1233855121,-72.6304
all,14,6,1235501548,-27.0000
all,14,6,1237131333,-70.7917
all,14,6,1239558035,-69.7917
all,14,6,1240015804,-72.9783
all,14,6,124404247,-50.1250
all,14,6,1244412885,-65.8043
all,14,6,1246951865,-39.0000
all,14,6,1247252526,-77.6852
all,14,6,1250181728,-31.2143
all,14,6,1255725682,-75.6304
all,14,6,1256907556,-63.1522
all,14,6,1258675632,-36.8750
all,14,6,1258943765,-35.0000
all,14,6,1260402554,-54.6538
all,14,6,1262948602,-41.0000
all,14,6,1281260390,-35.0000
all,14,6,1283499611,-66.9783
all,14,6,1288215810,-71.8043
all,14,6,1291783535,-46.6111
all,14,6,1300150858,-54.8000
all,14,6,1300823014,-76.6304
all,14,6,1305376595,-68.9000
all,14,6,1305462501,-55.5000
all,14,6,1307455252,-40.0000
all,14,6,1315379481,-41.0000
all,14,6,1318721770,-43.6111
all,14,6,1320567837,-50.8750
all,14,6,1333200975,-47.8750
all,14,6,1340508834,-74.1522
all,14,6,1344005727,-52.0000
all,14,6,1344745010,-32.0000
all,14,6,1347887217,-47.0000
all,14,6,1348972292,-58.0000
all,14,6,1349966370,-37.0000
all,14,6,135342794,-42.0000
all,14,6,1354571885,-49.1000
all,14,6,1355979418,-68.9800
all,14,6,1359032259,-74.1522
all,14,6,1362529068,-74.5800
all,14,6,1369990613,-70.9783
all,14,6,1372397901,-39.8750
all,14,6,137493304,-37.0000
all,14,6,1375056305,-74.8043
all,14,6,1378337932,-60.0000
all,14,6,1381800198,-42.1250
all,14,6,138257890,-77.1522
all,14,6,1383225355,-47.2143
all,14,6,1384001714,-66.1522
all,14,6,1385333235,-51.0000
all,14,6,1410120414,-37.0000
all,14,6,1411670137,-40.6111
all,14,6,1412314167,-71.9783
all,14,6,1414777772,-37.0000
all,14,6,1417484602,-31.0000
all,14,6,1420211928,-40.0000
all,14,6,1422249684,-41.0000
all,14,6,1423060993,-41.6111
all,14,6,1430241487,-45.0000
all,14,6,1431277483,-73.1522
all,14,6,1434611159,-41.0000
all,14,6,1434896325,-65.8043
all,14,6,143845168,-43.6111
all,14,6,1438904696,-50.0000
all,14,6,1439910280,-42.0000
all,14,6,1440069500,-72.6304
all,14,6,1442777214,-46.0000
all,14,6,144604228,-48.1000
all,14,6,145023279,-50.5833
all,14,6,1454675611,-41.1250
all,14,6,1457672976,-45.2143
all,14,6,1459255644,-85.7750
all,14,6,1479517357,-44.0000
all,14,6,1480296753,-83.6304
all,14,6,1493307631,-68.0417
all,14,6,14936278,-45.1000
all,14,6,1497374804,-34.0000
all,14,6,1506053049,-63.7381
all,14,6,1512170075,-85.7750
all,14,6,1513047029,-40.0000
all,14,6,1515524644,-47.1000
all,14,6,1518358220,-67.9000
all,14,6,1518938308,-43.1000
all,14,6,1526915281,-57.5833
all,14,6,1537287229,-49.8810
all,14,6,1539542638,-43.0000
all,14,6,1540818842,-77.1522
all,14,6,1540822946,-42.6111
all,14,6,1547495970,-56.1250
all,14,6,1550570586,-70.9783
all,14,6,1558620065,-46.0000
all,14,6,1558744933,-36.0000
all,14,6,1563161544,-87.7821
all,14,6,1569047275,-75.9615
all,14,6,1569382399,-33.0000
all,14,6,1571312834,-68.9783
all,14,6,1575979722,-38.0000
all,14,6,1579662112,-38.1250
all,14,6,157997394,-73.1667
all,14,6,158096177,-81.7821
all,14,6,1583593581,-63.4167
all,14,6,1588781947,-44.0000
all,14,6,15982797,-41.2143
all,14,6,1599934545,-46.2143
all,14,6,1603190713,-31.8750
all,14,6,1604164941,-70.8043
all,14,6,160467324,-45.0000
all,14,6,1615826616,-73.1071
all,14,6,1616068711,-40.0000
all,14,6,1621018676,-36.2143
all,14,6,1623619618,-48.1000
all,14,6,1624753699,-29.8750
