level,M,N,seed,Leniency
13,5,5,100334696,-31.8500
13,5,5,1005713264,-31.8500
13,5,5,1010932164,-31.8500
13,5,5,1012869568,-31.9828
13,5,5,1018889751,-31.9828
13,5,5,1021967227,-31.9828
13,5,5,1024734536,-31.8500
13,5,5,1033033434,-31.9828
13,5,5,1034628327,-31.8500
13,5,5,1035399153,-31.9828
13,5,5,1041640248,-31.9828
13,5,5,1042768624,-31.8500
13,5,5,1044706667,-31.8500
13,5,5,1045197443,-31.9828
13,5,5,1045985721,-31.9828
13,5,5,1049469142,-31.8500
13,5,5,104993245,-31.9828
13,5,5,1051467736,-31.8500
13,5,5,1055293516,-31.9828
13,5,5,1055999818,-31.9828
13,5,5,106470709,-31.8500
13,5,5,1066819082,-31.9828
13,5,5,1071405622,-31.8500
13,5,5,1072816653,-31.8500
13,5,5,107858546,-31.9828
13,5,5,1081831131,-31.8500
13,5,5,1085292328,-31.8500
13,5,5,1086993038,-31.9828
13,5,5,1089481602,-31.8500
13,5,5,1090021741,-31.8500
13,5,5,1095229560,-31.9828
13,5,5,1099242507,-31.9828
13,5,5,1119739660,-31.9828
13,5,5,1119913660,-31.9828
13,5,5,1121788155,-31.8500
13,5,5,1122891000,-31.8500
13,5,5,1123116722,-31.8500
13,5,5,1125748041,-31.9828
13,5,5,112714695,-31.9828
13,5,5,1131392376,-31.9828
13,5,5,1137791056,-31.8500
13,5,5,1140268074,-31.9828
13,5,5,1149310547,-31.9828
13,5,5,1149675945,-31.8500
13,5,5,1154482944,-31.9828
13,5,5,1159043200,-31.8500
13,5,5,116013539,-31.8500
13,5,5,1167164095,-31.8500
13,5,5,1170387944,-31.8500
13,5,5,1170753960,-31.9828
13,5,5,1183217684,-31.8500
13,5,5,1186326919,-31.8500
13,5,5,1198305612,-31.8500
13,5,5,1200800358,-31.9828
13,5,5,1205118578,-31.9828
13,5,5,1208894535,-31.9828
13,5,5,121848537,-31.8500
13,5,5,1220846468,-31.9828
13,5,5,1222949588,-31.9828
13,5,5,1232002747,-31.8500
13,5,5,1235717330,-31.9828
13,5,5,1235792259,-31.8500
13,5,5,123988852,-31.9828
13,5,5,1240105649,-31.9828
13,5,5,1245146245,-31.9828
13,5,5,12481666,-31.9828
13,5,5,1248990245,-31.8500
13,5,5,126537086,-31.9828
13,5,5,1271901802,-31.8500
13,5,5,1278655297,-31.8500
13,5,5,1284670388,-31.9828
13,5,5,128849205,-31.9828
13,5,5,1294751766,-31.8500
13,5,5,1295604390,-31.9828
13,5,5,1296052736,-31.8500
13,5,5,1299476798,-31.8500
13,5,5,1300485353,-31.8500
13,5,5,1305346275,-31.8500
13,5,5,1306554616,-31.8500
13,5,5,1306616824,-31.8500
13,5,5,1308551323,-31.9828
13,5,5,1310460246,-31.9828
13,5,5,1315827889,-31.8500
13,5,5,1317356462,-31.8500
13,5,5,1321452978,-31.9828
13,5,5,1322707071,-31.8500
13,5,5,1327951166,-31.8500
13,5,5,1334016119,-31.8500
13,5,5,1336996873,-31.8500
13,5,5,1342400852,-31.8500
13,5,5,1343326420,-31.9828
13,5,5,1347620170,-31.8500
13,5,5,1348689589,-31.8500
13,5,5,134871044,-31.9828
13,5,5,1354055929,-31.9828
13,5,5,1354863624,-31.8500
13,5,5,1355977442,-31.9828
13,5,5,1364734752,-31.8500
13,5,5,1367329043,-31.8500
13,5,5,1369093841,-31.8500
13,5,5,1369758537,-31.9828
13,5,5,1370730297,-31.9828
13,5,5,1373215267,-31.9828
13,5,5,1373343923,-31.8500
13,5,5,1374036447,-31.8500
13,5,5,1374512836,-31.9828
13,5,5,1382735061,-31.9828
13,5,5,1383967720,-31.9828
13,5,5,1384713187,-31.8500
13,5,5,1387631371,-31.8500
13,5,5,1398032593,-31.8500
13,5,5,1398607408,-31.8500
13,5,5,1411770614,-31.8500
13,5,5,1426697809,-31.8500
13,5,5,1431273294,-31.8500
13,5,5,143174518,-31.9828
13,5,5,1433030683,-31.8500
13,5,5,1434275498,-31.9828
13,5,5,1435693011,-31.8500
13,5,5,1437518404,-31.8500
13,5,5,143828757,-31.9828
13,5,5,1440834520,-31.8500
13,5,5,144151369,-31.9828
13,5,5,1441946452,-31.9828
13,5,5,1450788410,-31.9828
13,5,5,1452268325,-31.9828
13,5,5,1454361430,-31.9828
13,5,5,1455966942,-31.9828
13,5,5,1456002608,-31.9828
13,5,5,1458581845,-31.8500
13,5,5,1465543548,-31.9828
13,5,5,1469383037,-31.8500
13,5,5,1475833365,-31.9828
13,5,5,1477413073,-31.8500
13,5,5,1477603777,-31.8500
13,5,5,1485705260,-31.8500
13,5,5,148815703,-31.8500
13,5,5,1493738666,-31.9828
13,5,5,1502756878,-31.8500
13,5,5,1511014196,-31.9828
13,5,5,1512173849,-31.8500
13,5,5,1514724235,-31.8500
13,5,5,151641113,-31.8500
13,5,5,1519923925,-31.8500
13,5,5,1523119098,-31.8500
13,5,5,1523416595,-31.9828
13,5,5,1525290395,-31.8500
13,5,5,1525356389,-31.8500
13,5,5,1532585567,-31.8500
13,5,5,1532685163,-31.8500
13,5,5,1533039442,-31.8500
13,5,5,1537696857,-31.9828
13,5,5,1538219310,-31.9828
13,5,5,1538635465,-31.9828
13,5,5,1543871876,-31.9828
13,5,5,1548010334,-31.8500
13,5,5,1548024550,-31.9828
13,5,5,1550908784,-31.8500
13,5,5,1553510902,-31.9828
13,5,5,1567489355,-31.8500
13,5,5,1569987945,-31.8500
13,5,5,1573891020,-31.8500
13,5,5,1577567759,-31.8500
13,5,5,1577899726,-31.9828
13,5,5,1579325423,-31.9828
13,5,5,1579718788,-31.8500
13,5,5,1597192292,-31.9828
13,5,5,1597649420,-31.9828
13,5,5,1601766857,-31.9828
13,5,5,1604786055,-31.9828
13,5,5,1605354317,-31.9828
13,5,5,1607801886,-31.9828
13,5,5,1614539992,-31.8500
13,5,5,1617315229,-31.8500
13,5,5,1618232878,-31.9828
13,5,5,161987877,-31.9828
13,5,5,1628647456,-31.8500
13,5,5,1629482376,-31.9828
13,5,5,1634652975,-31.8500
13,5,5,1652401447,-31.9828
13,5,5,1652650581,-31.8500
13,5,5,1662992992,-31.8500
13,5,5,1666216751,-31.8500
13,5,5,1670639419,-31.9828
13,5,5,1672446981,-31.9828
13,5,5,1674010505,-31.8500
13,5,5,1676942378,-31.9828
13,5,5,1677752354,-31.9828
13,5,5,1680410501,-31.9828
13,5,5,1692069932,-31.9828
13,5,5,1693272981,-31.9828
13,5,5,1695411640,-31.8500
13,5,5,1698163619,-31.8500
13,5,5,1698845061,-31.9828
13,5,5,1710804631,-31.9828
13,5,5,1715881790,-31.8500
13,5,5,1719068081,-31.8500
13,5,5,1724803975,-31.8500
13,5,5,1729547969,-31.9828
13,5,5,1739807908,-31.9828
13,5,5,1740360962,-31.9828
13,5,5,1749190164,-31.8500
13,5,5,175484159,-31.9828
13,5,5,1756758712,-31.8500
13,5,5,1768078034,-31.8500
13,5,5,1770666646,-31.8500
13,5,5,1771148841,-31.8500
13,5,5,1771567484,-31.8500
13,5,5,1775484855,-31.8500
13,5,5,1777306666,-31.8500
13,5,5,1782619294,-31.9828
13,5,5,1783803413,-31.8500
13,5,5,1783904619,-31.8500
13,5,5,1787634100,-31.9828
13,5,5,1788470910,-31.8500
13,5,5,1802225254,-31.8500
13,5,5,1806786271,-31.9828
13,5,5,180789243,-31.8500
13,5,5,1808356790,-31.8500
13,5,5,1810257406,-31.8500
13,5,5,1811421511,-31.8500
13,5,5,1814228121,-31.8500
13,5,5,182216137,-31.8500
13,5,5,1826631462,-31.8500
13,5,5,1830678009,-31.9828
13,5,5,1832144932,-31.9828
13,5,5,183419651,-31.9828
13,5,5,1847457651,-31.9828
13,5,5,184945281,-31.9828
13,5,5,1850250508,-31.9828
13,5,5,1857561842,-31.8500
13,5,5,1859239386,-31.9828
13,5,5,1859854661,-31.8500
13,5,5,1860004022,-31.8500
13,5,5,1866329999,-31.9828
13,5,5,1870969858,-31.8500
13,5,5,1871792025,-31.8500
13,5,5,1875479968,-31.8500
13,5,5,1878727327,-31.8500
13,5,5,1881996031,-31.9828
13,5,5,1885476186,-31.9828
13,5,5,1897867746,-31.9828
13,5,5,1899332987,-31.9828
13,5,5,1899616485,-31.8500
13,5,5,1905607607,-31.9828
13,5,5,1907336851,-31.9828
13,5,5,1910531511,-31.8500
13,5,5,1914291450,-31.8500
13,5,5,1915134789,-31.9828
13,5,5,1916943627,-31.8500
13,5,5,1924240071,-31.8500
13,5,5,1925525807,-31.8500
13,5,5,192577671,-31.9828
13,5,5,1929218352,-31.8500
13,5,5,1931976251,-31.8500
13,5,5,1937816086,-31.8500
13,5,5,1937827682,-31.8500
13,5,5,1938500294,-31.8500
13,5,5,193879586,-31.9828
13,5,5,1942749039,-31.8500
13,5,5,1943261232,-31.8500
13,5,5,1952225308,-31.9828
13,5,5,1960555934,-31.9828
13,5,5,1962320612,-31.8500
13,5,5,1968901410,-31.9828
13,5,5,1969389892,-31.8500
13,5,5,1972513283,-31.9828
13,5,5,1982083757,-31.8500
13,5,5,1983805141,-31.8500
13,5,5,1985446787,-31.9828
13,5,5,1987651981,-31.9828
13,5,5,1988172034,-31.9828
13,5,5,198837763,-31.8500
13,5,5,1989953625,-31.8500
13,5,5,1993138114,-31.8500
13,5,5,1993481542,-31.8500
13,5,5,1994312858,-31.8500
13,5,5,1996698252,-31.8500
13,5,5,2001101864,-31.9828
13,5,5,2002338203,-31.9828
13,5,5,2006886622,-31.8500
13,5,5,2010052489,-31.9828
13,5,5,201055042,-31.9828
13,5,5,2011598173,-31.8500
13,5,5,2013068938,-31.9828
13,5,5,2027517390,-31.8500
13,5,5,2027626647,-31.9828
13,5,5,2032250921,-31.8500
13,5,5,2041951748,-31.8500
13,5,5,2046196425,-31.9828
13,5,5,2062675215,-31.9828
13,5,5,2067589604,-31.8500
13,5,5,2068792693,-31.8500
13,5,5,2068881692,-31.9828
13,5,5,2079293851,-31.9828
13,5,5,2080142758,-31.9828
13,5,5,2080969392,-31.8500
13,5,5,2083163847,-31.9828
13,5,5,2087945074,-31.9828
13,5,5,2088174615,-31.9828
13,5,5,2089014283,-31.8500
