level,M,N,seed,leniencyMetric
all,6,6,1001641798,-58.3667
all,6,6,1004306364,-56.4091
all,6,6,1013132103,-60.2143
all,6,6,1022846210,-43.3000
all,6,6,1023722256,-47.7000
all,6,6,1026922035,-52.7778
all,6,6,1033480057,-49.4231
all,6,6,1035811137,-45.3000
all,6,6,1036474372,-55.8333
all,6,6,103718413,-66.2143
all,6,6,1037401273,-31.5000
all,6,6,1038218488,-50.5000
all,6,6,1038240813,-55.2143
all,6,6,1041135095,-50.6875
all,6,6,1052850471,-44.4091
all,6,6,1059209602,-63.5667
all,6,6,1062255042,-51.1000
all,6,6,1064032374,-67.2391
all,6,6,1064486697,-71.5909
all,6,6,106587538,-51.5526
all,6,6,1068183337,-57.3333
all,6,6,1076245341,-46.9000
all,6,6,1082073250,-57.6667
all,6,6,1083026305,-47.7222
all,6,6,1085132997,-64.7273
all,6,6,1085488272,-47.7500
all,6,6,1087632942,-49.1000
all,6,6,1094988923,-41.1000
all,6,6,1096341932,-47.6875
all,6,6,1099891794,-46.3125
all,6,6,1107405273,-63.7000
all,6,6,110889107,-55.5400
all,6,6,1121515410,-58.5588
all,6,6,112743658,-53.1364
all,6,6,1128081783,-53.8500
all,6,6,1130403943,-57.8125
all,6,6,1135500214,-50.7000
all,6,6,1138184120,-70.1667
all,6,6,1139765352,-45.4167
all,6,6,1142181782,-57.3462
all,6,6,1153118460,-55.0294
all,6,6,1154008721,-55.1000
all,6,6,1157790512,-52.1500
all,6,6,1161547704,-53.5000
all,6,6,1163064016,-52.3333
all,6,6,1164368824,-44.0556
all,6,6,1166211825,-46.1250
all,6,6,1174462524,-36.3333
all,6,6,1175519146,-52.6429
all,6,6,1182440019,-44.7000
all,6,6,1184347117,-33.8571
all,6,6,1189897559,-28.7000
all,6,6,1201170237,-55.5526
all,6,6,1201565253,-53.1500
all,6,6,1218616460,-54.5000
all,6,6,1218917431,-51.7667
all,6,6,1222143675,-55.4565
all,6,6,1226275373,-49.4375
all,6,6,1226979448,-47.1000
all,6,6,1233913320,-48.2143
all,6,6,1235501548,-55.5769
all,6,6,1239558035,-41.1429
all,6,6,1246105016,-55.4677
all,6,6,124711068,-40.7857
all,6,6,1270720746,-53.6875
all,6,6,1286700257,-67.7174
all,6,6,1288215810,-62.5870
all,6,6,1288751559,-58.9118
all,6,6,1291783535,-47.5769
all,6,6,1292333361,-48.6905
all,6,6,1293461712,-72.9889
all,6,6,1300823014,-26.6538
all,6,6,1304407919,-54.9348
all,6,6,1305376595,-51.6053
all,6,6,1310759371,-54.6818
all,6,6,1315379481,-55.6176
all,6,6,1315459146,-41.7105
all,6,6,1317062028,-38.7353
all,6,6,1317484954,-42.5000
all,6,6,1318180947,-35.9000
all,6,6,1319364568,-70.7143
all,6,6,1320567837,-52.7857
all,6,6,1326000153,-37.3000
all,6,6,1336493410,-52.5588
all,6,6,1337026208,-56.8846
all,6,6,1339626390,-27.6538
all,6,6,1339932215,-40.1923
all,6,6,1341796865,-45.3235
all,6,6,1344745010,-38.1364
all,6,6,1348972292,-47.9667
all,6,6,1351344834,-44.0000
all,6,6,1352097030,-52.9000
all,6,6,1354571885,-46.8000
all,6,6,1355696803,-52.7857
all,6,6,1356823191,-69.5000
all,6,6,1360479120,-40.8571
all,6,6,1360595726,-64.8889
all,6,6,1362529068,-37.7143
all,6,6,1367920983,-45.2500
all,6,6,1370452686,-53.3571
all,6,6,1371795951,-43.6667
all,6,6,137493304,-65.1429
all,6,6,1375056305,-52.1154
all,6,6,1380206301,-60.2500
all,6,6,138257890,-47.0385
all,6,6,1393337317,-60.5588
all,6,6,1396239170,-43.0714
all,6,6,1397766369,-60.7308
all,6,6,1398092379,-51.0000
all,6,6,1409932949,-54.3125
all,6,6,1411552849,-44.7143
all,6,6,1411736710,-64.7353
all,6,6,1411740561,-49.4333
all,6,6,1412314167,-51.3125
all,6,6,1415951383,-54.6875
all,6,6,1417221407,-49.9500
all,6,6,1417484602,-43.1000
all,6,6,1419094134,-52.9167
all,6,6,1420211928,-39.0833
all,6,6,1423682194,-59.8636
all,6,6,1424869980,-42.7000
all,6,6,142497295,-56.9667
all,6,6,1430247905,-53.0833
all,6,6,1431277483,-58.6765
all,6,6,1440176088,-51.9375
all,6,6,1453438136,-48.3000
all,6,6,1457672976,-34.9167
all,6,6,1459827370,-70.6429
all,6,6,1460318742,-42.4167
all,6,6,1460988487,-49.6875
all,6,6,1461249056,-58.2857
all,6,6,1480296753,-50.7000
all,6,6,1482196585,-56.1500
all,6,6,1483337579,-44.2500
all,6,6,1486300823,-51.5000
all,6,6,1489522858,-44.9545
all,6,6,14936278,-51.3824
all,6,6,1497529937,-51.6538
all,6,6,1504225597,-33.8846
all,6,6,150604100,-71.3056
all,6,6,1507258094,-45.5000
all,6,6,1509632501,-46.1000
all,6,6,1512170075,-51.4474
all,6,6,1513047029,-59.6250
all,6,6,1517749108,-53.8571
all,6,6,152517913,-48.9783
all,6,6,1531151360,-46.8846
all,6,6,1533832136,-64.8333
all,6,6,1536985943,-48.9615
all,6,6,1540822946,-58.2500
all,6,6,1542757796,-48.5625
all,6,6,1544125195,-46.7000
all,6,6,1548060002,-50.5000
all,6,6,1554856959,-36.0556
all,6,6,15576454,-40.3000
all,6,6,1558620065,-43.9000
all,6,6,1560665819,-43.7000
all,6,6,1563161544,-48.3235
all,6,6,1566290996,-72.1667
all,6,6,1567196103,-52.1667
all,6,6,1570020736,-45.2778
all,6,6,1574474500,-59.6111
all,6,6,15748236,-22.3750
all,6,6,158096177,-78.1667
all,6,6,1588781947,-65.9706
all,6,6,159039989,-55.4333
all,6,6,1592441808,-68.7000
all,6,6,1603146689,-52.7000
all,6,6,1603190713,-44.8158
all,6,6,160467324,-59.6923
all,6,6,1620304846,-38.5667
all,6,6,1624753699,-45.5000
all,6,6,1628223853,-49.0385
all,6,6,1628951581,-60.4500
all,6,6,1631665248,-50.9286
all,6,6,163283632,-52.4500
all,6,6,1635908036,-60.4286
all,6,6,1643328992,-38.7500
all,6,6,164852610,-55.2500
all,6,6,1648656660,-46.7353
all,6,6,1650138398,-42.9444
all,6,6,1656599052,-32.0000
all,6,6,1656959271,-53.9545
all,6,6,1658142994,-51.1000
all,6,6,1659476663,-45.1875
all,6,6,1661233251,-71.9375
all,6,6,1668855359,-44.3000
all,6,6,1669481184,-54.2500
all,6,6,1671092238,-48.0385
all,6,6,1673866035,-60.2059
all,6,6,1676356190,-39.2500
all,6,6,1678038194,-40.4286
all,6,6,1685411538,-52.8750
all,6,6,1692967933,-72.0714
all,6,6,1702785442,-33.9615
all,6,6,1704858203,-62.0714
all,6,6,1712995159,-46.4643
all,6,6,1715452240,-41.7667
all,6,6,1718825415,-38.6429
all,6,6,1726355006,-48.5000
all,6,6,1727614195,-50.0625
all,6,6,1729283793,-51.8846
all,6,6,1731241459,-68.8750
all,6,6,1734983820,-49.8810
all,6,6,1736927955,-46.4000
all,6,6,1743264730,-48.0625
all,6,6,1747330230,-47.5833
all,6,6,1750180420,-42.8333
all,6,6,1754382556,-36.8636
all,6,6,1754719726,-49.6818
all,6,6,1756515094,-71.5000
all,6,6,1777983941,-47.0000
all,6,6,1780018293,-48.5909
all,6,6,1783035865,-70.2273
all,6,6,1784400485,-50.0385
all,6,6,1785013374,-37.7000
all,6,6,1786126378,-54.8333
all,6,6,1787008643,-65.2000
all,6,6,1788846950,-62.8846
all,6,6,1791584394,-45.5714
all,6,6,1792465840,-62.9118
all,6,6,1801207137,-59.4091
all,6,6,1811800664,-54.0882
all,6,6,1815806383,-38.7727
all,6,6,18161333,-39.4000
all,6,6,1818025879,-59.9706
all,6,6,1818238838,-57.5000
all,6,6,1824186194,-39.4167
all,6,6,1824418536,-60.2222
all,6,6,1829040536,-56.3824
all,6,6,1839067692,-62.2500
all,6,6,1840869935,-59.7083
all,6,6,1841583134,-52.5625
all,6,6,1852411569,-46.3824
all,6,6,1852916457,-43.9444
all,6,6,185365952,-48.5556
all,6,6,1856426629,-47.8333
all,6,6,1860824840,-35.6111
all,6,6,1862133219,-39.8125
all,6,6,1862386922,-81.0217
all,6,6,1870075857,-51.5000
all,6,6,1873747624,-40.0263
all,6,6,1882413127,-57.0000
all,6,6,18870902,-54.0000
all,6,6,1889160883,-54.7000
all,6,6,189503870,-40.4333
all,6,6,1906721907,-51.3750
all,6,6,1908253110,-46.9286
all,6,6,1909667671,-37.3333
all,6,6,1910179968,-54.7500
all,6,6,1913967513,-47.4167
all,6,6,191544278,-44.1875
all,6,6,1933500658,-51.9211
all,6,6,1934380881,-53.8333
all,6,6,1935573920,-42.4375
all,6,6,193817994,-46.3000
all,6,6,1938393722,-47.4375
all,6,6,1944444860,-59.7632
all,6,6,1947213365,-49.0333
all,6,6,1951682096,-56.2778
all,6,6,1959144122,-81.2692
all,6,6,1962030729,-56.0652
all,6,6,196678503,-54.6111
all,6,6,1969283497,-46.4000
all,6,6,1979947027,-50.8333
all,6,6,1986960173,-24.2778
all,6,6,1989218905,-36.8333
all,6,6,1991756781,-38.9375
all,6,6,1998835997,-57.5000
all,6,6,2002329122,-56.5909
all,6,6,2003194834,-43.0556
all,6,6,2006648343,-52.9211
all,6,6,2008129550,-36.6250
all,6,6,2012597537,-39.9545
all,6,6,2017579353,-39.5667
all,6,6,2018523250,-54.1500
all,6,6,2027728826,-54.1000
all,6,6,2028711105,-52.2500
all,6,6,2030551235,-54.9091
all,6,6,2032613547,-77.9167
all,6,6,2032709290,-55.7308
all,6,6,2037277650,-38.2500
all,6,6,2042598215,-40.2000
all,6,6,2047260970,-55.7308
all,6,6,2049513134,-57.1923
all,6,6,2056543553,-59.9706
all,6,6,2061859894,-47.2857
all,6,6,2063672426,-42.0000
all,6,6,2065215352,-41.6667
all,6,6,2067349480,-39.8571
all,6,6,2069326171,-58.2857
all,6,6,2072683941,-49.5000
all,6,6,2073032659,-42.1400
all,6,6,2077841788,-50.5000
all,6,6,2084778478,-52.0000
all,6,6,2086595122,-43.0556
all,6,6,2089336133,-34.2143
all,6,6,2090721879,-70.0714
all,6,6,2090749135,-53.1250
all,6,6,2090954088,-48.3667
all,6,6,2091484725,-58.3125
all,6,6,2092361915,-61.7353
all,6,6,209515778,-57.9286
all,6,6,2103026780,-56.7963
all,6,6,2105993330,-43.5833
all,6,6,2108898892,-44.7632
all,6,6,2114264718,-45.5000
all,6,6,2115404849,-67.1667
all,6,6,2117413851,-65.4524
all,6,6,2124090669,-46.3889
all,6,6,2127934901,-53.3889
all,6,6,2128996900,-59.2500
all,6,6,2138390668,-68.2000
all,6,6,2139588327,-52.8333
all,6,6,2141009491,-44.6667
all,6,6,2142329768,-54.2857
all,6,6,21492040,-52.3125
all,6,6,21930459,-43.4333
all,6,6,22353703,-39.7727
all,6,6,225999372,-44.6538
all,6,6,228832894,-31.0000
all,6,6,235907694,-41.5000
all,6,6,235925162,-54.4167
all,6,6,238979097,-52.8571
all,6,6,240806326,-78.3261
all,6,6,243573700,-57.5909
all,6,6,245480496,-34.1667
all,6,6,258976179,-47.7667
all,6,6,260318576,-44.6250
all,6,6,264279916,-52.6176
all,6,6,264663592,-43.2500
all,6,6,265717410,-49.3333
all,6,6,271483271,-29.2143
all,6,6,274764836,-40.5714
all,6,6,278340220,-48.1471
