level,M,N,seed,leniencyMetric
all,1,1,1001641798,-177.0213
all,1,1,1004306364,-164.7736
all,1,1,1010978582,-184.2605
all,1,1,1022846210,-179.0076
all,1,1,1023722256,-172.9206
all,1,1,1033480057,-174.4427
all,1,1,1036474372,-173.1301
all,1,1,1037401273,-168.7818
all,1,1,1038218488,-185.9358
all,1,1,1038240813,-167.9868
all,1,1,1041135095,-173.5670
all,1,1,1052850471,-172.0260
all,1,1,1053293722,-181.3465
all,1,1,1059209602,-181.4141
all,1,1,1061751410,-178.3397
all,1,1,1062255042,-162.3910
all,1,1,1064032374,-181.0627
all,1,1,1064486697,-176.6183
all,1,1,106587538,-174.9520
all,1,1,1068183337,-163.1572
all,1,1,1082073250,-168.7426
all,1,1,1083026305,-177.2579
all,1,1,1093253708,-187.6312
all,1,1,1094988923,-172.6217
all,1,1,1096341932,-170.2033
all,1,1,1099891794,-189.1466
all,1,1,1108994755,-177.8669
all,1,1,1116182691,-167.8156
all,1,1,1121515410,-192.5723
all,1,1,112743658,-174.1063
all,1,1,1128081783,-176.4272
all,1,1,1130403943,-171.6966
all,1,1,1135500214,-165.1793
all,1,1,1138184120,-179.9938
all,1,1,1139765352,-174.5849
all,1,1,1142181782,-160.3497
all,1,1,1154008721,-180.1258
all,1,1,1157790512,-176.8707
all,1,1,1161547704,-167.0698
all,1,1,1164368824,-186.0015
all,1,1,1174427787,-177.3077
all,1,1,1174462524,-172.0852
all,1,1,1175519146,-161.2074
all,1,1,1182202028,-175.3135
all,1,1,1182440019,-172.2032
all,1,1,1201170237,-170.3590
all,1,1,1201565253,-187.2671
all,1,1,1211334439,-187.4559
all,1,1,1218616460,-191.6780
all,1,1,1218917431,-172.4281
all,1,1,1222143675,-175.5490
all,1,1,1223901321,-187.9084
all,1,1,1226275373,-169.4258
all,1,1,1226979448,-184.6802
all,1,1,1233913320,-160.3875
all,1,1,1237131333,-172.4513
all,1,1,1239558035,-169.7941
all,1,1,1244728759,-178.3727
all,1,1,1246105016,-173.9427
all,1,1,124711068,-167.6347
all,1,1,1250181728,-181.8353
all,1,1,1270720746,-176.2022
all,1,1,1288215810,-173.6824
all,1,1,1288751559,-171.3149
all,1,1,1292333361,-166.0891
all,1,1,1292918822,-169.7841
all,1,1,1293461712,-179.5485
all,1,1,1300823014,-174.5065
all,1,1,1304407919,-174.0129
all,1,1,1305376595,-177.1460
all,1,1,1310759371,-167.7033
all,1,1,1315379481,-177.7943
all,1,1,1315459146,-189.6520
all,1,1,1317062028,-192.2404
all,1,1,1317484954,-173.6069
all,1,1,1318180947,-170.7670
all,1,1,1318721770,-172.7524
all,1,1,1319364568,-173.3095
all,1,1,1320567837,-178.4708
all,1,1,1326000153,-169.3548
all,1,1,1336493410,-191.2955
all,1,1,1337026208,-165.8108
all,1,1,1341796865,-177.1384
all,1,1,1348972292,-181.7275
all,1,1,1351344834,-174.3159
all,1,1,1354571885,-161.0940
all,1,1,1355696803,-184.6365
all,1,1,1356823191,-182.1012
all,1,1,1360479120,-182.5061
all,1,1,1360595726,-179.3739
all,1,1,1367920983,-186.6246
all,1,1,1370452686,-168.9677
all,1,1,1371795951,-173.7710
all,1,1,137493304,-168.5401
all,1,1,1375056305,-178.5789
all,1,1,1380206301,-177.2997
all,1,1,138257890,-175.3354
all,1,1,1390070123,-182.2985
all,1,1,1397766369,-176.9677
all,1,1,1409932949,-175.0314
all,1,1,1410120414,-181.0483
all,1,1,1411552849,-177.5737
all,1,1,1411736710,-167.5689
all,1,1,1411740561,-173.4132
all,1,1,1412314167,-171.0465
all,1,1,1414909128,-174.3006
all,1,1,1415951383,-170.5863
all,1,1,1417221407,-172.3285
all,1,1,1417484602,-173.0489
all,1,1,1420211928,-175.8209
all,1,1,1423060993,-169.7788
all,1,1,1423682194,-168.3045
all,1,1,1424869980,-170.9410
all,1,1,142497295,-161.7784
all,1,1,1430247905,-189.5575
all,1,1,1431277483,-185.3692
all,1,1,1440176088,-171.8469
all,1,1,1444118058,-190.4104
all,1,1,1453438136,-172.5064
all,1,1,1457672976,-170.3766
all,1,1,1459827370,-173.9937
all,1,1,1460988487,-181.3802
all,1,1,1461249056,-189.5520
all,1,1,1480296753,-177.2680
all,1,1,1483337579,-187.8274
all,1,1,1486300823,-174.6238
all,1,1,1497824864,-171.6262
all,1,1,1504225597,-169.4010
all,1,1,1504822265,-180.8811
all,1,1,150604100,-168.5203
all,1,1,1507258094,-180.2656
all,1,1,1509632501,-180.1166
all,1,1,1512170075,-180.2130
all,1,1,1513047029,-170.6340
all,1,1,1518358220,-183.7335
all,1,1,1518938308,-172.9423
all,1,1,1523850398,-177.1944
all,1,1,152517913,-178.3418
all,1,1,1526915281,-176.4434
all,1,1,1529081495,-165.0939
all,1,1,1531151360,-176.3762
all,1,1,1533832136,-160.9965
all,1,1,1536985943,-174.6782
